filter,class,predicted_class
Original,2,2
snownight,2,2
Original,83,83
snownight,83,30
Original,73,73
snownight,73,73
Original,63,63
snownight,63,66
Original,86,86
snownight,86,86
Original,100,100
snownight,100,100
Original,32,32
snownight,32,32
Original,7,7
snownight,7,7
Original,77,77
snownight,77,77
Original,43,43
snownight,43,43
Original,53,53
snownight,53,53
Original,78,78
snownight,78,78
Original,57,57
snownight,57,50
Original,52,52
snownight,52,50
Original,50,50
snownight,50,50
Original,21,21
snownight,21,21
Original,48,48
snownight,48,48
Original,77,77
snownight,77,77
Original,28,28
snownight,28,28
Original,28,28
snownight,28,28
Original,45,45
snownight,45,45
Original,33,33
snownight,33,33
Original,41,41
snownight,41,41
Original,46,46
snownight,46,46
Original,46,46
snownight,46,46
Original,50,50
snownight,50,51
Original,52,52
snownight,52,52
Original,42,42
snownight,42,42
Original,83,83
snownight,83,83
Original,36,36
snownight,36,36
Original,11,11
snownight,11,11
Original,53,50
snownight,53,31
Original,15,15
snownight,15,15
Original,28,28
snownight,28,28
Original,77,77
snownight,77,66
Original,90,90
snownight,90,90
Original,45,45
snownight,45,45
Original,50,50
snownight,50,20
Original,57,57
snownight,57,57
Original,0,0
snownight,0,0
Original,55,55
snownight,55,55
Original,15,15
snownight,15,15
Original,23,23
snownight,23,23
Original,87,87
snownight,87,87
Original,52,52
snownight,52,52
Original,37,37
snownight,37,37
Original,60,60
snownight,60,100
Original,28,28
snownight,28,28
Original,23,23
snownight,23,23
Original,87,87
snownight,87,87
Original,53,53
snownight,53,53
Original,50,50
snownight,50,50
Original,45,45
snownight,45,45
Original,7,7
snownight,7,23
Original,68,68
snownight,68,68
Original,74,74
snownight,74,77
Original,81,81
snownight,81,81
Original,35,35
snownight,35,35
Original,75,75
snownight,75,75
Original,20,20
snownight,20,0
Original,52,52
snownight,52,52
Original,30,30
snownight,30,30
Original,41,41
snownight,41,41
Original,20,20
snownight,20,20
Original,31,31
snownight,31,36
Original,29,90
snownight,29,12
Original,1,90
snownight,1,90
Original,53,53
snownight,53,50
Original,50,50
snownight,50,50
Original,19,19
snownight,19,19
Original,72,72
snownight,72,72
Original,59,59
snownight,59,59
Original,20,20
snownight,20,20
Original,16,16
snownight,16,16
Original,16,16
snownight,16,16
Original,46,46
snownight,46,46
Original,45,45
snownight,45,45
Original,55,55
snownight,55,51
Original,31,31
snownight,31,66
Original,32,32
snownight,32,32
Original,54,50
snownight,54,0
Original,90,90
snownight,90,90
Original,48,48
snownight,48,46
Original,78,78
snownight,78,78
Original,15,15
snownight,15,15
Original,57,57
snownight,57,57
Original,52,52
snownight,52,52
Original,90,90
snownight,90,90
Original,78,78
snownight,78,78
Original,83,83
snownight,83,83
Original,36,36
snownight,36,36
Original,67,67
snownight,67,67
Original,62,62
snownight,62,45
Original,48,48
snownight,48,48
Original,22,22
snownight,22,22
Original,51,51
snownight,51,51
Original,12,12
snownight,12,12
Original,0,0
snownight,0,12
Original,97,97
snownight,97,97
Original,55,55
snownight,55,55
Original,30,30
snownight,30,30
Original,45,45
snownight,45,45
Original,75,75
snownight,75,75
Original,90,90
snownight,90,90
Original,52,52
snownight,52,52
Original,53,53
snownight,53,47
Original,15,15
snownight,15,15
Original,23,23
snownight,23,23
Original,32,32
snownight,32,32
Original,51,51
snownight,51,51
Original,50,50
snownight,50,46
Original,51,51
snownight,51,50
Original,28,28
snownight,28,28
Original,90,90
snownight,90,76
Original,32,32
snownight,32,57
Original,53,53
snownight,53,20
Original,0,0
snownight,0,90
Original,53,53
snownight,53,53
Original,48,48
snownight,48,48
Original,53,53
snownight,53,53
Original,90,90
snownight,90,90
Original,41,41
snownight,41,41
Original,37,37
snownight,37,37
Original,55,55
snownight,55,57
Original,86,86
snownight,86,86
Original,55,55
snownight,55,55
Original,45,45
snownight,45,45
Original,60,60
snownight,60,60
Original,74,74
snownight,74,74
Original,37,90
snownight,37,90
Original,54,50
snownight,54,50
Original,36,36
snownight,36,36
Original,50,50
snownight,50,75
Original,67,67
snownight,67,67
Original,0,0
snownight,0,0
Original,52,48
snownight,52,48
Original,52,52
snownight,52,52
Original,51,51
snownight,51,51
Original,23,23
snownight,23,23
Original,65,65
snownight,65,81
Original,23,23
snownight,23,23
Original,55,55
snownight,55,48
Original,67,67
snownight,67,67
Original,41,41
snownight,41,41
Original,78,78
snownight,78,78
Original,37,37
snownight,37,37
Original,15,15
snownight,15,15
Original,50,50
snownight,50,50
Original,67,67
snownight,67,77
Original,50,50
snownight,50,20
Original,43,43
snownight,43,43
Original,77,77
snownight,77,91
Original,20,20
snownight,20,20
Original,20,20
snownight,20,20
Original,70,70
snownight,70,70
Original,70,70
snownight,70,70
Original,23,23
snownight,23,23
Original,31,31
snownight,31,82
Original,66,66
snownight,66,66
Original,90,90
snownight,90,90
Original,46,46
snownight,46,46
Original,66,66
snownight,66,92
Original,90,90
snownight,90,90
Original,49,49
snownight,49,49
Original,23,23
snownight,23,23
Original,60,60
snownight,60,60
Original,74,74
snownight,74,74
Original,23,23
snownight,23,15
Original,31,31
snownight,31,31
Original,23,23
snownight,23,23
Original,51,51
snownight,51,51
Original,50,50
snownight,50,50
Original,31,31
snownight,31,31
Original,32,32
snownight,32,20
Original,73,73
snownight,73,73
Original,41,41
snownight,41,41
Original,56,56
snownight,56,27
Original,77,77
snownight,77,77
Original,46,46
snownight,46,46
Original,90,90
snownight,90,90
Original,46,46
snownight,46,46
Original,55,55
snownight,55,55
Original,32,32
snownight,32,42
Original,74,74
snownight,74,74
Original,50,50
snownight,50,50
Original,30,30
snownight,30,30
Original,66,66
snownight,66,66
Original,16,16
snownight,16,16
Original,66,63
snownight,66,74
Original,67,67
snownight,67,67
Original,63,63
snownight,63,77
Original,16,16
snownight,16,16
Original,30,30
snownight,30,30
Original,57,57
snownight,57,57
Original,21,21
snownight,21,21
Original,45,45
snownight,45,45
Original,60,60
snownight,60,60
Original,74,74
snownight,74,74
Original,14,100
snownight,14,100
Original,50,37
snownight,50,37
Original,87,87
snownight,87,87
Original,23,23
snownight,23,23
Original,46,46
snownight,46,46
Original,90,90
snownight,90,90
Original,46,46
snownight,46,46
Original,16,16
snownight,16,23
Original,55,55
snownight,55,62
Original,60,60
snownight,60,33
Original,46,46
snownight,46,46
Original,60,60
snownight,60,53
Original,30,30
snownight,30,30
Original,31,31
snownight,31,78
Original,78,78
snownight,78,78
Original,87,59
snownight,87,0
Original,87,87
snownight,87,87
Original,63,63
snownight,63,93
Original,37,37
snownight,37,37
Original,87,87
snownight,87,87
Original,78,78
snownight,78,78
Original,74,74
snownight,74,74
Original,31,31
snownight,31,31
Original,50,50
snownight,50,50
Original,16,16
snownight,16,16
Original,67,67
snownight,67,67
Original,46,46
snownight,46,46
Original,74,63
snownight,74,93
Original,99,99
snownight,99,99
Original,20,20
snownight,20,20
Original,72,72
snownight,72,68
Original,32,32
snownight,32,32
Original,86,86
snownight,86,91
Original,67,67
snownight,67,67
Original,16,16
snownight,16,16
Original,53,53
snownight,53,51
Original,10,10
snownight,10,10
Original,16,16
snownight,16,16
Original,32,32
snownight,32,32
Original,50,50
snownight,50,50
Original,30,30
snownight,30,30
Original,66,66
snownight,66,66
Original,6,6
snownight,6,6
Original,53,53
snownight,53,41
Original,46,46
snownight,46,46
Original,36,36
snownight,36,36
Original,42,42
snownight,42,42
Original,30,30
snownight,30,30
Original,12,12
snownight,12,12
Original,29,29
snownight,29,29
Original,30,30
snownight,30,30
Original,15,15
snownight,15,15
Original,53,53
snownight,53,48
Original,102,102
snownight,102,102
Original,28,28
snownight,28,28
Original,22,22
snownight,22,22
Original,39,39
snownight,39,39
Original,30,30
snownight,30,30
Original,90,90
snownight,90,90
Original,36,36
snownight,36,36
Original,12,12
snownight,12,12
Original,50,50
snownight,50,50
Original,7,6
snownight,7,6
Original,53,53
snownight,53,53
Original,46,50
snownight,46,24
Original,45,45
snownight,45,45
Original,40,40
snownight,40,40
Original,50,50
snownight,50,50
Original,30,30
snownight,30,30
Original,67,67
snownight,67,67
Original,52,52
snownight,52,52
Original,32,32
snownight,32,32
Original,75,75
snownight,75,75
Original,67,67
snownight,67,67
Original,52,52
snownight,52,48
Original,32,32
snownight,32,32
Original,52,52
snownight,52,97
Original,86,86
snownight,86,30
Original,90,90
snownight,90,90
Original,30,30
snownight,30,30
Original,50,50
snownight,50,50
Original,43,43
snownight,43,90
Original,52,52
snownight,52,66
Original,90,90
snownight,90,90
Original,83,83
snownight,83,83
Original,81,81
snownight,81,81
Original,30,30
snownight,30,30
Original,17,17
snownight,17,17
Original,1,1
snownight,1,1
Original,20,20
snownight,20,20
Original,52,52
snownight,52,50
Original,28,28
snownight,28,28
Original,97,97
snownight,97,77
Original,53,53
snownight,53,53
Original,67,67
snownight,67,67
Original,22,22
snownight,22,22
Original,55,55
snownight,55,41
Original,48,48
snownight,48,48
Original,30,30
snownight,30,30
Original,51,51
snownight,51,51
Original,44,44
snownight,44,44
Original,78,78
snownight,78,78
Original,55,55
snownight,55,50
Original,16,16
snownight,16,16
Original,45,45
snownight,45,45
Original,90,90
snownight,90,90
Original,50,50
snownight,50,50
Original,77,77
snownight,77,90
Original,16,16
snownight,16,16
Original,53,53
snownight,53,53
Original,55,55
snownight,55,55
Original,90,90
snownight,90,6
Original,41,41
snownight,41,41
Original,32,32
snownight,32,32
Original,63,63
snownight,63,91
Original,17,17
snownight,17,15
Original,20,20
snownight,20,20
Original,67,67
snownight,67,67
Original,72,72
snownight,72,72
Original,20,20
snownight,20,20
Original,72,72
snownight,72,72
Original,51,51
snownight,51,51
Original,90,90
snownight,90,90
Original,45,45
snownight,45,45
Original,50,50
snownight,50,20
Original,30,30
snownight,30,30
Original,63,63
snownight,63,63
Original,46,46
snownight,46,46
Original,30,30
snownight,30,30
Original,61,61
snownight,61,61
Original,75,75
snownight,75,75
Original,37,37
snownight,37,39
Original,23,23
snownight,23,23
Original,52,52
snownight,52,55
Original,23,23
snownight,23,23
Original,37,37
snownight,37,37
Original,30,30
snownight,30,30
Original,70,70
snownight,70,70
Original,68,69
snownight,68,84
Original,68,68
snownight,68,68
Original,79,79
snownight,79,79
Original,32,32
snownight,32,32
Original,10,10
snownight,10,10
Original,37,37
snownight,37,37
Original,52,52
snownight,52,52
Original,6,6
snownight,6,6
Original,50,50
snownight,50,50
Original,90,90
snownight,90,90
Original,50,50
snownight,50,50
Original,31,31
snownight,31,68
Original,28,28
snownight,28,28
Original,53,53
snownight,53,6
Original,28,28
snownight,28,28
Original,37,37
snownight,37,45
Original,37,37
snownight,37,37
Original,66,66
snownight,66,66
Original,10,10
snownight,10,10
Original,50,50
snownight,50,50
Original,16,16
snownight,16,16
Original,90,90
snownight,90,90
Original,46,46
snownight,46,46
Original,87,87
snownight,87,33
Original,19,19
snownight,19,19
Original,51,51
snownight,51,60
Original,31,31
snownight,31,20
Original,90,90
snownight,90,90
Original,32,32
snownight,32,32
Original,23,23
snownight,23,23
Original,19,19
snownight,19,19
Original,90,90
snownight,90,90
Original,28,28
snownight,28,28
Original,32,32
snownight,32,32
Original,48,48
snownight,48,48
Original,31,31
snownight,31,31
Original,83,83
snownight,83,83
Original,48,48
snownight,48,48
Original,48,48
snownight,48,48
Original,53,53
snownight,53,53
Original,50,50
snownight,50,50
Original,43,43
snownight,43,43
Original,63,63
snownight,63,90
Original,43,43
snownight,43,43
Original,90,90
snownight,90,90
Original,37,37
snownight,37,30
Original,29,16
snownight,29,29
Original,23,23
snownight,23,23
Original,51,51
snownight,51,51
Original,90,90
snownight,90,90
Original,86,86
snownight,86,30
Original,46,46
snownight,46,7
Original,56,56
snownight,56,56
Original,72,72
snownight,72,72
Original,52,52
snownight,52,52
Original,75,75
snownight,75,75
Original,51,51
snownight,51,51
Original,81,68
snownight,81,68
Original,15,15
snownight,15,15
Original,63,63
snownight,63,66
Original,30,30
snownight,30,30
Original,50,50
snownight,50,89
Original,30,30
snownight,30,30
Original,23,23
snownight,23,23
Original,30,30
snownight,30,30
Original,52,52
snownight,52,52
Original,32,32
snownight,32,32
Original,16,16
snownight,16,12
Original,57,57
snownight,57,57
Original,16,16
snownight,16,0
Original,43,43
snownight,43,43
Original,72,72
snownight,72,72
Original,78,78
snownight,78,78
Original,46,46
snownight,46,75
Original,30,30
snownight,30,30
Original,86,77
snownight,86,86
Original,90,90
snownight,90,90
Original,67,67
snownight,67,67
Original,30,30
snownight,30,30
Original,53,53
snownight,53,50
Original,32,32
snownight,32,32
Original,36,36
snownight,36,36
Original,90,90
snownight,90,90
Original,51,51
snownight,51,51
Original,66,67
snownight,66,67
Original,63,63
snownight,63,63
Original,16,16
snownight,16,16
Original,74,74
snownight,74,74
Original,50,50
snownight,50,48
Original,50,50
snownight,50,50
Original,45,45
snownight,45,45
Original,35,35
snownight,35,35
Original,90,90
snownight,90,90
Original,23,23
snownight,23,23
Original,102,102
snownight,102,102
Original,78,78
snownight,78,78
Original,50,50
snownight,50,6
Original,48,48
snownight,48,48
Original,23,23
snownight,23,23
Original,86,86
snownight,86,86
Original,40,40
snownight,40,38
Original,21,21
snownight,21,90
Original,20,20
snownight,20,20
Original,22,22
snownight,22,22
Original,45,45
snownight,45,45
Original,30,30
snownight,30,30
Original,53,30
snownight,53,30
Original,48,48
snownight,48,48
Original,60,90
snownight,60,50
Original,45,45
snownight,45,45
Original,28,28
snownight,28,28
Original,67,67
snownight,67,67
Original,52,52
snownight,52,52
Original,42,42
snownight,42,42
Original,35,35
snownight,35,66
Original,93,93
snownight,93,93
Original,52,52
snownight,52,52
Original,36,36
snownight,36,36
Original,77,77
snownight,77,77
Original,30,30
snownight,30,30
Original,86,86
snownight,86,86
Original,45,45
snownight,45,45
Original,97,97
snownight,97,97
Original,16,16
snownight,16,16
Original,78,78
snownight,78,90
Original,23,23
snownight,23,23
Original,2,2
snownight,2,2
Original,23,23
snownight,23,23
Original,57,57
snownight,57,57
Original,52,52
snownight,52,52
Original,16,16
snownight,16,16
Original,23,23
snownight,23,23
Original,52,52
snownight,52,49
Original,86,86
snownight,86,86
Original,42,42
snownight,42,42
Original,31,31
snownight,31,31
Original,90,90
snownight,90,90
Original,32,32
snownight,32,32
Original,53,39
snownight,53,90
Original,16,16
snownight,16,23
Original,90,90
snownight,90,90
Original,26,26
snownight,26,26
Original,97,91
snownight,97,77
Original,86,86
snownight,86,86
Original,90,90
snownight,90,90
Original,17,17
snownight,17,17
Original,72,72
snownight,72,72
Original,87,87
snownight,87,87
Original,90,90
snownight,90,90
Original,90,90
snownight,90,90
Original,12,2
snownight,12,77
Original,90,90
snownight,90,90
Original,43,43
snownight,43,43
Original,45,45
snownight,45,45
Original,24,0
snownight,24,25
Original,47,47
snownight,47,47
Original,32,32
snownight,32,32
Original,97,97
snownight,97,97
Original,23,23
snownight,23,23
Original,78,78
snownight,78,78
Original,30,30
snownight,30,30
Original,90,90
snownight,90,90
Original,30,30
snownight,30,30
Original,90,90
snownight,90,90
Original,51,51
snownight,51,51
Original,63,63
snownight,63,77
Original,32,32
snownight,32,32
Original,49,49
snownight,49,49
Original,52,52
snownight,52,52
Original,23,23
snownight,23,23
Original,48,48
snownight,48,48
Original,50,50
snownight,50,24
Original,53,53
snownight,53,51
Original,48,48
snownight,48,48
Original,83,83
snownight,83,83
Original,48,48
snownight,48,48
Original,23,23
snownight,23,23
Original,33,48
snownight,33,48
Original,36,36
snownight,36,36
Original,16,16
snownight,16,20
Original,83,83
snownight,83,83
Original,28,28
snownight,28,21
Original,55,55
snownight,55,77
Original,74,90
snownight,74,90
Original,12,12
snownight,12,2
Original,52,52
snownight,52,52
Original,15,90
snownight,15,90
Original,76,76
snownight,76,76
Original,45,45
snownight,45,45
Original,15,15
snownight,15,15
Original,49,49
snownight,49,49
Original,45,45
snownight,45,45
Original,30,30
snownight,30,30
Original,30,30
snownight,30,30
Original,23,23
snownight,23,23
Original,15,23
snownight,15,12
Original,16,16
snownight,16,16
Original,19,19
snownight,19,19
Original,78,78
snownight,78,78
Original,72,72
snownight,72,72
Original,86,86
snownight,86,15
Original,74,74
snownight,74,74
Original,6,6
snownight,6,6
Original,11,11
snownight,11,21
Original,28,28
snownight,28,28
Original,21,21
snownight,21,21
Original,23,23
snownight,23,23
Original,42,42
snownight,42,42
Original,60,33
snownight,60,33
Original,45,45
snownight,45,57
Original,23,23
snownight,23,23
Original,20,20
snownight,20,20
Original,26,26
snownight,26,26
Original,23,23
snownight,23,84
Original,90,90
snownight,90,90
Original,30,30
snownight,30,30
Original,12,12
snownight,12,12
Original,30,30
snownight,30,30
Original,55,55
snownight,55,55
Original,70,70
snownight,70,70
Original,77,77
snownight,77,77
Original,66,66
snownight,66,66
Original,94,97
snownight,94,94
Original,75,50
snownight,75,39
Original,25,11
snownight,25,26
Original,15,15
snownight,15,15
Original,47,47
snownight,47,48
Original,74,74
snownight,74,74
Original,0,0
snownight,0,0
Original,50,50
snownight,50,50
Original,23,23
snownight,23,23
Original,51,51
snownight,51,51
Original,83,83
snownight,83,61
Original,53,53
snownight,53,53
Original,12,12
snownight,12,12
Original,60,60
snownight,60,77
Original,61,61
snownight,61,61
Original,52,52
snownight,52,52
Original,53,53
snownight,53,30
Original,52,52
snownight,52,52
Original,49,49
snownight,49,49
Original,30,30
snownight,30,30
Original,0,0
snownight,0,0
Original,74,74
snownight,74,74
Original,32,32
snownight,32,32
Original,32,32
snownight,32,32
Original,70,70
snownight,70,70
Original,45,45
snownight,45,45
Original,97,91
snownight,97,91
Original,46,46
snownight,46,46
Original,45,45
snownight,45,45
Original,51,51
snownight,51,51
Original,7,100
snownight,7,77
Original,45,45
snownight,45,45
Original,19,19
snownight,19,19
Original,30,30
snownight,30,30
Original,16,16
snownight,16,16
Original,52,52
snownight,52,52
Original,55,55
snownight,55,55
Original,17,17
snownight,17,17
Original,23,23
snownight,23,23
Original,30,30
snownight,30,30
Original,38,38
snownight,38,38
Original,38,38
snownight,38,38
Original,17,17
snownight,17,17
Original,48,48
snownight,48,48
Original,46,46
snownight,46,46
Original,50,50
snownight,50,50
Original,60,60
snownight,60,60
Original,16,16
snownight,16,16
Original,55,55
snownight,55,48
Original,87,87
snownight,87,87
Original,30,30
snownight,30,30
Original,21,21
snownight,21,24
Original,66,66
snownight,66,66
Original,90,90
snownight,90,90
Original,57,57
snownight,57,57
Original,90,90
snownight,90,90
Original,57,57
snownight,57,57
Original,6,6
snownight,6,6
Original,36,36
snownight,36,36
Original,31,16
snownight,31,16
Original,48,48
snownight,48,48
Original,53,53
snownight,53,53
Original,43,43
snownight,43,43
Original,42,42
snownight,42,42
Original,30,30
snownight,30,30
Original,16,16
snownight,16,16
Original,19,19
snownight,19,19
Original,32,32
snownight,32,32
Original,52,52
snownight,52,52
Original,102,102
snownight,102,102
Original,48,48
snownight,48,48
Original,86,86
snownight,86,86
Original,47,47
snownight,47,47
Original,86,86
snownight,86,86
Original,51,51
snownight,51,51
Original,32,32
snownight,32,32
Original,46,46
snownight,46,46
Original,53,53
snownight,53,53
Original,3,0
snownight,3,0
Original,39,39
snownight,39,39
Original,39,39
snownight,39,39
Original,45,45
snownight,45,45
Original,90,90
snownight,90,90
Original,23,23
snownight,23,23
Original,90,90
snownight,90,90
Original,46,46
snownight,46,46
Original,23,23
snownight,23,23
Original,63,63
snownight,63,66
Original,11,21
snownight,11,0
Original,57,57
snownight,57,57
Original,16,16
snownight,16,16
Original,32,32
snownight,32,32
Original,90,90
snownight,90,90
Original,45,45
snownight,45,45
Original,46,46
snownight,46,46
Original,29,29
snownight,29,16
Original,46,46
snownight,46,46
Original,18,29
snownight,18,18
Original,51,51
snownight,51,53
Original,28,28
snownight,28,28
Original,46,46
snownight,46,46
Original,22,16
snownight,22,16
Original,50,50
snownight,50,50
Original,48,57
snownight,48,57
Original,24,24
snownight,24,24
Original,20,20
snownight,20,20
Original,28,28
snownight,28,21
Original,62,62
snownight,62,62
Original,79,79
snownight,79,79
Original,20,20
snownight,20,20
Original,2,2
snownight,2,2
Original,40,40
snownight,40,2
Original,53,53
snownight,53,27
Original,52,52
snownight,52,90
Original,63,63
snownight,63,66
Original,34,34
snownight,34,34
Original,67,67
snownight,67,67
Original,46,46
snownight,46,46
Original,78,78
snownight,78,77
Original,74,74
snownight,74,74
Original,23,23
snownight,23,23
Original,16,16
snownight,16,16
Original,23,23
snownight,23,23
Original,30,30
snownight,30,30
Original,90,90
snownight,90,90
Original,53,53
snownight,53,53
Original,61,61
snownight,61,61
Original,36,36
snownight,36,36
Original,21,21
snownight,21,21
Original,90,90
snownight,90,15
Original,45,45
snownight,45,45
Original,90,90
snownight,90,90
Original,78,78
snownight,78,78
Original,51,51
snownight,51,51
Original,72,72
snownight,72,72
Original,16,16
snownight,16,16
Original,32,32
snownight,32,32
Original,74,74
snownight,74,30
Original,87,87
snownight,87,87
Original,63,63
snownight,63,63
Original,52,52
snownight,52,52
Original,32,32
snownight,32,32
Original,2,2
snownight,2,2
Original,45,45
snownight,45,45
Original,30,30
