filter,class,predicted_class
Original,77,77
rain10,77,77
Original,84,79
rain10,84,79
Original,87,87
rain10,87,87
Original,87,87
rain10,87,87
Original,0,0
rain10,0,0
Original,23,23
rain10,23,23
Original,45,45
rain10,45,45
Original,39,39
rain10,39,39
Original,67,67
rain10,67,67
Original,32,32
rain10,32,32
Original,72,72
rain10,72,72
Original,83,83
rain10,83,83
Original,28,28
rain10,28,28
Original,15,15
rain10,15,15
Original,52,52
rain10,52,52
Original,57,16
rain10,57,15
Original,63,63
rain10,63,63
Original,42,50
rain10,42,42
Original,51,51
rain10,51,51
Original,16,16
rain10,16,16
Original,66,66
rain10,66,66
Original,15,15
rain10,15,15
Original,51,51
rain10,51,51
Original,87,87
rain10,87,87
Original,37,37
rain10,37,37
Original,16,16
rain10,16,16
Original,42,46
rain10,42,46
Original,17,17
rain10,17,17
Original,51,51
rain10,51,51
Original,90,90
rain10,90,90
Original,23,23
rain10,23,23
Original,97,97
rain10,97,97
Original,6,6
rain10,6,6
Original,0,0
rain10,0,0
Original,16,16
rain10,16,16
Original,57,57
rain10,57,57
Original,79,79
rain10,79,79
Original,83,83
rain10,83,83
Original,63,63
rain10,63,63
Original,32,32
rain10,32,32
Original,90,90
rain10,90,90
Original,74,74
rain10,74,74
Original,52,52
rain10,52,52
Original,58,58
rain10,58,58
Original,30,30
rain10,30,30
Original,37,37
rain10,37,37
Original,55,55
rain10,55,57
Original,43,43
rain10,43,43
Original,63,63
rain10,63,63
Original,53,53
rain10,53,53
Original,53,53
rain10,53,53
Original,48,48
rain10,48,48
Original,90,90
rain10,90,90
Original,19,2
rain10,19,2
Original,23,23
rain10,23,23
Original,20,20
rain10,20,20
Original,90,90
rain10,90,76
Original,83,83
rain10,83,83
Original,86,86
rain10,86,86
Original,51,51
rain10,51,51
Original,0,0
rain10,0,0
Original,23,23
rain10,23,23
Original,83,83
rain10,83,83
Original,49,49
rain10,49,49
Original,90,90
rain10,90,90
Original,87,87
rain10,87,87
Original,50,50
rain10,50,50
Original,15,15
rain10,15,15
Original,30,30
rain10,30,30
Original,32,32
rain10,32,32
Original,65,65
rain10,65,65
Original,42,42
rain10,42,42
Original,68,68
rain10,68,68
Original,29,29
rain10,29,77
Original,86,86
rain10,86,86
Original,52,52
rain10,52,52
Original,61,61
rain10,61,61
Original,51,51
rain10,51,51
Original,11,11
rain10,11,11
Original,15,15
rain10,15,15
Original,41,41
rain10,41,41
Original,2,2
rain10,2,2
Original,16,16
rain10,16,16
Original,78,78
rain10,78,78
Original,97,97
rain10,97,97
Original,90,90
rain10,90,90
Original,78,78
rain10,78,78
Original,57,57
rain10,57,57
Original,53,53
rain10,53,53
Original,78,78
rain10,78,78
Original,41,41
rain10,41,41
Original,41,41
rain10,41,41
Original,68,68
rain10,68,68
Original,30,30
rain10,30,30
Original,77,77
rain10,77,60
Original,51,51
rain10,51,51
Original,53,53
rain10,53,53
Original,29,29
rain10,29,12
Original,41,41
rain10,41,41
Original,97,97
rain10,97,97
Original,78,78
rain10,78,78
Original,32,32
rain10,32,32
Original,3,0
rain10,3,0
Original,55,57
rain10,55,57
Original,50,50
rain10,50,50
Original,66,66
rain10,66,66
Original,17,21
rain10,17,21
Original,33,33
rain10,33,33
Original,31,31
rain10,31,31
Original,1,1
rain10,1,1
Original,23,23
rain10,23,23
Original,51,51
rain10,51,51
Original,90,90
rain10,90,90
Original,21,21
rain10,21,21
Original,52,52
rain10,52,52
Original,70,70
rain10,70,70
Original,46,46
rain10,46,46
Original,20,23
rain10,20,23
Original,50,50
rain10,50,50
Original,32,32
rain10,32,32
Original,22,22
rain10,22,22
Original,20,20
rain10,20,20
Original,53,53
rain10,53,51
Original,31,32
rain10,31,31
Original,67,67
rain10,67,67
Original,28,28
rain10,28,28
Original,37,37
rain10,37,37
Original,75,75
rain10,75,75
Original,31,31
rain10,31,31
Original,25,25
rain10,25,25
Original,42,42
rain10,42,42
Original,57,57
rain10,57,57
Original,86,86
rain10,86,86
Original,54,54
rain10,54,53
Original,30,30
rain10,30,30
Original,51,51
rain10,51,51
Original,30,30
rain10,30,30
Original,42,42
rain10,42,42
Original,15,15
rain10,15,15
Original,50,53
rain10,50,53
Original,23,23
rain10,23,23
Original,62,15
rain10,62,7
Original,66,66
rain10,66,66
Original,35,35
rain10,35,35
Original,52,52
rain10,52,52
Original,16,16
rain10,16,16
Original,55,55
rain10,55,55
Original,64,64
rain10,64,64
Original,22,22
rain10,22,22
Original,30,30
rain10,30,30
Original,66,66
rain10,66,66
Original,90,90
rain10,90,90
Original,48,48
rain10,48,48
Original,45,45
rain10,45,45
Original,86,86
rain10,86,86
Original,17,17
rain10,17,23
Original,32,32
rain10,32,32
Original,50,50
rain10,50,50
Original,52,52
rain10,52,52
Original,17,17
rain10,17,17
Original,46,46
rain10,46,46
Original,55,55
rain10,55,55
Original,86,86
rain10,86,86
Original,48,48
rain10,48,48
Original,2,2
rain10,2,2
Original,72,72
rain10,72,72
Original,20,20
rain10,20,20
Original,48,48
rain10,48,48
Original,34,34
rain10,34,34
Original,32,32
rain10,32,32
Original,51,51
rain10,51,51
Original,16,16
rain10,16,16
Original,87,86
rain10,87,86
Original,67,67
rain10,67,67
Original,90,90
rain10,90,90
Original,50,50
rain10,50,50
Original,52,52
rain10,52,52
Original,66,66
rain10,66,66
Original,0,0
rain10,0,0
Original,51,51
rain10,51,51
Original,50,50
rain10,50,50
Original,26,26
rain10,26,26
Original,90,90
rain10,90,90
Original,23,23
rain10,23,23
Original,30,30
rain10,30,30
Original,63,63
rain10,63,63
Original,51,51
rain10,51,51
Original,46,46
rain10,46,46
Original,23,23
rain10,23,23
Original,52,52
rain10,52,50
Original,48,48
rain10,48,48
Original,20,20
rain10,20,20
Original,32,32
rain10,32,32
Original,67,67
rain10,67,67
Original,76,77
rain10,76,77
Original,16,16
rain10,16,16
Original,48,31
rain10,48,31
Original,28,28
rain10,28,28
Original,20,20
rain10,20,20
Original,79,79
rain10,79,79
Original,31,31
rain10,31,31
Original,29,29
rain10,29,29
Original,42,42
rain10,42,42
Original,90,90
rain10,90,90
Original,63,63
rain10,63,63
Original,90,90
rain10,90,90
Original,49,49
rain10,49,49
Original,31,31
rain10,31,31
Original,74,74
rain10,74,74
Original,50,50
rain10,50,50
Original,55,55
rain10,55,55
Original,32,32
rain10,32,32
Original,36,36
rain10,36,36
Original,87,87
rain10,87,87
Original,55,55
rain10,55,55
Original,72,72
rain10,72,72
Original,48,48
rain10,48,48
Original,0,0
rain10,0,0
Original,79,79
rain10,79,79
Original,30,30
rain10,30,30
Original,52,52
rain10,52,52
Original,74,74
rain10,74,74
Original,16,16
rain10,16,16
Original,2,2
rain10,2,2
Original,79,79
rain10,79,79
Original,31,31
rain10,31,31
Original,50,50
rain10,50,50
Original,35,35
rain10,35,35
Original,20,20
rain10,20,20
Original,74,74
rain10,74,74
Original,55,55
rain10,55,55
Original,32,32
rain10,32,32
Original,52,52
rain10,52,52
Original,46,46
rain10,46,46
Original,55,55
rain10,55,55
Original,16,16
rain10,16,16
Original,48,48
rain10,48,57
Original,37,37
rain10,37,37
Original,74,74
rain10,74,74
Original,50,50
rain10,50,50
Original,30,30
rain10,30,30
Original,74,74
rain10,74,74
Original,50,50
rain10,50,50
Original,32,32
rain10,32,32
Original,74,74
rain10,74,74
Original,50,30
rain10,50,50
Original,55,55
rain10,55,55
Original,50,50
rain10,50,50
Original,33,63
rain10,33,63
Original,20,20
rain10,20,20
Original,50,50
rain10,50,50
Original,31,31
rain10,31,31
Original,77,90
rain10,77,74
Original,23,23
rain10,23,23
Original,31,31
rain10,31,31
Original,16,16
rain10,16,16
Original,77,77
rain10,77,77
Original,15,15
rain10,15,7
Original,37,37
rain10,37,37
Original,30,30
rain10,30,30
Original,36,36
rain10,36,36
Original,0,0
rain10,0,0
Original,48,39
rain10,48,39
Original,48,48
rain10,48,48
Original,50,50
rain10,50,50
Original,16,16
rain10,16,16
Original,93,93
rain10,93,93
Original,28,28
rain10,28,28
Original,90,90
rain10,90,90
Original,77,77
rain10,77,77
Original,21,21
rain10,21,21
Original,83,83
rain10,83,83
Original,31,31
rain10,31,31
Original,48,48
rain10,48,48
Original,48,48
rain10,48,48
Original,17,17
rain10,17,17
Original,55,55
rain10,55,55
Original,77,77
rain10,77,77
Original,90,90
rain10,90,90
Original,0,0
rain10,0,0
Original,32,32
rain10,32,32
Original,77,77
rain10,77,77
Original,15,15
rain10,15,15
Original,20,20
rain10,20,20
Original,63,63
rain10,63,63
Original,30,30
rain10,30,30
Original,30,30
rain10,30,30
Original,79,79
rain10,79,79
Original,87,87
rain10,87,87
Original,32,32
rain10,32,32
Original,50,50
rain10,50,50
Original,90,90
rain10,90,90
Original,30,30
rain10,30,30
Original,66,66
rain10,66,66
Original,53,53
rain10,53,53
Original,41,41
rain10,41,41
Original,0,0
rain10,0,0
Original,30,30
rain10,30,30
Original,16,16
rain10,16,16
Original,63,63
rain10,63,63
Original,72,72
rain10,72,72
Original,52,52
rain10,52,52
Original,66,66
rain10,66,66
Original,45,45
rain10,45,45
Original,41,41
rain10,41,41
Original,88,88
rain10,88,88
Original,50,50
rain10,50,50
Original,45,45
rain10,45,45
Original,37,37
rain10,37,37
Original,86,86
rain10,86,86
Original,87,86
rain10,87,31
Original,36,36
rain10,36,36
Original,41,41
rain10,41,41
Original,53,53
rain10,53,53
Original,67,67
rain10,67,67
Original,41,41
rain10,41,41
Original,32,32
rain10,32,32
Original,32,32
rain10,32,32
Original,48,52
rain10,48,52
Original,66,66
rain10,66,90
Original,57,57
rain10,57,57
Original,53,53
rain10,53,53
Original,16,16
rain10,16,16
Original,51,51
rain10,51,51
Original,35,35
rain10,35,35
Original,3,3
rain10,3,3
Original,41,41
rain10,41,41
Original,50,50
rain10,50,48
Original,71,71
rain10,71,71
Original,46,46
rain10,46,46
Original,31,31
rain10,31,31
Original,23,23
rain10,23,23
Original,15,15
rain10,15,15
Original,20,20
rain10,20,20
Original,66,66
rain10,66,66
Original,90,90
rain10,90,90
Original,30,30
rain10,30,30
Original,20,20
rain10,20,20
Original,86,86
rain10,86,86
Original,23,23
rain10,23,23
Original,70,70
rain10,70,70
Original,30,30
rain10,30,30
Original,45,45
rain10,45,45
Original,23,23
rain10,23,23
Original,19,19
rain10,19,19
Original,51,53
rain10,51,53
Original,51,51
rain10,51,51
Original,53,53
rain10,53,53
Original,91,91
rain10,91,91
Original,36,36
rain10,36,36
Original,19,19
rain10,19,19
Original,90,90
rain10,90,90
Original,20,20
rain10,20,20
Original,23,23
rain10,23,23
Original,93,93
rain10,93,93
Original,44,44
rain10,44,44
Original,21,21
rain10,21,21
Original,79,79
rain10,79,79
Original,48,48
rain10,48,48
Original,67,67
rain10,67,67
Original,20,20
rain10,20,20
Original,48,48
rain10,48,48
Original,78,78
rain10,78,78
Original,87,87
rain10,87,87
Original,50,50
rain10,50,50
Original,37,37
rain10,37,37
Original,30,30
rain10,30,30
Original,1,1
rain10,1,1
Original,60,60
rain10,60,60
Original,32,32
rain10,32,32
Original,0,0
rain10,0,0
Original,90,90
rain10,90,90
Original,74,74
rain10,74,74
Original,57,57
rain10,57,57
Original,46,46
rain10,46,46
Original,90,90
rain10,90,90
Original,32,32
rain10,32,32
Original,28,28
rain10,28,28
Original,90,90
rain10,90,90
Original,20,20
rain10,20,20
Original,90,90
rain10,90,90
Original,90,90
rain10,90,90
Original,20,20
rain10,20,20
Original,66,66
rain10,66,66
Original,90,90
rain10,90,90
Original,91,91
rain10,91,91
Original,53,53
rain10,53,53
Original,29,29
rain10,29,29
Original,63,63
rain10,63,63
Original,24,24
rain10,24,24
Original,37,45
rain10,37,45
Original,72,72
rain10,72,72
Original,53,51
rain10,53,30
Original,16,16
rain10,16,16
Original,50,50
rain10,50,50
Original,52,52
rain10,52,52
Original,78,78
rain10,78,78
Original,78,78
rain10,78,78
Original,50,50
rain10,50,50
Original,50,50
rain10,50,50
Original,52,52
rain10,52,52
Original,32,32
rain10,32,32
Original,48,48
rain10,48,48
Original,87,87
rain10,87,87
Original,29,12
rain10,29,12
Original,48,48
rain10,48,48
Original,19,19
rain10,19,19
Original,19,19
rain10,19,19
Original,90,90
rain10,90,90
Original,74,74
rain10,74,74
Original,50,50
rain10,50,50
Original,52,52
rain10,52,52
Original,50,50
rain10,50,50
Original,15,15
rain10,15,15
Original,79,79
rain10,79,79
Original,48,48
rain10,48,48
Original,32,32
rain10,32,32
Original,17,17
rain10,17,17
Original,50,50
rain10,50,50
Original,45,45
rain10,45,45
Original,28,28
rain10,28,28
Original,45,45
rain10,45,45
Original,40,40
rain10,40,57
Original,56,50
rain10,56,50
Original,41,41
rain10,41,41
Original,6,6
rain10,6,6
Original,2,2
rain10,2,2
Original,16,23
rain10,16,23
Original,41,41
rain10,41,41
Original,15,15
rain10,15,15
Original,68,68
rain10,68,68
Original,57,57
rain10,57,57
Original,83,83
rain10,83,83
Original,21,21
rain10,21,21
Original,15,15
rain10,15,15
Original,76,68
rain10,76,68
Original,55,55
rain10,55,55
Original,28,28
rain10,28,28
Original,32,32
rain10,32,32
Original,23,23
rain10,23,23
Original,51,51
rain10,51,51
Original,0,0
rain10,0,0
Original,28,28
rain10,28,28
Original,52,52
rain10,52,52
Original,58,58
rain10,58,58
Original,48,48
rain10,48,48
Original,1,1
rain10,1,1
Original,31,31
rain10,31,31
Original,23,23
rain10,23,23
Original,52,52
rain10,52,52
Original,2,2
rain10,2,19
Original,51,51
rain10,51,51
Original,25,25
rain10,25,25
Original,63,63
rain10,63,63
Original,52,52
rain10,52,52
Original,50,50
rain10,50,50
Original,67,67
rain10,67,67
Original,48,48
rain10,48,48
Original,90,90
rain10,90,36
Original,20,20
rain10,20,20
Original,66,66
rain10,66,66
Original,63,63
rain10,63,63
Original,78,78
rain10,78,78
Original,28,28
rain10,28,28
Original,50,50
rain10,50,50
Original,60,60
rain10,60,60
Original,50,50
rain10,50,50
Original,81,81
rain10,81,81
Original,79,79
rain10,79,79
Original,66,66
rain10,66,66
Original,11,11
rain10,11,21
Original,20,15
rain10,20,7
Original,34,34
rain10,34,34
Original,16,16
rain10,16,16
Original,48,48
rain10,48,48
Original,74,74
rain10,74,74
Original,87,87
rain10,87,87
Original,75,75
rain10,75,75
Original,90,90
rain10,90,90
Original,12,12
rain10,12,12
Original,87,87
rain10,87,87
Original,52,53
rain10,52,53
Original,61,61
rain10,61,61
Original,51,51
rain10,51,55
Original,30,27
rain10,30,27
Original,86,86
rain10,86,86
Original,90,90
rain10,90,90
Original,29,23
rain10,29,23
Original,15,15
rain10,15,15
Original,32,32
rain10,32,32
Original,87,87
rain10,87,87
Original,29,16
rain10,29,29
Original,93,93
rain10,93,93
Original,74,74
rain10,74,74
Original,56,56
rain10,56,56
Original,93,93
rain10,93,63
Original,49,49
rain10,49,49
Original,50,52
rain10,50,37
Original,0,0
rain10,0,0
Original,32,36
rain10,32,36
Original,78,78
rain10,78,78
Original,90,90
rain10,90,90
Original,57,57
rain10,57,57
Original,51,51
rain10,51,51
Original,90,90
rain10,90,90
Original,63,63
rain10,63,63
Original,57,57
rain10,57,57
Original,51,51
rain10,51,51
Original,32,32
rain10,32,32
Original,90,90
rain10,90,90
Original,52,52
rain10,52,52
Original,52,52
rain10,52,52
Original,74,74
rain10,74,74
Original,30,30
rain10,30,30
Original,74,74
rain10,74,74
Original,57,57
rain10,57,57
Original,74,74
rain10,74,74
Original,63,63
rain10,63,63
Original,23,23
rain10,23,23
Original,90,90
rain10,90,90
Original,44,44
rain10,44,44
Original,78,78
rain10,78,78
Original,17,17
rain10,17,17
Original,87,87
rain10,87,87
Original,4,15
rain10,4,15
Original,63,63
rain10,63,63
Original,16,16
rain10,16,16
Original,67,67
rain10,67,67
Original,23,23
rain10,23,23
Original,57,57
rain10,57,57
Original,79,79
rain10,79,79
Original,37,37
rain10,37,37
Original,52,52
rain10,52,52
Original,7,7
rain10,7,7
Original,90,90
rain10,90,90
Original,16,16
rain10,16,16
Original,48,50
rain10,48,50
Original,1,1
rain10,1,1
Original,32,32
rain10,32,32
Original,20,20
rain10,20,20
Original,55,55
rain10,55,55
Original,28,28
rain10,28,28
Original,32,32
rain10,32,32
Original,91,91
rain10,91,91
Original,23,23
rain10,23,23
Original,46,46
rain10,46,46
Original,53,53
rain10,53,53
Original,46,46
rain10,46,46
Original,90,90
rain10,90,90
Original,48,48
rain10,48,48
Original,63,63
rain10,63,63
Original,40,40
rain10,40,40
Original,0,0
rain10,0,0
Original,24,24
rain10,24,24
Original,31,31
rain10,31,31
Original,66,66
rain10,66,66
Original,90,90
rain10,90,90
Original,48,48
rain10,48,48
Original,20,20
rain10,20,20
Original,45,45
rain10,45,45
Original,30,30
rain10,30,30
Original,19,6
rain10,19,20
Original,15,15
rain10,15,23
Original,48,48
rain10,48,48
Original,16,16
rain10,16,16
Original,20,20
rain10,20,20
Original,52,52
rain10,52,52
Original,21,21
rain10,21,21
Original,23,23
rain10,23,23
Original,79,79
rain10,79,79
Original,83,83
rain10,83,83
Original,37,37
rain10,37,37
Original,23,23
rain10,23,23
Original,51,53
rain10,51,53
Original,92,93
rain10,92,93
Original,97,68
rain10,97,68
Original,60,77
rain10,60,41
Original,37,37
rain10,37,37
Original,6,6
rain10,6,6
Original,30,30
rain10,30,30
Original,50,50
rain10,50,50
Original,21,21
rain10,21,21
Original,90,90
rain10,90,90
Original,23,23
rain10,23,23
Original,102,102
rain10,102,102
Original,90,90
rain10,90,90
Original,45,45
rain10,45,45
Original,48,48
rain10,48,48
Original,79,79
rain10,79,79
Original,0,0
rain10,0,0
Original,50,50
rain10,50,50
Original,57,57
rain10,57,57
Original,55,55
rain10,55,55
Original,50,50
rain10,50,50
Original,32,32
rain10,32,32
Original,21,21
rain10,21,21
Original,90,90
rain10,90,90
Original,32,32
rain10,32,32
Original,36,36
rain10,36,36
Original,23,23
rain10,23,23
Original,90,90
rain10,90,90
Original,74,74
rain10,74,74
Original,78,78
rain10,78,78
Original,2,19
rain10,2,19
Original,48,63
rain10,48,52
Original,74,74
rain10,74,74
Original,90,90
rain10,90,90
Original,53,53
rain10,53,53
Original,63,63
rain10,63,63
Original,28,28
rain10,28,28
Original,12,12
rain10,12,12
Original,53,57
rain10,53,86
Original,73,73
rain10,73,73
Original,23,23
rain10,23,23
Original,67,67
rain10,67,67
Original,83,83
rain10,83,83
Original,22,22
rain10,22,22
Original,71,71
rain10,71,71
Original,92,93
rain10,92,93
Original,66,66
rain10,66,66
Original,90,90
rain10,90,90
Original,52,48
rain10,52,48
Original,73,73
rain10,73,73
Original,63,63
rain10,63,63
Original,59,59
rain10,59,59
Original,48,48
rain10,48,48
Original,52,52
rain10,52,52
Original,30,30
rain10,30,30
Original,90,90
rain10,90,90
Original,50,50
rain10,50,50
Original,13,13
rain10,13,13
Original,30,30
rain10,30,30
Original,88,88
rain10,88,88
Original,48,48
rain10,48,48
Original,46,46
rain10,46,46
Original,52,52
rain10,52,52
Original,50,50
rain10,50,50
Original,55,55
rain10,55,55
Original,83,83
rain10,83,83
Original,86,86
rain10,86,86
Original,90,90
rain10,90,90
Original,20,20
rain10,20,20
Original,10,10
rain10,10,10
Original,48,48
rain10,48,48
Original,50,50
rain10,50,50
Original,30,30
rain10,30,30
Original,0,0
rain10,0,0
Original,60,60
rain10,60,60
Original,32,32
rain10,32,32
Original,42,46
rain10,42,46
Original,81,81
rain10,81,81
Original,32,32
rain10,32,32
Original,31,31
rain10,31,31
Original,0,0
rain10,0,0
Original,55,57
rain10,55,57
Original,28,28
rain10,28,28
Original,55,55
rain10,55,55
Original,90,90
rain10,90,90
Original,74,74
rain10,74,74
Original,40,41
rain10,40,40
Original,57,57
rain10,57,57
Original,42,42
rain10,42,42
Original,86,86
rain10,86,86
Original,62,62
rain10,62,62
Original,45,45
rain10,45,45
Original,90,90
rain10,90,90
Original,74,74
rain10,74,74
Original,45,45
rain10,45,45
Original,36,36
rain10,36,36
Original,57,57
rain10,57,57
Original,78,78
rain10,78,78
Original,50,50
rain10,50,50
Original,20,20
rain10,20,20
Original,74,74
rain10,74,74
Original,61,61
rain10,61,61
Original,70,70
rain10,70,70
Original,41,41
rain10,41,41
Original,28,28
rain10,28,28
Original,16,16
rain10,16,16
Original,67,67
rain10,67,67
Original,55,55
rain10,55,55
Original,50,50
rain10,50,50
Original,28,28
rain10,28,28
Original,42,42
rain10,42,42
Original,63,63
rain10,63,63
Original,30,30
rain10,30,30
Original,45,45
rain10,45,45
Original,21,11
rain10,21,11
Original,32,32
rain10,32,32
Original,50,50
rain10,50,50
Original,74,74
rain10,74,74
Original,48,48
rain10,48,48
Original,23,23
rain10,23,23
Original,52,52
rain10,52,52
Original,45,45
rain10,45,45
Original,22,22
rain10,22,22
Original,50,50
rain10,50,50
Original,6,28
rain10,6,28
Original,46,46
rain10,46,46
Original,37,37
rain10,37,37
Original,87,87
rain10,87,87
Original,28,0
rain10,28,0
Original,52,52
rain10,52,52
Original,31,31
rain10,31,31
Original,61,61
rain10,61,61
Original,15,23
rain10,15,23
Original,90,90
rain10,90,90
Original,52,52
rain10,52,52
Original,70,70
rain10,70,70
Original,53,53
rain10,53,53
Original,30,30
rain10,30,30
Original,86,86
rain10,86,86
Original,0,0
rain10,0,0
Original,23,23
rain10,23,23
Original,55,55
rain10,55,55
Original,7,7
rain10,7,7
Original,32,32
rain10,32,32
Original,48,48
rain10,48,48
Original,0,0
rain10,0,0
Original,93,93
rain10,93,93
Original,31,31
rain10,31,31
Original,46,90
rain10,46,46
Original,19,28
rain10,19,19
Original,81,81
rain10,81,81
Original,16,16
rain10,16,16
Original,30,30
rain10,30,30
Original,48,48
rain10,48,48
Original,45,45
rain10,45,45
Original,87,87
rain10,87,87
Original,48,48
rain10,48,48
Original,12,12
rain10,12,12
Original,20,20
rain10,20,20
Original,68,68
rain10,68,68
Original,28,11
rain10,28,11
Original,77,77
rain10,77,77
Original,45,45
rain10,45,45
Original,67,67
rain10,67,67
Original,77,77
rain10,77,77
Original,21,21
rain10,21,21
Original,45,45
rain10,45,45
Original,88,88
rain10,88,88
Original,32,32
rain10,32,32
Original,32,32
rain10,32,32
Original,36,36
rain10,36,36
Original,87,87
rain10,87,87
