filter,class,predicted_class
Original,16,16
rain10,16,16
Original,34,34
rain10,34,34
Original,83,83
rain10,83,83
Original,16,16
rain10,16,16
Original,30,30
rain10,30,30
Original,63,63
rain10,63,63
Original,19,19
rain10,19,19
Original,16,16
rain10,16,16
Original,90,77
rain10,90,63
Original,17,17
rain10,17,17
Original,17,17
rain10,17,17
Original,55,55
rain10,55,55
Original,23,23
rain10,23,23
Original,53,53
rain10,53,53
Original,30,30
rain10,30,30
Original,54,53
rain10,54,50
Original,32,32
rain10,32,32
Original,20,20
rain10,20,20
Original,46,46
rain10,46,48
Original,48,48
rain10,48,48
Original,50,50
rain10,50,50
Original,46,46
rain10,46,46
Original,52,52
rain10,52,52
Original,41,41
rain10,41,41
Original,1,1
rain10,1,1
Original,48,48
rain10,48,48
Original,48,48
rain10,48,48
Original,90,90
rain10,90,90
Original,23,23
rain10,23,23
Original,57,57
rain10,57,57
Original,12,19
rain10,12,19
Original,30,30
rain10,30,30
Original,60,60
rain10,60,60
Original,31,31
rain10,31,31
Original,28,28
rain10,28,28
Original,86,86
rain10,86,86
Original,53,50
rain10,53,53
Original,33,20
rain10,33,20
Original,48,48
rain10,48,48
Original,19,19
rain10,19,19
Original,21,21
rain10,21,87
Original,52,52
rain10,52,52
Original,30,30
rain10,30,30
Original,67,67
rain10,67,67
Original,51,51
rain10,51,51
Original,50,50
rain10,50,50
Original,35,35
rain10,35,35
Original,100,77
rain10,100,77
Original,53,53
rain10,53,53
Original,50,50
rain10,50,50
Original,78,78
rain10,78,78
Original,66,53
rain10,66,63
Original,19,19
rain10,19,19
Original,32,32
rain10,32,32
Original,70,70
rain10,70,70
Original,37,37
rain10,37,37
Original,39,39
rain10,39,39
Original,55,55
rain10,55,55
Original,12,12
rain10,12,12
Original,86,86
rain10,86,86
Original,23,23
rain10,23,23
Original,78,78
rain10,78,78
Original,86,86
rain10,86,86
Original,55,55
rain10,55,55
Original,55,53
rain10,55,48
Original,74,74
rain10,74,74
Original,45,45
rain10,45,45
Original,32,32
rain10,32,31
Original,30,30
rain10,30,30
Original,51,51
rain10,51,51
Original,16,16
rain10,16,16
Original,53,53
rain10,53,53
Original,55,55
rain10,55,55
Original,11,11
rain10,11,11
Original,60,60
rain10,60,60
Original,52,52
rain10,52,52
Original,90,90
rain10,90,90
Original,67,67
rain10,67,67
Original,52,52
rain10,52,52
Original,20,20
rain10,20,20
Original,17,17
rain10,17,17
Original,27,66
rain10,27,66
Original,15,28
rain10,15,28
Original,20,20
rain10,20,20
Original,81,81
rain10,81,81
Original,7,7
rain10,7,7
Original,52,52
rain10,52,52
Original,87,86
rain10,87,86
Original,78,78
rain10,78,78
Original,69,69
rain10,69,69
Original,68,68
rain10,68,68
Original,32,32
rain10,32,32
Original,48,48
rain10,48,48
Original,66,66
rain10,66,77
Original,20,20
rain10,20,20
Original,102,102
rain10,102,102
Original,90,90
rain10,90,90
Original,20,20
rain10,20,20
Original,50,50
rain10,50,50
Original,67,67
rain10,67,67
Original,16,16
rain10,16,16
Original,74,74
rain10,74,74
Original,0,0
rain10,0,0
Original,50,50
rain10,50,50
Original,70,70
rain10,70,70
Original,31,31
rain10,31,31
Original,55,55
rain10,55,55
Original,57,57
rain10,57,57
Original,51,51
rain10,51,51
