filter,class,predicted_class
Original,37,37
snownight,37,37
Original,12,12
snownight,12,12
Original,31,31
snownight,31,31
Original,36,36
snownight,36,36
Original,0,0
snownight,0,0
Original,53,53
snownight,53,53
Original,23,23
snownight,23,23
Original,31,31
snownight,31,31
Original,23,23
snownight,23,23
Original,45,45
snownight,45,45
Original,46,46
snownight,46,46
Original,66,66
snownight,66,66
Original,23,23
snownight,23,23
Original,37,37
snownight,37,37
Original,28,28
snownight,28,28
Original,90,90
snownight,90,90
Original,57,57
snownight,57,57
Original,45,45
snownight,45,45
Original,56,56
snownight,56,56
Original,74,74
snownight,74,74
Original,12,12
snownight,12,12
Original,67,67
snownight,67,67
Original,48,48
snownight,48,48
Original,90,90
snownight,90,90
Original,50,50
snownight,50,48
Original,83,83
snownight,83,83
Original,30,30
snownight,30,30
Original,81,81
snownight,81,81
Original,0,0
snownight,0,0
Original,73,73
snownight,73,73
Original,74,74
snownight,74,74
Original,31,31
snownight,31,31
Original,68,68
snownight,68,68
Original,79,79
snownight,79,79
Original,74,74
snownight,74,74
Original,45,45
snownight,45,45
Original,32,32
snownight,32,32
Original,16,16
snownight,16,16
Original,30,30
snownight,30,30
Original,48,48
snownight,48,48
Original,62,61
snownight,62,61
Original,37,37
snownight,37,37
Original,52,52
snownight,52,52
Original,72,72
snownight,72,72
Original,63,63
snownight,63,63
Original,70,70
snownight,70,70
Original,62,62
snownight,62,62
Original,16,16
snownight,16,16
Original,72,72
snownight,72,72
Original,90,90
snownight,90,90
Original,15,15
snownight,15,15
Original,87,87
snownight,87,87
Original,36,36
snownight,36,36
Original,57,57
snownight,57,57
Original,32,42
snownight,32,32
Original,79,79
snownight,79,79
Original,28,28
snownight,28,28
Original,52,52
snownight,52,52
Original,37,37
snownight,37,37
Original,53,53
snownight,53,53
Original,46,46
snownight,46,46
Original,28,28
snownight,28,28
Original,46,46
snownight,46,46
Original,67,67
snownight,67,67
Original,79,79
snownight,79,79
Original,47,47
snownight,47,47
Original,74,74
snownight,74,74
Original,55,55
snownight,55,55
Original,87,87
snownight,87,59
Original,48,48
snownight,48,48
Original,77,77
snownight,77,77
Original,57,57
snownight,57,57
Original,43,43
snownight,43,43
Original,32,32
snownight,32,32
Original,74,74
snownight,74,79
Original,52,52
snownight,52,52
Original,32,32
snownight,32,32
Original,67,67
snownight,67,67
Original,12,12
snownight,12,12
Original,91,91
snownight,91,91
Original,20,15
snownight,20,15
Original,86,86
snownight,86,16
Original,46,46
snownight,46,16
Original,32,32
snownight,32,32
Original,48,55
snownight,48,50
Original,74,74
snownight,74,74
Original,50,50
snownight,50,50
Original,70,70
snownight,70,70
Original,102,102
snownight,102,102
Original,100,100
snownight,100,100
Original,50,50
snownight,50,50
Original,90,90
snownight,90,90
Original,75,50
snownight,75,50
Original,90,90
snownight,90,90
Original,90,90
snownight,90,90
Original,49,49
snownight,49,49
Original,51,51
snownight,51,51
Original,83,93
snownight,83,93
Original,30,30
snownight,30,30
Original,37,37
snownight,37,37
Original,55,55
snownight,55,50
Original,50,50
snownight,50,50
Original,74,74
snownight,74,74
Original,20,20
snownight,20,20
Original,6,6
snownight,6,90
Original,55,55
snownight,55,55
Original,45,45
snownight,45,45
Original,90,90
snownight,90,90
Original,76,76
snownight,76,76
Original,1,1
snownight,1,12
Original,30,30
snownight,30,30
Original,15,15
snownight,15,15
Original,28,28
snownight,28,28
Original,46,46
snownight,46,46
Original,16,16
snownight,16,16
Original,45,45
snownight,45,45
Original,45,45
snownight,45,45
Original,52,52
snownight,52,52
Original,67,67
snownight,67,67
Original,32,32
snownight,32,32
Original,24,15
snownight,24,15
Original,69,69
snownight,69,69
Original,27,36
snownight,27,36
Original,83,83
snownight,83,83
Original,77,77
snownight,77,51
Original,48,48
snownight,48,48
Original,45,45
snownight,45,45
Original,32,32
snownight,32,32
Original,16,16
snownight,16,16
Original,21,21
snownight,21,21
Original,43,43
snownight,43,52
Original,90,90
snownight,90,90
Original,44,44
snownight,44,44
Original,15,15
snownight,15,15
Original,21,21
snownight,21,21
Original,74,74
snownight,74,74
Original,88,88
snownight,88,52
Original,48,52
