filter,class,predicted_class
Original,29,29
snow10,29,16
Original,90,90
snow10,90,90
Original,30,30
snow10,30,30
Original,15,23
snow10,15,23
Original,37,37
snow10,37,37
Original,55,55
snow10,55,55
Original,90,90
snow10,90,90
Original,50,50
snow10,50,50
Original,28,28
snow10,28,28
Original,66,66
snow10,66,73
Original,53,48
snow10,53,50
Original,48,48
snow10,48,48
Original,46,46
snow10,46,46
Original,52,52
snow10,52,52
Original,16,16
snow10,16,16
Original,77,77
snow10,77,77
Original,53,53
snow10,53,53
Original,49,49
snow10,49,49
Original,62,61
snow10,62,61
Original,30,30
snow10,30,30
Original,74,74
snow10,74,74
Original,62,62
snow10,62,62
Original,50,50
snow10,50,50
Original,74,74
snow10,74,74
Original,93,93
snow10,93,41
Original,50,50
snow10,50,53
Original,90,90
snow10,90,90
Original,32,32
snow10,32,32
Original,20,20
snow10,20,20
Original,67,67
snow10,67,67
Original,90,90
snow10,90,90
Original,52,52
snow10,52,52
Original,52,52
snow10,52,52
Original,79,79
snow10,79,79
Original,90,90
snow10,90,90
Original,45,45
snow10,45,63
Original,48,48
snow10,48,48
Original,68,68
snow10,68,68
Original,50,50
snow10,50,50
Original,33,20
snow10,33,20
Original,55,55
snow10,55,55
Original,55,55
snow10,55,55
Original,40,40
snow10,40,40
Original,29,29
snow10,29,23
Original,93,77
snow10,93,70
Original,79,79
snow10,79,79
Original,66,66
snow10,66,66
Original,23,23
snow10,23,23
Original,45,45
snow10,45,45
Original,30,30
snow10,30,30
Original,32,32
snow10,32,32
Original,23,23
snow10,23,23
Original,19,19
snow10,19,19
Original,31,31
snow10,31,31
Original,50,50
snow10,50,50
Original,46,46
snow10,46,50
Original,32,32
snow10,32,32
Original,77,74
snow10,77,74
Original,36,36
snow10,36,36
Original,20,20
snow10,20,20
Original,16,16
snow10,16,16
Original,52,52
snow10,52,52
Original,31,31
snow10,31,31
Original,45,45
snow10,45,45
Original,87,87
snow10,87,86
Original,52,52
snow10,52,52
Original,19,19
snow10,19,19
Original,83,83
snow10,83,83
Original,16,16
snow10,16,0
Original,16,16
snow10,16,16
Original,31,31
snow10,31,31
Original,21,21
snow10,21,21
Original,73,73
snow10,73,73
Original,86,86
snow10,86,86
Original,31,31
snow10,31,31
Original,32,32
snow10,32,32
Original,37,37
snow10,37,37
Original,50,50
snow10,50,53
Original,86,86
snow10,86,86
Original,90,90
snow10,90,68
Original,88,88
snow10,88,23
Original,32,32
snow10,32,32
Original,52,52
snow10,52,52
Original,37,37
snow10,37,37
Original,57,57
snow10,57,57
Original,46,46
snow10,46,20
Original,23,23
snow10,23,15
Original,43,43
snow10,43,20
Original,20,20
snow10,20,20
Original,46,46
snow10,46,46
Original,52,52
snow10,52,52
Original,35,35
snow10,35,78
Original,55,55
snow10,55,55
Original,30,30
snow10,30,30
Original,2,2
snow10,2,2
Original,11,11
snow10,11,11
Original,52,52
snow10,52,52
Original,88,88
snow10,88,88
Original,16,16
snow10,16,23
Original,32,32
snow10,32,32
Original,91,91
snow10,91,91
Original,39,39
snow10,39,39
Original,46,46
snow10,46,46
Original,57,57
snow10,57,57
Original,57,48
snow10,57,27
Original,16,16
snow10,16,16
Original,63,63
snow10,63,63
Original,52,52
snow10,52,52
Original,78,78
snow10,78,78
Original,0,0
snow10,0,0
Original,31,31
snow10,31,31
Original,52,52
snow10,52,42
Original,30,30
snow10,30,30
Original,31,31
snow10,31,31
Original,45,45
snow10,45,45
Original,90,90
snow10,90,90
Original,57,57
snow10,57,57
Original,78,78
snow10,78,78
Original,86,86
snow10,86,66
Original,52,52
snow10,52,16
Original,90,90
snow10,90,90
Original,75,75
snow10,75,75
Original,70,70
snow10,70,70
Original,32,32
snow10,32,32
Original,29,29
snow10,29,29
Original,90,90
snow10,90,90
Original,48,48
snow10,48,48
Original,79,79
snow10,79,79
Original,86,86
snow10,86,86
Original,20,66
snow10,20,6
Original,0,0
snow10,0,0
Original,90,90
snow10,90,70
Original,53,53
snow10,53,53
Original,45,45
snow10,45,45
Original,30,30
snow10,30,30
Original,52,52
snow10,52,52
Original,30,30
snow10,30,52
Original,12,12
snow10,12,0
Original,21,21
snow10,21,21
Original,65,65
snow10,65,65
Original,63,63
snow10,63,63
Original,67,67
snow10,67,72
Original,55,55
snow10,55,55
Original,55,55
snow10,55,51
Original,50,50
snow10,50,63
Original,37,37
snow10,37,37
Original,0,0
snow10,0,0
Original,83,83
snow10,83,91
Original,57,57
snow10,57,55
Original,16,16
snow10,16,16
Original,50,50
snow10,50,50
Original,19,19
snow10,19,19
Original,22,22
snow10,22,22
Original,16,16
snow10,16,0
Original,29,29
snow10,29,7
Original,52,52
snow10,52,52
Original,30,30
snow10,30,30
Original,77,77
snow10,77,77
Original,50,50
snow10,50,50
Original,45,45
snow10,45,45
Original,32,32
snow10,32,32
Original,12,77
snow10,12,61
Original,23,23
snow10,23,23
Original,19,19
snow10,19,19
Original,32,32
snow10,32,32
Original,46,46
snow10,46,46
Original,71,71
snow10,71,71
Original,97,97
snow10,97,97
Original,51,51
snow10,51,51
Original,79,79
snow10,79,79
Original,45,45
snow10,45,45
Original,32,32
snow10,32,32
Original,48,48
snow10,48,48
Original,17,17
snow10,17,17
Original,45,45
snow10,45,45
Original,93,93
snow10,93,41
Original,50,50
snow10,50,50
Original,93,13
snow10,93,91
Original,2,2
snow10,2,2
Original,51,51
snow10,51,51
Original,85,28
snow10,85,0
Original,19,19
snow10,19,12
Original,55,55
snow10,55,86
Original,45,45
snow10,45,45
Original,90,90
snow10,90,90
Original,90,90
snow10,90,90
Original,31,31
snow10,31,31
Original,55,55
snow10,55,23
Original,23,23
snow10,23,23
Original,22,22
snow10,22,22
Original,88,88
snow10,88,88
Original,78,78
snow10,78,78
Original,67,67
snow10,67,67
Original,46,46
snow10,46,46
Original,93,100
snow10,93,0
Original,50,50
snow10,50,50
Original,91,91
snow10,91,72
Original,86,86
snow10,86,86
Original,87,87
snow10,87,57
Original,74,74
snow10,74,74
Original,62,62
snow10,62,62
Original,67,67
snow10,67,77
Original,55,55
snow10,55,77
Original,7,7
snow10,7,17
Original,57,57
snow10,57,57
Original,63,63
snow10,63,63
Original,30,30
snow10,30,30
Original,5,5
snow10,5,10
Original,0,0
snow10,0,0
Original,52,52
snow10,52,97
Original,48,48
snow10,48,48
Original,47,47
snow10,47,48
Original,37,37
snow10,37,37
Original,15,15
snow10,15,15
Original,86,86
snow10,86,86
Original,19,19
snow10,19,19
Original,68,68
snow10,68,68
Original,30,30
snow10,30,30
Original,55,55
snow10,55,55
Original,50,50
snow10,50,50
Original,55,55
snow10,55,55
Original,36,36
snow10,36,36
Original,16,16
snow10,16,16
Original,79,79
snow10,79,79
Original,48,48
snow10,48,48
Original,30,30
snow10,30,30
Original,57,57
snow10,57,57
Original,23,23
snow10,23,23
Original,77,77
snow10,77,77
Original,45,45
snow10,45,45
Original,83,83
snow10,83,83
Original,48,48
snow10,48,48
Original,57,57
snow10,57,57
Original,16,16
snow10,16,16
Original,28,28
snow10,28,28
Original,48,48
snow10,48,48
Original,35,35
snow10,35,35
Original,16,16
snow10,16,16
Original,51,51
snow10,51,16
Original,23,23
snow10,23,16
Original,59,59
snow10,59,59
Original,43,43
snow10,43,43
Original,45,45
snow10,45,45
Original,32,32
snow10,32,32
Original,79,79
snow10,79,79
Original,36,36
snow10,36,36
Original,78,78
snow10,78,78
Original,45,45
snow10,45,45
Original,48,48
snow10,48,48
Original,79,72
snow10,79,72
Original,50,50
snow10,50,50
Original,0,0
snow10,0,0
Original,46,46
snow10,46,20
Original,74,74
snow10,74,74
Original,57,57
snow10,57,57
Original,70,70
snow10,70,70
Original,30,62
snow10,30,41
Original,47,47
snow10,47,47
Original,89,89
snow10,89,89
Original,90,90
snow10,90,90
Original,30,30
snow10,30,30
Original,15,15
snow10,15,15
Original,50,50
snow10,50,57
Original,30,30
snow10,30,30
Original,43,43
snow10,43,43
Original,50,50
snow10,50,50
Original,19,19
snow10,19,12
Original,28,28
snow10,28,15
Original,23,23
snow10,23,23
Original,51,51
snow10,51,51
Original,32,32
snow10,32,32
Original,50,50
snow10,50,48
Original,28,28
snow10,28,28
Original,67,67
snow10,67,68
Original,90,90
snow10,90,90
Original,47,47
snow10,47,48
Original,83,83
snow10,83,83
Original,28,28
snow10,28,15
Original,61,61
snow10,61,61
Original,50,32
snow10,50,39
Original,32,32
snow10,32,32
Original,52,52
snow10,52,52
Original,51,51
snow10,51,23
Original,32,32
snow10,32,32
Original,52,52
snow10,52,52
Original,86,86
snow10,86,86
Original,23,23
snow10,23,23
Original,50,50
snow10,50,50
Original,63,63
snow10,63,63
Original,45,45
snow10,45,45
Original,16,16
snow10,16,16
Original,28,28
snow10,28,28
Original,0,0
snow10,0,0
Original,56,56
snow10,56,56
Original,16,16
snow10,16,16
Original,29,29
snow10,29,29
Original,23,23
snow10,23,23
Original,56,56
snow10,56,23
Original,30,30
snow10,30,30
Original,32,32
snow10,32,32
Original,36,36
snow10,36,36
Original,12,12
snow10,12,20
Original,57,57
snow10,57,47
Original,31,31
snow10,31,31
Original,28,28
snow10,28,28
Original,16,16
snow10,16,16
Original,32,32
snow10,32,32
Original,42,42
snow10,42,42
Original,90,90
snow10,90,90
Original,19,19
snow10,19,90
Original,90,90
snow10,90,90
Original,87,87
snow10,87,87
Original,20,20
snow10,20,20
Original,32,32
snow10,32,32
Original,41,41
snow10,41,41
Original,50,50
snow10,50,50
Original,50,50
snow10,50,33
Original,66,66
snow10,66,66
Original,52,52
snow10,52,52
Original,73,73
snow10,73,73
Original,87,87
snow10,87,87
Original,16,16
snow10,16,75
Original,90,90
snow10,90,90
Original,52,52
snow10,52,38
Original,87,87
snow10,87,86
Original,86,86
snow10,86,86
Original,87,87
snow10,87,87
Original,54,54
snow10,54,53
Original,46,46
snow10,46,12
Original,30,30
snow10,30,30
Original,30,30
snow10,30,30
Original,30,30
snow10,30,30
Original,46,46
snow10,46,46
Original,47,47
snow10,47,47
Original,48,48
snow10,48,48
Original,28,28
snow10,28,28
Original,90,90
snow10,90,90
Original,21,20
snow10,21,86
Original,15,15
snow10,15,15
Original,46,46
snow10,46,46
Original,51,51
snow10,51,51
Original,52,52
snow10,52,52
Original,48,48
snow10,48,48
Original,53,53
snow10,53,53
Original,63,63
snow10,63,63
Original,90,90
snow10,90,91
Original,99,99
snow10,99,99
Original,35,35
snow10,35,35
Original,51,51
snow10,51,51
Original,40,40
snow10,40,40
Original,20,20
snow10,20,20
Original,50,50
snow10,50,50
Original,32,32
snow10,32,32
Original,36,36
snow10,36,36
Original,87,87
snow10,87,87
Original,16,16
snow10,16,16
Original,46,46
snow10,46,46
Original,63,63
snow10,63,63
Original,53,53
snow10,53,48
Original,19,19
snow10,19,1
Original,86,86
snow10,86,86
Original,77,48
snow10,77,66
Original,52,52
snow10,52,0
Original,36,36
snow10,36,16
Original,52,52
snow10,52,52
Original,48,48
snow10,48,48
Original,52,52
snow10,52,52
Original,55,55
snow10,55,57
Original,74,74
snow10,74,20
Original,30,30
snow10,30,30
Original,37,37
snow10,37,37
Original,46,46
snow10,46,46
Original,22,16
snow10,22,16
Original,90,90
snow10,90,90
Original,87,87
snow10,87,0
Original,43,43
snow10,43,43
Original,48,48
snow10,48,48
Original,32,32
snow10,32,32
Original,92,83
snow10,92,48
Original,16,16
snow10,16,16
Original,55,55
snow10,55,57
Original,45,45
snow10,45,45
Original,50,50
snow10,50,50
Original,31,31
snow10,31,31
Original,23,23
snow10,23,23
Original,90,90
snow10,90,90
Original,20,20
snow10,20,20
Original,102,102
snow10,102,102
Original,63,63
snow10,63,63
Original,36,36
snow10,36,36
Original,20,20
snow10,20,20
Original,55,55
snow10,55,55
Original,79,79
snow10,79,79
Original,55,55
snow10,55,55
Original,48,48
snow10,48,48
Original,50,50
snow10,50,53
Original,90,90
snow10,90,90
Original,79,79
snow10,79,79
Original,52,52
snow10,52,52
Original,67,67
snow10,67,67
Original,16,16
snow10,16,16
Original,32,32
snow10,32,32
Original,36,36
snow10,36,48
Original,78,68
snow10,78,68
Original,20,20
snow10,20,20
Original,87,87
snow10,87,87
Original,23,23
snow10,23,23
Original,78,78
snow10,78,79
