filter,class,predicted_class
Original,55,55
rain10,55,53
Original,101,101
rain10,101,101
Original,63,63
rain10,63,63
Original,37,37
rain10,37,37
Original,63,63
rain10,63,63
Original,48,52
rain10,48,52
Original,90,90
rain10,90,90
Original,63,63
rain10,63,63
Original,66,66
rain10,66,66
Original,43,43
rain10,43,43
Original,93,93
rain10,93,93
Original,28,28
rain10,28,28
Original,74,74
rain10,74,74
Original,83,77
rain10,83,67
Original,28,28
rain10,28,28
Original,90,90
rain10,90,90
Original,31,31
rain10,31,31
Original,53,53
rain10,53,53
Original,45,45
rain10,45,45
Original,77,77
rain10,77,77
Original,0,0
rain10,0,0
Original,31,31
rain10,31,31
Original,87,87
rain10,87,87
Original,63,63
rain10,63,63
Original,52,52
rain10,52,52
Original,78,78
rain10,78,78
Original,52,52
rain10,52,52
Original,90,90
rain10,90,86
Original,48,48
rain10,48,48
Original,16,16
rain10,16,16
Original,21,21
rain10,21,21
Original,50,50
rain10,50,50
Original,19,19
rain10,19,19
Original,50,50
rain10,50,50
Original,48,48
rain10,48,48
Original,19,19
rain10,19,19
Original,51,51
rain10,51,51
Original,0,0
rain10,0,0
Original,55,55
rain10,55,55
Original,76,76
rain10,76,76
Original,79,79
rain10,79,79
Original,52,52
rain10,52,52
Original,55,55
rain10,55,55
Original,90,90
rain10,90,90
Original,48,48
rain10,48,48
Original,88,88
rain10,88,88
Original,65,65
rain10,65,65
Original,16,16
rain10,16,16
Original,63,63
rain10,63,63
Original,76,76
rain10,76,76
Original,21,21
rain10,21,21
Original,63,63
rain10,63,63
Original,63,63
rain10,63,63
Original,66,63
rain10,66,66
Original,28,28
rain10,28,28
Original,102,102
rain10,102,102
Original,60,60
rain10,60,60
Original,23,23
rain10,23,23
Original,57,57
rain10,57,57
Original,77,77
rain10,77,77
Original,12,12
rain10,12,12
Original,32,32
rain10,32,32
Original,51,51
rain10,51,51
Original,16,16
rain10,16,16
Original,87,87
rain10,87,87
Original,30,30
rain10,30,30
Original,77,77
rain10,77,77
Original,42,42
rain10,42,42
Original,83,83
rain10,83,83
Original,52,52
rain10,52,52
Original,22,22
rain10,22,22
Original,52,52
rain10,52,52
Original,48,48
rain10,48,48
Original,87,59
rain10,87,16
Original,6,6
rain10,6,6
Original,45,45
rain10,45,45
Original,36,36
rain10,36,36
Original,61,61
rain10,61,61
Original,25,25
rain10,25,25
Original,16,16
rain10,16,16
Original,32,32
rain10,32,32
Original,97,97
rain10,97,97
Original,63,63
rain10,63,63
Original,36,36
rain10,36,36
Original,41,41
rain10,41,41
Original,86,86
rain10,86,86
Original,7,6
rain10,7,6
Original,90,90
rain10,90,90
Original,45,45
rain10,45,45
Original,35,35
rain10,35,35
Original,28,28
rain10,28,28
Original,83,83
rain10,83,83
Original,16,16
rain10,16,16
Original,90,90
rain10,90,90
Original,63,63
rain10,63,63
Original,36,36
rain10,36,36
Original,86,86
rain10,86,86
Original,30,30
rain10,30,30
Original,93,93
rain10,93,93
Original,64,64
rain10,64,64
Original,46,46
rain10,46,46
Original,32,32
rain10,32,32
Original,46,46
rain10,46,46
Original,16,16
rain10,16,16
Original,41,45
rain10,41,41
Original,15,15
rain10,15,15
Original,52,52
rain10,52,52
Original,57,57
rain10,57,57
Original,56,50
rain10,56,56
Original,57,57
rain10,57,57
Original,52,52
rain10,52,52
Original,51,51
rain10,51,51
Original,16,16
rain10,16,16
Original,50,50
rain10,50,50
Original,87,87
rain10,87,86
Original,20,20
rain10,20,20
Original,81,81
rain10,81,81
Original,86,86
rain10,86,86
Original,70,70
rain10,70,70
Original,87,61
rain10,87,61
Original,55,55
rain10,55,55
Original,66,66
rain10,66,66
Original,97,97
rain10,97,97
Original,79,78
rain10,79,78
Original,17,17
rain10,17,17
Original,15,15
rain10,15,15
Original,90,90
rain10,90,90
Original,92,92
rain10,92,93
Original,3,3
rain10,3,3
Original,73,73
rain10,73,73
Original,23,23
rain10,23,23
Original,77,74
rain10,77,74
Original,82,82
rain10,82,82
Original,45,45
rain10,45,45
Original,41,41
rain10,41,41
Original,23,23
rain10,23,23
Original,37,37
rain10,37,37
Original,55,55
rain10,55,55
Original,86,86
rain10,86,86
Original,78,78
rain10,78,78
Original,50,50
rain10,50,50
Original,35,35
rain10,35,35
Original,16,16
rain10,16,16
Original,57,57
rain10,57,57
Original,29,29
rain10,29,29
Original,2,2
rain10,2,2
Original,23,23
