filter,class,predicted_class
Original,102,102
rain10,102,102
Original,52,52
rain10,52,52
Original,36,36
rain10,36,36
Original,51,51
rain10,51,51
Original,90,90
rain10,90,90
Original,52,52
rain10,52,52
Original,52,52
rain10,52,52
Original,16,0
rain10,16,0
Original,50,50
rain10,50,50
Original,90,90
rain10,90,90
Original,90,90
rain10,90,90
Original,32,32
rain10,32,32
Original,97,97
rain10,97,61
Original,51,51
rain10,51,51
Original,50,50
rain10,50,50
Original,21,21
rain10,21,21
Original,46,46
rain10,46,46
Original,66,66
rain10,66,66
Original,39,39
rain10,39,39
Original,73,73
rain10,73,73
Original,28,28
rain10,28,28
Original,74,74
rain10,74,74
Original,50,50
rain10,50,50
Original,41,40
rain10,41,40
Original,72,72
rain10,72,72
Original,20,20
rain10,20,20
Original,16,16
rain10,16,16
Original,4,4
rain10,4,4
Original,48,48
rain10,48,48
Original,88,88
rain10,88,88
Original,79,79
rain10,79,79
Original,31,31
rain10,31,31
Original,45,45
rain10,45,45
Original,97,97
rain10,97,97
Original,91,78
rain10,91,91
Original,45,45
rain10,45,45
Original,37,37
rain10,37,37
Original,90,90
rain10,90,90
Original,39,39
rain10,39,45
Original,90,90
rain10,90,90
Original,90,90
rain10,90,90
Original,21,21
rain10,21,21
Original,28,28
rain10,28,28
Original,50,50
rain10,50,50
Original,29,29
rain10,29,29
Original,30,30
rain10,30,30
Original,20,20
rain10,20,20
Original,11,11
rain10,11,11
Original,78,78
rain10,78,78
Original,48,48
rain10,48,48
Original,50,50
rain10,50,50
Original,57,53
rain10,57,53
Original,77,77
rain10,77,77
Original,67,67
rain10,67,67
Original,1,1
rain10,1,1
Original,32,32
rain10,32,32
Original,90,90
rain10,90,90
Original,46,46
rain10,46,46
Original,86,86
rain10,86,86
Original,52,52
rain10,52,52
Original,90,90
rain10,90,90
Original,48,52
rain10,48,52
Original,31,31
rain10,31,31
Original,20,20
rain10,20,20
Original,63,63
rain10,63,66
Original,23,23
rain10,23,23
Original,50,50
rain10,50,50
Original,36,36
rain10,36,36
Original,12,12
rain10,12,12
Original,32,32
rain10,32,32
Original,90,90
rain10,90,90
Original,36,36
rain10,36,36
Original,40,40
rain10,40,40
Original,53,53
rain10,53,53
Original,30,30
rain10,30,30
Original,99,99
rain10,99,99
Original,39,45
rain10,39,34
Original,23,23
rain10,23,23
Original,16,16
rain10,16,16
Original,66,66
rain10,66,66
Original,48,48
rain10,48,48
Original,79,78
rain10,79,78
Original,30,30
rain10,30,30
Original,30,30
rain10,30,30
Original,6,6
rain10,6,6
Original,77,74
rain10,77,74
Original,74,74
rain10,74,74
Original,74,74
rain10,74,74
Original,10,10
rain10,10,10
Original,62,62
rain10,62,62
Original,28,28
rain10,28,28
Original,45,45
rain10,45,45
Original,52,52
rain10,52,52
Original,32,32
rain10,32,32
Original,53,53
rain10,53,53
Original,83,83
rain10,83,83
Original,83,83
rain10,83,83
Original,63,63
rain10,63,63
Original,67,67
rain10,67,67
Original,30,30
rain10,30,30
Original,16,16
rain10,16,16
Original,23,23
rain10,23,23
Original,28,28
rain10,28,28
Original,36,36
rain10,36,36
Original,59,59
rain10,59,59
Original,20,20
rain10,20,20
Original,67,67
rain10,67,67
Original,41,41
rain10,41,41
Original,45,45
rain10,45,45
Original,78,78
rain10,78,78
Original,66,45
rain10,66,52
Original,75,75
rain10,75,75
Original,53,53
rain10,53,53
Original,52,52
rain10,52,52
Original,6,6
rain10,6,6
Original,32,32
rain10,32,32
Original,19,19
rain10,19,19
Original,52,52
rain10,52,52
Original,79,79
rain10,79,79
Original,90,90
rain10,90,90
Original,52,52
rain10,52,52
Original,90,90
rain10,90,90
Original,76,76
rain10,76,76
Original,77,77
rain10,77,77
Original,19,19
rain10,19,19
Original,50,50
rain10,50,50
Original,53,53
rain10,53,53
Original,46,46
rain10,46,46
Original,40,40
rain10,40,40
Original,18,19
rain10,18,18
Original,74,74
rain10,74,74
Original,35,35
rain10,35,35
Original,55,55
rain10,55,55
Original,45,45
rain10,45,45
Original,90,90
rain10,90,90
Original,74,90
rain10,74,90
Original,86,86
rain10,86,86
Original,78,78
rain10,78,78
Original,23,23
rain10,23,23
Original,31,32
rain10,31,32
Original,28,28
rain10,28,28
Original,37,37
rain10,37,37
Original,46,46
rain10,46,46
Original,50,50
rain10,50,50
Original,1,1
rain10,1,1
Original,25,11
rain10,25,25
Original,41,41
rain10,41,41
Original,90,90
rain10,90,90
Original,57,57
rain10,57,57
Original,48,48
rain10,48,48
Original,78,78
rain10,78,78
Original,46,46
rain10,46,46
Original,19,19
rain10,19,19
Original,48,63
rain10,48,63
Original,43,43
rain10,43,43
Original,53,53
rain10,53,53
Original,16,16
rain10,16,16
Original,21,21
rain10,21,21
Original,23,23
rain10,23,23
Original,73,73
rain10,73,73
Original,23,23
rain10,23,23
Original,42,42
rain10,42,42
Original,90,90
rain10,90,90
Original,48,53
rain10,48,53
Original,45,45
rain10,45,45
Original,96,90
rain10,96,90
Original,52,52
rain10,52,52
Original,30,30
rain10,30,30
Original,52,52
rain10,52,52
Original,1,12
rain10,1,12
Original,23,23
rain10,23,23
Original,90,90
rain10,90,90
Original,36,36
rain10,36,36
Original,74,74
rain10,74,74
Original,53,53
rain10,53,53
Original,52,52
rain10,52,52
Original,63,41
rain10,63,63
Original,19,19
rain10,19,19
Original,63,63
rain10,63,63
Original,11,11
rain10,11,11
Original,15,15
rain10,15,15
Original,16,16
rain10,16,16
Original,32,32
rain10,32,32
Original,37,37
rain10,37,37
Original,36,36
rain10,36,36
Original,90,90
rain10,90,90
Original,45,45
rain10,45,45
Original,37,37
rain10,37,37
Original,42,43
