filter,class,predicted_class
Original,23,23
night10,23,23
Original,49,49
night10,49,49
Original,15,15
night10,15,23
Original,45,45
night10,45,45
Original,1,1
night10,1,1
Original,31,31
night10,31,31
Original,48,48
night10,48,48
Original,30,30
night10,30,60
Original,19,19
night10,19,19
Original,91,91
night10,91,91
Original,52,52
night10,52,52
Original,66,63
night10,66,30
Original,28,28
night10,28,23
Original,51,51
night10,51,51
Original,46,46
night10,46,46
Original,16,16
night10,16,16
Original,23,23
night10,23,23
Original,45,45
night10,45,45
Original,93,27
night10,93,87
Original,55,55
night10,55,55
Original,97,97
night10,97,97
Original,20,20
night10,20,20
Original,90,90
night10,90,90
Original,70,70
night10,70,70
Original,17,17
night10,17,17
Original,52,52
night10,52,52
Original,77,77
night10,77,77
Original,86,86
night10,86,86
Original,52,52
night10,52,52
Original,79,79
night10,79,79
Original,52,52
night10,52,52
Original,55,55
night10,55,55
Original,63,63
night10,63,66
Original,90,90
night10,90,90
Original,28,28
night10,28,23
Original,50,50
night10,50,50
Original,1,1
night10,1,1
Original,90,90
night10,90,90
Original,67,67
night10,67,67
Original,30,30
night10,30,30
Original,60,60
night10,60,60
Original,53,53
night10,53,53
Original,70,70
night10,70,70
Original,23,23
night10,23,23
Original,78,78
night10,78,78
Original,63,63
night10,63,66
Original,23,23
night10,23,23
Original,90,90
night10,90,90
Original,50,50
night10,50,50
Original,10,10
night10,10,10
Original,83,83
night10,83,83
Original,20,20
night10,20,20
Original,83,83
night10,83,83
Original,21,21
night10,21,28
Original,23,23
night10,23,23
Original,41,41
night10,41,41
Original,31,31
night10,31,31
Original,51,51
night10,51,51
Original,20,20
night10,20,20
Original,19,19
night10,19,19
Original,48,48
night10,48,48
Original,31,31
night10,31,31
Original,79,79
night10,79,68
Original,36,36
night10,36,36
Original,30,30
night10,30,30
Original,53,53
night10,53,53
Original,20,20
night10,20,20
Original,32,32
night10,32,32
Original,48,48
night10,48,48
Original,63,63
night10,63,48
Original,30,30
night10,30,30
Original,30,30
night10,30,30
Original,46,46
night10,46,46
Original,31,31
night10,31,31
Original,33,86
night10,33,42
Original,48,48
night10,48,48
Original,41,41
night10,41,41
Original,22,22
night10,22,30
Original,50,50
night10,50,50
Original,48,48
night10,48,48
Original,99,99
night10,99,99
Original,0,0
night10,0,0
Original,46,46
night10,46,46
Original,41,41
night10,41,41
Original,32,32
night10,32,32
Original,41,41
night10,41,41
Original,72,72
night10,72,91
Original,83,83
night10,83,83
Original,45,45
night10,45,45
Original,62,62
night10,62,62
Original,20,20
night10,20,20
Original,66,66
night10,66,66
Original,23,23
night10,23,23
Original,35,35
night10,35,35
Original,77,77
night10,77,77
Original,49,49
night10,49,44
Original,51,51
night10,51,51
Original,20,20
night10,20,20
Original,35,35
night10,35,35
Original,50,50
night10,50,50
Original,74,74
night10,74,74
Original,57,57
night10,57,57
Original,90,90
night10,90,90
Original,52,52
night10,52,52
Original,61,97
night10,61,61
Original,90,90
night10,90,90
Original,46,46
night10,46,46
Original,78,78
night10,78,78
Original,53,53
night10,53,53
Original,97,97
night10,97,97
Original,32,32
night10,32,32
Original,15,19
night10,15,90
Original,16,16
night10,16,16
Original,74,74
night10,74,74
Original,90,90
night10,90,90
Original,57,57
night10,57,57
Original,23,23
night10,23,23
Original,59,59
night10,59,59
Original,19,19
night10,19,19
Original,15,23
night10,15,23
Original,93,28
night10,93,57
Original,86,86
night10,86,86
Original,0,0
night10,0,0
Original,62,62
night10,62,62
Original,20,20
night10,20,20
Original,28,28
night10,28,28
Original,19,19
night10,19,19
Original,48,48
night10,48,48
Original,74,74
night10,74,74
Original,28,28
night10,28,28
Original,30,30
night10,30,30
Original,47,47
night10,47,47
Original,31,31
night10,31,31
Original,53,53
night10,53,53
Original,90,90
night10,90,90
Original,20,20
night10,20,20
Original,57,57
night10,57,57
Original,30,30
night10,30,30
Original,53,53
night10,53,53
Original,46,46
night10,46,46
Original,6,6
night10,6,6
Original,32,32
night10,32,32
Original,46,46
night10,46,46
Original,62,62
night10,62,62
Original,45,45
night10,45,45
Original,52,52
night10,52,52
Original,43,43
night10,43,43
Original,57,57
night10,57,57
Original,48,48
night10,48,48
Original,90,90
night10,90,90
Original,28,28
night10,28,28
Original,90,90
night10,90,90
Original,3,3
night10,3,3
Original,60,60
night10,60,60
Original,46,52
night10,46,48
Original,31,31
night10,31,31
Original,50,50
night10,50,50
Original,90,90
night10,90,90
Original,41,41
night10,41,41
Original,41,41
night10,41,41
Original,16,16
night10,16,16
Original,50,50
night10,50,50
Original,43,43
night10,43,43
Original,51,51
night10,51,51
Original,28,28
night10,28,21
Original,40,45
night10,40,45
Original,20,20
night10,20,20
Original,74,66
night10,74,52
Original,30,30
night10,30,30
Original,67,67
night10,67,67
Original,30,30
night10,30,30
Original,17,17
night10,17,17
Original,46,46
night10,46,46
Original,37,37
night10,37,37
Original,21,21
night10,21,21
Original,75,75
night10,75,75
Original,55,55
night10,55,55
Original,56,56
night10,56,48
Original,90,90
night10,90,90
Original,6,6
night10,6,6
Original,23,23
night10,23,23
Original,31,31
night10,31,31
Original,48,48
night10,48,48
Original,19,19
night10,19,19
Original,37,37
night10,37,37
Original,23,23
night10,23,23
Original,50,50
night10,50,50
Original,32,32
night10,32,32
Original,42,42
night10,42,42
Original,0,0
night10,0,0
Original,42,42
night10,42,42
Original,19,90
night10,19,90
Original,45,45
night10,45,45
Original,67,67
night10,67,67
Original,41,41
night10,41,41
Original,32,32
night10,32,32
Original,67,67
night10,67,67
Original,77,77
night10,77,77
Original,20,20
night10,20,20
Original,29,29
night10,29,29
Original,15,15
night10,15,15
Original,45,45
night10,45,45
Original,32,32
night10,32,32
Original,89,87
night10,89,87
Original,45,45
night10,45,45
Original,17,17
night10,17,17
Original,52,52
night10,52,52
Original,31,31
night10,31,31
Original,32,48
night10,32,1
Original,20,20
night10,20,20
Original,70,70
night10,70,70
Original,77,77
night10,77,55
Original,30,30
night10,30,30
Original,0,0
night10,0,0
Original,72,72
night10,72,72
Original,52,52
night10,52,52
Original,55,55
night10,55,56
Original,16,16
night10,16,16
Original,102,102
night10,102,102
Original,1,1
night10,1,1
Original,86,86
night10,86,86
Original,42,42
night10,42,42
Original,32,32
night10,32,32
Original,78,78
night10,78,78
Original,46,46
night10,46,46
Original,22,22
night10,22,22
Original,50,50
night10,50,50
Original,45,45
night10,45,45
Original,5,5
night10,5,5
Original,48,48
night10,48,48
Original,19,19
night10,19,19
Original,75,75
night10,75,75
Original,90,90
night10,90,90
Original,16,16
night10,16,16
Original,20,20
night10,20,20
Original,97,97
night10,97,45
Original,52,52
night10,52,50
Original,37,37
night10,37,37
Original,52,52
night10,52,52
Original,57,57
night10,57,57
Original,16,16
night10,16,16
Original,50,50
night10,50,50
Original,63,63
