filter,class,predicted_class
Original,46,46
rain10,46,46
Original,90,90
rain10,90,90
Original,50,50
rain10,50,50
Original,90,90
rain10,90,90
Original,76,76
rain10,76,76
Original,90,90
rain10,90,90
Original,23,23
rain10,23,23
Original,90,90
rain10,90,90
Original,32,32
rain10,32,59
Original,60,60
rain10,60,60
Original,63,63
rain10,63,63
Original,30,30
rain10,30,30
Original,78,78
rain10,78,78
Original,37,39
rain10,37,39
Original,51,51
rain10,51,51
Original,20,20
rain10,20,20
Original,31,31
rain10,31,31
Original,86,86
rain10,86,86
Original,28,28
rain10,28,28
Original,67,67
rain10,67,67
Original,31,31
rain10,31,31
Original,52,52
rain10,52,52
Original,55,55
rain10,55,55
Original,30,30
rain10,30,30
Original,82,82
rain10,82,82
Original,0,0
rain10,0,0
Original,66,66
rain10,66,66
Original,36,36
rain10,36,36
Original,12,12
rain10,12,12
Original,48,48
rain10,48,48
Original,48,48
rain10,48,48
Original,52,52
rain10,52,52
Original,90,90
rain10,90,90
Original,93,93
rain10,93,93
Original,53,53
rain10,53,53
Original,23,23
rain10,23,23
Original,16,16
rain10,16,16
Original,66,66
rain10,66,87
Original,75,78
rain10,75,78
Original,20,20
rain10,20,20
Original,50,50
rain10,50,50
Original,90,90
rain10,90,90
Original,50,51
rain10,50,51
Original,37,37
rain10,37,37
Original,21,21
rain10,21,21
Original,15,15
rain10,15,15
Original,52,52
rain10,52,52
Original,40,40
rain10,40,40
Original,45,45
rain10,45,45
Original,49,49
rain10,49,49
Original,63,63
rain10,63,63
Original,83,83
rain10,83,83
Original,32,32
rain10,32,32
Original,39,39
rain10,39,39
Original,23,23
rain10,23,23
Original,90,70
rain10,90,70
Original,52,52
rain10,52,52
Original,42,42
rain10,42,42
Original,78,78
rain10,78,78
Original,54,50
rain10,54,53
Original,90,90
rain10,90,90
Original,15,15
rain10,15,15
Original,43,43
rain10,43,43
Original,50,50
rain10,50,50
Original,90,90
rain10,90,90
Original,27,23
rain10,27,20
Original,30,30
rain10,30,30
Original,90,90
rain10,90,90
Original,74,74
rain10,74,74
Original,83,83
rain10,83,83
Original,55,55
rain10,55,55
Original,45,45
rain10,45,45
Original,70,70
rain10,70,70
Original,55,55
rain10,55,55
Original,90,90
rain10,90,90
Original,19,19
rain10,19,2
Original,90,90
rain10,90,90
Original,32,32
rain10,32,32
Original,15,15
rain10,15,15
Original,45,45
rain10,45,45
Original,74,74
rain10,74,74
Original,79,79
rain10,79,79
Original,67,67
rain10,67,67
Original,23,23
rain10,23,23
Original,37,37
rain10,37,37
Original,79,79
rain10,79,79
Original,67,67
rain10,67,67
Original,47,47
rain10,47,57
Original,52,52
rain10,52,52
Original,16,16
rain10,16,16
Original,30,30
rain10,30,30
Original,32,32
rain10,32,32
Original,57,57
rain10,57,57
Original,41,41
rain10,41,41
Original,48,48
rain10,48,48
Original,45,45
rain10,45,45
Original,23,23
rain10,23,23
Original,31,31
rain10,31,31
Original,77,55
rain10,77,55
Original,52,52
rain10,52,52
Original,50,50
rain10,50,50
Original,90,90
rain10,90,90
Original,74,74
rain10,74,74
Original,32,32
rain10,32,32
Original,5,11
rain10,5,5
Original,32,32
rain10,32,32
Original,63,63
rain10,63,63
Original,55,55
rain10,55,55
Original,32,32
rain10,32,32
Original,77,77
rain10,77,77
Original,91,91
rain10,91,91
Original,53,53
rain10,53,53
Original,29,29
rain10,29,29
Original,46,46
rain10,46,46
Original,50,50
rain10,50,50
Original,16,16
rain10,16,16
Original,22,12
rain10,22,12
Original,78,78
rain10,78,78
Original,48,48
rain10,48,48
Original,91,91
rain10,91,91
Original,67,67
rain10,67,67
Original,19,19
rain10,19,19
Original,30,30
rain10,30,30
Original,23,23
rain10,23,23
Original,87,87
rain10,87,87
Original,28,28
rain10,28,28
Original,77,77
rain10,77,77
Original,72,72
rain10,72,72
Original,55,55
rain10,55,55
Original,21,21
rain10,21,21
Original,32,32
rain10,32,32
Original,32,32
rain10,32,32
Original,76,76
rain10,76,76
Original,51,51
rain10,51,51
Original,36,36
rain10,36,36
Original,97,97
rain10,97,97
Original,16,20
rain10,16,63
Original,70,70
rain10,70,70
Original,16,16
rain10,16,16
Original,79,79
rain10,79,79
Original,46,46
rain10,46,46
Original,50,50
rain10,50,50
Original,79,79
rain10,79,79
Original,63,63
rain10,63,63
Original,23,23
rain10,23,23
Original,43,43
rain10,43,43
Original,90,90
rain10,90,90
Original,0,0
rain10,0,0
Original,36,36
rain10,36,36
Original,30,30
rain10,30,30
Original,49,49
rain10,49,49
Original,99,99
rain10,99,99
Original,77,77
rain10,77,77
Original,28,28
rain10,28,28
Original,46,46
rain10,46,46
Original,90,90
rain10,90,90
Original,16,16
rain10,16,16
Original,61,61
rain10,61,61
Original,79,79
rain10,79,79
Original,90,90
rain10,90,90
Original,42,42
rain10,42,42
Original,50,50
rain10,50,50
Original,70,70
rain10,70,70
Original,50,50
rain10,50,50
Original,46,46
rain10,46,46
Original,43,43
rain10,43,43
Original,50,50
rain10,50,50
Original,79,79
rain10,79,79
Original,32,32
rain10,32,32
Original,90,90
rain10,90,74
Original,22,22
rain10,22,22
Original,53,53
rain10,53,53
Original,79,79
rain10,79,79
Original,48,48
rain10,48,48
Original,50,50
rain10,50,50
Original,66,66
rain10,66,66
Original,45,45
rain10,45,45
Original,46,46
rain10,46,46
Original,71,71
rain10,71,71
Original,32,32
rain10,32,32
Original,56,53
rain10,56,53
Original,89,89
rain10,89,89
Original,91,91
rain10,91,91
Original,7,7
rain10,7,7
Original,97,97
rain10,97,97
Original,36,36
rain10,36,36
Original,52,52
rain10,52,52
Original,28,28
rain10,28,28
Original,78,78
rain10,78,78
Original,0,0
rain10,0,0
Original,37,37
rain10,37,37
Original,57,57
rain10,57,57
Original,81,81
rain10,81,81
Original,91,91
