filter,class,predicted_class
Original,78,78
snow10,78,78
Original,15,15
snow10,15,15
Original,23,23
snow10,23,23
Original,53,51
snow10,53,53
Original,20,20
snow10,20,20
Original,51,51
snow10,51,51
Original,32,32
snow10,32,32
Original,46,46
snow10,46,46
Original,23,23
snow10,23,23
Original,45,45
snow10,45,45
Original,32,32
snow10,32,32
Original,16,16
snow10,16,16
Original,68,68
snow10,68,68
Original,51,51
snow10,51,53
Original,55,55
snow10,55,55
Original,42,42
snow10,42,42
Original,20,20
snow10,20,20
Original,39,39
snow10,39,39
Original,90,90
snow10,90,90
Original,32,32
snow10,32,32
Original,12,12
snow10,12,12
Original,22,22
snow10,22,22
Original,29,29
snow10,29,16
Original,15,15
snow10,15,28
Original,36,36
snow10,36,36
Original,23,23
snow10,23,23
Original,12,12
snow10,12,12
Original,67,67
snow10,67,67
Original,73,73
snow10,73,73
Original,66,66
snow10,66,77
Original,81,81
snow10,81,81
Original,2,2
snow10,2,2
Original,97,97
snow10,97,97
Original,43,43
snow10,43,43
Original,52,52
snow10,52,52
Original,63,63
snow10,63,63
Original,30,30
snow10,30,30
Original,4,11
snow10,4,4
Original,52,52
snow10,52,52
Original,45,45
snow10,45,45
Original,74,74
snow10,74,90
Original,22,22
snow10,22,22
Original,23,15
snow10,23,23
Original,58,58
snow10,58,58
Original,46,29
snow10,46,19
Original,90,90
snow10,90,90
Original,72,72
snow10,72,72
Original,39,39
snow10,39,39
Original,51,51
snow10,51,51
Original,57,31
snow10,57,30
Original,45,45
snow10,45,45
Original,70,70
snow10,70,70
Original,86,86
snow10,86,86
Original,46,46
snow10,46,46
Original,30,30
snow10,30,30
Original,19,19
snow10,19,19
Original,32,32
snow10,32,32
Original,63,63
snow10,63,63
Original,90,90
snow10,90,90
Original,52,52
snow10,52,52
Original,85,85
snow10,85,90
Original,48,48
snow10,48,48
Original,1,1
snow10,1,1
Original,51,51
snow10,51,51
Original,63,63
snow10,63,63
Original,51,51
snow10,51,51
