class,filters,error
60,rain6,85.71
57,rain6,95.41
100,rain6,83.33
45,rain6,98.11
50,rain6,93.48
90,rain6,96.93
4,rain6,88.89
55,rain6,95.24
34,rain6,100.0
68,rain6,94.44
38,rain6,100.0
35,rain6,91.43
72,rain6,97.67
0,rain6,93.5
51,rain6,96.3
88,rain6,60.71
23,rain6,98.15
56,rain6,70.83
33,rain6,83.33
79,rain6,94.17
27,rain6,0.0
46,rain6,95.69
63,rain6,92.44
30,rain6,96.98
16,rain6,90.84
77,rain6,87.68
67,rain6,98.89
32,rain6,95.51
36,rain6,100.0
28,rain6,94.53
20,rain6,96.54
52,rain6,96.07
64,rain6,63.64
37,rain6,94.96
97,rain6,87.3
12,rain6,92.86
19,rain6,92.45
53,rain6,87.39
15,rain6,96.84
48,rain6,94.14
11,rain6,86.67
7,rain6,87.5
26,rain6,90.91
61,rain6,91.07
41,rain6,96.91
78,rain6,96.45
66,rain6,86.92
86,rain6,92.13
31,rain6,94.44
2,rain6,90.74
71,rain6,100.0
21,rain6,91.4
24,rain6,75.0
87,rain6,64.56
22,rain6,80.0
5,rain6,85.71
82,rain6,85.71
70,rain6,100.0
83,rain6,85.9
76,rain6,88.89
40,rain6,93.62
74,rain6,94.66
102,rain6,92.0
73,rain6,95.92
81,rain6,91.67
62,rain6,93.94
75,rain6,86.27
93,rain6,60.34
49,rain6,96.43
91,rain6,77.97
29,rain6,78.95
39,rain6,93.94
3,rain6,71.43
10,rain6,100.0
47,rain6,70.37
1,rain6,88.64
65,rain6,55.56
17,rain6,84.62
25,rain6,95.24
6,rain6,85.0
42,rain6,92.31
54,rain6,56.25
69,rain6,72.73
43,rain6,90.74
96,rain6,42.86
84,rain6,25.0
59,rain6,100.0
18,rain6,60.0
8,rain6,0.0
92,rain6,16.67
98,rain6,100.0
89,rain6,100.0
44,rain6,71.43
99,rain6,94.74
58,rain6,91.67
94,rain6,0.0
9,rain6,66.67
85,rain6,22.22
80,rain6,100.0
14,rain6,33.33
101,rain6,100.0
95,rain6,0.0
13,rain6,25.0
