filter,class,predicted_class
Original,78,78
snow10,78,78
Original,2,2
snow10,2,2
Original,30,30
snow10,30,30
Original,57,57
snow10,57,57
Original,37,37
snow10,37,37
Original,23,23
snow10,23,23
Original,16,16
snow10,16,16
Original,93,93
snow10,93,39
Original,52,52
snow10,52,48
Original,45,45
snow10,45,45
Original,50,50
snow10,50,60
Original,19,19
snow10,19,21
Original,7,7
snow10,7,23
Original,90,90
snow10,90,90
Original,21,21
snow10,21,21
Original,66,66
snow10,66,66
Original,61,20
snow10,61,0
Original,63,63
snow10,63,41
Original,46,46
snow10,46,46
Original,21,21
snow10,21,21
Original,19,19
snow10,19,2
Original,90,90
snow10,90,90
Original,83,83
snow10,83,83
Original,7,7
snow10,7,15
Original,50,50
snow10,50,50
Original,0,0
snow10,0,0
Original,73,73
snow10,73,73
Original,92,92
snow10,92,92
Original,57,57
snow10,57,57
Original,28,28
snow10,28,23
Original,46,46
snow10,46,46
Original,23,23
snow10,23,23
Original,20,20
snow10,20,20
Original,36,36
snow10,36,36
Original,28,28
snow10,28,28
Original,90,90
snow10,90,90
Original,81,81
snow10,81,81
Original,30,30
snow10,30,30
Original,72,72
snow10,72,72
Original,90,90
snow10,90,90
Original,28,28
snow10,28,28
Original,23,23
snow10,23,23
Original,46,46
snow10,46,51
Original,55,55
snow10,55,55
Original,52,52
snow10,52,52
Original,29,29
snow10,29,29
Original,87,87
snow10,87,87
Original,68,68
snow10,68,68
Original,42,42
snow10,42,42
Original,57,57
snow10,57,28
Original,84,79
snow10,84,65
Original,23,23
snow10,23,23
Original,31,31
snow10,31,31
Original,90,90
snow10,90,90
Original,61,61
snow10,61,61
Original,28,28
snow10,28,28
Original,46,46
snow10,46,23
Original,48,48
snow10,48,48
Original,46,46
snow10,46,46
Original,51,51
snow10,51,51
Original,90,90
snow10,90,79
Original,50,50
snow10,50,50
Original,17,17
snow10,17,1
Original,37,37
snow10,37,37
Original,78,78
snow10,78,79
Original,31,31
snow10,31,31
