filter,class,predicted_class
Original,53,53
snow10,53,53
Original,16,16
snow10,16,16
Original,97,97
snow10,97,45
Original,6,6
snow10,6,6
Original,30,30
snow10,30,30
Original,28,28
snow10,28,28
Original,89,89
snow10,89,89
Original,32,32
snow10,32,32
Original,53,53
snow10,53,53
Original,16,16
snow10,16,16
Original,31,31
snow10,31,35
Original,44,44
snow10,44,44
Original,16,50
snow10,16,20
Original,66,66
snow10,66,63
Original,53,53
snow10,53,50
Original,22,22
snow10,22,22
Original,63,63
snow10,63,63
Original,85,85
snow10,85,30
Original,32,32
snow10,32,32
Original,30,30
snow10,30,30
Original,49,49
snow10,49,49
Original,52,52
snow10,52,52
Original,30,30
snow10,30,30
Original,15,15
snow10,15,15
Original,50,50
snow10,50,20
Original,37,37
snow10,37,37
Original,78,78
snow10,78,76
Original,48,48
snow10,48,48
Original,31,31
snow10,31,31
Original,92,68
snow10,92,68
Original,10,10
snow10,10,10
Original,23,23
snow10,23,23
Original,17,17
snow10,17,17
Original,32,32
snow10,32,32
Original,46,46
snow10,46,46
Original,17,17
snow10,17,17
Original,61,61
snow10,61,45
Original,77,77
snow10,77,77
Original,16,16
snow10,16,16
Original,48,48
snow10,48,48
Original,35,35
snow10,35,26
Original,90,90
snow10,90,90
Original,73,73
snow10,73,73
Original,51,51
snow10,51,51
Original,17,17
snow10,17,17
Original,32,32
snow10,32,32
Original,32,32
snow10,32,16
Original,50,50
snow10,50,50
Original,32,32
snow10,32,32
Original,46,46
snow10,46,46
Original,27,69
snow10,27,50
Original,52,52
snow10,52,52
Original,23,23
snow10,23,23
Original,86,86
snow10,86,86
Original,86,86
snow10,86,86
Original,48,48
snow10,48,48
Original,86,86
snow10,86,86
Original,66,66
snow10,66,66
Original,51,51
snow10,51,50
Original,28,28
snow10,28,6
Original,30,30
snow10,30,30
Original,53,53
snow10,53,53
Original,30,30
snow10,30,30
Original,55,55
snow10,55,57
Original,86,86
snow10,86,86
Original,30,30
snow10,30,30
Original,23,23
snow10,23,23
Original,30,30
snow10,30,30
Original,6,6
snow10,6,6
Original,32,32
snow10,32,32
Original,55,52
snow10,55,31
Original,60,60
snow10,60,60
Original,68,68
snow10,68,68
Original,90,90
snow10,90,90
Original,55,55
snow10,55,31
Original,93,93
snow10,93,88
Original,53,53
snow10,53,53
Original,48,48
snow10,48,15
Original,49,49
snow10,49,51
Original,42,42
snow10,42,42
Original,32,32
snow10,32,32
Original,32,32
snow10,32,32
Original,28,28
snow10,28,23
Original,32,32
snow10,32,32
Original,48,48
snow10,48,48
Original,15,15
snow10,15,15
Original,50,50
snow10,50,50
Original,78,78
snow10,78,78
Original,57,57
snow10,57,57
Original,28,28
snow10,28,16
Original,66,66
snow10,66,66
Original,74,74
snow10,74,74
Original,50,50
snow10,50,50
Original,3,3
snow10,3,3
Original,44,52
snow10,44,50
Original,50,50
snow10,50,50
Original,42,42
snow10,42,42
Original,83,83
snow10,83,83
Original,90,90
snow10,90,70
Original,55,88
snow10,55,46
Original,16,16
snow10,16,16
Original,50,50
snow10,50,50
Original,35,35
snow10,35,91
Original,66,66
snow10,66,63
Original,46,46
snow10,46,27
Original,55,55
snow10,55,40
Original,52,52
snow10,52,52
Original,60,48
snow10,60,60
Original,57,57
snow10,57,57
Original,62,62
snow10,62,62
Original,46,46
snow10,46,46
Original,20,20
snow10,20,20
Original,30,30
snow10,30,30
Original,51,51
snow10,51,16
Original,78,78
snow10,78,78
Original,87,87
snow10,87,86
Original,31,31
snow10,31,31
Original,50,50
snow10,50,50
Original,23,23
snow10,23,23
Original,19,90
snow10,19,20
Original,50,50
snow10,50,50
Original,30,30
snow10,30,30
Original,93,93
snow10,93,93
Original,16,16
snow10,16,16
Original,63,66
snow10,63,74
Original,48,48
snow10,48,50
Original,45,45
snow10,45,20
Original,16,16
snow10,16,16
Original,30,30
snow10,30,30
Original,90,90
snow10,90,90
Original,51,51
snow10,51,53
Original,32,32
snow10,32,32
Original,30,30
snow10,30,30
Original,31,31
snow10,31,31
Original,51,51
snow10,51,51
Original,52,52
snow10,52,52
Original,53,53
snow10,53,53
Original,66,66
snow10,66,77
Original,31,31
snow10,31,31
Original,50,50
snow10,50,50
Original,37,37
snow10,37,37
Original,23,23
snow10,23,29
Original,77,77
snow10,77,77
Original,63,63
snow10,63,63
Original,78,78
snow10,78,31
Original,67,67
snow10,67,67
Original,83,83
snow10,83,83
Original,78,78
snow10,78,78
Original,31,31
snow10,31,31
Original,50,50
snow10,50,46
Original,90,90
snow10,90,90
Original,78,78
snow10,78,100
Original,60,60
snow10,60,60
Original,63,63
snow10,63,63
Original,32,32
snow10,32,32
Original,52,52
snow10,52,52
Original,78,78
snow10,78,78
Original,83,83
snow10,83,6
Original,46,46
snow10,46,46
Original,28,28
snow10,28,28
Original,37,37
snow10,37,37
Original,28,28
snow10,28,28
Original,60,60
snow10,60,60
Original,90,90
snow10,90,90
Original,26,26
snow10,26,26
Original,90,90
snow10,90,90
Original,32,32
snow10,32,86
Original,67,67
snow10,67,67
Original,26,26
snow10,26,26
Original,53,53
snow10,53,53
Original,57,57
snow10,57,57
Original,7,15
snow10,7,17
Original,21,28
snow10,21,28
Original,23,23
snow10,23,23
Original,20,20
snow10,20,20
Original,36,36
snow10,36,36
Original,39,39
snow10,39,39
Original,22,22
snow10,22,22
Original,87,87
snow10,87,50
Original,16,16
snow10,16,16
Original,77,74
snow10,77,74
Original,78,78
snow10,78,78
Original,20,20
snow10,20,20
Original,45,45
snow10,45,45
Original,20,20
snow10,20,20
Original,1,1
snow10,1,1
Original,52,52
snow10,52,52
Original,53,53
snow10,53,50
Original,20,20
snow10,20,20
Original,23,23
snow10,23,15
Original,45,45
snow10,45,45
Original,53,31
snow10,53,39
Original,51,51
snow10,51,50
Original,46,46
snow10,46,45
Original,90,90
snow10,90,12
Original,32,32
snow10,32,32
Original,16,16
snow10,16,22
Original,36,36
snow10,36,36
Original,46,46
snow10,46,87
Original,48,48
snow10,48,48
Original,63,63
snow10,63,74
Original,12,12
snow10,12,12
Original,90,90
snow10,90,15
Original,45,45
snow10,45,45
Original,51,51
snow10,51,51
Original,55,55
snow10,55,51
Original,21,15
snow10,21,15
Original,72,72
snow10,72,72
Original,30,30
snow10,30,30
Original,85,85
snow10,85,74
Original,3,3
snow10,3,3
Original,23,23
snow10,23,23
Original,90,90
snow10,90,74
Original,87,87
snow10,87,97
Original,66,66
snow10,66,17
Original,20,20
snow10,20,20
Original,31,31
snow10,31,31
Original,23,23
snow10,23,23
Original,46,46
snow10,46,46
Original,90,90
snow10,90,90
Original,30,30
snow10,30,30
Original,53,53
snow10,53,50
Original,32,32
snow10,32,61
Original,30,73
snow10,30,30
Original,63,63
snow10,63,66
Original,15,15
snow10,15,15
Original,93,93
snow10,93,16
Original,23,23
snow10,23,23
Original,30,30
snow10,30,30
Original,53,53
snow10,53,53
Original,63,77
snow10,63,63
Original,78,78
snow10,78,78
Original,46,46
snow10,46,46
Original,45,45
snow10,45,45
Original,36,36
snow10,36,36
Original,19,19
snow10,19,19
Original,87,60
snow10,87,51
Original,90,90
snow10,90,90
Original,89,89
snow10,89,89
Original,42,42
snow10,42,52
Original,36,36
snow10,36,36
Original,30,30
snow10,30,30
Original,62,62
snow10,62,62
Original,55,55
snow10,55,55
Original,90,90
snow10,90,90
Original,97,97
snow10,97,97
Original,23,23
snow10,23,23
Original,16,16
snow10,16,22
Original,70,70
snow10,70,74
Original,86,86
snow10,86,86
Original,52,52
snow10,52,52
Original,16,16
snow10,16,16
Original,48,48
snow10,48,57
Original,51,51
snow10,51,6
Original,16,16
snow10,16,16
Original,90,90
snow10,90,90
Original,50,50
snow10,50,50
Original,86,86
snow10,86,86
Original,1,1
snow10,1,1
Original,23,23
snow10,23,29
Original,11,11
snow10,11,21
Original,74,74
snow10,74,74
Original,87,59
snow10,87,87
Original,23,23
snow10,23,23
Original,87,87
snow10,87,86
Original,20,90
snow10,20,24
Original,72,72
snow10,72,72
Original,67,67
snow10,67,67
Original,36,36
snow10,36,36
Original,63,63
snow10,63,63
Original,19,19
snow10,19,19
Original,90,90
snow10,90,15
Original,32,32
snow10,32,32
Original,79,79
snow10,79,79
Original,77,77
snow10,77,77
Original,66,66
snow10,66,66
Original,90,90
snow10,90,90
Original,30,30
snow10,30,66
Original,23,23
snow10,23,23
Original,35,35
snow10,35,35
Original,30,30
snow10,30,30
Original,67,67
snow10,67,72
Original,53,53
snow10,53,53
Original,31,31
snow10,31,31
Original,32,32
snow10,32,32
Original,91,91
snow10,91,91
Original,79,79
snow10,79,78
Original,12,12
snow10,12,12
Original,45,45
snow10,45,45
Original,67,67
snow10,67,67
Original,78,78
snow10,78,78
Original,86,86
snow10,86,86
Original,32,32
snow10,32,32
Original,15,15
snow10,15,15
Original,36,36
snow10,36,36
Original,28,28
snow10,28,28
Original,90,90
snow10,90,90
Original,52,52
snow10,52,42
Original,37,37
snow10,37,37
Original,72,72
snow10,72,72
Original,67,67
snow10,67,67
Original,28,28
snow10,28,28
Original,30,30
snow10,30,17
Original,45,46
snow10,45,45
Original,52,48
snow10,52,52
Original,90,32
snow10,90,50
Original,43,43
snow10,43,43
Original,53,53
snow10,53,53
Original,20,20
snow10,20,20
Original,50,50
snow10,50,50
Original,19,19
snow10,19,19
Original,31,31
snow10,31,31
Original,78,78
snow10,78,78
Original,66,66
snow10,66,63
Original,60,60
snow10,60,41
Original,97,97
snow10,97,97
Original,16,16
snow10,16,16
Original,50,50
snow10,50,50
Original,90,90
snow10,90,90
Original,11,11
snow10,11,11
Original,57,57
snow10,57,50
Original,78,78
snow10,78,78
Original,48,48
snow10,48,48
Original,78,78
snow10,78,78
Original,51,51
snow10,51,51
Original,36,36
snow10,36,36
Original,50,50
snow10,50,53
Original,50,50
snow10,50,50
Original,50,50
snow10,50,51
Original,45,45
snow10,45,45
Original,72,72
snow10,72,72
Original,30,30
snow10,30,30
Original,63,63
snow10,63,63
Original,20,20
snow10,20,20
Original,77,77
snow10,77,77
Original,86,86
snow10,86,86
Original,32,32
snow10,32,39
Original,52,52
snow10,52,52
Original,75,75
snow10,75,75
Original,74,74
snow10,74,74
Original,6,6
snow10,6,6
Original,57,57
snow10,57,57
Original,17,17
snow10,17,17
Original,75,75
snow10,75,72
Original,90,90
snow10,90,90
Original,50,50
snow10,50,50
Original,52,52
snow10,52,52
Original,87,87
snow10,87,87
Original,90,90
snow10,90,90
Original,52,52
snow10,52,52
Original,46,46
snow10,46,46
Original,67,67
snow10,67,30
Original,28,28
snow10,28,21
Original,47,47
snow10,47,47
Original,97,97
snow10,97,97
Original,90,79
snow10,90,68
Original,78,78
snow10,78,82
Original,86,86
snow10,86,86
Original,46,46
snow10,46,20
Original,90,90
snow10,90,90
Original,12,12
snow10,12,12
Original,32,32
snow10,32,32
Original,30,30
snow10,30,31
Original,30,30
snow10,30,30
Original,0,0
snow10,0,0
Original,46,46
snow10,46,15
Original,19,19
snow10,19,19
Original,64,63
snow10,64,43
Original,74,74
snow10,74,74
Original,90,90
snow10,90,90
Original,90,90
snow10,90,90
Original,50,50
snow10,50,50
Original,21,21
snow10,21,21
Original,67,67
snow10,67,67
Original,74,74
snow10,74,74
Original,67,67
snow10,67,67
Original,90,90
snow10,90,90
Original,90,90
snow10,90,90
Original,87,87
snow10,87,87
Original,53,53
snow10,53,20
Original,90,90
snow10,90,74
Original,66,66
snow10,66,91
Original,48,48
snow10,48,48
Original,66,66
snow10,66,66
Original,37,37
snow10,37,57
Original,30,30
snow10,30,30
Original,50,50
snow10,50,50
Original,55,55
snow10,55,50
Original,86,86
snow10,86,86
Original,42,42
snow10,42,42
Original,1,1
snow10,1,1
Original,57,57
snow10,57,57
Original,63,66
snow10,63,79
Original,52,52
snow10,52,52
Original,86,86
snow10,86,86
Original,28,28
snow10,28,28
Original,45,45
snow10,45,45
Original,22,17
snow10,22,17
Original,86,86
snow10,86,86
Original,63,63
snow10,63,63
Original,48,48
snow10,48,48
Original,45,45
snow10,45,45
Original,74,74
snow10,74,91
Original,20,20
snow10,20,20
Original,11,11
snow10,11,17
Original,78,78
snow10,78,78
Original,32,32
snow10,32,32
Original,37,37
snow10,37,38
Original,16,16
snow10,16,16
Original,83,83
snow10,83,83
Original,57,57
snow10,57,57
Original,19,19
snow10,19,19
Original,78,78
snow10,78,78
Original,36,36
snow10,36,36
Original,37,37
snow10,37,53
Original,29,29
snow10,29,29
Original,86,86
snow10,86,86
Original,30,30
snow10,30,30
Original,50,50
snow10,50,97
Original,67,67
snow10,67,67
Original,31,31
snow10,31,31
Original,16,16
snow10,16,16
Original,70,70
snow10,70,73
Original,60,53
snow10,60,50
Original,50,50
snow10,50,50
Original,35,35
snow10,35,91
Original,36,36
snow10,36,36
Original,50,50
snow10,50,53
Original,41,41
snow10,41,41
Original,51,51
snow10,51,51
Original,30,30
snow10,30,30
Original,36,36
snow10,36,36
Original,80,80
snow10,80,80
Original,50,50
snow10,50,50
Original,30,30
snow10,30,30
Original,53,50
snow10,53,50
Original,20,20
snow10,20,20
Original,90,90
snow10,90,90
Original,53,53
snow10,53,53
Original,50,50
snow10,50,50
Original,50,50
snow10,50,50
Original,23,23
snow10,23,12
Original,36,36
snow10,36,36
Original,50,50
snow10,50,50
Original,82,82
snow10,82,82
Original,46,46
snow10,46,46
Original,32,32
snow10,32,32
Original,77,77
snow10,77,77
Original,52,52
snow10,52,52
Original,66,66
snow10,66,66
Original,54,53
snow10,54,50
Original,92,93
snow10,92,30
Original,45,45
snow10,45,16
Original,46,46
snow10,46,41
Original,20,20
snow10,20,20
Original,83,83
snow10,83,67
Original,72,72
snow10,72,72
Original,30,30
snow10,30,30
Original,30,30
snow10,30,30
Original,31,31
snow10,31,31
Original,74,74
snow10,74,74
Original,52,52
snow10,52,52
Original,20,20
snow10,20,20
Original,78,78
snow10,78,69
Original,55,55
snow10,55,53
Original,67,67
snow10,67,67
Original,12,12
snow10,12,15
Original,90,77
snow10,90,63
Original,43,43
snow10,43,100
Original,60,60
snow10,60,60
Original,47,47
snow10,47,47
Original,78,78
snow10,78,78
Original,1,1
snow10,1,1
Original,29,29
snow10,29,29
Original,30,30
snow10,30,30
Original,52,52
snow10,52,52
Original,37,37
snow10,37,53
Original,7,7
snow10,7,57
Original,41,41
snow10,41,41
Original,74,74
snow10,74,74
Original,6,6
snow10,6,6
Original,12,12
snow10,12,12
Original,81,81
snow10,81,81
Original,28,28
snow10,28,28
Original,46,46
snow10,46,46
Original,42,42
snow10,42,63
Original,77,77
snow10,77,77
Original,17,17
snow10,17,17
Original,32,32
snow10,32,32
Original,48,48
snow10,48,52
Original,49,51
snow10,49,49
Original,46,46
snow10,46,46
Original,48,48
snow10,48,48
Original,102,102
snow10,102,0
Original,23,23
snow10,23,23
Original,28,28
snow10,28,28
Original,17,17
snow10,17,17
Original,28,28
snow10,28,28
Original,50,50
snow10,50,50
Original,90,90
snow10,90,90
Original,20,20
snow10,20,20
Original,0,0
snow10,0,86
Original,45,45
snow10,45,45
Original,50,50
snow10,50,48
Original,51,51
snow10,51,51
Original,36,36
snow10,36,36
Original,23,23
snow10,23,23
Original,52,52
snow10,52,52
Original,50,50
snow10,50,50
Original,63,63
snow10,63,63
Original,72,75
snow10,72,75
Original,26,26
snow10,26,20
Original,11,11
snow10,11,11
Original,19,19
snow10,19,78
Original,3,3
snow10,3,29
Original,33,33
snow10,33,32
Original,66,53
snow10,66,72
Original,66,66
snow10,66,66
Original,77,77
snow10,77,77
Original,72,72
snow10,72,72
Original,23,23
snow10,23,23
Original,36,36
snow10,36,36
Original,63,63
snow10,63,63
Original,77,77
snow10,77,77
Original,71,71
snow10,71,71
Original,55,55
snow10,55,57
Original,52,52
snow10,52,52
Original,20,20
snow10,20,20
Original,63,63
snow10,63,63
Original,50,50
snow10,50,50
Original,70,70
snow10,70,70
Original,74,74
snow10,74,74
Original,45,45
snow10,45,45
Original,55,55
snow10,55,55
Original,16,16
snow10,16,16
Original,51,51
snow10,51,51
Original,2,20
snow10,2,19
Original,70,70
snow10,70,70
Original,60,60
snow10,60,60
Original,41,41
snow10,41,41
Original,32,32
snow10,32,32
Original,50,50
snow10,50,27
Original,21,21
snow10,21,21
Original,11,11
snow10,11,11
Original,79,79
snow10,79,79
Original,87,87
snow10,87,87
Original,53,53
snow10,53,46
Original,31,36
snow10,31,30
Original,90,90
snow10,90,90
Original,12,12
snow10,12,16
Original,78,78
snow10,78,78
Original,43,52
snow10,43,46
Original,101,101
snow10,101,101
Original,20,20
snow10,20,20
Original,87,87
snow10,87,87
Original,52,52
snow10,52,52
Original,57,57
snow10,57,57
Original,36,36
snow10,36,36
Original,30,30
snow10,30,30
Original,21,21
snow10,21,28
Original,28,28
snow10,28,28
Original,66,66
snow10,66,63
Original,57,57
snow10,57,57
Original,75,75
snow10,75,75
Original,50,50
snow10,50,50
Original,52,52
snow10,52,52
Original,62,62
snow10,62,62
Original,21,21
snow10,21,21
Original,86,86
snow10,86,86
Original,37,37
snow10,37,37
Original,53,53
snow10,53,53
Original,50,50
snow10,50,23
Original,52,52
snow10,52,60
Original,72,72
snow10,72,72
Original,66,66
snow10,66,27
Original,57,57
snow10,57,30
Original,96,96
snow10,96,96
Original,23,23
snow10,23,23
Original,52,52
snow10,52,52
Original,51,51
snow10,51,51
Original,77,77
snow10,77,77
Original,49,49
snow10,49,49
Original,1,1
snow10,1,86
Original,43,43
snow10,43,43
Original,31,31
snow10,31,31
Original,51,51
snow10,51,51
Original,28,28
snow10,28,20
Original,72,72
snow10,72,72
Original,32,32
snow10,32,86
Original,69,69
snow10,69,69
Original,90,90
snow10,90,90
Original,46,46
snow10,46,46
Original,32,32
snow10,32,42
Original,36,36
snow10,36,36
Original,45,45
snow10,45,16
Original,88,88
snow10,88,88
Original,23,23
snow10,23,23
Original,78,78
snow10,78,78
Original,86,86
snow10,86,86
Original,67,67
snow10,67,67
Original,48,48
snow10,48,48
Original,12,12
snow10,12,12
Original,90,90
snow10,90,90
Original,90,90
snow10,90,91
Original,57,57
snow10,57,52
Original,52,52
snow10,52,52
Original,73,73
snow10,73,73
Original,11,11
snow10,11,21
Original,28,28
snow10,28,28
Original,51,51
snow10,51,51
Original,28,28
snow10,28,19
Original,48,48
