filter,class,predicted_class
Original,90,90
snownight,90,90
Original,52,52
snownight,52,57
Original,63,63
snownight,63,20
Original,67,67
snownight,67,67
Original,50,50
snownight,50,50
Original,45,45
snownight,45,45
Original,28,28
snownight,28,77
Original,16,16
snownight,16,16
Original,83,83
snownight,83,30
Original,29,29
snownight,29,29
Original,48,48
snownight,48,48
Original,67,67
snownight,67,67
Original,21,21
snownight,21,28
Original,81,81
snownight,81,81
Original,63,63
snownight,63,20
Original,93,93
snownight,93,87
Original,30,30
snownight,30,30
Original,50,50
snownight,50,52
Original,57,57
snownight,57,57
Original,36,36
snownight,36,36
Original,70,70
snownight,70,70
Original,53,53
snownight,53,48
Original,30,30
snownight,30,30
Original,99,99
snownight,99,99
Original,91,91
snownight,91,91
Original,74,74
snownight,74,74
Original,87,87
snownight,87,33
Original,22,16
snownight,22,16
Original,72,72
snownight,72,31
Original,42,42
snownight,42,42
Original,53,53
snownight,53,53
Original,83,83
snownight,83,67
Original,75,75
snownight,75,75
Original,55,55
snownight,55,55
Original,20,20
snownight,20,4
Original,46,46
snownight,46,46
Original,49,49
snownight,49,49
Original,90,90
snownight,90,90
Original,30,30
snownight,30,30
Original,28,28
snownight,28,28
Original,31,31
snownight,31,31
Original,48,66
snownight,48,48
Original,45,45
snownight,45,45
Original,46,46
snownight,46,46
Original,15,15
snownight,15,90
Original,52,52
snownight,52,52
Original,86,86
snownight,86,86
Original,74,74
snownight,74,74
Original,46,46
snownight,46,40
Original,50,37
snownight,50,37
Original,91,91
snownight,91,20
Original,52,52
snownight,52,52
Original,32,32
snownight,32,32
Original,97,97
snownight,97,97
Original,51,51
snownight,51,51
Original,31,31
snownight,31,31
Original,31,31
snownight,31,31
Original,37,37
snownight,37,37
Original,53,53
snownight,53,46
Original,46,46
snownight,46,46
Original,64,64
snownight,64,64
Original,19,19
snownight,19,50
Original,52,52
snownight,52,52
Original,15,15
snownight,15,15
Original,28,28
snownight,28,28
Original,67,67
snownight,67,67
Original,90,90
snownight,90,90
Original,57,57
snownight,57,90
Original,59,59
snownight,59,59
Original,58,58
snownight,58,58
Original,37,37
snownight,37,37
Original,52,52
snownight,52,52
Original,74,74
snownight,74,74
Original,65,84
snownight,65,84
Original,86,63
snownight,86,16
Original,30,30
snownight,30,30
Original,0,0
snownight,0,100
Original,50,50
snownight,50,48
Original,55,55
snownight,55,55
Original,20,78
snownight,20,90
Original,19,19
snownight,19,19
Original,28,28
snownight,28,28
Original,46,46
snownight,46,90
Original,77,77
snownight,77,77
Original,29,16
snownight,29,16
Original,31,31
snownight,31,31
Original,41,41
snownight,41,41
Original,86,86
snownight,86,97
Original,20,20
snownight,20,20
Original,102,102
snownight,102,102
Original,41,88
snownight,41,88
Original,46,46
snownight,46,32
Original,28,28
snownight,28,28
Original,55,55
snownight,55,55
Original,52,52
snownight,52,52
Original,79,72
snownight,79,71
Original,23,23
snownight,23,23
Original,22,22
snownight,22,22
Original,28,28
snownight,28,28
Original,30,30
snownight,30,30
Original,50,50
snownight,50,50
Original,21,21
snownight,21,21
Original,15,15
snownight,15,15
Original,57,57
snownight,57,57
Original,2,2
snownight,2,2
Original,30,30
snownight,30,30
Original,51,51
snownight,51,50
Original,74,74
snownight,74,74
Original,78,78
snownight,78,78
Original,31,31
snownight,31,31
Original,97,97
snownight,97,46
Original,73,73
snownight,73,73
Original,53,53
snownight,53,53
Original,66,66
snownight,66,25
Original,90,90
snownight,90,90
Original,16,16
snownight,16,16
Original,61,53
snownight,61,52
Original,29,12
snownight,29,12
Original,66,66
snownight,66,66
Original,36,36
snownight,36,79
Original,51,51
snownight,51,50
Original,57,57
snownight,57,57
Original,90,90
snownight,90,79
Original,55,55
snownight,55,55
Original,52,52
snownight,52,48
Original,28,28
snownight,28,15
Original,90,90
snownight,90,90
Original,67,67
snownight,67,67
Original,74,74
snownight,74,74
Original,86,86
snownight,86,86
Original,90,90
snownight,90,90
Original,87,87
snownight,87,86
Original,45,45
snownight,45,45
Original,55,55
snownight,55,15
Original,50,50
snownight,50,50
Original,23,23
snownight,23,23
Original,50,50
snownight,50,50
Original,19,19
snownight,19,19
Original,50,50
snownight,50,47
Original,32,32
snownight,32,32
Original,51,51
snownight,51,48
Original,42,42
snownight,42,42
Original,83,83
snownight,83,30
Original,12,12
snownight,12,9
Original,46,46
snownight,46,46
Original,28,28
snownight,28,28
Original,90,90
snownight,90,102
Original,63,63
snownight,63,1
Original,45,45
snownight,45,45
Original,23,23
snownight,23,23
Original,23,23
snownight,23,23
Original,93,93
snownight,93,87
Original,45,45
snownight,45,45
Original,60,60
snownight,60,60
Original,42,42
snownight,42,42
Original,20,20
snownight,20,20
Original,0,0
snownight,0,0
Original,78,78
snownight,78,78
Original,23,23
snownight,23,23
Original,52,52
snownight,52,52
Original,28,28
snownight,28,28
Original,90,90
snownight,90,90
Original,0,0
snownight,0,0
Original,63,63
snownight,63,1
Original,45,45
snownight,45,45
Original,39,39
snownight,39,39
Original,48,48
snownight,48,48
Original,49,49
snownight,49,49
Original,70,70
snownight,70,43
Original,50,50
snownight,50,50
Original,32,32
snownight,32,32
Original,90,90
snownight,90,90
Original,64,67
snownight,64,86
Original,54,54
snownight,54,54
Original,57,57
snownight,57,57
Original,78,78
snownight,78,78
Original,35,35
snownight,35,35
Original,67,67
snownight,67,67
Original,88,88
snownight,88,88
Original,74,74
snownight,74,77
Original,79,79
snownight,79,79
Original,87,87
snownight,87,87
Original,63,63
snownight,63,63
Original,74,74
snownight,74,77
Original,32,32
snownight,32,32
Original,36,36
snownight,36,36
Original,1,1
snownight,1,1
Original,51,51
snownight,51,51
Original,15,15
snownight,15,15
Original,81,81
snownight,81,81
Original,20,20
snownight,20,20
Original,55,55
snownight,55,77
Original,12,12
snownight,12,29
Original,79,79
snownight,79,79
Original,28,28
snownight,28,28
Original,29,29
snownight,29,29
Original,23,23
snownight,23,23
Original,28,28
snownight,28,28
Original,52,52
snownight,52,52
Original,60,74
snownight,60,74
Original,52,52
snownight,52,52
Original,86,86
snownight,86,86
Original,20,20
snownight,20,20
Original,86,86
snownight,86,86
Original,78,78
snownight,78,78
Original,48,48
snownight,48,48
Original,17,17
snownight,17,16
Original,34,34
snownight,34,34
Original,87,87
snownight,87,87
Original,77,77
snownight,77,77
Original,11,11
snownight,11,11
Original,0,0
snownight,0,0
Original,30,30
snownight,30,30
Original,21,21
snownight,21,0
Original,76,76
snownight,76,76
Original,90,90
snownight,90,90
Original,52,52
snownight,52,52
Original,78,78
snownight,78,78
Original,32,32
snownight,32,37
Original,28,28
snownight,28,28
Original,17,17
snownight,17,17
Original,36,36
snownight,36,36
Original,90,90
snownight,90,90
Original,21,21
snownight,21,21
Original,48,48
snownight,48,48
Original,30,30
snownight,30,30
Original,75,90
snownight,75,79
Original,67,67
snownight,67,67
Original,23,23
snownight,23,23
Original,48,48
snownight,48,48
Original,52,52
snownight,52,52
Original,52,52
snownight,52,52
Original,78,78
snownight,78,78
Original,86,86
snownight,86,86
Original,72,72
snownight,72,75
Original,90,90
snownight,90,90
Original,19,19
snownight,19,12
Original,49,49
snownight,49,49
Original,20,23
snownight,20,23
Original,97,97
snownight,97,97
Original,50,50
snownight,50,50
Original,51,51
snownight,51,51
Original,21,21
snownight,21,21
Original,30,30
snownight,30,30
Original,46,46
snownight,46,46
Original,45,45
snownight,45,45
Original,2,2
snownight,2,2
Original,55,55
snownight,55,55
Original,74,74
snownight,74,74
Original,32,32
snownight,32,32
Original,23,23
snownight,23,23
Original,30,30
snownight,30,30
Original,87,87
snownight,87,59
Original,90,90
snownight,90,90
Original,46,46
snownight,46,46
Original,15,15
snownight,15,90
Original,57,57
snownight,57,57
Original,60,60
snownight,60,60
Original,90,90
snownight,90,90
Original,23,23
snownight,23,23
Original,46,46
snownight,46,46
Original,30,30
snownight,30,30
Original,63,63
snownight,63,73
Original,42,42
snownight,42,42
Original,83,83
snownight,83,6
Original,74,74
snownight,74,74
Original,52,52
snownight,52,52
Original,0,0
snownight,0,0
Original,15,15
snownight,15,90
Original,67,67
snownight,67,67
Original,67,67
snownight,67,67
Original,36,36
snownight,36,36
Original,76,76
snownight,76,84
Original,1,1
snownight,1,1
Original,31,68
snownight,31,34
Original,50,50
snownight,50,50
Original,67,67
snownight,67,45
Original,52,52
snownight,52,48
Original,51,51
snownight,51,16
Original,52,52
snownight,52,52
Original,48,48
snownight,48,48
Original,50,50
snownight,50,50
Original,83,83
snownight,83,83
Original,52,52
snownight,52,52
Original,87,62
snownight,87,62
Original,45,45
snownight,45,45
Original,26,26
snownight,26,26
Original,57,57
snownight,57,57
Original,0,0
snownight,0,0
Original,93,93
snownight,93,93
Original,90,90
snownight,90,90
Original,31,31
snownight,31,31
Original,37,37
snownight,37,37
Original,30,30
snownight,30,30
Original,23,23
snownight,23,23
Original,55,55
snownight,55,50
Original,0,0
snownight,0,0
Original,53,53
snownight,53,53
Original,32,32
snownight,32,32
Original,74,74
snownight,74,74
Original,16,16
snownight,16,16
Original,87,87
snownight,87,62
Original,6,6
snownight,6,6
Original,46,46
snownight,46,46
Original,42,42
snownight,42,42
Original,57,57
snownight,57,57
Original,32,32
snownight,32,32
Original,53,53
snownight,53,57
Original,25,25
snownight,25,25
Original,90,90
snownight,90,90
Original,19,19
snownight,19,19
Original,50,50
snownight,50,50
Original,66,66
snownight,66,66
Original,37,37
snownight,37,37
Original,23,23
snownight,23,23
Original,22,22
snownight,22,22
Original,16,16
snownight,16,16
Original,32,32
snownight,32,32
Original,52,52
snownight,52,52
Original,63,63
snownight,63,77
Original,77,77
snownight,77,41
Original,41,41
snownight,41,41
Original,72,72
snownight,72,72
Original,83,83
snownight,83,83
Original,90,90
snownight,90,90
Original,32,32
snownight,32,32
Original,52,52
snownight,52,52
Original,45,45
snownight,45,45
Original,90,90
snownight,90,90
Original,53,53
snownight,53,51
Original,46,46
snownight,46,46
Original,55,55
snownight,55,57
Original,97,36
snownight,97,97
Original,32,32
snownight,32,50
Original,53,53
snownight,53,53
Original,72,72
snownight,72,72
Original,70,70
snownight,70,70
Original,41,41
snownight,41,87
Original,28,28
snownight,28,15
Original,87,97
snownight,87,49
Original,55,55
snownight,55,55
Original,53,53
snownight,53,53
Original,66,66
snownight,66,50
Original,31,31
snownight,31,48
Original,90,90
snownight,90,90
Original,57,57
snownight,57,57
Original,30,30
snownight,30,30
Original,2,1
snownight,2,2
Original,51,51
snownight,51,51
Original,52,52
snownight,52,52
Original,52,52
snownight,52,52
Original,31,31
snownight,31,31
Original,25,25
snownight,25,25
Original,51,51
snownight,51,51
Original,55,55
snownight,55,55
Original,23,23
snownight,23,23
Original,6,6
snownight,6,6
Original,73,73
snownight,73,73
Original,21,21
snownight,21,21
Original,74,74
snownight,74,74
Original,96,97
snownight,96,100
Original,48,48
snownight,48,48
Original,87,87
snownight,87,87
Original,77,15
snownight,77,47
Original,67,67
snownight,67,67
Original,30,30
snownight,30,30
Original,87,87
snownight,87,87
Original,30,30
snownight,30,48
Original,46,46
snownight,46,46
Original,19,19
snownight,19,19
Original,6,6
snownight,6,0
Original,41,41
snownight,41,41
Original,28,28
snownight,28,28
Original,28,28
snownight,28,28
Original,52,52
snownight,52,52
Original,16,16
snownight,16,16
Original,16,16
snownight,16,16
Original,47,47
snownight,47,47
Original,63,63
snownight,63,63
Original,87,87
snownight,87,87
Original,46,46
snownight,46,46
Original,23,23
snownight,23,23
Original,21,21
snownight,21,21
Original,48,48
snownight,48,48
Original,90,90
snownight,90,90
Original,20,20
snownight,20,20
Original,77,77
snownight,77,77
Original,86,87
snownight,86,49
Original,23,23
snownight,23,29
Original,90,90
snownight,90,91
Original,73,73
snownight,73,73
Original,46,46
snownight,46,46
Original,50,50
snownight,50,57
Original,45,45
snownight,45,45
Original,62,62
snownight,62,62
Original,74,74
snownight,74,74
Original,90,90
snownight,90,90
Original,48,48
snownight,48,53
Original,41,41
snownight,41,41
Original,20,20
snownight,20,90
Original,17,17
snownight,17,17
Original,48,48
snownight,48,48
Original,52,52
snownight,52,52
Original,63,63
snownight,63,63
Original,86,86
snownight,86,50
Original,53,53
snownight,53,48
Original,74,74
snownight,74,74
Original,2,2
snownight,2,2
Original,43,43
snownight,43,43
Original,16,16
snownight,16,16
Original,23,23
snownight,23,23
Original,23,23
snownight,23,23
Original,78,78
snownight,78,78
Original,11,11
snownight,11,10
Original,76,76
snownight,76,11
Original,79,79
snownight,79,79
Original,55,55
snownight,55,55
Original,30,30
snownight,30,30
Original,78,78
snownight,78,78
Original,50,50
snownight,50,16
Original,48,48
snownight,48,48
Original,6,6
snownight,6,6
