filter,class,predicted_class
Original,30,30
fog10,30,30
Original,90,90
fog10,90,31
Original,78,78
fog10,78,74
Original,57,57
fog10,57,87
Original,30,30
fog10,30,97
Original,32,32
fog10,32,31
Original,74,74
fog10,74,31
Original,22,22
fog10,22,37
Original,23,23
fog10,23,50
Original,68,68
fog10,68,30
Original,17,17
fog10,17,28
Original,30,30
fog10,30,28
Original,30,30
fog10,30,28
Original,35,35
fog10,35,31
Original,41,41
fog10,41,87
Original,86,86
fog10,86,28
Original,48,48
fog10,48,46
Original,19,19
fog10,19,74
Original,90,90
fog10,90,31
Original,57,57
fog10,57,31
Original,50,50
fog10,50,50
Original,52,52
fog10,52,23
Original,23,23
fog10,23,43
Original,50,50
fog10,50,23
Original,46,46
fog10,46,21
Original,52,52
fog10,52,28
Original,52,52
fog10,52,66
Original,20,20
fog10,20,31
Original,66,66
fog10,66,86
Original,53,7
fog10,53,86
Original,90,90
fog10,90,16
Original,19,19
fog10,19,50
Original,50,50
fog10,50,31
Original,16,16
fog10,16,87
Original,52,52
fog10,52,90
Original,67,67
fog10,67,31
Original,37,37
fog10,37,53
Original,16,16
fog10,16,28
Original,56,56
fog10,56,30
Original,48,48
fog10,48,28
Original,63,63
fog10,63,30
Original,88,86
fog10,88,90
Original,75,66
fog10,75,28
Original,45,45
fog10,45,28
Original,39,39
fog10,39,50
Original,77,77
fog10,77,23
Original,6,6
fog10,6,31
Original,63,63
fog10,63,50
Original,46,46
fog10,46,28
Original,32,32
fog10,32,31
Original,20,20
fog10,20,74
Original,83,83
fog10,83,50
Original,66,63
fog10,66,43
Original,86,86
fog10,86,90
Original,77,77
fog10,77,28
Original,51,51
fog10,51,28
Original,55,55
fog10,55,50
Original,78,78
fog10,78,31
Original,77,77
fog10,77,27
Original,83,83
fog10,83,31
Original,23,23
fog10,23,31
Original,46,46
fog10,46,87
Original,60,60
fog10,60,30
Original,53,48
fog10,53,87
Original,86,86
fog10,86,45
Original,50,50
fog10,50,28
Original,22,22
fog10,22,79
Original,12,12
fog10,12,90
Original,41,41
fog10,41,90
Original,3,0
fog10,3,23
Original,15,15
fog10,15,86
Original,73,73
fog10,73,37
Original,45,45
fog10,45,87
Original,52,52
fog10,52,28
Original,63,63
fog10,63,16
Original,3,3
fog10,3,21
Original,15,15
fog10,15,86
Original,87,87
fog10,87,50
Original,10,10
fog10,10,28
Original,99,99
fog10,99,74
Original,74,74
fog10,74,31
Original,29,29
fog10,29,90
Original,51,51
fog10,51,28
Original,34,34
fog10,34,23
Original,0,0
fog10,0,87
Original,32,32
fog10,32,16
Original,51,51
fog10,51,31
Original,57,57
fog10,57,97
Original,31,31
fog10,31,86
Original,16,16
fog10,16,30
Original,74,74
fog10,74,79
Original,30,30
fog10,30,21
Original,67,67
fog10,67,28
Original,29,29
fog10,29,28
Original,51,51
fog10,51,31
Original,90,90
fog10,90,66
Original,75,75
fog10,75,37
Original,23,23
fog10,23,28
Original,36,36
fog10,36,90
Original,87,87
fog10,87,50
Original,2,19
fog10,2,43
Original,68,68
fog10,68,90
Original,40,40
fog10,40,86
Original,31,31
fog10,31,23
Original,50,50
fog10,50,30
Original,15,15
fog10,15,90
Original,74,74
fog10,74,90
Original,86,86
fog10,86,30
Original,19,19
fog10,19,86
Original,69,69
fog10,69,31
Original,78,78
fog10,78,30
Original,50,50
fog10,50,28
Original,53,53
fog10,53,31
Original,30,30
fog10,30,74
Original,78,78
fog10,78,16
Original,24,24
fog10,24,31
Original,28,28
fog10,28,31
Original,46,46
fog10,46,30
Original,90,90
fog10,90,28
Original,45,45
fog10,45,28
Original,52,52
fog10,52,16
Original,72,72
fog10,72,50
Original,47,47
fog10,47,87
Original,83,83
fog10,83,90
Original,28,28
fog10,28,50
Original,23,23
fog10,23,74
Original,23,23
fog10,23,28
Original,72,72
fog10,72,23
Original,48,48
fog10,48,31
Original,31,31
fog10,31,31
Original,51,51
fog10,51,31
Original,66,66
fog10,66,74
Original,36,36
fog10,36,30
Original,53,53
fog10,53,86
Original,90,90
fog10,90,86
Original,78,78
fog10,78,30
Original,36,36
fog10,36,30
Original,40,40
fog10,40,31
Original,61,61
fog10,61,74
Original,63,63
fog10,63,16
Original,23,23
fog10,23,16
Original,32,32
fog10,32,28
Original,32,32
fog10,32,50
Original,102,102
fog10,102,36
Original,81,81
fog10,81,74
Original,26,26
fog10,26,74
Original,90,90
fog10,90,90
Original,32,32
fog10,32,74
Original,50,50
fog10,50,31
Original,66,66
fog10,66,16
Original,46,46
fog10,46,23
Original,48,48
fog10,48,52
Original,52,52
fog10,52,30
Original,23,7
fog10,23,79
Original,53,53
fog10,53,31
Original,19,19
fog10,19,74
Original,32,32
fog10,32,97
Original,20,20
fog10,20,74
Original,42,42
fog10,42,74
Original,52,53
fog10,52,23
Original,35,35
fog10,35,52
Original,20,20
fog10,20,16
Original,32,32
fog10,32,87
Original,55,55
fog10,55,53
Original,16,16
fog10,16,86
Original,30,30
fog10,30,28
Original,0,0
fog10,0,50
Original,72,72
fog10,72,42
Original,53,53
fog10,53,23
Original,48,48
fog10,48,30
Original,30,30
fog10,30,28
Original,30,30
fog10,30,31
Original,63,63
fog10,63,86
Original,20,20
fog10,20,30
Original,90,90
fog10,90,30
Original,45,45
fog10,45,16
Original,77,77
fog10,77,90
Original,90,90
fog10,90,28
Original,78,78
fog10,78,87
Original,90,90
fog10,90,50
Original,43,43
fog10,43,27
Original,20,20
fog10,20,16
Original,32,32
fog10,32,90
Original,74,74
fog10,74,23
Original,46,46
fog10,46,30
Original,31,31
fog10,31,21
Original,4,4
fog10,4,74
Original,72,72
fog10,72,86
Original,88,88
fog10,88,90
Original,21,21
fog10,21,74
Original,90,90
fog10,90,30
Original,63,63
fog10,63,28
Original,92,92
fog10,92,31
Original,86,86
fog10,86,21
Original,26,26
fog10,26,31
Original,32,32
fog10,32,37
Original,50,50
fog10,50,16
Original,70,70
fog10,70,86
Original,81,81
fog10,81,31
Original,56,56
fog10,56,23
Original,31,31
fog10,31,31
Original,49,49
fog10,49,32
Original,37,37
fog10,37,90
Original,51,51
fog10,51,28
Original,19,19
fog10,19,16
Original,51,51
fog10,51,28
Original,86,86
fog10,86,50
Original,72,72
fog10,72,90
Original,86,86
fog10,86,37
Original,51,51
fog10,51,90
Original,13,13
fog10,13,23
Original,77,77
fog10,77,27
Original,52,52
fog10,52,74
Original,51,51
fog10,51,16
Original,74,74
fog10,74,21
Original,45,45
fog10,45,97
Original,30,30
fog10,30,42
Original,90,90
fog10,90,90
Original,53,53
fog10,53,28
Original,12,12
fog10,12,21
Original,12,12
fog10,12,30
Original,11,11
fog10,11,28
Original,6,6
fog10,6,43
Original,55,55
fog10,55,97
Original,90,90
fog10,90,23
Original,87,62
fog10,87,87
Original,81,81
fog10,81,90
Original,74,74
fog10,74,16
Original,6,6
fog10,6,16
Original,52,52
fog10,52,28
Original,74,74
fog10,74,30
Original,50,50
fog10,50,90
Original,87,87
fog10,87,87
Original,12,12
fog10,12,87
Original,97,97
fog10,97,28
Original,66,66
fog10,66,31
Original,78,78
fog10,78,30
Original,50,50
fog10,50,86
Original,52,52
fog10,52,74
Original,50,50
fog10,50,87
Original,85,83
fog10,85,28
Original,40,40
fog10,40,90
Original,30,30
fog10,30,28
Original,31,30
fog10,31,23
Original,53,53
fog10,53,86
Original,87,87
fog10,87,87
Original,36,36
fog10,36,28
Original,46,46
fog10,46,45
Original,51,51
fog10,51,79
Original,63,63
fog10,63,31
Original,51,51
fog10,51,32
Original,50,50
fog10,50,30
Original,28,28
fog10,28,23
Original,79,79
fog10,79,87
Original,91,91
fog10,91,36
Original,67,67
fog10,67,86
Original,28,28
fog10,28,74
Original,48,48
fog10,48,23
Original,68,91
fog10,68,31
Original,7,7
fog10,7,45
Original,30,30
fog10,30,28
Original,17,17
fog10,17,28
Original,77,77
fog10,77,37
Original,32,32
fog10,32,16
Original,66,66
fog10,66,90
Original,90,90
fog10,90,66
Original,48,48
fog10,48,23
Original,42,42
fog10,42,25
Original,90,90
fog10,90,86
Original,53,53
fog10,53,16
Original,48,48
fog10,48,87
Original,90,90
fog10,90,97
Original,50,50
fog10,50,31
Original,74,74
fog10,74,45
Original,32,32
fog10,32,74
Original,19,19
fog10,19,31
Original,48,48
fog10,48,90
Original,67,67
fog10,67,16
Original,67,67
fog10,67,87
Original,90,90
fog10,90,16
Original,53,48
fog10,53,31
Original,57,57
fog10,57,31
Original,15,15
fog10,15,28
Original,43,43
fog10,43,31
Original,55,55
fog10,55,42
Original,83,83
fog10,83,16
Original,57,57
fog10,57,90
Original,20,20
fog10,20,90
Original,30,30
fog10,30,87
Original,90,90
fog10,90,31
Original,90,90
fog10,90,87
Original,17,17
fog10,17,86
Original,67,67
fog10,67,31
Original,53,53
