filter,class,predicted_class
Original,30,30
rain10,30,30
Original,39,39
rain10,39,39
Original,16,16
rain10,16,16
Original,15,15
rain10,15,15
Original,102,102
rain10,102,102
Original,97,97
rain10,97,97
Original,30,30
rain10,30,30
Original,60,60
rain10,60,60
Original,79,79
rain10,79,79
Original,48,40
rain10,48,53
Original,67,67
rain10,67,67
Original,23,23
rain10,23,23
Original,32,32
rain10,32,32
Original,48,63
rain10,48,50
Original,57,57
rain10,57,57
Original,46,46
rain10,46,68
Original,79,79
rain10,79,79
Original,45,45
rain10,45,45
Original,61,61
rain10,61,61
Original,23,23
rain10,23,23
Original,45,45
rain10,45,45
Original,52,52
rain10,52,52
Original,50,50
rain10,50,50
Original,50,50
rain10,50,50
Original,11,15
rain10,11,74
Original,90,90
rain10,90,90
Original,55,55
rain10,55,55
Original,47,47
rain10,47,47
Original,30,30
rain10,30,30
Original,48,48
rain10,48,48
Original,16,16
rain10,16,16
Original,67,67
rain10,67,67
Original,86,86
rain10,86,86
Original,57,57
rain10,57,57
Original,33,33
rain10,33,33
Original,90,90
rain10,90,90
Original,63,63
rain10,63,63
Original,16,16
rain10,16,16
Original,23,23
rain10,23,23
Original,59,59
rain10,59,59
Original,16,16
rain10,16,16
Original,55,55
rain10,55,55
Original,50,50
rain10,50,66
Original,47,57
rain10,47,57
Original,7,7
rain10,7,7
Original,90,90
rain10,90,90
Original,77,74
rain10,77,74
Original,84,60
rain10,84,41
Original,19,19
rain10,19,19
Original,45,45
rain10,45,45
Original,86,86
rain10,86,86
Original,28,28
rain10,28,28
Original,45,45
rain10,45,45
Original,55,55
rain10,55,55
Original,90,90
rain10,90,90
Original,47,47
rain10,47,47
Original,32,32
rain10,32,32
Original,28,28
rain10,28,28
Original,100,20
rain10,100,27
Original,16,16
rain10,16,16
Original,36,36
rain10,36,36
Original,95,16
rain10,95,16
Original,41,41
rain10,41,41
Original,41,41
rain10,41,41
Original,52,52
rain10,52,52
Original,88,88
rain10,88,88
Original,55,55
rain10,55,55
Original,57,57
rain10,57,57
Original,58,58
rain10,58,58
Original,67,67
rain10,67,67
Original,49,49
rain10,49,49
Original,16,16
rain10,16,16
Original,45,45
rain10,45,45
Original,73,73
rain10,73,73
Original,86,86
rain10,86,86
Original,90,90
rain10,90,90
Original,81,81
rain10,81,81
Original,51,51
rain10,51,51
Original,90,90
rain10,90,90
Original,28,28
rain10,28,28
Original,87,87
rain10,87,87
Original,76,76
rain10,76,76
Original,50,50
rain10,50,50
Original,53,53
rain10,53,53
Original,15,15
rain10,15,28
Original,50,50
rain10,50,50
