filter,class,predicted_class
Original,20,20
night,20,17
Original,90,90
night,90,90
Original,48,48
night,48,48
Original,90,90
night,90,90
Original,63,63
night,63,63
Original,31,31
night,31,31
Original,86,86
night,86,97
Original,50,50
night,50,50
Original,15,15
night,15,15
Original,52,52
night,52,52
Original,60,97
night,60,33
Original,52,49
night,52,66
Original,32,32
night,32,32
Original,48,41
night,48,49
Original,73,73
night,73,73
Original,32,67
night,32,67
Original,74,74
night,74,74
Original,32,32
night,32,32
Original,52,52
night,52,52
Original,55,55
night,55,55
Original,45,45
night,45,45
Original,39,39
night,39,39
Original,73,73
night,73,73
Original,17,16
night,17,16
Original,12,12
night,12,12
Original,86,86
night,86,27
Original,23,23
night,23,23
Original,91,91
night,91,91
Original,90,76
night,90,90
Original,93,93
night,93,93
Original,15,15
night,15,15
Original,53,53
night,53,53
Original,90,90
night,90,90
Original,102,90
night,102,90
Original,52,52
night,52,52
Original,1,1
night,1,1
Original,55,55
night,55,55
Original,28,28
night,28,28
Original,0,0
night,0,0
Original,63,63
night,63,63
Original,28,28
night,28,28
Original,7,34
night,7,8
Original,86,86
night,86,50
Original,90,90
night,90,90
Original,90,90
night,90,90
Original,72,72
night,72,94
Original,92,93
night,92,93
Original,62,61
night,62,62
Original,73,73
night,73,73
Original,36,36
night,36,31
Original,23,23
night,23,23
Original,92,75
night,92,91
Original,20,20
night,20,20
Original,32,32
night,32,32
Original,59,59
night,59,59
Original,0,0
night,0,0
Original,50,50
night,50,50
Original,55,50
night,55,32
Original,52,52
night,52,52
Original,83,83
night,83,83
Original,70,70
night,70,70
Original,30,30
night,30,30
Original,52,52
night,52,52
Original,45,45
night,45,45
Original,46,46
night,46,46
Original,55,55
night,55,55
Original,19,2
night,19,2
Original,88,88
night,88,88
Original,97,97
night,97,97
Original,50,50
night,50,50
Original,97,97
night,97,97
Original,90,90
night,90,90
Original,97,97
night,97,97
Original,78,78
night,78,78
Original,6,6
night,6,6
Original,30,30
night,30,30
Original,48,52
night,48,52
Original,0,0
night,0,0
Original,23,23
night,23,23
Original,57,57
night,57,57
Original,55,55
night,55,55
Original,59,59
night,59,59
Original,30,30
night,30,30
Original,87,87
night,87,41
Original,90,90
night,90,90
Original,23,23
night,23,23
Original,97,97
night,97,97
Original,16,16
night,16,16
Original,93,93
night,93,94
Original,77,90
night,77,37
Original,52,52
night,52,52
Original,25,25
night,25,25
Original,50,50
night,50,50
Original,93,70
night,93,93
Original,67,67
night,67,67
Original,71,71
night,71,79
Original,40,40
night,40,40
Original,30,30
night,30,30
Original,50,50
night,50,50
Original,61,61
night,61,61
Original,46,46
night,46,46
Original,53,53
night,53,60
Original,78,82
night,78,97
Original,78,78
night,78,78
Original,90,90
night,90,90
Original,45,45
night,45,45
Original,90,90
night,90,90
Original,51,51
night,51,51
Original,58,58
night,58,58
Original,32,32
night,32,32
Original,37,37
night,37,37
Original,36,36
night,36,27
Original,30,30
night,30,30
Original,78,78
night,78,78
Original,23,23
night,23,23
Original,89,90
night,89,88
Original,74,74
night,74,74
Original,23,23
night,23,23
Original,50,50
night,50,50
Original,81,81
night,81,81
Original,43,43
night,43,43
Original,52,42
night,52,32
Original,57,57
night,57,57
Original,30,30
night,30,30
Original,90,90
night,90,90
Original,16,16
night,16,16
Original,51,51
night,51,51
Original,78,78
night,78,78
Original,32,32
night,32,32
Original,90,90
night,90,90
Original,90,90
night,90,90
Original,78,78
night,78,78
Original,86,86
night,86,86
Original,50,50
night,50,66
Original,79,79
night,79,79
Original,87,87
night,87,87
Original,78,78
night,78,78
Original,36,36
night,36,27
Original,90,90
night,90,90
Original,52,52
night,52,57
Original,17,17
night,17,23
Original,30,30
night,30,30
Original,55,55
night,55,55
Original,29,29
night,29,29
Original,28,28
night,28,28
Original,46,46
night,46,46
Original,22,22
night,22,22
Original,23,23
night,23,23
Original,90,90
night,90,90
Original,49,49
night,49,51
Original,45,45
night,45,45
Original,55,57
night,55,57
Original,24,16
night,24,16
Original,53,51
night,53,51
Original,28,28
night,28,28
Original,36,36
night,36,50
Original,93,93
night,93,94
Original,61,61
night,61,61
Original,51,51
night,51,51
Original,87,87
night,87,27
Original,50,50
night,50,50
Original,32,32
night,32,32
Original,52,52
night,52,52
Original,51,53
night,51,53
Original,91,91
night,91,93
Original,87,31
night,87,31
Original,45,45
night,45,45
Original,90,90
night,90,90
Original,23,23
night,23,23
Original,93,93
night,93,94
Original,31,31
night,31,52
Original,27,2
night,27,2
Original,53,53
night,53,53
Original,53,53
night,53,53
Original,51,50
night,51,50
Original,16,16
night,16,16
Original,43,43
night,43,43
Original,30,30
night,30,30
Original,90,90
night,90,80
Original,53,53
night,53,53
Original,31,14
night,31,51
Original,91,70
night,91,78
Original,61,61
night,61,61
Original,91,92
night,91,73
Original,74,74
night,74,74
Original,41,41
night,41,41
Original,51,53
night,51,51
Original,17,17
night,17,17
Original,72,72
night,72,94
Original,77,77
night,77,50
Original,30,30
night,30,30
Original,86,86
night,86,27
Original,20,20
night,20,20
Original,90,90
night,90,90
Original,74,74
night,74,74
Original,52,52
night,52,52
Original,23,23
night,23,23
Original,46,46
night,46,97
Original,28,28
night,28,28
Original,55,55
night,55,55
Original,58,58
night,58,58
Original,1,1
night,1,1
Original,88,88
night,88,88
Original,51,16
night,51,16
Original,93,93
night,93,94
Original,46,46
night,46,46
Original,51,51
night,51,51
Original,86,49
night,86,49
Original,16,17
night,16,25
Original,16,16
night,16,16
Original,12,12
night,12,12
Original,49,49
night,49,49
Original,31,31
night,31,31
Original,45,45
night,45,45
Original,37,37
night,37,37
Original,31,31
night,31,31
Original,21,21
night,21,21
Original,83,83
night,83,83
Original,45,45
night,45,45
Original,30,30
night,30,30
Original,6,6
night,6,6
Original,79,79
night,79,79
Original,63,63
night,63,61
Original,0,0
night,0,0
Original,16,16
night,16,16
Original,86,45
night,86,97
Original,30,30
night,30,30
Original,91,91
night,91,91
Original,23,16
night,23,16
Original,51,51
night,51,51
Original,76,76
night,76,32
Original,53,48
night,53,48
Original,48,48
night,48,48
Original,90,90
night,90,90
Original,74,74
night,74,74
Original,20,20
night,20,20
Original,90,90
night,90,90
Original,83,83
night,83,83
Original,15,15
night,15,15
Original,74,74
night,74,74
Original,53,53
night,53,53
Original,53,53
night,53,53
Original,31,31
night,31,31
Original,77,77
night,77,77
Original,64,64
night,64,64
Original,52,52
night,52,52
Original,99,99
night,99,28
Original,19,19
night,19,19
Original,74,74
night,74,73
Original,78,78
night,78,78
Original,53,53
night,53,50
Original,28,28
night,28,28
Original,73,73
night,73,73
Original,52,52
night,52,52
Original,52,52
night,52,52
Original,74,74
night,74,74
Original,90,90
night,90,6
Original,28,28
night,28,28
Original,48,48
night,48,48
Original,1,1
night,1,1
Original,28,28
night,28,28
Original,90,90
night,90,90
Original,45,45
night,45,45
Original,30,30
night,30,30
Original,46,46
night,46,45
Original,57,57
night,57,57
Original,90,90
night,90,90
Original,74,74
night,74,68
Original,50,50
night,50,50
Original,23,23
night,23,23
Original,93,93
night,93,94
Original,15,15
night,15,15
Original,77,77
night,77,77
Original,81,81
night,81,81
Original,30,30
night,30,30
Original,50,50
night,50,50
Original,28,28
night,28,28
Original,16,16
night,16,16
Original,91,91
night,91,91
Original,70,70
night,70,70
Original,52,52
night,52,52
Original,49,49
night,49,49
Original,90,90
night,90,90
Original,45,45
night,45,45
Original,37,37
night,37,37
Original,28,28
night,28,28
Original,48,48
night,48,48
Original,90,90
night,90,90
Original,55,55
night,55,55
Original,45,45
night,45,45
Original,28,28
night,28,28
Original,32,32
night,32,32
Original,86,86
night,86,90
Original,52,52
night,52,52
Original,4,10
night,4,10
Original,101,101
night,101,101
Original,90,90
night,90,90
Original,57,57
night,57,57
Original,15,15
night,15,15
Original,53,53
night,53,53
Original,52,52
night,52,52
Original,32,32
night,32,32
Original,52,52
night,52,52
Original,51,51
night,51,51
Original,32,32
night,32,32
Original,11,11
night,11,11
Original,97,97
night,97,97
Original,53,53
night,53,53
Original,21,21
night,21,21
Original,86,86
night,86,31
Original,30,30
night,30,30
Original,87,30
night,87,39
Original,32,32
night,32,32
Original,37,37
night,37,37
Original,0,0
night,0,0
Original,6,6
night,6,6
Original,21,21
night,21,21
Original,67,67
night,67,67
Original,28,28
night,28,28
Original,23,23
night,23,23
Original,53,53
night,53,53
Original,90,90
night,90,90
Original,41,41
night,41,41
Original,79,79
night,79,15
Original,88,88
night,88,52
Original,55,66
night,55,66
Original,16,16
night,16,16
Original,32,97
night,32,97
Original,16,16
night,16,16
Original,50,50
night,50,50
Original,63,63
night,63,37
Original,66,66
night,66,66
Original,50,50
night,50,50
Original,15,15
night,15,15
Original,31,31
night,31,31
Original,37,37
night,37,37
Original,43,43
night,43,43
Original,51,51
night,51,51
Original,47,47
night,47,47
Original,63,63
night,63,63
Original,32,32
night,32,32
Original,63,63
night,63,63
Original,87,31
night,87,31
Original,46,46
night,46,46
Original,90,90
night,90,90
Original,21,21
night,21,21
Original,49,49
night,49,49
Original,32,32
night,32,32
Original,83,83
night,83,83
Original,12,12
night,12,12
Original,53,53
night,53,53
Original,17,25
night,17,17
Original,46,46
night,46,46
Original,90,90
night,90,90
Original,48,48
night,48,48
Original,78,78
night,78,78
Original,15,15
night,15,15
Original,74,74
night,74,74
Original,51,51
night,51,51
Original,0,0
night,0,0
Original,83,83
night,83,83
Original,45,45
night,45,45
Original,90,90
night,90,90
Original,46,46
night,46,55
Original,16,16
night,16,16
Original,86,86
night,86,86
Original,78,78
night,78,78
Original,15,15
night,15,15
Original,23,23
night,23,23
Original,31,31
night,31,48
Original,97,97
night,97,97
Original,90,90
night,90,90
Original,51,51
night,51,51
Original,61,61
night,61,61
Original,46,46
night,46,45
Original,90,90
night,90,90
Original,45,45
night,45,45
Original,20,20
night,20,20
Original,23,23
night,23,23
Original,72,72
night,72,91
Original,93,93
night,93,93
Original,57,57
night,57,57
Original,52,52
night,52,52
Original,45,45
night,45,45
Original,78,78
night,78,90
Original,31,97
night,31,97
Original,52,52
night,52,52
Original,53,9
night,53,53
Original,86,86
night,86,45
Original,23,23
night,23,23
Original,50,50
night,50,50
Original,61,61
night,61,61
Original,70,70
night,70,70
Original,30,30
night,30,30
Original,86,86
night,86,16
Original,15,15
night,15,15
Original,48,48
night,48,48
Original,90,90
night,90,90
Original,45,45
night,45,45
Original,16,16
night,16,16
Original,52,52
night,52,47
Original,32,32
night,32,32
Original,48,48
night,48,48
Original,67,67
night,67,67
Original,28,28
night,28,28
Original,45,45
night,45,45
Original,20,20
night,20,20
Original,21,21
night,21,21
Original,39,39
night,39,39
Original,29,29
night,29,29
Original,23,23
night,23,23
Original,19,19
night,19,19
Original,0,0
night,0,0
Original,22,11
night,22,27
Original,77,77
night,77,77
Original,53,53
night,53,53
Original,77,77
night,77,77
Original,52,52
night,52,52
Original,20,20
night,20,20
Original,35,35
night,35,35
Original,52,52
night,52,52
Original,28,28
night,28,28
Original,67,67
night,67,67
Original,90,90
night,90,90
Original,43,44
night,43,44
Original,67,67
night,67,67
Original,93,93
night,93,93
Original,83,83
night,83,83
Original,49,49
night,49,49
Original,15,15
night,15,15
Original,50,50
night,50,50
Original,93,93
night,93,93
Original,83,83
night,83,83
Original,53,53
night,53,53
Original,57,57
night,57,57
Original,91,91
night,91,91
Original,61,61
night,61,61
Original,34,34
night,34,34
Original,52,52
night,52,52
Original,48,48
night,48,48
Original,16,16
night,16,16
Original,21,28
night,21,28
Original,30,30
night,30,30
Original,78,78
night,78,78
Original,46,46
night,46,39
Original,42,42
night,42,42
Original,32,32
night,32,32
Original,67,67
night,67,67
Original,23,23
night,23,23
Original,53,53
night,53,53
Original,90,90
night,90,90
Original,16,16
night,16,16
Original,86,86
night,86,85
Original,60,60
night,60,60
Original,67,67
night,67,67
Original,28,28
night,28,28
Original,0,0
night,0,0
Original,29,29
night,29,29
Original,45,66
night,45,66
Original,48,48
night,48,48
Original,54,54
night,54,43
Original,51,51
night,51,51
Original,52,52
night,52,52
Original,31,31
night,31,31
Original,50,50
night,50,50
Original,78,78
night,78,76
Original,77,77
night,77,90
Original,0,0
night,0,0
Original,30,48
night,30,30
Original,46,46
night,46,46
Original,51,51
night,51,51
Original,23,23
night,23,23
Original,74,77
night,74,50
Original,90,90
night,90,90
Original,17,17
night,17,17
Original,48,48
night,48,48
Original,53,51
night,53,51
Original,90,90
night,90,90
Original,52,52
night,52,52
Original,16,16
night,16,16
Original,23,23
night,23,23
Original,55,55
night,55,55
Original,15,15
night,15,15
Original,17,17
night,17,17
Original,0,0
night,0,0
Original,24,24
night,24,24
Original,1,1
night,1,1
Original,46,46
night,46,45
Original,57,57
night,57,66
Original,100,100
night,100,100
Original,0,32
night,0,0
Original,28,28
night,28,28
Original,86,86
night,86,86
Original,30,30
night,30,30
Original,20,20
night,20,20
Original,29,29
night,29,28
Original,90,90
night,90,90
Original,53,53
night,53,32
Original,91,30
night,91,30
Original,30,30
night,30,30
Original,52,52
night,52,52
Original,12,12
night,12,12
Original,23,23
night,23,23
Original,77,77
night,77,77
Original,23,23
night,23,23
Original,90,90
night,90,90
Original,55,55
night,55,55
Original,90,90
night,90,90
Original,52,52
night,52,52
Original,57,57
night,57,57
Original,90,90
night,90,90
Original,102,102
night,102,90
Original,60,60
night,60,60
Original,74,74
night,74,74
Original,29,29
night,29,23
Original,20,20
night,20,20
Original,61,61
night,61,61
Original,67,67
night,67,67
Original,1,1
night,1,1
Original,31,31
night,31,31
Original,52,52
night,52,52
Original,30,30
night,30,30
Original,71,71
night,71,30
