filter,class,predicted_class
Original,90,90
night10,90,90
Original,20,20
night10,20,20
Original,81,90
night10,81,0
Original,51,51
night10,51,51
Original,78,78
night10,78,78
Original,52,52
night10,52,52
Original,79,79
night10,79,79
Original,55,55
night10,55,55
Original,27,27
night10,27,51
Original,93,93
night10,93,30
Original,55,55
night10,55,55
Original,32,32
night10,32,32
Original,41,41
night10,41,41
Original,50,50
night10,50,50
Original,52,52
night10,52,52
Original,78,78
night10,78,78
Original,36,36
night10,36,36
Original,28,28
night10,28,28
Original,40,40
night10,40,40
Original,78,78
night10,78,78
Original,87,87
night10,87,87
Original,93,93
night10,93,93
Original,86,86
night10,86,86
Original,67,67
night10,67,67
Original,11,11
night10,11,11
Original,21,21
night10,21,21
Original,0,0
night10,0,0
Original,25,25
night10,25,25
Original,50,50
night10,50,50
Original,67,67
night10,67,67
Original,41,41
night10,41,41
Original,90,90
night10,90,90
Original,30,30
night10,30,30
Original,45,45
night10,45,45
Original,36,36
night10,36,36
Original,87,87
night10,87,87
Original,57,57
night10,57,57
Original,56,56
night10,56,56
Original,78,78
night10,78,78
Original,90,90
night10,90,90
Original,16,16
night10,16,16
Original,2,2
night10,2,2
Original,90,90
night10,90,90
Original,32,32
night10,32,32
Original,48,48
night10,48,48
Original,2,19
night10,2,1
Original,93,77
night10,93,77
Original,51,51
night10,51,51
Original,90,90
night10,90,90
Original,74,74
night10,74,74
Original,90,90
night10,90,90
Original,83,83
night10,83,83
Original,90,90
night10,90,90
Original,37,37
night10,37,37
Original,90,90
night10,90,90
Original,26,26
night10,26,26
Original,48,48
night10,48,48
Original,90,90
night10,90,90
Original,74,74
night10,74,74
Original,6,28
night10,6,28
Original,52,52
night10,52,52
Original,32,32
night10,32,32
Original,48,48
night10,48,48
Original,31,31
night10,31,31
Original,29,29
night10,29,29
Original,90,90
night10,90,90
Original,53,53
night10,53,53
Original,61,61
night10,61,61
Original,57,57
night10,57,57
Original,42,42
night10,42,42
Original,91,91
night10,91,91
Original,70,70
night10,70,70
Original,43,43
night10,43,43
Original,77,90
night10,77,50
Original,32,32
night10,32,32
Original,20,20
night10,20,20
Original,72,72
night10,72,72
Original,74,74
night10,74,74
Original,86,86
night10,86,86
Original,55,57
night10,55,57
Original,52,52
night10,52,52
Original,46,46
night10,46,46
Original,60,60
night10,60,60
Original,6,6
night10,6,6
Original,18,18
night10,18,18
Original,53,53
night10,53,53
Original,16,16
night10,16,16
Original,30,30
night10,30,30
Original,23,23
night10,23,23
Original,77,77
night10,77,77
Original,28,28
night10,28,28
Original,92,93
night10,92,41
Original,93,93
night10,93,49
Original,19,19
night10,19,19
Original,37,37
night10,37,51
Original,46,46
night10,46,46
Original,31,31
night10,31,31
Original,12,12
night10,12,12
Original,20,20
night10,20,20
Original,43,43
night10,43,43
Original,23,23
night10,23,23
Original,0,0
night10,0,0
Original,51,51
night10,51,51
Original,6,6
night10,6,6
Original,15,15
night10,15,15
Original,41,41
night10,41,41
Original,51,51
night10,51,51
Original,57,57
night10,57,57
Original,51,51
night10,51,51
Original,42,42
night10,42,42
Original,24,24
night10,24,24
Original,26,26
night10,26,26
Original,48,57
night10,48,57
Original,86,90
night10,86,90
Original,79,79
night10,79,79
Original,46,46
night10,46,46
Original,23,23
night10,23,23
Original,35,35
night10,35,35
Original,67,67
night10,67,67
Original,74,74
night10,74,74
Original,52,52
night10,52,52
Original,30,30
night10,30,30
Original,28,28
night10,28,28
Original,50,50
night10,50,50
Original,74,74
night10,74,74
Original,52,52
night10,52,52
Original,32,32
night10,32,32
Original,12,12
night10,12,12
Original,28,28
night10,28,28
Original,30,30
night10,30,30
Original,48,48
night10,48,48
Original,0,0
night10,0,0
Original,78,78
night10,78,78
Original,63,63
night10,63,43
Original,20,20
night10,20,20
Original,23,23
night10,23,23
Original,46,46
night10,46,46
Original,58,58
night10,58,58
Original,55,55
night10,55,55
Original,31,31
night10,31,31
Original,55,55
night10,55,55
Original,77,77
night10,77,77
Original,52,52
night10,52,52
Original,15,15
night10,15,15
Original,90,90
night10,90,90
Original,66,43
night10,66,43
Original,48,48
night10,48,48
Original,32,32
night10,32,32
Original,48,48
night10,48,48
Original,43,43
night10,43,43
Original,69,69
night10,69,69
Original,87,87
night10,87,87
Original,57,57
night10,57,57
Original,52,52
night10,52,52
Original,67,67
night10,67,67
Original,52,52
night10,52,52
Original,67,67
night10,67,67
Original,17,17
night10,17,17
Original,76,76
night10,76,76
Original,21,21
night10,21,21
Original,50,50
night10,50,50
Original,46,46
night10,46,46
Original,32,32
night10,32,32
Original,46,46
night10,46,46
Original,16,16
night10,16,16
Original,81,81
night10,81,81
Original,28,28
night10,28,28
Original,51,51
night10,51,51
Original,74,74
night10,74,74
Original,77,77
night10,77,77
Original,6,6
night10,6,6
Original,53,53
night10,53,53
Original,21,21
night10,21,21
Original,63,63
night10,63,63
Original,32,32
night10,32,32
Original,51,51
night10,51,51
Original,48,48
night10,48,48
Original,36,36
night10,36,36
Original,52,52
night10,52,52
Original,36,36
night10,36,36
Original,57,57
night10,57,57
Original,90,90
night10,90,90
Original,16,16
night10,16,16
Original,21,21
night10,21,21
Original,90,90
night10,90,90
Original,2,2
night10,2,2
Original,23,23
night10,23,23
Original,79,79
night10,79,79
Original,66,66
night10,66,66
Original,11,11
night10,11,11
Original,53,53
night10,53,53
Original,55,53
night10,55,31
Original,23,23
night10,23,23
Original,93,94
night10,93,63
Original,66,66
night10,66,66
Original,12,12
night10,12,12
Original,48,48
night10,48,48
Original,90,90
night10,90,90
Original,55,55
night10,55,55
Original,86,86
night10,86,86
Original,57,57
night10,57,57
Original,63,63
night10,63,63
Original,90,90
night10,90,90
Original,30,30
night10,30,30
Original,79,79
night10,79,79
Original,45,45
night10,45,45
Original,37,37
night10,37,37
Original,12,12
night10,12,12
Original,27,61
night10,27,12
Original,21,21
night10,21,21
Original,68,68
night10,68,68
Original,28,28
night10,28,28
Original,29,16
night10,29,16
Original,57,57
night10,57,57
Original,35,100
night10,35,100
Original,48,31
night10,48,31
Original,11,11
night10,11,11
Original,28,28
night10,28,28
Original,66,66
night10,66,66
Original,78,78
night10,78,78
Original,45,45
night10,45,45
Original,90,90
night10,90,90
Original,32,32
night10,32,32
Original,90,90
night10,90,90
Original,55,88
night10,55,48
Original,74,74
night10,74,74
Original,22,22
night10,22,22
Original,30,30
night10,30,30
Original,57,57
night10,57,57
Original,23,23
night10,23,23
Original,78,78
night10,78,78
Original,74,74
night10,74,74
Original,67,67
night10,67,67
Original,72,72
night10,72,72
Original,23,23
night10,23,23
Original,36,36
night10,36,36
Original,52,52
night10,52,52
Original,22,22
night10,22,22
Original,31,31
night10,31,31
Original,63,63
night10,63,63
Original,52,52
night10,52,52
Original,78,78
night10,78,78
Original,32,32
night10,32,32
Original,86,86
night10,86,86
Original,15,15
night10,15,15
Original,86,86
night10,86,86
Original,48,48
night10,48,48
Original,52,52
night10,52,52
Original,53,53
night10,53,53
Original,70,70
night10,70,70
Original,35,35
night10,35,35
Original,69,69
night10,69,69
Original,66,63
night10,66,53
Original,37,37
night10,37,37
Original,53,53
night10,53,53
Original,46,46
night10,46,46
Original,86,86
night10,86,91
Original,39,41
night10,39,39
Original,67,67
night10,67,67
Original,30,30
night10,30,30
Original,87,87
night10,87,87
Original,21,21
night10,21,21
Original,73,73
night10,73,73
Original,66,83
night10,66,67
Original,28,28
night10,28,28
Original,0,0
night10,0,0
Original,48,48
night10,48,48
Original,86,86
night10,86,86
Original,52,52
night10,52,52
Original,12,12
night10,12,12
Original,50,50
night10,50,50
Original,90,90
night10,90,90
Original,16,16
night10,16,16
Original,20,20
night10,20,20
Original,32,32
night10,32,32
Original,78,78
night10,78,78
Original,31,31
night10,31,31
Original,17,17
night10,17,17
Original,52,52
night10,52,52
Original,50,50
night10,50,50
Original,96,96
night10,96,96
Original,36,36
night10,36,36
Original,51,51
night10,51,51
Original,57,57
night10,57,57
Original,90,90
night10,90,90
Original,45,45
night10,45,45
Original,52,52
night10,52,52
Original,23,23
night10,23,23
Original,20,20
night10,20,20
Original,6,6
night10,6,6
Original,90,90
night10,90,90
Original,30,30
night10,30,30
Original,28,28
night10,28,28
Original,20,20
night10,20,20
Original,48,48
night10,48,48
Original,31,31
night10,31,77
Original,86,86
night10,86,86
Original,50,50
night10,50,50
Original,30,30
night10,30,30
Original,42,42
night10,42,42
Original,67,67
night10,67,67
Original,48,48
night10,48,48
Original,51,51
night10,51,51
Original,30,30
night10,30,30
Original,68,68
night10,68,68
Original,74,74
night10,74,74
Original,50,50
night10,50,50
Original,21,21
night10,21,99
Original,49,51
night10,49,49
Original,41,41
night10,41,41
Original,28,28
night10,28,28
Original,77,77
night10,77,77
Original,40,40
night10,40,47
Original,16,16
night10,16,16
Original,48,48
night10,48,48
Original,28,28
night10,28,28
Original,15,15
night10,15,15
Original,32,32
night10,32,46
Original,43,43
night10,43,43
Original,36,36
night10,36,36
Original,47,47
night10,47,47
Original,102,102
night10,102,102
Original,77,77
night10,77,77
Original,90,90
night10,90,90
Original,74,74
night10,74,74
Original,3,3
night10,3,3
Original,84,72
night10,84,97
Original,57,57
night10,57,57
Original,56,53
night10,56,43
Original,52,52
night10,52,52
Original,38,38
night10,38,38
Original,86,86
night10,86,86
Original,63,63
night10,63,63
Original,83,83
night10,83,83
Original,90,90
night10,90,90
Original,67,67
night10,67,67
Original,55,55
night10,55,55
Original,23,23
night10,23,23
Original,46,46
night10,46,46
Original,87,87
night10,87,87
Original,20,20
night10,20,20
Original,36,31
night10,36,68
Original,78,78
night10,78,78
Original,30,30
night10,30,30
Original,50,50
night10,50,50
Original,73,73
night10,73,73
Original,87,87
night10,87,62
Original,97,97
night10,97,97
Original,63,63
night10,63,63
Original,74,74
night10,74,74
Original,16,16
night10,16,16
Original,20,20
night10,20,20
Original,63,63
night10,63,63
Original,63,63
night10,63,63
Original,49,49
night10,49,49
Original,90,90
night10,90,90
Original,90,90
night10,90,90
Original,0,0
night10,0,0
Original,48,48
night10,48,48
Original,50,50
night10,50,50
Original,77,77
night10,77,75
Original,16,16
night10,16,16
Original,36,36
night10,36,36
Original,78,78
night10,78,66
Original,50,50
night10,50,50
Original,50,50
night10,50,50
Original,11,11
night10,11,11
Original,79,79
night10,79,79
Original,37,37
night10,37,37
Original,67,67
night10,67,67
Original,65,65
night10,65,63
Original,6,6
night10,6,16
Original,60,60
night10,60,60
Original,67,67
night10,67,67
Original,90,90
night10,90,90
Original,17,17
night10,17,17
Original,39,39
night10,39,39
Original,30,30
night10,30,30
Original,46,46
night10,46,46
Original,91,91
night10,91,91
Original,73,83
night10,73,83
Original,90,90
night10,90,90
Original,20,20
night10,20,23
Original,90,90
night10,90,90
Original,15,15
night10,15,15
Original,63,42
night10,63,63
Original,52,52
night10,52,52
Original,37,37
night10,37,37
Original,0,0
night10,0,0
Original,93,93
night10,93,93
Original,20,20
night10,20,20
Original,23,23
night10,23,23
Original,74,74
night10,74,74
Original,41,41
night10,41,41
Original,41,41
night10,41,41
Original,28,28
night10,28,28
Original,15,15
night10,15,15
Original,36,36
night10,36,36
Original,1,1
night10,1,1
Original,79,79
night10,79,79
Original,12,12
night10,12,12
Original,23,23
night10,23,23
Original,40,40
night10,40,40
Original,50,50
night10,50,50
Original,57,57
night10,57,57
Original,52,52
night10,52,52
Original,12,12
night10,12,12
Original,19,19
night10,19,19
Original,0,0
night10,0,0
Original,52,52
night10,52,52
Original,57,57
night10,57,57
Original,14,14
night10,14,16
Original,52,52
night10,52,52
Original,90,90
night10,90,90
Original,51,51
night10,51,51
Original,63,63
night10,63,74
Original,74,74
night10,74,74
Original,16,16
night10,16,16
Original,28,28
night10,28,28
Original,90,90
night10,90,90
Original,28,28
night10,28,28
Original,53,53
night10,53,53
Original,28,28
night10,28,28
Original,15,15
night10,15,15
Original,46,46
night10,46,46
Original,31,31
night10,31,31
Original,90,90
night10,90,90
Original,23,23
night10,23,23
Original,30,30
night10,30,30
Original,52,52
night10,52,52
Original,46,46
night10,46,46
Original,15,20
night10,15,30
Original,28,28
night10,28,28
Original,48,48
night10,48,48
Original,16,16
night10,16,2
Original,90,15
night10,90,90
Original,90,90
night10,90,90
Original,55,55
night10,55,55
Original,51,51
night10,51,51
Original,52,52
night10,52,48
Original,52,52
night10,52,52
Original,30,30
night10,30,30
Original,23,23
night10,23,23
Original,78,78
night10,78,78
Original,50,50
night10,50,50
Original,20,20
night10,20,20
Original,90,90
night10,90,90
Original,66,66
night10,66,50
Original,78,78
night10,78,78
Original,46,46
night10,46,46
Original,68,68
night10,68,68
Original,48,48
night10,48,48
Original,74,74
night10,74,50
Original,20,20
night10,20,20
Original,52,52
night10,52,52
Original,75,75
night10,75,79
Original,90,90
night10,90,90
Original,90,90
night10,90,90
Original,53,53
night10,53,50
Original,48,48
night10,48,48
Original,90,90
night10,90,90
Original,45,45
night10,45,45
Original,72,72
night10,72,67
Original,70,70
night10,70,70
Original,86,86
night10,86,86
Original,32,32
night10,32,77
Original,70,70
night10,70,70
Original,92,92
night10,92,92
Original,30,30
night10,30,30
Original,86,86
night10,86,86
Original,30,30
night10,30,30
Original,46,46
night10,46,46
Original,12,12
night10,12,12
Original,32,32
night10,32,32
Original,50,50
night10,50,50
Original,90,90
night10,90,90
Original,86,86
night10,86,86
Original,16,16
night10,16,16
Original,86,86
night10,86,86
Original,72,72
night10,72,72
Original,60,60
night10,60,60
Original,57,57
night10,57,57
Original,51,51
night10,51,51
Original,90,90
night10,90,90
Original,21,21
night10,21,21
Original,52,52
night10,52,52
Original,30,30
night10,30,30
Original,53,53
night10,53,53
Original,23,23
night10,23,23
Original,37,37
night10,37,37
Original,31,31
night10,31,31
Original,43,43
night10,43,43
Original,16,16
night10,16,16
Original,90,90
night10,90,90
Original,32,32
night10,32,32
Original,63,63
night10,63,63
Original,51,51
night10,51,51
Original,53,53
night10,53,48
Original,51,51
night10,51,51
Original,37,37
night10,37,37
Original,87,87
night10,87,87
Original,46,46
night10,46,46
Original,90,90
night10,90,90
Original,16,16
night10,16,16
Original,52,52
night10,52,52
Original,36,36
night10,36,36
Original,27,97
night10,27,97
Original,52,52
night10,52,52
Original,16,16
night10,16,16
Original,51,51
night10,51,51
Original,1,1
night10,1,1
Original,50,51
night10,50,51
Original,51,19
night10,51,15
Original,32,32
night10,32,32
Original,48,48
night10,48,48
Original,22,22
night10,22,22
Original,96,96
night10,96,19
Original,28,28
night10,28,28
Original,63,63
night10,63,63
Original,53,53
night10,53,53
Original,30,50
night10,30,42
Original,86,86
night10,86,65
Original,21,21
night10,21,21
Original,86,86
night10,86,86
Original,52,52
night10,52,52
Original,32,32
night10,32,32
Original,37,37
night10,37,37
Original,50,53
night10,50,55
Original,1,1
night10,1,1
Original,72,72
night10,72,72
Original,52,52
night10,52,52
Original,30,30
night10,30,30
Original,52,52
night10,52,52
Original,52,52
night10,52,52
Original,78,78
night10,78,78
Original,39,31
night10,39,31
Original,67,67
night10,67,67
Original,74,74
night10,74,74
Original,74,74
night10,74,74
Original,23,23
night10,23,23
Original,23,23
night10,23,23
Original,78,78
night10,78,78
Original,38,38
night10,38,38
Original,90,90
night10,90,90
Original,50,50
night10,50,50
Original,29,23
night10,29,23
Original,56,56
night10,56,50
Original,53,53
night10,53,53
Original,23,23
night10,23,23
Original,46,46
night10,46,46
Original,72,72
night10,72,72
Original,90,90
night10,90,90
Original,12,12
night10,12,12
Original,46,46
night10,46,46
Original,28,28
night10,28,28
Original,11,11
night10,11,11
