filter,class,predicted_class
Original,90,90
snownight,90,90
Original,57,57
snownight,57,57
Original,90,90
snownight,90,90
Original,46,46
snownight,46,46
Original,30,30
snownight,30,30
Original,83,83
snownight,83,83
Original,77,77
snownight,77,77
Original,27,36
snownight,27,36
Original,23,23
snownight,23,23
Original,63,63
snownight,63,63
Original,72,72
snownight,72,72
Original,20,20
snownight,20,20
Original,78,78
snownight,78,78
Original,46,46
snownight,46,46
Original,37,37
snownight,37,37
Original,19,19
snownight,19,19
Original,23,23
snownight,23,23
Original,36,36
snownight,36,36
Original,78,78
snownight,78,78
Original,48,48
snownight,48,48
Original,22,22
snownight,22,22
Original,32,32
snownight,32,32
Original,32,32
snownight,32,32
Original,22,22
snownight,22,22
Original,37,37
snownight,37,37
Original,78,78
snownight,78,78
Original,86,86
snownight,86,30
Original,52,52
snownight,52,52
Original,83,83
snownight,83,83
Original,60,60
snownight,60,60
Original,6,6
snownight,6,6
Original,57,57
snownight,57,57
Original,67,67
snownight,67,67
Original,71,71
snownight,71,71
Original,90,90
snownight,90,90
Original,67,67
snownight,67,67
Original,28,28
snownight,28,28
Original,74,74
snownight,74,77
Original,50,50
snownight,50,50
Original,19,19
snownight,19,19
Original,28,28
snownight,28,28
Original,32,32
snownight,32,32
Original,55,55
snownight,55,55
Original,63,63
snownight,63,52
Original,63,63
snownight,63,63
Original,99,99
snownight,99,99
Original,50,50
snownight,50,50
Original,23,23
snownight,23,23
Original,57,57
snownight,57,57
Original,52,52
snownight,52,52
Original,55,55
snownight,55,50
Original,46,46
snownight,46,46
Original,30,30
snownight,30,30
Original,90,90
snownight,90,93
Original,86,86
snownight,86,87
Original,32,32
snownight,32,32
Original,67,67
snownight,67,67
Original,0,0
snownight,0,0
Original,53,55
snownight,53,48
Original,90,90
snownight,90,90
Original,22,18
snownight,22,25
Original,28,28
snownight,28,28
Original,43,43
snownight,43,43
Original,63,63
snownight,63,63
Original,21,21
snownight,21,21
Original,23,23
snownight,23,23
Original,23,23
snownight,23,23
Original,39,39
snownight,39,39
Original,55,55
snownight,55,55
Original,48,53
snownight,48,53
Original,60,60
snownight,60,60
Original,90,90
snownight,90,90
Original,50,50
snownight,50,50
Original,50,50
snownight,50,50
Original,29,29
snownight,29,29
Original,19,19
snownight,19,19
Original,52,52
snownight,52,52
Original,46,46
snownight,46,46
Original,90,90
snownight,90,90
Original,21,21
snownight,21,28
Original,51,51
snownight,51,51
Original,12,12
snownight,12,12
Original,86,86
snownight,86,86
Original,91,91
snownight,91,91
Original,28,28
snownight,28,28
Original,23,23
snownight,23,23
Original,90,90
snownight,90,90
Original,50,50
snownight,50,50
Original,11,11
snownight,11,11
Original,53,53
snownight,53,53
Original,36,36
snownight,36,68
Original,23,23
snownight,23,23
Original,30,30
snownight,30,30
Original,53,53
snownight,53,53
Original,52,52
snownight,52,52
Original,52,52
snownight,52,52
Original,50,50
snownight,50,50
Original,90,77
snownight,90,51
Original,57,57
snownight,57,57
Original,48,48
snownight,48,48
Original,64,43
snownight,64,43
Original,15,15
snownight,15,20
Original,53,53
snownight,53,53
Original,52,52
snownight,52,52
Original,67,67
snownight,67,67
Original,42,42
snownight,42,42
Original,86,86
snownight,86,21
Original,52,52
snownight,52,51
Original,60,60
snownight,60,60
Original,79,79
snownight,79,79
Original,31,31
snownight,31,31
Original,23,23
snownight,23,23
Original,53,53
snownight,53,52
Original,17,28
snownight,17,21
Original,46,46
snownight,46,46
Original,50,50
snownight,50,50
Original,81,68
snownight,81,68
Original,97,97
snownight,97,97
Original,48,48
snownight,48,48
Original,46,46
snownight,46,46
Original,23,23
snownight,23,23
Original,50,50
snownight,50,50
Original,30,30
snownight,30,30
Original,41,41
snownight,41,41
Original,97,97
snownight,97,97
Original,79,79
snownight,79,79
Original,79,79
snownight,79,79
Original,28,28
snownight,28,7
Original,72,72
snownight,72,72
Original,90,90
snownight,90,90
Original,28,28
snownight,28,28
Original,48,48
snownight,48,48
Original,86,86
snownight,86,86
Original,90,90
snownight,90,90
Original,16,16
snownight,16,16
Original,0,0
snownight,0,0
Original,46,46
snownight,46,46
Original,20,20
snownight,20,20
Original,30,30
snownight,30,30
Original,67,67
snownight,67,90
Original,30,30
snownight,30,30
Original,36,36
snownight,36,36
Original,28,28
snownight,28,28
Original,28,28
snownight,28,28
Original,83,83
snownight,83,101
Original,50,50
snownight,50,50
Original,50,50
snownight,50,50
Original,47,52
snownight,47,52
Original,53,53
snownight,53,52
Original,46,46
snownight,46,46
Original,55,55
snownight,55,55
Original,36,36
snownight,36,36
Original,90,90
snownight,90,90
Original,63,63
snownight,63,63
Original,30,30
snownight,30,30
Original,2,2
snownight,2,2
Original,74,74
snownight,74,74
Original,48,48
snownight,48,48
Original,90,90
snownight,90,90
Original,30,30
snownight,30,30
Original,60,60
snownight,60,60
Original,36,36
snownight,36,36
Original,40,40
snownight,40,40
Original,32,32
snownight,32,32
Original,72,72
snownight,72,72
Original,16,16
snownight,16,16
Original,40,40
snownight,40,40
Original,51,51
snownight,51,51
Original,37,37
snownight,37,37
Original,71,71
snownight,71,71
Original,50,50
snownight,50,48
Original,52,52
snownight,52,52
Original,50,50
snownight,50,50
Original,55,55
snownight,55,57
Original,49,49
snownight,49,49
Original,0,0
snownight,0,0
Original,30,30
snownight,30,30
Original,53,53
snownight,53,53
Original,70,70
snownight,70,70
Original,90,90
snownight,90,72
Original,28,28
snownight,28,28
Original,12,12
snownight,12,12
Original,21,21
snownight,21,21
Original,41,41
snownight,41,41
Original,50,50
snownight,50,50
Original,20,20
snownight,20,20
Original,6,16
snownight,6,16
Original,90,90
snownight,90,90
Original,16,16
snownight,16,16
Original,70,70
snownight,70,70
Original,0,0
snownight,0,0
Original,47,47
snownight,47,47
Original,53,53
snownight,53,55
Original,6,6
snownight,6,6
Original,28,28
snownight,28,28
Original,52,52
snownight,52,52
Original,36,36
snownight,36,36
Original,85,85
snownight,85,85
Original,57,57
snownight,57,57
Original,43,43
snownight,43,43
Original,28,28
snownight,28,23
Original,43,52
snownight,43,52
Original,23,23
snownight,23,23
Original,52,52
snownight,52,52
Original,19,19
snownight,19,19
Original,90,90
snownight,90,90
Original,52,52
snownight,52,52
Original,87,87
snownight,87,87
Original,67,67
snownight,67,67
Original,50,50
snownight,50,50
Original,32,32
snownight,32,32
Original,62,62
snownight,62,62
Original,32,32
snownight,32,32
Original,28,28
snownight,28,28
Original,16,16
snownight,16,16
Original,53,53
snownight,53,51
Original,24,86
snownight,24,63
Original,20,20
snownight,20,15
Original,86,86
snownight,86,87
Original,90,90
snownight,90,90
Original,32,32
snownight,32,32
Original,90,90
snownight,90,83
Original,74,74
snownight,74,74
Original,67,67
snownight,67,67
Original,31,31
snownight,31,31
Original,23,23
snownight,23,23
Original,50,50
snownight,50,50
Original,50,50
snownight,50,50
Original,42,42
snownight,42,42
Original,64,64
snownight,64,63
Original,90,90
snownight,90,90
Original,52,52
snownight,52,52
Original,86,86
snownight,86,86
Original,48,48
snownight,48,48
Original,63,63
snownight,63,63
Original,30,85
snownight,30,50
Original,28,41
snownight,28,93
Original,55,55
snownight,55,55
Original,16,16
snownight,16,16
Original,41,41
snownight,41,41
Original,36,36
snownight,36,36
Original,56,56
snownight,56,52
Original,48,48
snownight,48,50
Original,46,46
snownight,46,46
Original,55,55
snownight,55,53
Original,46,46
snownight,46,46
Original,43,43
snownight,43,43
Original,12,12
snownight,12,19
Original,90,90
snownight,90,90
Original,90,90
snownight,90,90
Original,91,91
snownight,91,91
Original,48,49
snownight,48,52
Original,55,55
snownight,55,57
Original,93,93
snownight,93,93
Original,86,86
snownight,86,86
Original,7,7
snownight,7,7
Original,37,37
snownight,37,37
Original,12,12
snownight,12,12
Original,52,52
snownight,52,57
Original,81,81
snownight,81,81
Original,86,86
snownight,86,86
Original,75,75
snownight,75,75
Original,52,52
snownight,52,52
Original,93,92
snownight,93,93
Original,90,102
snownight,90,90
Original,52,52
snownight,52,52
Original,52,52
snownight,52,52
Original,37,37
snownight,37,37
Original,66,66
snownight,66,66
Original,28,28
snownight,28,28
Original,55,55
snownight,55,55
Original,31,31
snownight,31,31
Original,51,51
snownight,51,51
Original,50,50
snownight,50,50
Original,60,60
snownight,60,60
Original,63,63
snownight,63,63
Original,30,30
snownight,30,30
Original,53,53
snownight,53,51
Original,66,66
snownight,66,66
Original,32,90
snownight,32,32
Original,39,39
snownight,39,39
Original,90,90
snownight,90,90
Original,45,45
snownight,45,45
Original,23,23
snownight,23,20
Original,15,15
snownight,15,15
Original,12,12
snownight,12,12
Original,22,63
snownight,22,52
Original,57,57
snownight,57,57
Original,32,32
snownight,32,32
Original,59,59
snownight,59,60
Original,53,53
snownight,53,53
Original,74,93
snownight,74,77
Original,52,52
snownight,52,52
Original,28,28
snownight,28,28
Original,32,32
snownight,32,32
Original,25,25
snownight,25,25
Original,50,50
snownight,50,50
Original,36,36
snownight,36,36
Original,6,6
snownight,6,6
Original,6,20
snownight,6,20
Original,28,28
snownight,28,28
Original,46,46
snownight,46,46
Original,93,60
snownight,93,57
Original,66,66
snownight,66,66
Original,78,78
snownight,78,78
Original,77,77
snownight,77,77
Original,29,29
snownight,29,29
Original,51,51
snownight,51,51
Original,48,48
snownight,48,48
Original,83,83
snownight,83,55
Original,97,97
snownight,97,97
Original,90,90
snownight,90,90
Original,81,68
snownight,81,68
Original,23,23
snownight,23,23
Original,66,66
snownight,66,66
Original,57,57
snownight,57,57
Original,30,30
snownight,30,30
Original,52,52
snownight,52,52
Original,51,51
snownight,51,51
Original,41,41
snownight,41,41
Original,30,30
snownight,30,71
Original,25,25
snownight,25,25
Original,55,55
snownight,55,55
Original,52,52
snownight,52,52
Original,79,78
snownight,79,78
Original,37,37
snownight,37,37
Original,17,17
snownight,17,17
Original,90,90
snownight,90,90
Original,67,67
snownight,67,67
Original,30,30
snownight,30,30
Original,53,53
snownight,53,53
Original,3,0
snownight,3,19
Original,30,30
snownight,30,30
Original,0,0
snownight,0,0
Original,50,50
snownight,50,50
Original,28,28
snownight,28,28
Original,86,86
snownight,86,86
Original,57,57
snownight,57,57
Original,63,63
snownight,63,63
Original,48,48
snownight,48,48
Original,36,36
snownight,36,36
Original,36,36
snownight,36,36
Original,7,7
snownight,7,15
Original,32,32
snownight,32,32
Original,90,90
snownight,90,90
Original,50,50
snownight,50,50
Original,39,39
snownight,39,39
Original,32,32
snownight,32,32
Original,52,52
snownight,52,52
Original,16,16
snownight,16,16
Original,15,15
snownight,15,23
Original,79,79
snownight,79,79
Original,31,31
snownight,31,31
Original,90,90
snownight,90,90
Original,52,52
snownight,52,52
Original,75,75
snownight,75,75
Original,79,79
snownight,79,79
Original,74,74
snownight,74,74
Original,52,52
snownight,52,55
Original,90,90
snownight,90,90
Original,46,46
snownight,46,46
Original,36,36
snownight,36,36
Original,87,87
snownight,87,86
Original,34,34
snownight,34,34
Original,52,52
snownight,52,50
Original,52,52
snownight,52,52
Original,23,23
snownight,23,23
Original,50,50
snownight,50,50
Original,52,52
snownight,52,52
Original,78,78
snownight,78,79
Original,53,53
snownight,53,50
Original,32,32
snownight,32,32
Original,66,66
snownight,66,66
Original,48,48
snownight,48,48
Original,63,63
snownight,63,63
Original,52,52
snownight,52,52
Original,52,52
snownight,52,52
Original,90,90
snownight,90,90
Original,62,23
snownight,62,15
Original,42,42
snownight,42,42
Original,90,90
snownight,90,90
Original,0,0
snownight,0,0
Original,57,57
snownight,57,57
Original,11,11
snownight,11,11
Original,31,31
snownight,31,31
Original,30,30
snownight,30,30
Original,45,45
snownight,45,45
Original,52,52
snownight,52,52
Original,53,53
snownight,53,53
Original,50,50
snownight,50,50
Original,36,36
snownight,36,36
Original,63,63
snownight,63,63
Original,24,24
snownight,24,28
Original,16,16
snownight,16,16
Original,46,46
snownight,46,46
Original,12,12
snownight,12,12
Original,30,30
snownight,30,30
Original,90,90
snownight,90,90
Original,28,28
snownight,28,28
Original,52,52
snownight,52,52
Original,74,74
snownight,74,74
Original,55,55
snownight,55,55
Original,67,67
snownight,67,67
Original,45,45
snownight,45,45
Original,77,77
snownight,77,77
Original,57,57
snownight,57,57
Original,51,51
snownight,51,46
Original,50,50
snownight,50,50
Original,57,57
snownight,57,57
Original,6,6
snownight,6,6
Original,31,31
snownight,31,31
Original,52,52
snownight,52,52
Original,16,16
snownight,16,16
Original,23,23
snownight,23,23
Original,30,30
snownight,30,30
Original,57,57
snownight,57,57
Original,56,56
snownight,56,52
Original,26,26
snownight,26,26
Original,86,86
snownight,86,30
Original,73,73
snownight,73,73
Original,32,32
snownight,32,32
Original,16,16
snownight,16,16
