filter,class,predicted_class
Original,31,31
snownight,31,96
Original,62,62
snownight,62,65
Original,78,78
snownight,78,20
Original,19,19
snownight,19,97
Original,90,90
snownight,90,81
Original,12,12
snownight,12,12
Original,79,79
snownight,79,79
Original,52,52
snownight,52,7
Original,60,60
snownight,60,60
Original,90,90
snownight,90,0
Original,57,57
snownight,57,57
Original,23,23
snownight,23,23
Original,79,31
snownight,79,68
Original,57,57
snownight,57,15
Original,90,90
snownight,90,78
Original,72,72
snownight,72,35
Original,2,2
snownight,2,23
Original,53,53
snownight,53,0
Original,50,50
snownight,50,48
Original,66,66
snownight,66,97
Original,50,50
snownight,50,50
Original,46,46
snownight,46,77
Original,26,4
snownight,26,4
Original,0,0
snownight,0,0
Original,52,52
snownight,52,36
Original,55,55
snownight,55,57
Original,46,46
snownight,46,27
Original,6,6
snownight,6,35
Original,90,90
snownight,90,48
Original,55,55
snownight,55,43
Original,53,53
snownight,53,24
Original,55,55
snownight,55,41
Original,36,36
snownight,36,50
Original,51,51
snownight,51,51
Original,75,75
snownight,75,16
Original,50,50
snownight,50,50
Original,39,39
snownight,39,36
Original,21,21
snownight,21,90
Original,55,55
snownight,55,57
Original,46,46
snownight,46,46
Original,75,50
snownight,75,75
Original,28,28
snownight,28,87
Original,20,20
snownight,20,90
Original,68,68
snownight,68,68
Original,78,78
snownight,78,78
Original,28,28
snownight,28,97
Original,22,22
snownight,22,20
Original,52,52
snownight,52,28
Original,102,102
snownight,102,79
Original,55,55
snownight,55,23
Original,1,1
snownight,1,1
Original,21,21
snownight,21,57
Original,13,102
snownight,13,48
Original,23,23
snownight,23,90
Original,46,46
snownight,46,41
Original,87,87
snownight,87,23
Original,52,52
snownight,52,41
Original,48,48
snownight,48,48
Original,41,41
snownight,41,1
Original,97,97
snownight,97,97
Original,15,15
snownight,15,28
Original,90,90
snownight,90,21
Original,16,16
snownight,16,16
Original,21,21
snownight,21,28
Original,48,48
snownight,48,75
Original,73,73
snownight,73,79
Original,50,50
snownight,50,48
Original,32,32
snownight,32,79
Original,83,83
snownight,83,96
Original,46,46
snownight,46,20
Original,39,39
snownight,39,39
Original,73,73
snownight,73,73
Original,67,67
snownight,67,73
Original,90,90
snownight,90,90
Original,30,27
snownight,30,97
Original,20,20
snownight,20,20
Original,57,57
snownight,57,74
Original,48,48
snownight,48,92
Original,50,50
snownight,50,48
Original,87,87
snownight,87,62
