(69, 76)
(29, 29)
(30, 32)
(38, 37)
(70, 64)
(29, 31)
(80, 75)
(30, 29)
(41, 41)
(57, 57)
(63, 63)
(41, 44)
(31, 30)
(74, 79)
(54, 54)
(37, 37)
(70, 79)
(54, 62)
(61, 62)
(64, 63)
(63, 61)
(33, 32)
(58, 57)
(79, 74)
(44, 43)
(37, 37)
(33, 32)
(45, 42)
(33, 28)
(34, 35)
(27, 28)
(60, 67)
(48, 49)
(42, 43)
(38, 36)
(39, 40)
(46, 46)
(39, 38)
(48, 45)
(37, 37)
(45, 43)
(56, 61)
(142, 138)
(40, 41)
(49, 46)
(70, 69)
(36, 37)
(41, 42)
(41, 40)
(76, 72)
(32, 31)
(62, 69)
(29, 29)
(31, 29)
(134, 119)
(33, 36)
(48, 47)
(48, 47)
(31, 30)
(74, 83)
(32, 31)
(35, 31)
(46, 42)
(120, 135)
(37, 36)
(43, 43)
(38, 36)
(52, 47)
(59, 58)
(80, 86)
(34, 34)
(61, 61)
(31, 31)
(35, 34)
(27, 29)
(88, 86)
(28, 30)
(34, 33)
(42, 40)
(45, 46)
(33, 31)
(51, 55)
(61, 65)
(41, 40)
(63, 63)
(29, 28)
(41, 35)
(44, 45)
(32, 33)
(33, 35)
(55, 53)
(83, 83)
(86, 87)
(61, 58)
(34, 34)
(61, 57)
(111, 88)
(50, 50)
(43, 44)
(40, 39)
(62, 61)
(60, 62)
(33, 32)
(43, 47)
(44, 41)
(80, 80)
(42, 44)
(128, 143)
(35, 35)
(70, 69)
(35, 35)
(58, 54)
(46, 48)
(35, 35)
(49, 44)
(25, 25)
(65, 62)
(39, 40)
(39, 38)
(59, 57)
(34, 35)
(31, 31)
(35, 35)
(45, 46)
(44, 42)
(41, 39)
(98, 98)
(44, 50)
(60, 68)
(52, 52)
(33, 31)
(46, 44)
(44, 45)
(38, 37)
(29, 28)
(76, 86)
(57, 63)
(28, 27)
(33, 34)
(76, 73)
(27, 27)
(61, 64)
(30, 28)
(92, 100)
(38, 38)
(53, 53)
(35, 34)
(63, 61)
(41, 41)
(79, 74)
(27, 26)
(57, 56)
(35, 35)
(62, 61)
(28, 28)
(32, 37)
(127, 128)
(93, 105)
(146, 145)
(31, 32)
(33, 34)
(63, 70)
(32, 31)
(78, 88)
(49, 48)
(73, 68)
(38, 38)
(38, 36)
(32, 30)
(50, 48)
(39, 38)
(37, 37)
(34, 33)
(25, 29)
(31, 30)
(49, 51)
(44, 44)
(78, 77)
(31, 33)
(46, 46)
(33, 34)
(26, 27)
(40, 43)
(35, 35)
(29, 29)
(52, 53)
(46, 49)
(49, 39)
(40, 44)
(50, 47)
(48, 50)
(56, 52)
(79, 80)
(39, 44)
(35, 33)
(29, 28)
(61, 60)
(27, 27)
(68, 62)
(63, 67)
(32, 31)
(28, 30)
(46, 47)
(44, 35)
(52, 54)
(32, 29)
(55, 60)
(46, 48)
(43, 42)
(51, 50)
(72, 76)
(43, 46)
(55, 57)
(110, 108)
(47, 47)
(36, 36)
(32, 35)
(70, 69)
(46, 46)
(57, 55)
(32, 32)
(54, 56)
(46, 47)
(72, 72)
(57, 57)
(89, 93)
(46, 46)
(64, 64)
(87, 85)
(40, 39)
(38, 38)
(47, 46)
(42, 43)
(54, 61)
(42, 43)
(42, 44)
(32, 28)
(62, 52)
(44, 42)
(42, 42)
(76, 88)
(29, 28)
(51, 51)
(45, 43)
(33, 32)
(69, 64)
(31, 30)
(28, 28)
(59, 55)
(34, 33)
(26, 28)
(47, 46)
(33, 32)
(59, 57)
(37, 40)
(34, 32)
(43, 35)
(46, 51)
(36, 36)
(32, 32)
(34, 38)
(32, 33)
(48, 51)
(40, 38)
(34, 32)
(91, 95)
(46, 46)
(43, 42)
(56, 63)
(28, 28)
(46, 49)
(41, 41)
(51, 51)
(45, 45)
(48, 38)
(50, 49)
(75, 77)
(30, 33)
(32, 31)
(117, 120)
(33, 31)
(46, 53)
(29, 32)
(74, 75)
(41, 40)
(27, 28)
(32, 31)
(31, 32)
(103, 94)
(38, 39)
(91, 87)
(41, 41)
(28, 27)
(37, 38)
