filter,class,predicted_class
Original,6,6
night10,6,6
Original,32,32
night10,32,32
Original,78,78
night10,78,78
Original,36,36
night10,36,36
Original,24,24
night10,24,16
Original,84,84
night10,84,84
Original,86,86
night10,86,33
Original,32,32
night10,32,32
Original,63,63
night10,63,66
Original,75,75
night10,75,75
Original,20,20
night10,20,20
Original,86,86
night10,86,86
Original,50,50
night10,50,50
Original,50,50
night10,50,50
Original,31,31
night10,31,31
Original,17,15
night10,17,23
Original,45,45
night10,45,45
Original,30,30
night10,30,30
Original,23,23
night10,23,23
Original,78,78
night10,78,78
Original,30,30
night10,30,30
Original,48,48
night10,48,48
Original,55,55
night10,55,55
Original,50,50
night10,50,50
Original,36,36
night10,36,36
Original,28,28
night10,28,28
Original,32,32
night10,32,32
Original,72,72
night10,72,72
Original,20,20
night10,20,20
Original,87,87
night10,87,62
Original,23,23
night10,23,23
Original,34,34
night10,34,34
Original,67,67
night10,67,67
Original,31,31
night10,31,31
Original,36,48
night10,36,68
Original,55,55
night10,55,55
Original,30,30
night10,30,30
Original,60,60
night10,60,60
Original,21,21
night10,21,10
Original,0,0
night10,0,0
Original,41,41
night10,41,41
Original,78,78
night10,78,78
Original,46,46
night10,46,46
Original,37,37
night10,37,37
Original,25,21
night10,25,28
Original,66,66
night10,66,60
Original,67,67
night10,67,67
Original,12,12
night10,12,12
Original,79,79
night10,79,79
Original,63,63
night10,63,63
Original,21,21
night10,21,21
Original,46,46
night10,46,46
Original,87,87
night10,87,87
Original,60,60
night10,60,60
Original,9,12
night10,9,19
Original,72,72
night10,72,72
Original,16,16
night10,16,16
Original,46,46
night10,46,46
Original,15,15
night10,15,15
Original,36,36
night10,36,36
Original,15,15
night10,15,15
Original,67,67
night10,67,67
Original,66,66
night10,66,66
Original,32,32
night10,32,32
Original,0,0
night10,0,0
Original,30,30
night10,30,30
Original,90,90
night10,90,90
Original,30,30
night10,30,30
Original,30,30
night10,30,30
Original,50,50
night10,50,50
Original,67,67
night10,67,67
Original,90,90
night10,90,90
Original,86,86
night10,86,86
Original,31,31
night10,31,31
Original,50,50
night10,50,50
Original,87,87
night10,87,87
Original,45,45
night10,45,45
Original,90,90
night10,90,90
Original,93,93
night10,93,93
Original,47,47
night10,47,47
Original,51,51
night10,51,51
Original,50,50
night10,50,50
Original,79,79
night10,79,79
Original,52,52
night10,52,52
Original,57,57
night10,57,57
Original,27,12
night10,27,12
Original,40,40
night10,40,40
Original,46,46
night10,46,46
Original,45,45
night10,45,45
Original,52,52
night10,52,52
Original,78,78
night10,78,78
Original,50,50
night10,50,50
Original,7,6
night10,7,7
Original,55,55
night10,55,55
Original,70,70
night10,70,70
Original,90,68
night10,90,97
Original,68,68
night10,68,68
Original,12,12
night10,12,12
Original,16,16
night10,16,16
Original,55,55
night10,55,55
Original,23,23
night10,23,23
Original,90,90
night10,90,90
Original,67,67
night10,67,67
Original,30,30
night10,30,30
Original,83,74
night10,83,67
Original,20,20
night10,20,20
Original,90,90
night10,90,90
Original,66,63
night10,66,66
Original,23,23
night10,23,23
Original,50,50
night10,50,50
Original,79,79
night10,79,79
Original,23,23
night10,23,23
Original,55,55
night10,55,55
Original,50,50
night10,50,50
Original,48,48
night10,48,48
Original,0,0
