filter,class,predicted_class
Original,53,53
snownight,53,53
Original,70,70
snownight,70,70
Original,48,48
snownight,48,48
Original,55,55
snownight,55,55
Original,32,32
snownight,32,33
Original,22,22
snownight,22,22
Original,90,90
snownight,90,90
Original,57,57
snownight,57,57
Original,50,50
snownight,50,50
Original,46,46
snownight,46,46
Original,1,1
snownight,1,1
Original,46,46
snownight,46,46
Original,74,74
snownight,74,74
Original,72,72
snownight,72,72
Original,87,87
snownight,87,87
Original,16,16
snownight,16,16
Original,51,51
snownight,51,51
Original,55,55
snownight,55,55
Original,19,19
snownight,19,19
Original,0,0
snownight,0,0
Original,32,32
snownight,32,32
Original,74,74
snownight,74,74
Original,36,36
snownight,36,36
Original,16,16
snownight,16,16
Original,21,21
snownight,21,21
Original,66,66
snownight,66,90
Original,78,78
snownight,78,78
Original,12,41
snownight,12,12
Original,63,63
snownight,63,63
Original,90,90
snownight,90,90
Original,52,52
snownight,52,52
Original,48,48
snownight,48,48
Original,73,73
snownight,73,73
Original,86,86
snownight,86,86
Original,78,78
snownight,78,78
Original,77,77
snownight,77,77
Original,90,90
snownight,90,90
Original,78,78
snownight,78,78
Original,28,28
snownight,28,28
Original,23,23
snownight,23,23
Original,57,57
snownight,57,57
Original,37,37
snownight,37,37
Original,50,50
snownight,50,50
Original,28,28
snownight,28,28
Original,32,32
snownight,32,32
Original,79,79
snownight,79,79
Original,23,23
snownight,23,23
Original,90,90
snownight,90,90
Original,37,37
snownight,37,37
Original,11,11
snownight,11,11
Original,79,79
snownight,79,79
Original,90,90
snownight,90,90
Original,90,90
snownight,90,90
Original,93,93
snownight,93,94
Original,74,74
snownight,74,77
Original,87,87
snownight,87,87
Original,90,90
snownight,90,90
Original,37,37
snownight,37,37
Original,16,16
snownight,16,16
Original,50,52
snownight,50,52
Original,31,31
snownight,31,31
Original,37,37
snownight,37,37
Original,32,32
snownight,32,32
Original,90,90
snownight,90,90
Original,90,90
snownight,90,90
Original,63,63
snownight,63,39
Original,27,42
snownight,27,42
Original,102,102
snownight,102,102
Original,67,67
snownight,67,67
Original,58,58
snownight,58,58
Original,30,30
snownight,30,30
Original,32,32
snownight,32,32
Original,40,40
snownight,40,40
Original,67,67
snownight,67,67
Original,30,30
snownight,30,30
Original,28,28
snownight,28,28
Original,50,50
snownight,50,50
Original,53,53
snownight,53,53
Original,67,67
snownight,67,67
Original,78,91
snownight,78,91
Original,90,90
snownight,90,90
Original,53,53
snownight,53,53
Original,87,86
snownight,87,86
Original,36,36
snownight,36,36
Original,67,67
snownight,67,67
Original,0,0
snownight,0,0
Original,28,28
snownight,28,28
Original,30,30
snownight,30,30
Original,28,28
snownight,28,28
Original,16,16
snownight,16,16
Original,48,48
snownight,48,48
Original,68,68
snownight,68,68
Original,53,53
snownight,53,53
Original,46,46
snownight,46,46
Original,21,21
snownight,21,21
Original,74,74
snownight,74,74
Original,90,90
snownight,90,90
Original,40,40
snownight,40,40
Original,36,36
snownight,36,36
Original,42,42
snownight,42,42
Original,22,22
snownight,22,22
Original,71,71
snownight,71,71
Original,52,52
snownight,52,52
Original,68,68
snownight,68,68
Original,60,60
snownight,60,60
Original,15,15
snownight,15,15
Original,78,78
snownight,78,78
Original,86,86
snownight,86,86
Original,74,74
snownight,74,74
Original,86,86
snownight,86,53
Original,86,86
snownight,86,86
Original,42,42
snownight,42,42
Original,16,23
snownight,16,23
Original,51,50
snownight,51,51
Original,20,20
snownight,20,20
Original,17,17
snownight,17,17
Original,90,90
snownight,90,90
Original,57,57
snownight,57,57
Original,48,48
snownight,48,48
Original,97,91
snownight,97,81
Original,87,87
snownight,87,87
Original,97,97
snownight,97,97
Original,29,29
snownight,29,29
Original,23,23
snownight,23,23
Original,22,22
snownight,22,22
Original,21,21
snownight,21,21
Original,20,20
snownight,20,20
Original,52,52
snownight,52,52
Original,32,32
snownight,32,32
Original,43,43
snownight,43,43
Original,15,15
snownight,15,15
Original,66,66
snownight,66,66
Original,48,48
snownight,48,48
Original,29,29
snownight,29,29
Original,41,41
snownight,41,41
Original,68,68
snownight,68,68
Original,20,20
snownight,20,20
Original,11,11
snownight,11,11
Original,50,50
snownight,50,50
Original,67,67
snownight,67,67
Original,57,57
snownight,57,55
Original,60,60
snownight,60,60
Original,53,53
snownight,53,50
Original,67,67
snownight,67,67
Original,15,15
snownight,15,6
Original,0,0
snownight,0,0
Original,30,30
snownight,30,30
Original,32,32
snownight,32,32
Original,50,50
snownight,50,50
Original,55,55
snownight,55,55
Original,77,77
snownight,77,77
Original,86,86
snownight,86,86
Original,68,68
snownight,68,68
Original,53,55
snownight,53,53
Original,90,90
snownight,90,90
Original,36,36
snownight,36,36
Original,12,12
snownight,12,12
Original,42,42
snownight,42,42
Original,22,22
snownight,22,22
Original,77,90
snownight,77,90
Original,63,63
snownight,63,63
Original,90,90
snownight,90,90
Original,99,99
snownight,99,99
Original,46,55
snownight,46,46
Original,93,93
snownight,93,48
Original,53,53
snownight,53,53
Original,90,90
snownight,90,90
Original,90,90
snownight,90,90
Original,63,63
snownight,63,63
Original,61,50
snownight,61,50
Original,50,50
snownight,50,50
Original,77,77
snownight,77,77
Original,29,23
snownight,29,23
Original,78,78
snownight,78,78
Original,28,28
snownight,28,28
Original,30,30
snownight,30,30
Original,97,97
snownight,97,97
Original,60,60
snownight,60,60
Original,49,49
snownight,49,49
Original,30,30
snownight,30,30
Original,90,90
snownight,90,90
Original,30,30
snownight,30,30
Original,48,48
snownight,48,48
Original,30,30
snownight,30,30
Original,63,42
snownight,63,42
Original,45,45
snownight,45,45
Original,86,86
snownight,86,86
Original,52,52
snownight,52,52
Original,12,12
snownight,12,12
Original,51,53
snownight,51,51
Original,53,53
snownight,53,53
Original,51,51
snownight,51,51
Original,48,48
snownight,48,48
Original,36,36
