filter,class,predicted_class
Original,46,46
night10,46,46
Original,32,32
night10,32,32
Original,48,57
night10,48,55
Original,78,78
night10,78,78
Original,16,41
night10,16,41
Original,46,46
night10,46,46
Original,62,62
night10,62,62
Original,90,90
night10,90,90
Original,31,72
night10,31,68
Original,48,48
night10,48,48
Original,55,55
night10,55,55
Original,63,63
night10,63,66
Original,32,32
night10,32,32
Original,72,72
night10,72,72
Original,45,27
night10,45,27
Original,45,45
night10,45,45
Original,87,87
night10,87,87
Original,28,28
night10,28,28
Original,16,16
night10,16,16
Original,16,16
night10,16,16
Original,30,30
night10,30,30
Original,16,16
night10,16,16
Original,22,22
night10,22,22
Original,57,57
night10,57,57
Original,53,53
night10,53,53
Original,63,63
night10,63,31
Original,57,57
night10,57,57
Original,37,37
night10,37,37
Original,23,23
night10,23,23
Original,32,32
night10,32,32
Original,78,78
night10,78,78
Original,50,50
night10,50,50
Original,90,90
night10,90,90
Original,36,36
night10,36,36
Original,16,16
night10,16,29
Original,38,38
night10,38,38
Original,53,52
night10,53,66
Original,48,48
night10,48,48
Original,50,50
night10,50,50
Original,82,82
night10,82,78
Original,52,52
night10,52,52
Original,45,45
night10,45,45
Original,74,74
night10,74,73
Original,87,87
night10,87,87
Original,52,52
night10,52,52
Original,63,63
night10,63,63
Original,36,36
night10,36,36
Original,74,74
night10,74,74
Original,78,78
night10,78,78
Original,6,6
night10,6,6
Original,37,37
night10,37,37
Original,78,78
night10,78,78
Original,53,55
night10,53,32
Original,23,23
night10,23,23
Original,49,49
night10,49,49
Original,31,31
night10,31,31
Original,16,16
night10,16,16
Original,66,66
night10,66,48
Original,51,51
night10,51,51
Original,52,52
night10,52,52
Original,23,23
night10,23,23
Original,50,50
night10,50,66
Original,7,7
night10,7,7
Original,20,20
night10,20,20
Original,77,77
night10,77,77
Original,32,32
night10,32,32
Original,90,90
night10,90,90
Original,48,48
night10,48,48
Original,50,50
night10,50,50
Original,52,52
night10,52,52
Original,6,6
night10,6,6
Original,53,53
night10,53,53
Original,19,19
night10,19,19
Original,50,50
night10,50,50
Original,90,90
night10,90,90
Original,12,12
night10,12,16
Original,41,41
night10,41,41
Original,16,16
night10,16,16
Original,37,37
night10,37,37
Original,90,90
night10,90,90
Original,90,90
night10,90,15
Original,57,57
night10,57,57
Original,73,73
night10,73,73
Original,50,50
night10,50,50
Original,50,50
night10,50,50
Original,74,74
night10,74,74
Original,30,30
night10,30,30
Original,53,53
night10,53,53
Original,52,52
night10,52,52
Original,90,90
night10,90,90
Original,23,23
night10,23,23
Original,36,36
night10,36,36
Original,63,63
night10,63,31
Original,90,90
night10,90,90
Original,83,83
night10,83,83
Original,55,55
night10,55,55
Original,50,50
night10,50,50
Original,52,52
night10,52,52
Original,28,28
night10,28,28
Original,77,77
night10,77,50
Original,77,48
night10,77,48
Original,28,28
night10,28,28
Original,66,66
night10,66,66
Original,16,16
night10,16,16
Original,30,30
night10,30,30
Original,52,52
night10,52,52
Original,63,63
night10,63,43
Original,67,67
night10,67,67
Original,53,53
night10,53,53
Original,31,31
night10,31,31
Original,90,90
night10,90,90
Original,58,58
night10,58,46
Original,28,24
night10,28,28
Original,51,51
night10,51,51
Original,52,52
night10,52,52
Original,50,50
night10,50,50
Original,46,46
night10,46,46
Original,61,41
night10,61,41
Original,30,30
night10,30,30
Original,12,12
night10,12,12
Original,74,74
night10,74,74
Original,90,90
night10,90,90
Original,86,86
night10,86,86
Original,52,52
night10,52,52
Original,45,45
night10,45,45
Original,0,0
night10,0,0
Original,0,0
night10,0,0
Original,35,35
night10,35,35
Original,77,77
night10,77,36
Original,86,86
night10,86,51
Original,16,16
night10,16,23
Original,53,53
night10,53,53
Original,50,50
night10,50,50
Original,90,90
night10,90,90
Original,32,32
night10,32,32
Original,68,68
night10,68,68
Original,53,53
night10,53,53
Original,42,42
night10,42,42
Original,86,86
night10,86,97
Original,50,50
night10,50,50
Original,79,79
night10,79,6
Original,32,32
night10,32,32
Original,50,50
night10,50,50
Original,48,48
night10,48,48
Original,79,79
night10,79,79
Original,6,6
night10,6,28
Original,74,74
night10,74,74
Original,53,53
night10,53,53
Original,68,68
night10,68,68
Original,46,46
night10,46,46
Original,19,19
night10,19,19
Original,74,74
night10,74,74
Original,32,32
night10,32,32
Original,91,91
night10,91,91
Original,52,52
night10,52,52
Original,17,17
night10,17,17
Original,2,2
night10,2,2
Original,87,87
night10,87,87
Original,16,16
night10,16,16
Original,48,88
night10,48,22
Original,30,30
night10,30,30
Original,87,87
night10,87,87
Original,51,51
night10,51,51
Original,37,37
night10,37,37
Original,12,12
night10,12,12
Original,28,28
night10,28,28
Original,90,90
night10,90,90
Original,30,30
night10,30,30
Original,23,23
night10,23,23
Original,50,50
night10,50,48
Original,54,54
night10,54,54
Original,86,86
night10,86,86
Original,50,50
night10,50,50
Original,52,52
night10,52,52
Original,51,51
night10,51,51
Original,59,59
night10,59,59
Original,72,72
night10,72,72
Original,45,45
night10,45,45
Original,30,30
night10,30,30
Original,30,30
night10,30,30
Original,90,90
night10,90,90
Original,87,87
night10,87,61
Original,57,57
night10,57,57
Original,22,22
night10,22,22
Original,55,55
night10,55,55
Original,30,30
night10,30,30
Original,57,57
night10,57,57
Original,16,16
night10,16,0
Original,28,28
night10,28,28
Original,87,87
night10,87,87
Original,90,90
night10,90,90
Original,23,23
night10,23,23
Original,41,45
night10,41,45
Original,37,37
night10,37,37
Original,79,79
night10,79,79
Original,48,48
night10,48,48
Original,46,46
night10,46,46
Original,72,72
night10,72,72
Original,45,45
night10,45,45
Original,78,78
night10,78,78
Original,20,20
night10,20,20
Original,88,88
night10,88,88
Original,63,63
night10,63,63
Original,66,66
night10,66,37
Original,48,48
night10,48,48
Original,51,51
night10,51,51
Original,48,48
night10,48,48
Original,32,32
night10,32,32
Original,46,45
night10,46,45
Original,38,38
night10,38,38
Original,46,46
night10,46,46
Original,31,31
night10,31,31
Original,37,37
night10,37,37
Original,33,33
night10,33,33
Original,57,57
night10,57,57
Original,102,102
night10,102,102
Original,86,86
night10,86,86
Original,32,32
night10,32,32
Original,41,41
night10,41,41
Original,48,48
night10,48,48
Original,102,35
night10,102,69
Original,90,90
night10,90,90
Original,17,17
night10,17,17
Original,32,32
night10,32,32
Original,26,26
night10,26,26
Original,45,45
night10,45,45
Original,31,31
night10,31,31
Original,57,57
night10,57,57
Original,46,46
night10,46,46
Original,77,90
night10,77,90
Original,90,90
night10,90,90
Original,11,11
night10,11,11
Original,6,6
night10,6,6
Original,46,46
night10,46,46
Original,23,23
night10,23,23
Original,16,16
night10,16,16
Original,52,52
night10,52,52
Original,90,90
night10,90,90
Original,15,15
night10,15,15
Original,32,32
night10,32,32
Original,30,30
night10,30,30
Original,53,53
night10,53,53
Original,1,1
night10,1,1
Original,77,90
night10,77,29
Original,50,50
night10,50,50
Original,50,50
night10,50,50
Original,28,28
night10,28,28
Original,19,19
night10,19,19
Original,45,45
night10,45,45
Original,32,32
night10,32,32
Original,75,75
night10,75,75
Original,90,90
night10,90,90
Original,32,32
night10,32,32
Original,30,30
night10,30,30
Original,45,45
night10,45,45
Original,99,90
night10,99,90
Original,28,28
night10,28,28
Original,23,23
night10,23,23
Original,36,36
night10,36,36
Original,66,66
night10,66,66
Original,51,51
night10,51,51
Original,90,90
night10,90,90
Original,30,30
night10,30,30
Original,31,31
night10,31,31
Original,16,16
night10,16,16
Original,73,73
night10,73,73
Original,37,37
night10,37,37
Original,52,52
night10,52,52
Original,51,51
night10,51,51
Original,35,35
night10,35,35
Original,16,16
night10,16,16
Original,90,90
night10,90,90
Original,12,12
night10,12,12
Original,81,81
night10,81,81
Original,65,36
night10,65,36
Original,21,21
night10,21,21
Original,28,28
night10,28,28
Original,63,63
night10,63,32
Original,93,93
night10,93,93
Original,49,49
night10,49,49
Original,37,37
night10,37,37
Original,28,28
night10,28,28
Original,4,4
night10,4,4
Original,52,52
night10,52,52
Original,48,48
night10,48,48
Original,40,40
night10,40,40
Original,50,50
night10,50,50
Original,46,46
night10,46,46
Original,28,28
night10,28,28
Original,36,36
night10,36,36
Original,26,26
night10,26,26
