filter,class,predicted_class
Original,55,55
night10,55,55
Original,86,86
night10,86,86
Original,30,30
night10,30,30
Original,21,21
night10,21,21
Original,23,23
night10,23,23
Original,50,50
night10,50,50
Original,12,12
night10,12,12
Original,31,31
night10,31,31
Original,15,15
night10,15,15
Original,72,72
night10,72,72
Original,2,2
night10,2,2
Original,22,22
night10,22,22
Original,17,17
night10,17,17
Original,63,63
night10,63,63
Original,63,63
night10,63,63
Original,52,52
night10,52,52
Original,63,63
night10,63,66
Original,43,43
night10,43,43
Original,45,45
night10,45,45
Original,68,68
night10,68,68
Original,1,1
night10,1,1
Original,90,90
night10,90,90
Original,52,52
night10,52,52
Original,93,93
night10,93,93
Original,90,90
night10,90,90
Original,34,34
night10,34,34
Original,90,90
night10,90,90
Original,63,63
night10,63,63
Original,0,0
night10,0,0
Original,45,45
night10,45,45
Original,48,48
night10,48,48
Original,29,29
night10,29,90
Original,21,21
night10,21,21
Original,63,63
night10,63,39
Original,20,20
night10,20,20
Original,45,45
night10,45,45
Original,16,16
night10,16,16
Original,85,86
night10,85,87
Original,52,52
night10,52,52
Original,16,16
night10,16,16
Original,23,23
night10,23,23
Original,90,90
night10,90,90
Original,78,78
night10,78,78
Original,42,42
night10,42,42
Original,30,30
night10,30,30
Original,53,53
night10,53,53
Original,16,16
night10,16,16
Original,45,45
night10,45,45
Original,50,50
night10,50,50
Original,51,51
night10,51,51
Original,20,20
night10,20,20
Original,72,72
night10,72,72
Original,93,93
night10,93,93
Original,75,75
night10,75,75
Original,86,86
night10,86,86
Original,30,30
night10,30,30
Original,63,63
night10,63,42
Original,90,90
night10,90,90
Original,78,78
night10,78,78
Original,86,86
night10,86,94
Original,31,31
night10,31,31
Original,90,90
night10,90,90
Original,48,48
night10,48,48
Original,29,29
night10,29,29
Original,28,28
night10,28,28
Original,73,73
night10,73,73
Original,23,23
night10,23,23
Original,50,50
night10,50,50
Original,52,52
night10,52,52
Original,68,68
night10,68,68
Original,87,87
night10,87,87
Original,47,47
