filter,class,predicted_class
Original,36,36
night10,36,36
Original,15,15
night10,15,15
Original,36,36
night10,36,36
Original,46,46
night10,46,46
Original,30,30
night10,30,30
Original,52,52
night10,52,52
Original,90,90
night10,90,90
Original,41,41
night10,41,41
Original,34,34
night10,34,34
Original,36,36
night10,36,36
Original,55,55
night10,55,55
Original,48,48
night10,48,48
Original,57,57
night10,57,57
Original,40,45
night10,40,45
Original,30,51
night10,30,30
Original,50,50
night10,50,50
Original,21,21
night10,21,21
Original,15,15
night10,15,15
Original,16,16
night10,16,16
Original,78,78
night10,78,78
Original,48,48
night10,48,48
Original,35,35
night10,35,35
Original,90,90
night10,90,90
Original,37,37
night10,37,37
Original,87,87
night10,87,87
Original,30,30
night10,30,30
Original,90,90
night10,90,90
Original,90,90
night10,90,90
Original,16,16
night10,16,16
Original,43,43
night10,43,43
Original,30,30
night10,30,30
Original,86,86
night10,86,86
Original,55,55
night10,55,53
Original,32,32
night10,32,41
Original,21,21
night10,21,21
Original,74,74
night10,74,74
Original,30,30
night10,30,30
Original,20,20
night10,20,20
Original,86,86
night10,86,86
Original,90,90
night10,90,90
Original,29,29
night10,29,29
Original,20,20
night10,20,20
Original,30,30
night10,30,30
Original,83,67
night10,83,37
Original,23,23
night10,23,23
Original,57,57
night10,57,57
Original,32,32
night10,32,32
Original,30,30
night10,30,30
Original,23,23
night10,23,23
Original,90,90
night10,90,90
Original,52,52
night10,52,52
Original,28,28
night10,28,30
Original,16,16
night10,16,16
Original,31,31
night10,31,78
Original,6,6
night10,6,6
Original,92,91
night10,92,91
Original,46,46
night10,46,46
Original,90,90
night10,90,90
Original,16,16
night10,16,16
Original,57,57
night10,57,57
Original,48,48
night10,48,48
Original,50,50
night10,50,50
Original,45,45
night10,45,45
Original,74,77
night10,74,77
Original,52,52
night10,52,52
Original,90,90
night10,90,90
Original,23,23
night10,23,23
Original,20,20
night10,20,20
Original,72,72
night10,72,72
Original,74,74
night10,74,74
Original,21,21
night10,21,21
Original,30,30
night10,30,30
Original,43,43
night10,43,43
Original,91,91
night10,91,91
Original,78,78
night10,78,78
Original,30,30
night10,30,30
Original,72,72
night10,72,72
Original,57,57
night10,57,57
Original,46,46
night10,46,46
Original,39,31
night10,39,36
Original,31,31
night10,31,31
Original,16,16
night10,16,23
Original,56,56
night10,56,52
Original,16,16
night10,16,16
Original,36,36
night10,36,81
Original,51,51
night10,51,51
Original,23,23
night10,23,23
Original,90,90
night10,90,90
Original,78,78
night10,78,78
Original,57,57
night10,57,57
Original,22,22
night10,22,22
Original,78,78
night10,78,78
Original,63,63
night10,63,79
Original,52,52
night10,52,52
Original,30,30
night10,30,30
Original,87,87
night10,87,87
Original,60,60
night10,60,60
Original,87,87
night10,87,87
Original,70,70
night10,70,70
Original,52,52
night10,52,52
Original,55,55
night10,55,55
Original,20,90
night10,20,17
Original,51,51
night10,51,51
Original,53,53
night10,53,53
Original,57,57
night10,57,57
Original,23,23
night10,23,23
Original,19,19
night10,19,19
Original,28,28
night10,28,28
Original,32,32
night10,32,32
Original,52,52
night10,52,52
Original,87,87
night10,87,87
Original,90,90
night10,90,90
Original,31,31
night10,31,31
Original,23,23
night10,23,23
Original,77,77
night10,77,77
Original,90,90
night10,90,90
Original,30,31
night10,30,30
Original,79,79
night10,79,79
Original,51,53
night10,51,51
Original,53,53
night10,53,53
Original,90,90
night10,90,90
Original,28,28
night10,28,28
Original,1,1
night10,1,1
Original,79,79
night10,79,79
Original,7,16
night10,7,16
Original,90,90
night10,90,90
Original,16,16
night10,16,16
Original,45,45
night10,45,45
Original,16,16
night10,16,16
Original,32,32
night10,32,32
Original,20,20
night10,20,20
Original,30,30
night10,30,30
Original,61,61
night10,61,61
Original,31,31
night10,31,31
Original,20,20
night10,20,20
Original,19,19
night10,19,19
Original,50,50
night10,50,50
Original,52,52
night10,52,52
Original,70,70
night10,70,70
Original,67,67
