filter,class,predicted_class
Original,72,72
fog10,72,30
Original,99,99
fog10,99,86
Original,30,30
fog10,30,30
Original,29,29
fog10,29,88
Original,16,16
fog10,16,68
Original,0,0
fog10,0,68
Original,78,78
fog10,78,91
Original,36,36
fog10,36,52
Original,6,6
fog10,6,87
Original,90,90
fog10,90,83
Original,61,61
fog10,61,16
Original,90,79
fog10,90,63
Original,85,85
fog10,85,97
Original,17,17
fog10,17,63
Original,36,36
fog10,36,93
Original,32,32
fog10,32,27
Original,22,22
fog10,22,90
Original,41,41
fog10,41,23
Original,51,51
fog10,51,90
Original,48,48
fog10,48,68
Original,63,63
fog10,63,63
Original,77,97
fog10,77,88
Original,37,37
fog10,37,16
Original,2,2
fog10,2,88
Original,45,45
fog10,45,90
Original,43,43
fog10,43,28
Original,77,77
fog10,77,90
Original,66,66
fog10,66,16
Original,90,90
fog10,90,28
Original,74,74
fog10,74,83
Original,32,32
fog10,32,90
Original,21,21
fog10,21,32
Original,28,28
fog10,28,88
Original,21,21
fog10,21,77
Original,67,67
fog10,67,86
Original,63,63
fog10,63,90
Original,16,16
fog10,16,88
Original,63,63
fog10,63,30
Original,20,20
fog10,20,30
Original,91,83
fog10,91,93
Original,90,90
fog10,90,32
Original,51,51
fog10,51,30
Original,39,39
fog10,39,83
Original,90,90
fog10,90,83
Original,23,23
fog10,23,68
Original,32,32
fog10,32,30
Original,20,20
fog10,20,30
Original,41,41
fog10,41,90
Original,86,86
fog10,86,83
Original,52,52
fog10,52,90
Original,32,32
fog10,32,30
Original,30,30
fog10,30,32
Original,36,36
fog10,36,86
Original,7,7
fog10,7,36
Original,6,6
fog10,6,90
Original,42,42
fog10,42,90
Original,17,17
fog10,17,16
Original,28,28
fog10,28,90
Original,0,0
fog10,0,16
Original,77,77
fog10,77,90
Original,20,20
fog10,20,35
Original,21,21
fog10,21,90
Original,99,99
fog10,99,90
Original,70,70
fog10,70,90
Original,20,20
fog10,20,90
Original,16,16
fog10,16,90
Original,50,50
fog10,50,30
Original,90,90
fog10,90,30
Original,32,32
fog10,32,97
Original,53,53
fog10,53,90
Original,77,77
fog10,77,90
Original,88,86
fog10,88,90
Original,51,51
fog10,51,83
Original,78,78
fog10,78,90
Original,48,48
fog10,48,37
Original,37,37
fog10,37,50
Original,98,98
fog10,98,90
Original,58,58
fog10,58,30
Original,46,46
fog10,46,90
Original,42,42
fog10,42,88
Original,23,23
fog10,23,16
Original,90,90
fog10,90,32
Original,16,16
fog10,16,32
Original,55,55
fog10,55,87
Original,59,59
fog10,59,90
Original,15,15
fog10,15,30
Original,102,102
fog10,102,37
Original,86,86
fog10,86,87
Original,55,55
fog10,55,86
Original,20,20
fog10,20,30
Original,57,57
fog10,57,48
Original,6,6
fog10,6,63
Original,57,57
fog10,57,32
Original,36,36
fog10,36,16
Original,51,51
fog10,51,30
Original,66,66
fog10,66,63
Original,90,90
fog10,90,32
Original,55,55
fog10,55,88
Original,78,78
fog10,78,16
Original,12,12
fog10,12,36
Original,63,63
fog10,63,30
Original,90,90
fog10,90,90
Original,90,90
fog10,90,90
Original,50,50
fog10,50,30
Original,32,32
fog10,32,90
Original,78,78
fog10,78,32
Original,48,48
fog10,48,86
Original,74,74
fog10,74,83
Original,67,67
fog10,67,30
Original,50,50
fog10,50,90
Original,29,29
fog10,29,32
Original,21,21
fog10,21,88
Original,53,53
fog10,53,88
Original,19,19
fog10,19,68
Original,36,36
fog10,36,90
Original,90,90
fog10,90,90
Original,46,46
fog10,46,83
Original,50,50
fog10,50,68
Original,50,50
fog10,50,90
Original,90,90
fog10,90,23
Original,75,90
fog10,75,86
Original,58,58
fog10,58,27
Original,45,45
fog10,45,74
Original,83,83
fog10,83,90
Original,23,23
fog10,23,66
Original,55,55
fog10,55,32
Original,51,51
fog10,51,88
Original,74,74
fog10,74,90
Original,31,31
fog10,31,30
Original,90,90
fog10,90,70
Original,40,40
fog10,40,86
Original,102,102
fog10,102,83
Original,20,20
fog10,20,90
Original,45,45
fog10,45,90
Original,54,52
fog10,54,90
Original,78,78
fog10,78,86
Original,74,74
fog10,74,90
Original,48,48
fog10,48,97
Original,63,63
fog10,63,63
Original,31,31
fog10,31,30
Original,32,32
fog10,32,90
Original,28,28
fog10,28,86
Original,72,72
fog10,72,90
Original,16,16
fog10,16,97
Original,23,23
fog10,23,30
Original,52,52
fog10,52,100
Original,90,90
fog10,90,63
Original,0,0
fog10,0,50
Original,30,30
fog10,30,86
Original,90,90
fog10,90,90
Original,32,32
fog10,32,16
Original,50,50
fog10,50,32
Original,52,52
fog10,52,86
Original,86,86
fog10,86,91
Original,52,52
fog10,52,90
Original,42,42
fog10,42,16
Original,0,0
fog10,0,90
Original,36,36
fog10,36,97
Original,92,93
fog10,92,88
Original,0,0
fog10,0,83
Original,42,42
fog10,42,30
Original,25,25
fog10,25,93
Original,23,23
fog10,23,86
Original,42,42
fog10,42,90
Original,90,90
fog10,90,28
Original,15,15
fog10,15,90
Original,97,91
fog10,97,90
Original,67,67
fog10,67,90
Original,50,50
fog10,50,73
Original,28,28
fog10,28,16
Original,2,19
fog10,2,66
Original,52,52
fog10,52,30
Original,90,90
fog10,90,16
Original,78,78
fog10,78,63
Original,12,12
fog10,12,85
Original,45,45
fog10,45,90
Original,87,86
fog10,87,30
Original,63,63
fog10,63,83
Original,52,52
fog10,52,86
Original,57,57
fog10,57,90
Original,48,48
fog10,48,90
Original,90,90
fog10,90,90
Original,0,0
fog10,0,30
Original,90,90
fog10,90,90
Original,90,90
fog10,90,32
Original,21,21
fog10,21,90
Original,63,63
fog10,63,85
Original,32,32
fog10,32,90
Original,52,52
fog10,52,16
Original,51,51
fog10,51,97
Original,37,37
fog10,37,16
Original,66,66
fog10,66,85
Original,32,32
fog10,32,90
Original,20,20
fog10,20,90
Original,1,1
fog10,1,27
Original,52,52
fog10,52,93
Original,23,23
fog10,23,30
Original,20,20
fog10,20,88
Original,13,13
fog10,13,88
Original,58,58
fog10,58,37
Original,74,74
fog10,74,87
Original,67,67
fog10,67,88
Original,55,55
fog10,55,32
Original,51,51
fog10,51,52
Original,50,50
fog10,50,63
Original,57,57
fog10,57,90
Original,16,16
fog10,16,23
Original,29,29
fog10,29,30
Original,90,90
fog10,90,32
Original,25,25
fog10,25,77
Original,28,28
fog10,28,86
Original,40,40
fog10,40,70
Original,23,23
fog10,23,27
Original,37,37
fog10,37,91
Original,90,90
fog10,90,16
Original,64,64
fog10,64,53
Original,47,47
fog10,47,85
Original,20,20
fog10,20,66
Original,87,87
fog10,87,83
Original,20,20
fog10,20,32
Original,47,47
fog10,47,86
Original,28,28
fog10,28,83
Original,52,52
fog10,52,70
Original,29,29
fog10,29,86
Original,7,7
fog10,7,30
Original,29,29
fog10,29,32
Original,77,77
fog10,77,30
Original,30,30
fog10,30,90
Original,0,0
fog10,0,93
Original,31,31
fog10,31,23
Original,55,55
fog10,55,63
Original,28,28
fog10,28,83
Original,60,60
fog10,60,48
Original,30,30
fog10,30,36
Original,86,86
fog10,86,16
