filter,class,predicted_class
Original,50,50
snow10,50,50
Original,31,31
snow10,31,31
Original,28,28
snow10,28,28
Original,31,31
snow10,31,31
Original,79,78
snow10,79,79
Original,90,90
snow10,90,90
Original,53,53
snow10,53,53
Original,32,32
snow10,32,32
Original,15,15
snow10,15,15
Original,55,55
snow10,55,55
Original,45,45
snow10,45,45
Original,79,79
snow10,79,79
Original,67,67
snow10,67,67
Original,29,29
snow10,29,29
Original,30,30
snow10,30,30
Original,53,53
snow10,53,50
Original,1,1
snow10,1,1
Original,30,51
snow10,30,30
Original,61,61
snow10,61,61
Original,77,77
snow10,77,77
Original,32,32
snow10,32,32
Original,15,15
snow10,15,15
Original,69,81
snow10,69,81
Original,28,28
snow10,28,28
Original,66,66
snow10,66,66
Original,53,53
snow10,53,51
Original,15,15
snow10,15,15
Original,37,37
snow10,37,37
Original,32,32
snow10,32,32
Original,79,79
snow10,79,79
Original,48,48
snow10,48,48
Original,45,45
snow10,45,57
Original,52,52
snow10,52,52
Original,55,55
snow10,55,67
Original,52,52
snow10,52,50
Original,21,21
snow10,21,21
Original,30,30
snow10,30,30
Original,32,32
snow10,32,32
Original,51,51
snow10,51,51
Original,60,60
snow10,60,57
Original,51,51
snow10,51,51
Original,61,61
snow10,61,45
Original,38,38
snow10,38,38
Original,90,90
snow10,90,90
Original,48,48
snow10,48,48
Original,53,53
snow10,53,53
Original,30,30
snow10,30,30
Original,53,53
snow10,53,53
Original,45,45
snow10,45,45
Original,35,35
snow10,35,35
Original,90,90
snow10,90,90
Original,16,16
snow10,16,16
Original,48,48
snow10,48,48
Original,55,55
snow10,55,55
Original,90,90
snow10,90,90
Original,90,90
snow10,90,90
Original,93,41
snow10,93,41
Original,46,46
snow10,46,46
Original,36,36
snow10,36,36
Original,55,55
snow10,55,55
Original,74,74
snow10,74,74
Original,1,1
snow10,1,1
Original,35,35
snow10,35,35
Original,45,45
snow10,45,45
Original,77,77
snow10,77,77
Original,90,90
snow10,90,90
Original,30,30
snow10,30,30
Original,46,46
snow10,46,46
Original,15,15
snow10,15,15
Original,15,23
snow10,15,15
Original,15,90
snow10,15,15
Original,50,50
snow10,50,50
Original,32,32
snow10,32,77
Original,12,12
snow10,12,12
Original,48,48
snow10,48,48
Original,53,53
snow10,53,50
Original,30,30
snow10,30,30
Original,50,50
snow10,50,50
Original,61,61
snow10,61,61
Original,42,28
snow10,42,28
Original,28,28
snow10,28,20
Original,23,23
snow10,23,23
Original,90,90
snow10,90,90
Original,90,90
snow10,90,90
Original,20,20
snow10,20,20
Original,90,90
snow10,90,90
Original,77,77
snow10,77,77
