filter,class,predicted_class
Original,77,77
snow10,77,77
Original,45,45
snow10,45,45
Original,32,30
snow10,32,30
Original,78,78
snow10,78,73
Original,16,16
snow10,16,16
Original,29,19
snow10,29,0
Original,31,31
snow10,31,31
Original,15,15
snow10,15,15
Original,42,42
snow10,42,42
Original,57,57
snow10,57,57
Original,32,32
snow10,32,32
Original,41,41
snow10,41,41
Original,4,93
snow10,4,24
Original,51,51
snow10,51,41
Original,21,28
snow10,21,23
Original,53,53
snow10,53,55
Original,32,32
snow10,32,32
Original,20,20
snow10,20,20
Original,66,66
snow10,66,77
Original,23,23
snow10,23,23
Original,78,78
snow10,78,78
Original,30,30
snow10,30,30
Original,67,67
snow10,67,67
Original,52,52
snow10,52,52
Original,52,52
snow10,52,52
Original,83,83
snow10,83,83
Original,61,61
snow10,61,61
Original,23,23
snow10,23,23
Original,24,24
snow10,24,16
Original,44,51
snow10,44,54
Original,41,41
snow10,41,41
Original,16,16
snow10,16,16
Original,32,32
snow10,32,32
Original,50,50
snow10,50,50
Original,42,42
snow10,42,42
Original,51,51
snow10,51,51
Original,87,87
snow10,87,87
Original,75,75
snow10,75,75
Original,48,48
snow10,48,48
Original,50,50
snow10,50,50
Original,90,90
snow10,90,90
Original,79,79
snow10,79,79
Original,68,78
snow10,68,91
Original,78,78
snow10,78,78
Original,46,46
snow10,46,46
Original,52,52
snow10,52,52
Original,77,77
snow10,77,77
Original,36,36
snow10,36,36
Original,48,48
snow10,48,48
Original,76,76
snow10,76,90
Original,23,23
snow10,23,23
Original,30,30
snow10,30,30
Original,30,30
snow10,30,30
Original,59,59
snow10,59,59
Original,90,90
snow10,90,90
Original,0,0
snow10,0,0
Original,50,50
snow10,50,50
Original,19,19
snow10,19,19
Original,66,66
snow10,66,66
Original,78,78
snow10,78,78
Original,72,72
snow10,72,72
Original,16,16
snow10,16,16
Original,77,100
snow10,77,74
Original,2,2
snow10,2,2
Original,30,30
snow10,30,30
Original,48,48
snow10,48,48
Original,46,46
snow10,46,57
Original,78,78
snow10,78,78
Original,67,67
snow10,67,67
Original,32,32
snow10,32,32
Original,1,21
snow10,1,24
Original,74,74
snow10,74,74
Original,32,32
snow10,32,32
Original,86,86
snow10,86,86
Original,52,52
snow10,52,52
Original,50,50
snow10,50,50
Original,30,30
snow10,30,30
Original,90,90
snow10,90,90
Original,36,36
snow10,36,36
Original,90,90
snow10,90,90
Original,90,90
snow10,90,90
Original,79,79
snow10,79,79
Original,20,20
snow10,20,20
Original,91,91
snow10,91,67
Original,50,50
snow10,50,50
Original,48,48
snow10,48,48
Original,63,63
snow10,63,63
Original,50,50
snow10,50,50
Original,57,57
snow10,57,57
Original,52,52
snow10,52,52
Original,72,72
snow10,72,72
Original,48,53
snow10,48,52
Original,57,57
snow10,57,57
Original,52,52
snow10,52,52
Original,50,50
snow10,50,50
Original,21,21
snow10,21,21
Original,23,23
snow10,23,23
Original,90,90
snow10,90,90
Original,22,22
snow10,22,22
Original,42,42
snow10,42,42
Original,28,28
snow10,28,28
Original,41,41
snow10,41,45
