filter,class,predicted_class
Original,78,78
fog10,78,83
Original,74,74
fog10,74,66
Original,48,48
fog10,48,66
Original,45,45
fog10,45,86
Original,23,23
fog10,23,67
Original,52,52
fog10,52,83
Original,41,41
fog10,41,48
Original,3,3
fog10,3,86
Original,90,90
fog10,90,90
Original,66,66
fog10,66,16
Original,0,0
fog10,0,61
Original,90,90
fog10,90,91
Original,86,86
fog10,86,53
Original,33,33
fog10,33,46
Original,63,63
fog10,63,90
Original,59,59
fog10,59,74
Original,50,50
fog10,50,31
Original,52,52
fog10,52,30
Original,30,30
fog10,30,28
Original,6,6
fog10,6,74
Original,41,41
fog10,41,53
Original,85,87
fog10,85,30
Original,55,55
fog10,55,31
Original,45,45
fog10,45,20
Original,28,28
fog10,28,86
Original,48,48
fog10,48,90
Original,77,77
fog10,77,15
Original,43,43
fog10,43,32
Original,51,51
fog10,51,90
Original,46,46
fog10,46,30
Original,93,41
fog10,93,86
Original,45,45
fog10,45,90
Original,74,74
fog10,74,41
Original,30,30
fog10,30,93
Original,63,63
fog10,63,66
Original,42,42
fog10,42,90
Original,55,55
fog10,55,31
Original,52,52
fog10,52,86
Original,86,86
fog10,86,90
Original,0,0
fog10,0,31
Original,32,32
fog10,32,90
Original,53,53
fog10,53,32
Original,52,52
fog10,52,86
Original,72,72
fog10,72,41
Original,30,30
fog10,30,30
Original,23,23
fog10,23,90
Original,24,24
fog10,24,53
Original,78,78
fog10,78,36
Original,47,47
fog10,47,53
Original,66,66
fog10,66,28
Original,53,51
fog10,53,66
Original,53,53
fog10,53,74
Original,74,74
fog10,74,97
Original,75,75
fog10,75,41
Original,16,16
fog10,16,35
Original,12,12
fog10,12,48
Original,50,50
fog10,50,88
Original,46,46
fog10,46,67
Original,42,42
fog10,42,32
Original,56,53
fog10,56,63
Original,15,15
fog10,15,31
Original,32,32
fog10,32,20
Original,0,46
fog10,0,91
Original,45,45
fog10,45,74
Original,41,41
fog10,41,74
Original,70,70
fog10,70,93
Original,53,53
fog10,53,30
Original,48,48
fog10,48,90
Original,48,48
fog10,48,90
Original,51,51
fog10,51,66
Original,57,57
fog10,57,31
Original,55,55
fog10,55,90
Original,52,52
fog10,52,28
Original,22,22
fog10,22,32
Original,28,28
fog10,28,50
Original,50,50
fog10,50,35
Original,50,50
fog10,50,90
Original,0,0
fog10,0,41
Original,46,46
fog10,46,20
Original,30,30
fog10,30,74
Original,23,23
fog10,23,90
Original,15,15
fog10,15,41
Original,48,48
fog10,48,30
Original,53,53
fog10,53,32
Original,53,53
fog10,53,32
Original,36,36
fog10,36,4
Original,77,77
fog10,77,41
Original,30,30
fog10,30,63
Original,67,67
fog10,67,30
Original,0,0
fog10,0,41
Original,12,12
fog10,12,90
Original,6,6
fog10,6,20
Original,74,74
fog10,74,53
Original,63,63
fog10,63,66
Original,45,45
fog10,45,74
Original,5,5
fog10,5,63
Original,31,31
fog10,31,63
Original,49,49
fog10,49,24
Original,37,37
fog10,37,28
Original,52,52
fog10,52,90
