filter,class,predicted_class
Original,45,45
night10,45,45
Original,41,41
night10,41,41
Original,77,77
night10,77,77
Original,42,42
night10,42,42
Original,16,16
night10,16,16
Original,55,55
night10,55,55
Original,20,20
night10,20,20
Original,52,52
night10,52,52
Original,60,60
night10,60,60
Original,90,90
night10,90,90
Original,29,29
night10,29,29
Original,3,3
night10,3,3
Original,0,0
night10,0,0
Original,81,68
night10,81,68
Original,78,78
night10,78,78
Original,77,77
night10,77,77
Original,17,17
night10,17,17
Original,67,67
night10,67,67
Original,32,32
night10,32,32
Original,55,55
night10,55,55
Original,0,0
night10,0,0
Original,87,87
night10,87,61
Original,6,6
night10,6,6
Original,97,68
night10,97,97
Original,15,15
night10,15,15
Original,70,70
night10,70,70
Original,36,36
night10,36,36
Original,83,83
night10,83,83
Original,53,53
night10,53,53
Original,0,0
night10,0,0
Original,67,67
night10,67,67
Original,95,93
night10,95,93
Original,73,73
night10,73,73
Original,49,49
night10,49,49
Original,6,6
night10,6,6
Original,16,16
night10,16,16
Original,19,19
night10,19,19
Original,51,51
night10,51,51
Original,20,20
night10,20,23
Original,48,48
night10,48,48
Original,32,32
night10,32,32
Original,78,78
night10,78,78
Original,91,91
night10,91,91
Original,48,48
night10,48,52
Original,15,15
night10,15,15
Original,32,32
night10,32,32
Original,28,28
night10,28,28
Original,48,48
night10,48,48
Original,48,48
night10,48,48
Original,53,53
night10,53,53
Original,74,74
night10,74,74
Original,30,30
night10,30,30
Original,52,52
night10,52,52
Original,77,77
night10,77,77
Original,39,39
night10,39,39
Original,23,23
night10,23,23
Original,50,50
night10,50,50
Original,30,30
night10,30,30
Original,91,91
night10,91,91
Original,90,90
night10,90,90
Original,55,55
night10,55,55
Original,52,52
night10,52,52
Original,30,30
night10,30,30
Original,30,30
night10,30,30
Original,19,19
night10,19,19
Original,19,19
night10,19,19
Original,63,63
night10,63,46
Original,16,16
night10,16,16
Original,79,79
night10,79,79
Original,50,50
night10,50,50
Original,74,74
night10,74,74
Original,50,50
night10,50,50
Original,46,46
night10,46,46
Original,90,90
night10,90,90
Original,28,28
night10,28,28
Original,63,63
night10,63,63
Original,63,63
night10,63,63
Original,23,23
night10,23,23
Original,28,28
night10,28,28
Original,90,90
night10,90,90
Original,52,52
night10,52,52
Original,55,55
night10,55,55
Original,20,20
night10,20,20
Original,24,24
night10,24,24
Original,28,28
night10,28,28
Original,45,45
night10,45,45
Original,90,90
night10,90,90
Original,29,29
night10,29,29
Original,52,52
night10,52,52
Original,57,57
night10,57,57
Original,30,30
night10,30,30
Original,50,50
night10,50,50
Original,57,57
night10,57,57
Original,83,83
night10,83,83
Original,78,78
night10,78,78
Original,57,57
night10,57,57
Original,51,51
night10,51,51
Original,23,23
night10,23,23
Original,63,63
night10,63,74
Original,73,73
night10,73,73
Original,46,46
night10,46,46
Original,15,15
night10,15,15
Original,55,55
night10,55,55
Original,19,19
night10,19,19
Original,32,32
night10,32,32
Original,90,90
night10,90,90
Original,32,32
night10,32,32
Original,52,52
night10,52,52
Original,28,28
night10,28,28
Original,63,63
night10,63,1
Original,20,20
night10,20,20
Original,77,77
night10,77,77
Original,17,17
night10,17,17
Original,87,87
night10,87,87
Original,50,50
night10,50,50
Original,16,16
night10,16,16
Original,16,16
night10,16,16
Original,52,52
night10,52,52
Original,32,32
night10,32,32
Original,50,50
night10,50,50
Original,77,77
night10,77,77
Original,1,1
night10,1,1
Original,45,45
night10,45,45
Original,63,63
night10,63,1
Original,51,51
night10,51,51
Original,77,77
night10,77,77
Original,90,90
night10,90,90
Original,19,19
night10,19,19
Original,16,16
night10,16,16
Original,48,48
night10,48,48
Original,20,20
night10,20,20
Original,86,86
night10,86,86
Original,51,51
night10,51,51
Original,21,10
night10,21,19
Original,48,48
night10,48,48
Original,83,83
night10,83,83
Original,52,52
night10,52,52
Original,23,23
night10,23,23
Original,37,37
night10,37,37
Original,72,72
night10,72,72
Original,45,45
night10,45,45
Original,90,90
night10,90,90
Original,61,61
night10,61,61
Original,78,78
night10,78,78
Original,15,28
night10,15,28
Original,45,45
night10,45,45
Original,20,20
night10,20,20
Original,12,12
night10,12,12
Original,90,90
night10,90,90
Original,50,50
night10,50,50
Original,67,67
night10,67,67
Original,66,77
night10,66,77
Original,87,87
night10,87,87
Original,48,48
night10,48,48
Original,74,74
night10,74,36
Original,87,87
night10,87,87
Original,28,28
night10,28,28
Original,55,55
night10,55,55
Original,15,15
night10,15,15
Original,21,21
night10,21,28
Original,36,36
night10,36,36
Original,28,28
night10,28,28
