filter,class,predicted_class
Original,81,69
night,81,32
Original,52,52
night,52,52
Original,46,46
night,46,46
Original,30,30
night,30,30
Original,90,90
night,90,90
Original,78,78
night,78,78
Original,79,68
night,79,79
Original,50,50
night,50,50
Original,90,90
night,90,90
Original,36,36
night,36,36
Original,93,93
night,93,93
Original,32,32
night,32,32
Original,74,74
night,74,74
Original,78,78
night,78,74
Original,55,55
night,55,55
Original,77,90
night,77,48
Original,32,32
night,32,32
Original,53,53
night,53,53
Original,57,57
night,57,57
Original,48,48
night,48,48
Original,30,30
night,30,30
Original,40,40
night,40,40
Original,48,49
night,48,49
Original,63,63
night,63,50
Original,78,78
night,78,78
Original,0,0
night,0,0
Original,20,20
night,20,90
Original,12,12
night,12,12
Original,52,52
night,52,52
Original,78,78
night,78,78
Original,16,16
night,16,16
Original,90,90
night,90,90
Original,32,32
night,32,32
Original,23,23
night,23,23
Original,67,83
night,67,83
Original,0,0
night,0,0
Original,7,7
night,7,7
Original,48,48
night,48,48
Original,52,52
night,52,52
Original,50,50
night,50,50
Original,23,23
night,23,23
Original,32,32
night,32,32
Original,36,36
night,36,36
Original,57,57
night,57,55
Original,90,90
night,90,90
Original,48,48
night,48,48
Original,60,60
night,60,60
Original,52,52
night,52,52
Original,30,30
night,30,30
Original,50,50
night,50,50
Original,32,32
night,32,32
Original,78,78
night,78,78
Original,16,16
night,16,16
Original,90,90
night,90,90
Original,32,32
night,32,32
Original,0,0
night,0,0
Original,74,74
night,74,74
Original,50,50
night,50,50
Original,22,22
night,22,22
Original,34,34
night,34,34
Original,37,38
night,37,50
Original,72,72
night,72,72
Original,26,26
night,26,26
Original,28,28
night,28,28
Original,32,32
night,32,32
Original,71,71
night,71,77
Original,87,0
night,87,0
Original,50,50
night,50,53
Original,90,90
night,90,90
Original,45,45
night,45,45
Original,50,50
night,50,50
Original,11,11
night,11,11
Original,45,45
night,45,45
Original,63,63
night,63,42
Original,55,55
night,55,55
Original,90,90
night,90,90
Original,16,16
night,16,16
Original,52,52
night,52,52
Original,37,37
night,37,37
Original,67,67
night,67,83
Original,21,21
night,21,21
Original,82,82
night,82,69
Original,30,30
night,30,30
Original,32,32
night,32,32
Original,50,53
night,50,53
Original,50,50
night,50,50
Original,45,45
night,45,45
Original,97,97
night,97,97
Original,25,25
night,25,25
Original,31,31
night,31,31
Original,90,90
night,90,90
Original,45,45
night,45,45
Original,12,12
night,12,12
Original,57,57
night,57,57
Original,79,32
night,79,32
Original,52,52
night,52,52
Original,53,53
night,53,53
Original,37,37
night,37,37
Original,45,45
night,45,45
Original,60,39
night,60,32
Original,63,66
night,63,66
Original,55,53
night,55,46
Original,90,90
night,90,90
Original,16,16
night,16,16
Original,15,23
night,15,23
Original,16,16
night,16,16
Original,73,73
night,73,73
Original,66,66
night,66,66
Original,28,28
night,28,28
Original,6,6
night,6,6
Original,90,90
night,90,90
Original,50,50
night,50,50
Original,23,12
night,23,12
Original,30,30
night,30,30
Original,32,32
night,32,32
Original,30,30
night,30,30
Original,92,93
night,92,93
Original,10,10
night,10,10
Original,52,52
night,52,52
Original,30,30
night,30,30
Original,28,28
night,28,28
Original,62,62
night,62,62
Original,70,70
night,70,70
Original,11,11
night,11,11
Original,52,52
night,52,52
Original,52,52
night,52,52
