filter,class,predicted_class
Original,52,52
rain10,52,52
Original,77,77
rain10,77,71
Original,59,59
rain10,59,59
Original,46,46
rain10,46,46
Original,17,17
rain10,17,17
Original,21,21
rain10,21,21
Original,21,21
rain10,21,21
Original,51,51
rain10,51,51
Original,86,86
rain10,86,86
Original,48,86
rain10,48,86
Original,28,28
rain10,28,28
Original,46,46
rain10,46,46
Original,86,86
rain10,86,86
Original,45,45
rain10,45,45
Original,2,2
rain10,2,2
Original,53,53
rain10,53,53
Original,75,75
rain10,75,75
Original,16,16
rain10,16,16
Original,30,30
rain10,30,30
Original,63,63
rain10,63,63
Original,36,36
rain10,36,36
Original,19,19
rain10,19,19
Original,6,6
rain10,6,6
Original,35,35
rain10,35,35
Original,28,28
rain10,28,28
Original,52,52
rain10,52,52
Original,32,32
rain10,32,32
Original,32,50
rain10,32,50
Original,86,86
rain10,86,86
Original,25,20
rain10,25,20
Original,28,28
rain10,28,20
Original,90,90
rain10,90,90
Original,30,30
rain10,30,30
Original,2,2
rain10,2,2
Original,20,20
rain10,20,20
Original,30,30
rain10,30,30
Original,45,45
rain10,45,45
Original,30,30
rain10,30,30
Original,67,67
rain10,67,67
Original,1,1
rain10,1,1
Original,52,52
rain10,52,52
Original,0,0
rain10,0,0
Original,32,32
rain10,32,32
Original,24,24
rain10,24,24
Original,23,23
rain10,23,23
Original,52,52
rain10,52,52
Original,55,55
rain10,55,55
Original,46,46
rain10,46,46
Original,74,74
rain10,74,74
Original,23,23
rain10,23,23
Original,28,28
rain10,28,28
Original,41,41
rain10,41,41
Original,53,53
rain10,53,53
Original,62,62
rain10,62,62
Original,56,56
rain10,56,56
Original,45,45
rain10,45,45
Original,48,48
rain10,48,48
Original,30,30
rain10,30,30
Original,29,29
rain10,29,29
Original,37,37
rain10,37,37
Original,79,79
rain10,79,79
Original,52,52
rain10,52,52
Original,15,20
rain10,15,15
Original,68,68
rain10,68,68
Original,19,90
rain10,19,90
Original,93,85
rain10,93,30
Original,37,37
rain10,37,37
Original,37,37
rain10,37,37
Original,90,90
rain10,90,90
Original,87,87
rain10,87,87
Original,28,28
rain10,28,28
Original,46,28
rain10,46,15
Original,90,90
rain10,90,90
Original,20,20
rain10,20,20
Original,67,67
rain10,67,67
Original,102,102
rain10,102,102
Original,50,50
rain10,50,50
Original,30,30
rain10,30,30
Original,20,20
rain10,20,20
Original,48,48
rain10,48,48
Original,0,6
rain10,0,0
Original,50,50
rain10,50,50
Original,23,23
rain10,23,23
Original,90,90
rain10,90,90
Original,53,53
rain10,53,53
Original,23,23
rain10,23,23
Original,51,51
rain10,51,51
Original,53,53
rain10,53,51
Original,51,51
rain10,51,51
Original,86,86
rain10,86,86
Original,74,74
rain10,74,74
Original,50,50
rain10,50,50
Original,68,90
rain10,68,68
Original,53,51
rain10,53,51
Original,86,86
rain10,86,86
Original,55,55
rain10,55,55
Original,25,25
rain10,25,25
Original,67,67
rain10,67,67
Original,60,60
rain10,60,60
Original,48,46
rain10,48,31
Original,74,74
rain10,74,74
Original,16,16
rain10,16,16
Original,21,21
rain10,21,21
Original,19,19
rain10,19,19
Original,48,48
rain10,48,48
Original,62,62
rain10,62,62
Original,12,12
rain10,12,12
Original,52,52
rain10,52,52
Original,55,55
rain10,55,55
Original,6,6
rain10,6,6
Original,63,63
rain10,63,63
Original,45,45
rain10,45,45
Original,28,28
rain10,28,28
Original,32,32
rain10,32,32
Original,51,51
rain10,51,51
Original,15,15
rain10,15,15
Original,50,50
rain10,50,50
Original,71,71
rain10,71,71
Original,45,45
rain10,45,45
Original,30,30
rain10,30,30
Original,16,16
rain10,16,16
Original,52,52
rain10,52,52
Original,37,37
rain10,37,37
Original,78,78
rain10,78,78
Original,50,50
rain10,50,48
Original,79,79
rain10,79,79
Original,31,31
rain10,31,31
Original,53,53
rain10,53,53
Original,90,90
rain10,90,90
Original,23,23
rain10,23,23
Original,35,35
rain10,35,35
Original,30,30
rain10,30,30
Original,28,28
rain10,28,28
Original,52,52
rain10,52,52
Original,90,90
rain10,90,90
Original,78,78
rain10,78,78
Original,0,0
rain10,0,0
Original,26,26
rain10,26,26
Original,51,51
rain10,51,51
Original,51,51
rain10,51,51
Original,57,57
rain10,57,57
Original,31,31
rain10,31,31
Original,20,20
rain10,20,20
Original,36,36
rain10,36,36
Original,67,67
rain10,67,67
Original,86,86
rain10,86,86
Original,78,78
rain10,78,78
Original,32,32
rain10,32,32
Original,52,52
rain10,52,52
Original,50,50
rain10,50,50
Original,56,56
rain10,56,56
Original,30,30
rain10,30,30
Original,64,64
rain10,64,64
Original,19,19
rain10,19,19
Original,50,50
rain10,50,50
Original,22,22
rain10,22,22
Original,90,90
rain10,90,90
Original,90,90
rain10,90,90
Original,53,53
rain10,53,53
Original,50,50
rain10,50,50
Original,37,37
rain10,37,37
Original,90,90
rain10,90,90
Original,60,60
rain10,60,60
Original,49,49
rain10,49,49
Original,62,62
rain10,62,62
Original,90,90
rain10,90,90
Original,28,28
rain10,28,28
Original,30,30
rain10,30,30
Original,35,35
rain10,35,35
Original,30,30
rain10,30,30
Original,90,90
rain10,90,90
Original,45,45
rain10,45,45
Original,50,50
rain10,50,50
Original,24,0
rain10,24,0
Original,51,51
rain10,51,51
Original,3,3
rain10,3,3
Original,90,90
rain10,90,90
Original,77,77
rain10,77,77
Original,16,16
rain10,16,16
Original,87,87
rain10,87,87
Original,46,46
rain10,46,46
Original,41,41
rain10,41,41
Original,90,90
rain10,90,90
Original,50,50
rain10,50,50
Original,20,20
rain10,20,20
Original,87,87
rain10,87,87
Original,50,50
rain10,50,50
Original,32,32
rain10,32,32
Original,23,23
rain10,23,23
Original,86,86
rain10,86,86
Original,90,83
rain10,90,90
Original,12,12
rain10,12,12
Original,32,32
rain10,32,32
Original,23,23
rain10,23,23
Original,90,90
rain10,90,90
Original,50,50
rain10,50,50
Original,52,52
rain10,52,53
Original,45,45
rain10,45,45
Original,51,51
rain10,51,51
Original,30,30
rain10,30,30
Original,57,57
rain10,57,57
Original,15,15
rain10,15,15
Original,32,32
rain10,32,32
Original,30,30
rain10,30,30
Original,50,50
rain10,50,50
Original,45,45
rain10,45,45
Original,32,32
rain10,32,32
Original,23,23
rain10,23,23
Original,42,52
rain10,42,42
Original,63,63
rain10,63,63
Original,32,32
rain10,32,32
Original,92,92
rain10,92,41
Original,92,92
rain10,92,92
Original,52,52
rain10,52,52
Original,52,52
rain10,52,52
Original,31,31
rain10,31,31
Original,51,51
rain10,51,51
Original,62,62
rain10,62,62
Original,52,52
rain10,52,52
Original,50,50
rain10,50,50
Original,23,23
rain10,23,23
Original,23,23
rain10,23,23
Original,30,30
rain10,30,30
Original,45,45
rain10,45,45
Original,30,30
rain10,30,30
Original,53,53
rain10,53,53
Original,52,52
rain10,52,52
Original,45,45
rain10,45,45
Original,2,2
rain10,2,2
Original,12,12
rain10,12,12
Original,32,32
rain10,32,32
Original,68,68
rain10,68,68
Original,74,74
rain10,74,74
Original,85,32
rain10,85,32
Original,51,51
rain10,51,51
Original,90,90
rain10,90,90
Original,20,20
rain10,20,20
Original,83,83
rain10,83,83
Original,23,23
rain10,23,16
Original,57,57
rain10,57,57
Original,70,70
rain10,70,70
Original,6,6
rain10,6,6
Original,29,29
rain10,29,23
Original,17,16
rain10,17,16
Original,92,92
rain10,92,35
Original,23,23
rain10,23,23
Original,90,90
rain10,90,90
Original,23,23
rain10,23,23
Original,30,30
rain10,30,30
Original,31,31
rain10,31,31
Original,46,46
rain10,46,46
Original,77,77
rain10,77,77
Original,91,91
rain10,91,91
Original,32,32
rain10,32,32
Original,9,9
rain10,9,9
Original,50,50
rain10,50,50
Original,67,67
rain10,67,67
Original,42,42
rain10,42,42
Original,43,43
rain10,43,43
Original,48,48
rain10,48,48
Original,28,28
rain10,28,28
Original,15,15
rain10,15,15
Original,90,90
rain10,90,90
Original,31,31
rain10,31,31
Original,63,63
rain10,63,63
Original,39,45
rain10,39,45
Original,52,52
rain10,52,52
Original,26,26
rain10,26,26
Original,90,90
rain10,90,90
Original,78,78
rain10,78,78
Original,29,29
rain10,29,29
Original,48,48
rain10,48,48
Original,71,71
rain10,71,71
Original,90,90
rain10,90,90
Original,63,63
rain10,63,63
Original,30,30
rain10,30,30
Original,16,16
rain10,16,16
Original,23,23
rain10,23,23
Original,63,63
rain10,63,63
Original,45,45
rain10,45,45
Original,46,46
rain10,46,46
Original,45,45
rain10,45,45
Original,16,16
rain10,16,16
Original,21,21
rain10,21,21
Original,30,30
rain10,30,30
Original,57,57
rain10,57,57
Original,74,74
rain10,74,74
Original,50,50
rain10,50,50
Original,23,63
rain10,23,63
Original,51,51
rain10,51,51
Original,59,59
rain10,59,59
Original,53,53
rain10,53,53
Original,43,43
rain10,43,43
Original,93,22
rain10,93,22
Original,16,16
rain10,16,16
Original,87,87
rain10,87,87
Original,63,63
rain10,63,63
Original,52,52
rain10,52,52
Original,58,58
rain10,58,58
Original,21,21
rain10,21,21
Original,48,48
rain10,48,48
Original,90,90
rain10,90,90
Original,90,90
rain10,90,90
Original,78,78
rain10,78,78
Original,37,37
rain10,37,37
Original,67,67
rain10,67,67
Original,59,59
rain10,59,59
Original,28,28
rain10,28,28
Original,41,41
rain10,41,41
Original,23,23
rain10,23,23
Original,32,32
rain10,32,32
Original,63,63
rain10,63,63
Original,46,46
rain10,46,46
Original,45,45
rain10,45,45
Original,72,72
rain10,72,72
Original,55,55
rain10,55,55
Original,77,77
rain10,77,77
Original,23,23
rain10,23,23
Original,41,41
rain10,41,41
Original,52,52
rain10,52,52
Original,30,30
rain10,30,30
Original,0,0
rain10,0,0
Original,48,48
rain10,48,48
Original,20,20
rain10,20,20
Original,41,41
rain10,41,41
Original,53,53
rain10,53,53
Original,51,51
rain10,51,51
Original,28,28
rain10,28,28
Original,46,46
rain10,46,46
Original,97,97
rain10,97,97
Original,48,50
rain10,48,50
Original,6,6
rain10,6,6
Original,31,31
rain10,31,31
Original,55,55
rain10,55,55
Original,99,99
rain10,99,99
Original,48,48
rain10,48,48
Original,0,0
rain10,0,0
Original,90,90
rain10,90,90
Original,39,39
rain10,39,39
Original,52,52
rain10,52,52
Original,50,50
rain10,50,50
Original,90,90
rain10,90,90
Original,90,90
rain10,90,90
Original,46,46
rain10,46,46
Original,72,72
rain10,72,72
Original,52,52
rain10,52,52
Original,23,23
rain10,23,23
Original,78,78
rain10,78,78
Original,90,90
rain10,90,90
Original,46,46
rain10,46,46
Original,15,15
rain10,15,15
Original,90,90
rain10,90,90
Original,27,45
rain10,27,45
Original,28,28
rain10,28,28
Original,90,90
rain10,90,90
Original,23,23
rain10,23,23
Original,52,52
rain10,52,52
Original,78,78
rain10,78,78
Original,91,91
rain10,91,91
Original,50,50
rain10,50,50
Original,90,90
rain10,90,90
Original,46,46
rain10,46,46
Original,30,30
rain10,30,30
Original,48,48
rain10,48,48
Original,67,67
rain10,67,67
Original,46,46
rain10,46,46
Original,45,45
rain10,45,45
Original,74,74
rain10,74,74
Original,37,37
rain10,37,37
Original,48,48
rain10,48,16
Original,41,45
rain10,41,45
Original,15,15
rain10,15,15
Original,45,45
rain10,45,45
Original,1,1
rain10,1,1
Original,86,86
rain10,86,86
Original,82,82
rain10,82,82
Original,51,51
rain10,51,51
Original,32,32
rain10,32,32
Original,21,21
rain10,21,21
Original,90,90
rain10,90,90
Original,32,32
rain10,32,32
Original,37,37
rain10,37,37
Original,48,48
rain10,48,48
Original,28,11
rain10,28,11
Original,32,32
rain10,32,32
Original,61,61
rain10,61,61
Original,23,23
rain10,23,23
Original,66,66
rain10,66,66
Original,42,42
rain10,42,42
Original,72,72
rain10,72,72
Original,31,31
rain10,31,31
Original,28,28
rain10,28,28
Original,31,31
rain10,31,31
Original,50,50
rain10,50,50
Original,51,51
rain10,51,51
Original,36,36
rain10,36,36
Original,41,41
rain10,41,41
Original,77,90
rain10,77,90
Original,97,97
rain10,97,97
Original,90,90
rain10,90,90
Original,86,86
rain10,86,86
Original,90,90
rain10,90,90
Original,90,90
rain10,90,90
Original,20,20
rain10,20,20
Original,46,46
rain10,46,46
Original,37,37
rain10,37,37
Original,32,32
rain10,32,32
Original,70,70
rain10,70,70
Original,48,48
rain10,48,48
Original,67,67
rain10,67,67
Original,79,79
rain10,79,79
Original,6,6
rain10,6,6
Original,23,23
rain10,23,23
Original,40,40
rain10,40,40
Original,23,23
rain10,23,23
Original,30,30
rain10,30,30
Original,97,97
rain10,97,97
Original,51,51
rain10,51,51
Original,74,74
rain10,74,74
Original,23,23
rain10,23,23
Original,78,78
rain10,78,78
Original,67,67
rain10,67,67
Original,36,36
rain10,36,36
Original,17,17
rain10,17,17
Original,74,74
rain10,74,74
Original,28,28
rain10,28,28
Original,55,55
rain10,55,52
Original,90,90
rain10,90,90
Original,55,55
rain10,55,55
Original,48,48
rain10,48,48
Original,50,50
rain10,50,50
Original,30,30
rain10,30,30
Original,30,30
rain10,30,30
Original,52,52
rain10,52,52
Original,52,52
rain10,52,52
Original,30,30
rain10,30,30
Original,37,50
rain10,37,61
Original,73,73
rain10,73,73
Original,30,30
rain10,30,30
Original,20,20
rain10,20,20
Original,32,32
rain10,32,32
Original,52,52
rain10,52,52
Original,51,51
rain10,51,51
Original,23,23
rain10,23,23
Original,55,55
rain10,55,55
Original,16,19
rain10,16,19
Original,50,50
rain10,50,50
Original,57,52
rain10,57,52
Original,16,16
rain10,16,16
