filter,class,predicted_class
Original,35,35
fog10,35,16
Original,66,66
fog10,66,31
Original,20,20
fog10,20,21
Original,50,50
fog10,50,6
Original,32,32
fog10,32,30
Original,20,20
fog10,20,90
Original,19,19
fog10,19,39
Original,66,66
fog10,66,74
Original,16,16
fog10,16,30
Original,53,53
fog10,53,86
Original,46,46
fog10,46,90
Original,20,20
fog10,20,83
Original,87,87
fog10,87,31
Original,16,16
fog10,16,50
Original,52,52
fog10,52,77
Original,0,0
fog10,0,21
Original,55,55
fog10,55,27
Original,23,23
fog10,23,16
Original,42,42
fog10,42,27
Original,30,30
fog10,30,11
Original,79,79
fog10,79,50
Original,29,29
fog10,29,50
Original,35,35
fog10,35,74
Original,15,15
fog10,15,97
Original,86,86
fog10,86,11
Original,11,11
fog10,11,71
Original,91,91
fog10,91,74
Original,32,32
fog10,32,20
Original,77,77
fog10,77,27
Original,99,99
fog10,99,16
Original,55,55
fog10,55,39
Original,30,30
fog10,30,90
Original,45,45
fog10,45,27
Original,52,52
fog10,52,32
Original,28,28
fog10,28,11
Original,33,33
fog10,33,27
Original,31,31
fog10,31,50
Original,55,55
fog10,55,16
Original,51,51
fog10,51,90
Original,74,74
fog10,74,30
Original,46,46
fog10,46,90
Original,48,48
fog10,48,88
Original,67,67
fog10,67,30
Original,30,30
fog10,30,52
Original,31,31
fog10,31,61
Original,57,57
fog10,57,74
Original,30,30
fog10,30,90
Original,92,93
fog10,92,90
Original,33,33
fog10,33,78
Original,15,15
fog10,15,23
Original,56,56
fog10,56,37
Original,67,67
fog10,67,30
Original,50,50
fog10,50,90
Original,41,41
fog10,41,90
Original,34,34
fog10,34,28
Original,51,51
fog10,51,90
Original,90,90
fog10,90,97
Original,31,31
fog10,31,30
Original,10,10
fog10,10,50
Original,88,88
fog10,88,20
Original,90,90
fog10,90,90
Original,48,48
fog10,48,32
Original,20,20
fog10,20,28
Original,19,19
fog10,19,91
Original,48,48
fog10,48,74
Original,19,19
fog10,19,90
Original,45,45
fog10,45,30
Original,1,1
fog10,1,41
Original,28,28
fog10,28,77
Original,63,63
fog10,63,30
Original,63,63
fog10,63,30
Original,41,41
fog10,41,74
Original,63,63
fog10,63,66
Original,77,90
fog10,77,52
Original,90,90
fog10,90,27
Original,30,30
fog10,30,74
Original,30,30
fog10,30,88
Original,11,11
fog10,11,28
Original,93,93
fog10,93,90
Original,62,62
fog10,62,52
Original,87,87
fog10,87,90
Original,55,55
fog10,55,86
Original,51,51
fog10,51,74
Original,77,77
fog10,77,30
Original,55,55
fog10,55,90
Original,15,15
fog10,15,28
Original,42,42
fog10,42,74
Original,11,21
fog10,11,41
Original,57,57
fog10,57,16
Original,48,48
fog10,48,74
Original,52,52
fog10,52,39
Original,42,42
fog10,42,39
Original,30,30
fog10,30,86
Original,50,50
fog10,50,90
Original,53,53
fog10,53,86
