filter,class,predicted_class
Original,50,50
snow10,50,50
Original,97,97
snow10,97,97
Original,81,81
snow10,81,81
Original,36,36
snow10,36,36
Original,23,23
snow10,23,0
Original,50,50
snow10,50,51
Original,50,50
snow10,50,48
Original,36,36
snow10,36,36
Original,90,90
snow10,90,90
Original,90,90
snow10,90,90
Original,30,30
snow10,30,30
Original,31,31
snow10,31,31
Original,97,97
snow10,97,97
Original,77,74
snow10,77,77
Original,28,28
snow10,28,28
Original,27,57
snow10,27,20
Original,23,23
snow10,23,23
Original,20,20
snow10,20,20
Original,29,29
snow10,29,29
Original,78,78
snow10,78,78
Original,21,21
snow10,21,21
Original,30,30
snow10,30,30
Original,87,87
snow10,87,87
Original,74,74
snow10,74,74
Original,90,90
snow10,90,90
Original,41,41
snow10,41,41
Original,0,0
snow10,0,0
Original,32,32
snow10,32,32
Original,16,16
snow10,16,16
Original,90,90
snow10,90,90
Original,67,67
snow10,67,67
Original,22,22
snow10,22,22
Original,32,32
snow10,32,32
Original,15,15
snow10,15,15
Original,1,1
snow10,1,1
Original,57,57
snow10,57,57
Original,32,32
snow10,32,32
Original,31,31
snow10,31,31
Original,28,28
snow10,28,28
Original,67,67
snow10,67,67
Original,53,53
snow10,53,53
Original,45,45
snow10,45,45
Original,66,66
snow10,66,66
Original,51,51
snow10,51,51
Original,57,57
snow10,57,55
Original,81,81
snow10,81,81
Original,32,32
snow10,32,32
Original,53,53
snow10,53,53
Original,73,73
snow10,73,73
Original,48,48
snow10,48,48
Original,74,74
snow10,74,74
Original,53,53
snow10,53,53
Original,37,37
snow10,37,37
Original,21,21
snow10,21,21
Original,79,79
snow10,79,79
Original,17,17
snow10,17,17
Original,63,63
snow10,63,63
Original,6,6
snow10,6,6
Original,67,67
snow10,67,67
Original,74,74
snow10,74,74
Original,67,67
snow10,67,67
Original,32,32
snow10,32,32
Original,32,32
snow10,32,32
Original,55,55
snow10,55,55
Original,46,46
snow10,46,46
Original,36,36
snow10,36,36
Original,15,15
snow10,15,15
Original,45,45
snow10,45,45
Original,30,30
snow10,30,30
Original,23,23
snow10,23,23
Original,50,50
snow10,50,50
Original,60,60
snow10,60,60
Original,46,46
snow10,46,46
Original,63,63
snow10,63,63
Original,48,48
snow10,48,48
Original,50,50
snow10,50,50
Original,67,67
snow10,67,67
Original,53,53
snow10,53,51
Original,32,32
snow10,32,32
Original,97,97
snow10,97,97
Original,50,50
snow10,50,53
Original,52,52
snow10,52,52
Original,53,53
snow10,53,53
Original,3,3
snow10,3,3
Original,57,57
snow10,57,57
Original,46,46
snow10,46,46
Original,29,29
snow10,29,29
