filter,class,predicted_class
Original,40,40
snownight,40,40
Original,52,52
snownight,52,52
Original,23,23
snownight,23,23
Original,23,23
snownight,23,23
Original,21,21
snownight,21,21
Original,90,90
snownight,90,77
Original,70,70
snownight,70,15
Original,53,53
snownight,53,15
Original,79,79
snownight,79,79
Original,78,78
snownight,78,66
Original,16,16
snownight,16,6
Original,93,91
snownight,93,63
Original,73,73
snownight,73,73
Original,40,41
snownight,40,40
Original,52,52
snownight,52,75
Original,57,57
snownight,57,57
Original,87,87
snownight,87,20
Original,23,23
snownight,23,46
Original,32,32
snownight,32,32
Original,37,37
snownight,37,57
Original,74,74
snownight,74,78
Original,78,78
snownight,78,78
Original,51,51
snownight,51,51
Original,50,50
snownight,50,30
Original,52,52
snownight,52,67
Original,48,48
snownight,48,60
Original,31,31
snownight,31,31
Original,23,23
snownight,23,23
Original,28,28
snownight,28,28
Original,51,51
snownight,51,51
Original,2,2
snownight,2,23
Original,57,57
snownight,57,57
Original,43,43
snownight,43,43
Original,86,87
snownight,86,87
Original,28,28
snownight,28,23
Original,11,0
snownight,11,39
Original,10,11
snownight,10,15
Original,48,48
snownight,48,52
Original,83,83
snownight,83,67
Original,37,37
snownight,37,37
Original,90,90
snownight,90,90
Original,35,35
snownight,35,77
Original,53,53
snownight,53,53
Original,55,55
snownight,55,57
Original,28,28
snownight,28,28
Original,30,30
snownight,30,30
Original,90,90
snownight,90,90
Original,32,32
snownight,32,79
Original,49,49
snownight,49,49
Original,50,50
snownight,50,63
Original,25,25
snownight,25,21
Original,73,73
snownight,73,73
Original,48,48
snownight,48,50
Original,90,90
snownight,90,91
Original,62,60
snownight,62,62
Original,30,30
snownight,30,30
Original,63,63
snownight,63,66
Original,66,66
snownight,66,66
Original,41,41
snownight,41,41
Original,68,68
snownight,68,68
Original,86,86
snownight,86,86
Original,86,86
snownight,86,75
Original,52,52
snownight,52,52
Original,23,23
snownight,23,23
Original,53,46
snownight,53,83
Original,61,61
snownight,61,55
Original,81,81
snownight,81,81
Original,90,90
snownight,90,90
Original,72,72
snownight,72,72
Original,63,63
snownight,63,66
Original,32,32
snownight,32,32
Original,66,66
snownight,66,66
Original,66,63
snownight,66,52
Original,50,50
snownight,50,51
Original,53,53
snownight,53,53
Original,48,48
snownight,48,48
Original,22,22
snownight,22,22
Original,28,28
snownight,28,15
Original,15,15
snownight,15,15
Original,50,50
snownight,50,50
Original,48,48
snownight,48,48
Original,36,36
snownight,36,36
Original,37,37
snownight,37,43
Original,17,17
snownight,17,26
Original,20,20
snownight,20,20
Original,28,28
snownight,28,28
Original,2,2
snownight,2,48
Original,31,31
snownight,31,31
Original,90,90
snownight,90,33
Original,57,57
snownight,57,55
Original,22,22
snownight,22,22
Original,57,57
snownight,57,57
Original,15,15
snownight,15,52
Original,23,23
snownight,23,15
Original,12,12
snownight,12,29
Original,61,61
snownight,61,61
Original,35,35
snownight,35,35
Original,90,90
snownight,90,90
Original,74,74
snownight,74,88
Original,79,79
snownight,79,79
Original,36,36
snownight,36,36
Original,30,30
snownight,30,30
Original,49,49
snownight,49,52
Original,21,21
snownight,21,21
Original,52,52
snownight,52,52
Original,48,48
snownight,48,60
Original,20,20
snownight,20,22
Original,23,23
snownight,23,23
Original,30,30
snownight,30,28
Original,21,21
snownight,21,21
Original,52,52
snownight,52,60
Original,17,20
snownight,17,20
Original,43,43
snownight,43,43
Original,46,46
snownight,46,46
Original,47,47
snownight,47,47
Original,52,52
snownight,52,52
Original,51,51
snownight,51,51
Original,22,22
snownight,22,22
Original,32,32
snownight,32,32
Original,46,46
snownight,46,19
Original,52,52
snownight,52,43
Original,87,87
snownight,87,87
Original,30,30
snownight,30,30
Original,29,29
snownight,29,16
Original,56,56
snownight,56,48
Original,31,31
snownight,31,31
Original,51,51
snownight,51,51
Original,30,30
snownight,30,30
Original,53,53
snownight,53,50
Original,71,71
snownight,71,71
Original,37,37
snownight,37,37
Original,90,90
snownight,90,77
Original,51,51
snownight,51,97
Original,91,91
snownight,91,30
Original,90,90
snownight,90,77
Original,30,30
snownight,30,30
Original,46,46
snownight,46,51
Original,52,52
snownight,52,52
Original,66,66
snownight,66,71
Original,26,26
snownight,26,26
Original,48,48
snownight,48,46
Original,30,30
snownight,30,30
Original,83,83
snownight,83,83
Original,27,88
snownight,27,57
Original,81,81
snownight,81,81
Original,77,77
snownight,77,51
Original,23,23
snownight,23,23
Original,45,45
snownight,45,45
Original,63,63
snownight,63,66
Original,53,53
snownight,53,53
Original,30,30
snownight,30,30
Original,57,57
snownight,57,57
Original,32,32
snownight,32,32
Original,52,52
snownight,52,52
Original,52,52
snownight,52,52
Original,90,90
snownight,90,90
Original,48,48
snownight,48,48
Original,30,30
snownight,30,30
Original,52,52
snownight,52,52
Original,41,41
snownight,41,45
Original,50,50
snownight,50,27
Original,0,0
snownight,0,0
Original,45,45
snownight,45,45
Original,30,30
snownight,30,30
Original,90,90
snownight,90,90
Original,53,53
snownight,53,51
Original,53,29
snownight,53,55
Original,72,72
snownight,72,72
Original,53,53
snownight,53,51
Original,45,45
snownight,45,46
Original,41,41
snownight,41,52
Original,32,32
snownight,32,32
Original,36,36
snownight,36,93
Original,16,16
snownight,16,28
Original,20,20
snownight,20,15
Original,55,57
snownight,55,60
Original,91,91
snownight,91,91
Original,52,52
snownight,52,92
Original,19,19
snownight,19,19
Original,30,30
snownight,30,72
Original,32,32
snownight,32,15
Original,99,99
snownight,99,99
Original,20,20
snownight,20,20
Original,57,57
snownight,57,57
Original,23,23
snownight,23,15
Original,77,77
snownight,77,77
Original,53,53
snownight,53,53
Original,90,90
snownight,90,77
Original,41,41
snownight,41,41
Original,51,51
snownight,51,29
Original,28,28
snownight,28,28
Original,23,23
snownight,23,23
Original,16,60
snownight,16,50
Original,68,68
snownight,68,68
Original,1,1
snownight,1,1
Original,48,48
snownight,48,52
Original,52,52
snownight,52,52
Original,30,30
snownight,30,30
Original,70,70
snownight,70,70
Original,90,90
snownight,90,77
Original,23,23
snownight,23,19
Original,78,78
snownight,78,78
Original,78,78
snownight,78,15
Original,28,28
snownight,28,90
Original,79,79
snownight,79,79
Original,30,30
snownight,30,30
Original,83,83
snownight,83,67
Original,48,48
snownight,48,48
Original,16,16
snownight,16,7
Original,53,53
snownight,53,48
Original,48,48
snownight,48,41
Original,48,48
snownight,48,51
Original,46,46
snownight,46,46
Original,16,16
snownight,16,16
Original,31,31
snownight,31,31
Original,78,78
snownight,78,78
Original,50,50
snownight,50,15
Original,74,74
snownight,74,74
Original,79,79
snownight,79,79
Original,28,28
snownight,28,29
Original,48,48
snownight,48,55
Original,57,51
snownight,57,51
Original,50,50
snownight,50,46
Original,52,52
snownight,52,52
Original,52,52
snownight,52,57
Original,0,0
snownight,0,0
Original,16,16
snownight,16,17
Original,28,28
snownight,28,15
Original,78,78
snownight,78,78
Original,0,0
snownight,0,0
Original,63,63
snownight,63,63
Original,86,52
snownight,86,52
Original,11,11
snownight,11,23
Original,90,90
snownight,90,90
Original,53,53
snownight,53,55
Original,28,28
snownight,28,28
Original,28,28
snownight,28,28
Original,51,51
snownight,51,51
Original,51,51
snownight,51,53
Original,83,83
snownight,83,83
Original,28,28
snownight,28,28
Original,78,78
snownight,78,75
Original,78,78
snownight,78,78
Original,16,16
snownight,16,16
Original,16,16
snownight,16,16
Original,63,63
snownight,63,63
Original,30,30
snownight,30,45
Original,48,48
snownight,48,48
Original,23,23
snownight,23,70
Original,0,0
snownight,0,51
Original,28,28
snownight,28,57
Original,48,48
snownight,48,50
Original,48,48
snownight,48,78
Original,31,31
snownight,31,31
Original,17,23
snownight,17,0
Original,78,78
snownight,78,78
Original,31,31
snownight,31,16
Original,46,46
snownight,46,50
Original,11,11
snownight,11,10
Original,50,50
snownight,50,57
Original,33,33
snownight,33,33
Original,74,74
snownight,74,74
Original,60,60
snownight,60,60
Original,48,48
snownight,48,48
Original,55,55
snownight,55,46
Original,30,30
snownight,30,30
Original,40,40
snownight,40,50
Original,52,52
snownight,52,52
Original,19,19
snownight,19,72
Original,37,37
snownight,37,52
Original,86,86
snownight,86,0
Original,55,55
snownight,55,57
Original,78,78
snownight,78,78
Original,75,75
snownight,75,91
Original,30,30
snownight,30,30
Original,87,87
snownight,87,60
Original,28,28
snownight,28,28
Original,35,35
snownight,35,35
Original,16,16
snownight,16,29
Original,23,23
snownight,23,23
Original,30,30
snownight,30,30
Original,28,28
snownight,28,28
Original,52,52
snownight,52,52
Original,63,63
snownight,63,20
Original,74,90
snownight,74,92
Original,51,51
snownight,51,30
Original,72,72
snownight,72,77
Original,51,51
snownight,51,51
Original,23,15
snownight,23,90
Original,15,15
snownight,15,51
Original,87,87
snownight,87,15
Original,67,67
