filter,class,predicted_class
Original,90,90
night,90,90
Original,64,64
night,64,110
Original,23,23
night,23,23
Original,55,53
night,55,88
Original,52,52
night,52,52
Original,41,53
night,41,20
Original,30,30
night,30,30
Original,59,59
night,59,59
Original,67,67
night,67,67
Original,51,51
night,51,51
Original,55,55
night,55,55
Original,84,81
night,84,22
Original,19,19
night,19,19
Original,86,86
night,86,111
Original,31,31
night,31,86
Original,48,31
night,48,50
Original,37,37
night,37,37
Original,50,50
night,50,50
Original,23,23
night,23,30
Original,53,53
night,53,19
Original,77,77
night,77,55
Original,32,32
night,32,32
Original,119,119
night,119,119
Original,35,79
night,35,110
Original,111,111
night,111,111
Original,50,50
night,50,50
Original,15,15
night,15,15
Original,58,58
night,58,58
Original,10,10
night,10,86
Original,110,110
night,110,110
Original,40,40
night,40,42
Original,53,55
night,53,32
Original,1,1
night,1,1
Original,36,36
night,36,110
Original,31,31
night,31,31
Original,55,55
night,55,55
Original,119,119
night,119,119
Original,21,21
night,21,21
Original,48,48
night,48,60
Original,52,52
night,52,52
Original,46,46
night,46,46
Original,52,52
night,52,52
Original,16,16
night,16,16
Original,83,83
night,83,83
Original,72,72
night,72,74
Original,52,52
night,52,52
Original,125,125
night,125,59
Original,31,31
night,31,31
Original,46,46
night,46,46
Original,0,0
night,0,0
Original,22,22
night,22,22
Original,1,1
night,1,19
Original,90,90
night,90,90
Original,15,15
night,15,15
Original,30,30
night,30,30
Original,66,66
night,66,28
Original,2,2
night,2,2
Original,46,46
night,46,46
Original,23,23
night,23,23
Original,0,0
night,0,0
Original,79,79
night,79,68
Original,28,21
night,28,21
Original,74,74
night,74,74
Original,30,30
night,30,111
Original,78,78
night,78,78
Original,23,23
night,23,23
Original,90,90
night,90,90
Original,67,67
night,67,67
Original,55,55
night,55,55
Original,72,72
night,72,72
Original,52,52
night,52,52
Original,62,62
night,62,62
Original,125,125
night,125,120
Original,48,48
night,48,48
Original,111,111
night,111,111
Original,32,32
night,32,32
Original,48,48
night,48,48
Original,90,90
night,90,90
Original,90,90
night,90,90
Original,50,50
night,50,50
Original,68,68
night,68,98
Original,21,21
night,21,21
Original,70,70
night,70,70
Original,111,111
night,111,87
Original,20,20
night,20,20
Original,12,12
night,12,12
Original,30,30
night,30,30
Original,37,37
night,37,37
Original,77,77
night,77,77
Original,52,52
night,52,20
Original,67,67
night,67,67
Original,90,90
night,90,90
Original,52,52
night,52,52
Original,51,51
night,51,51
Original,127,91
night,127,91
Original,45,45
night,45,0
Original,30,30
night,30,30
Original,30,30
night,30,30
Original,78,78
night,78,78
Original,48,48
night,48,48
Original,87,110
night,87,87
Original,79,79
night,79,79
Original,37,37
night,37,59
Original,91,91
night,91,95
Original,37,37
night,37,37
Original,90,91
night,90,91
Original,12,12
night,12,12
Original,23,23
night,23,23
Original,50,50
night,50,50
Original,28,28
night,28,28
Original,30,30
night,30,30
Original,68,63
night,68,77
Original,28,28
night,28,15
Original,78,78
night,78,67
Original,90,74
night,90,74
Original,31,127
night,31,114
Original,32,32
night,32,32
Original,52,52
night,52,52
Original,74,74
night,74,74
Original,30,30
night,30,30
Original,19,19
night,19,19
Original,23,23
night,23,23
Original,52,52
night,52,31
Original,32,32
night,32,32
Original,41,41
night,41,41
Original,111,110
night,111,86
Original,86,86
night,86,124
Original,41,41
night,41,41
Original,53,43
night,53,111
Original,86,86
night,86,110
Original,28,28
night,28,28
Original,46,46
night,46,46
Original,90,90
night,90,90
Original,37,37
night,37,37
Original,37,37
night,37,37
Original,45,45
night,45,45
Original,30,30
night,30,30
Original,55,52
night,55,111
Original,86,86
night,86,111
Original,96,110
night,96,110
Original,36,36
night,36,36
Original,23,23
night,23,23
Original,110,110
night,110,110
Original,63,63
night,63,66
Original,77,77
night,77,77
Original,30,30
night,30,30
Original,41,41
night,41,41
Original,28,28
night,28,28
Original,86,86
night,86,87
Original,77,77
night,77,59
Original,79,79
night,79,70
Original,30,30
night,30,30
Original,90,90
night,90,90
Original,51,31
night,51,31
Original,114,114
night,114,114
Original,31,31
night,31,31
Original,90,90
night,90,90
Original,93,93
night,93,91
Original,30,30
night,30,30
Original,46,46
night,46,46
Original,36,36
night,36,110
Original,63,63
night,63,63
Original,74,74
night,74,74
Original,20,20
night,20,20
Original,16,16
night,16,16
Original,83,83
night,83,83
Original,45,45
night,45,45
Original,118,118
night,118,118
Original,63,63
night,63,67
Original,56,56
night,56,52
Original,90,90
night,90,90
Original,12,12
night,12,12
Original,32,32
night,32,32
Original,116,116
night,116,116
Original,90,90
night,90,105
Original,28,28
night,28,28
Original,52,118
night,52,118
Original,30,30
night,30,30
Original,51,51
night,51,51
Original,90,90
night,90,110
Original,17,17
night,17,21
Original,50,50
night,50,43
Original,51,51
night,51,53
Original,52,52
night,52,128
Original,40,40
night,40,40
Original,118,111
night,118,111
Original,48,48
night,48,48
Original,32,32
night,32,32
Original,111,110
night,111,66
Original,30,111
night,30,111
Original,52,52
night,52,52
Original,78,78
night,78,78
Original,81,81
night,81,110
Original,48,48
night,48,48
Original,90,90
night,90,90
Original,30,30
night,30,30
Original,50,50
night,50,50
Original,12,12
night,12,12
Original,66,66
night,66,43
Original,55,55
night,55,62
Original,23,23
night,23,23
Original,100,110
night,100,77
Original,48,48
night,48,48
Original,45,45
night,45,45
Original,87,87
night,87,97
Original,29,73
night,29,19
Original,85,90
night,85,126
Original,57,55
night,57,55
Original,50,50
night,50,50
Original,67,67
night,67,67
Original,57,55
night,57,57
Original,110,110
night,110,110
Original,16,16
night,16,16
Original,32,32
night,32,32
Original,37,37
night,37,37
Original,39,39
night,39,77
Original,63,63
night,63,63
Original,11,11
night,11,11
Original,116,110
night,116,110
Original,50,55
night,50,44
Original,72,72
night,72,31
Original,111,111
night,111,111
Original,19,18
night,19,18
Original,15,15
night,15,111
Original,42,42
night,42,42
Original,24,24
night,24,16
Original,32,32
night,32,32
Original,45,45
night,45,45
Original,16,16
night,16,16
Original,59,59
night,59,59
Original,32,32
night,32,32
Original,79,79
night,79,79
Original,12,12
night,12,12
Original,30,30
night,30,30
Original,49,49
night,49,49
Original,7,6
night,7,6
Original,111,111
night,111,49
Original,90,90
night,90,90
Original,119,119
night,119,119
Original,23,23
night,23,23
Original,37,37
night,37,37
Original,67,67
night,67,67
Original,87,110
night,87,110
Original,61,61
night,61,61
Original,32,32
night,32,32
Original,48,48
night,48,48
Original,91,91
night,91,95
Original,30,30
night,30,30
Original,50,50
night,50,50
Original,52,52
night,52,52
Original,49,49
night,49,49
Original,111,110
night,111,118
Original,83,83
night,83,83
Original,50,50
night,50,50
Original,45,45
night,45,45
Original,32,32
night,32,32
Original,48,48
night,48,48
Original,0,0
night,0,0
Original,23,23
night,23,23
Original,12,12
night,12,12
Original,46,46
night,46,46
Original,91,91
night,91,95
Original,32,32
night,32,32
Original,50,50
night,50,50
Original,36,36
night,36,121
Original,90,90
night,90,126
Original,110,110
night,110,110
Original,52,52
night,52,52
Original,74,74
night,74,67
Original,25,25
night,25,12
Original,50,50
night,50,50
Original,87,87
night,87,87
Original,97,97
night,97,97
Original,111,84
night,111,117
Original,55,55
night,55,55
Original,91,105
night,91,105
Original,53,53
night,53,53
Original,118,118
night,118,118
Original,83,83
night,83,83
Original,41,41
night,41,41
Original,90,90
night,90,90
Original,79,79
night,79,79
Original,32,32
night,32,32
Original,17,17
night,17,29
Original,23,23
night,23,23
Original,55,55
night,55,55
Original,111,111
night,111,32
Original,90,90
night,90,126
Original,30,30
night,30,30
Original,53,53
night,53,53
Original,49,49
night,49,49
Original,46,46
night,46,46
Original,111,111
night,111,120
Original,30,30
night,30,30
Original,70,70
night,70,70
Original,37,37
night,37,37
Original,90,90
night,90,90
Original,87,87
night,87,87
Original,57,88
night,57,88
Original,35,35
night,35,90
Original,50,50
night,50,50
Original,23,23
night,23,0
Original,51,53
night,51,53
Original,57,47
night,57,57
Original,91,91
night,91,19
Original,118,117
night,118,117
Original,16,29
night,16,29
Original,87,87
night,87,87
Original,81,81
night,81,69
Original,46,46
night,46,46
Original,43,43
night,43,43
Original,12,12
night,12,12
Original,105,105
night,105,105
Original,42,42
night,42,42
Original,49,49
night,49,49
Original,90,90
night,90,90
Original,52,52
night,52,52
Original,83,83
night,83,83
Original,16,26
night,16,26
Original,51,51
night,51,51
Original,17,17
night,17,17
Original,110,118
night,110,118
Original,83,83
night,83,83
Original,90,90
night,90,90
Original,12,12
night,12,12
Original,31,31
night,31,31
Original,87,111
night,87,118
Original,45,45
night,45,45
Original,46,46
night,46,46
Original,60,60
night,60,120
Original,88,42
night,88,88
Original,16,16
night,16,16
Original,51,53
night,51,53
Original,43,43
night,43,43
Original,28,28
night,28,21
Original,86,86
night,86,23
Original,121,66
night,121,110
Original,55,55
night,55,55
Original,110,110
night,110,110
Original,40,57
night,40,42
Original,42,42
night,42,42
Original,78,78
night,78,78
Original,39,39
night,39,39
Original,52,52
night,52,52
Original,48,48
night,48,48
Original,56,56
night,56,53
Original,121,66
