filter,class,predicted_class
Original,52,43
night,52,52
Original,46,46
night,46,46
Original,91,91
night,91,91
Original,90,126
night,90,91
Original,50,59
night,50,60
Original,111,111
night,111,120
Original,31,31
night,31,31
Original,52,52
night,52,52
Original,57,55
night,57,57
Original,60,60
night,60,60
Original,30,30
night,30,30
Original,55,55
night,55,55
Original,20,20
night,20,20
Original,42,42
night,42,42
Original,31,31
night,31,48
Original,45,45
night,45,45
Original,6,6
night,6,6
Original,6,6
night,6,6
Original,88,88
night,88,88
Original,78,78
night,78,78
Original,62,33
night,62,33
Original,28,28
night,28,28
Original,72,72
night,72,75
Original,63,63
night,63,111
Original,36,36
night,36,128
Original,16,14
night,16,14
Original,51,51
night,51,51
Original,42,42
night,42,42
Original,30,30
night,30,30
Original,74,74
night,74,74
Original,21,21
night,21,23
Original,30,30
night,30,30
Original,42,42
night,42,42
Original,74,74
night,74,74
Original,36,36
night,36,36
Original,22,48
night,22,48
Original,52,52
night,52,52
Original,74,74
night,74,90
Original,32,32
night,32,32
Original,90,90
night,90,90
Original,37,37
night,37,37
Original,78,78
night,78,78
Original,78,78
night,78,70
Original,52,52
night,52,52
Original,57,57
night,57,57
Original,42,42
night,42,42
Original,30,30
night,30,30
Original,79,79
night,79,79
Original,90,90
night,90,90
Original,16,16
night,16,16
Original,53,53
night,53,51
Original,15,15
night,15,15
Original,36,36
night,36,36
Original,15,15
night,15,15
Original,126,90
night,126,72
Original,50,50
night,50,50
Original,51,53
night,51,51
Original,46,46
night,46,46
Original,23,23
night,23,23
Original,50,50
night,50,50
Original,6,6
night,6,16
Original,52,52
night,52,52
Original,53,53
night,53,53
Original,67,67
night,67,67
Original,63,63
night,63,63
Original,90,90
night,90,90
Original,90,90
night,90,90
Original,45,45
night,45,46
Original,11,21
night,11,11
Original,51,53
night,51,53
Original,42,42
night,42,42
Original,48,48
night,48,48
Original,90,90
night,90,70
Original,90,90
night,90,90
Original,63,63
night,63,63
Original,52,52
night,52,52
Original,78,78
night,78,78
Original,55,55
night,55,46
Original,52,52
night,52,52
Original,21,21
night,21,21
Original,111,110
night,111,118
Original,28,28
night,28,28
Original,45,45
night,45,45
Original,51,16
night,51,16
Original,126,67
night,126,114
Original,53,53
night,53,53
Original,30,30
night,30,30
Original,86,30
night,86,30
Original,51,51
night,51,51
Original,46,46
night,46,46
Original,51,51
night,51,51
Original,52,52
night,52,52
Original,50,53
night,50,53
Original,113,109
night,113,119
Original,32,32
night,32,32
Original,55,55
night,55,55
Original,46,46
night,46,46
Original,77,77
night,77,77
Original,57,57
night,57,55
Original,127,74
night,127,74
Original,74,74
night,74,126
Original,43,43
night,43,43
Original,72,72
night,72,91
Original,20,20
night,20,31
Original,73,73
night,73,70
Original,20,20
night,20,20
Original,36,36
night,36,36
Original,12,12
night,12,12
Original,46,46
night,46,46
Original,53,53
night,53,16
Original,90,90
night,90,90
Original,111,29
night,111,111
Original,42,42
night,42,42
Original,28,23
night,28,23
Original,128,128
night,128,118
Original,45,45
night,45,45
Original,97,119
night,97,119
Original,126,126
night,126,126
Original,90,70
night,90,57
Original,119,119
night,119,119
Original,48,48
night,48,48
Original,106,106
night,106,106
Original,50,50
night,50,49
Original,30,30
night,30,30
Original,74,74
night,74,90
Original,36,36
night,36,36
Original,0,0
night,0,0
Original,13,13
night,13,37
Original,90,90
night,90,90
Original,39,39
night,39,119
Original,97,97
night,97,97
Original,74,74
night,74,128
Original,51,51
night,51,51
Original,72,72
night,72,78
Original,72,72
night,72,82
Original,111,120
night,111,120
Original,72,72
night,72,75
Original,90,90
night,90,90
Original,52,52
night,52,52
Original,51,51
night,51,53
Original,125,128
night,125,120
Original,63,63
night,63,32
Original,55,41
night,55,16
Original,67,67
night,67,67
Original,28,28
night,28,28
Original,57,55
night,57,55
Original,74,74
night,74,74
Original,1,1
night,1,1
Original,45,45
night,45,45
Original,110,110
night,110,110
Original,90,90
night,90,90
Original,21,21
night,21,21
Original,48,48
night,48,48
Original,110,110
night,110,110
Original,91,91
night,91,16
Original,52,52
night,52,52
Original,77,77
night,77,77
Original,78,78
night,78,78
Original,75,75
night,75,78
Original,61,61
night,61,61
Original,20,20
night,20,90
Original,119,119
night,119,119
Original,28,28
night,28,28
Original,19,19
night,19,19
Original,30,30
night,30,119
Original,78,78
night,78,78
Original,30,30
night,30,30
Original,16,26
night,16,11
Original,78,78
night,78,78
Original,0,0
night,0,0
Original,83,67
night,83,41
Original,23,23
night,23,23
Original,63,63
night,63,63
Original,30,30
night,30,30
Original,62,62
night,62,62
Original,23,23
night,23,23
Original,30,30
night,30,30
Original,28,28
night,28,28
Original,15,15
night,15,15
Original,52,52
night,52,52
Original,31,31
night,31,31
Original,36,36
night,36,36
Original,63,63
night,63,63
Original,78,78
night,78,78
Original,34,34
night,34,34
Original,32,32
night,32,32
Original,61,61
night,61,61
Original,6,6
night,6,6
Original,29,8
night,29,6
Original,52,52
night,52,52
Original,99,99
night,99,16
Original,63,63
night,63,63
Original,30,30
night,30,30
Original,53,53
night,53,53
Original,111,111
night,111,111
Original,57,57
night,57,57
Original,51,51
night,51,51
Original,111,97
night,111,111
Original,104,75
night,104,63
Original,23,23
night,23,23
Original,50,50
night,50,50
Original,45,45
night,45,45
Original,119,119
night,119,119
Original,48,48
night,48,48
Original,37,37
night,37,37
Original,31,31
night,31,31
Original,57,57
night,57,55
Original,15,28
night,15,28
Original,41,41
night,41,41
Original,52,52
night,52,52
Original,50,50
night,50,45
Original,16,16
night,16,16
Original,22,22
night,22,22
Original,36,36
night,36,36
Original,67,67
night,67,67
Original,53,53
night,53,53
Original,52,52
night,52,52
Original,74,74
night,74,129
Original,36,36
night,36,36
