filter,class,predicted_class
Original,90,90
night,90,90
Original,64,64
night,64,128
Original,23,23
night,23,23
Original,55,54
night,55,52
Original,52,52
night,52,52
Original,41,53
night,41,105
Original,30,30
night,30,30
Original,59,59
night,59,59
Original,67,67
night,67,67
Original,51,51
night,51,51
Original,55,55
night,55,55
Original,84,84
night,84,84
Original,19,19
night,19,19
Original,86,86
night,86,86
Original,31,31
night,31,36
Original,48,77
night,48,77
Original,37,37
night,37,37
Original,50,50
night,50,50
Original,23,23
night,23,23
Original,53,53
night,53,19
Original,77,77
night,77,44
Original,32,32
night,32,32
Original,119,119
night,119,119
Original,35,35
night,35,35
Original,111,110
night,111,111
Original,50,50
night,50,50
Original,15,15
night,15,15
Original,58,58
night,58,58
Original,10,10
night,10,11
Original,110,110
night,110,110
Original,40,40
night,40,44
Original,53,52
night,53,125
Original,1,1
night,1,1
Original,36,36
night,36,36
Original,31,31
night,31,52
Original,55,49
night,55,49
Original,119,119
night,119,119
Original,21,21
night,21,21
Original,48,48
night,48,48
Original,52,52
night,52,52
Original,46,46
night,46,46
Original,52,52
night,52,52
Original,16,16
night,16,16
Original,83,83
night,83,83
Original,72,72
night,72,91
Original,52,52
night,52,52
Original,125,45
night,125,61
Original,31,31
night,31,31
Original,46,46
night,46,46
Original,0,0
night,0,0
Original,22,22
night,22,22
Original,1,1
night,1,1
Original,90,90
night,90,90
Original,15,15
night,15,15
Original,30,30
night,30,30
Original,66,78
night,66,37
Original,2,2
night,2,2
Original,46,46
night,46,46
Original,23,23
night,23,23
Original,0,0
night,0,0
Original,79,79
night,79,79
Original,28,29
night,28,21
Original,74,74
night,74,74
Original,30,30
night,30,30
Original,78,78
night,78,78
Original,23,23
night,23,23
Original,90,90
night,90,90
Original,67,73
night,67,67
Original,55,55
night,55,55
Original,72,72
night,72,72
Original,52,52
night,52,128
Original,62,62
night,62,62
Original,125,129
night,125,97
Original,48,48
night,48,48
Original,111,90
night,111,100
Original,32,32
night,32,32
Original,48,48
night,48,48
Original,90,90
night,90,15
Original,90,90
night,90,90
Original,50,50
night,50,50
Original,68,68
night,68,84
Original,21,28
night,21,21
Original,70,70
night,70,70
Original,111,110
night,111,48
Original,20,15
night,20,15
Original,12,12
night,12,12
Original,30,30
night,30,111
Original,37,37
night,37,37
Original,77,74
night,77,92
Original,52,52
night,52,52
Original,67,67
night,67,67
Original,90,90
night,90,90
Original,52,52
night,52,52
Original,51,51
night,51,50
Original,127,70
night,127,112
Original,45,45
night,45,120
Original,30,30
night,30,30
Original,30,30
night,30,30
Original,78,78
night,78,32
Original,48,48
night,48,48
Original,87,87
night,87,87
Original,79,79
night,79,79
Original,37,37
night,37,45
Original,91,91
night,91,91
Original,37,37
night,37,37
Original,90,90
night,90,90
Original,12,2
night,12,16
Original,23,23
night,23,23
Original,50,50
night,50,60
Original,28,28
night,28,28
Original,30,30
night,30,30
Original,68,68
night,68,128
Original,28,52
night,28,28
Original,78,78
night,78,68
Original,90,90
night,90,90
Original,31,31
night,31,125
Original,32,32
night,32,32
Original,52,52
night,52,52
Original,74,74
night,74,74
Original,30,30
night,30,30
Original,19,19
night,19,19
Original,23,23
night,23,23
Original,52,52
night,52,128
Original,32,32
night,32,32
Original,41,41
night,41,41
Original,111,31
night,111,31
Original,86,86
night,86,31
Original,41,41
night,41,97
Original,53,50
night,53,50
Original,86,111
night,86,128
Original,28,28
night,28,28
Original,46,46
night,46,46
Original,90,90
night,90,90
Original,37,37
night,37,59
Original,37,37
night,37,37
Original,45,45
night,45,61
Original,30,30
night,30,30
Original,55,55
night,55,50
Original,86,86
night,86,118
Original,96,96
night,96,96
Original,36,36
night,36,36
Original,23,23
night,23,23
Original,110,110
night,110,110
Original,63,63
night,63,30
Original,77,77
night,77,77
Original,30,30
night,30,30
Original,41,41
night,41,41
Original,28,28
night,28,28
Original,86,86
night,86,86
Original,77,77
night,77,77
Original,79,81
night,79,79
Original,30,30
night,30,30
Original,90,90
night,90,90
Original,51,51
night,51,51
Original,114,114
night,114,114
Original,31,31
night,31,31
Original,90,90
night,90,90
Original,93,93
night,93,41
Original,30,30
night,30,30
Original,46,46
night,46,125
Original,36,36
night,36,36
Original,63,63
night,63,111
Original,74,74
night,74,74
Original,20,20
night,20,20
Original,16,16
night,16,16
Original,83,83
night,83,83
Original,45,45
night,45,45
Original,118,118
night,118,118
Original,63,63
night,63,27
Original,56,56
night,56,53
Original,90,90
night,90,90
Original,12,12
night,12,12
Original,32,32
night,32,32
Original,116,116
night,116,112
Original,90,90
night,90,111
Original,28,28
night,28,28
Original,52,110
night,52,30
Original,30,30
night,30,30
Original,51,51
night,51,51
Original,90,90
night,90,90
Original,17,21
night,17,21
Original,50,50
night,50,50
Original,51,53
night,51,51
Original,52,52
night,52,52
Original,40,40
night,40,40
Original,118,40
night,118,40
Original,48,48
night,48,48
Original,32,32
night,32,32
Original,111,31
night,111,117
Original,30,30
night,30,30
Original,52,52
night,52,52
Original,78,78
night,78,78
Original,81,81
night,81,68
Original,48,48
night,48,48
Original,90,90
night,90,90
Original,30,30
night,30,30
Original,50,50
night,50,50
Original,12,12
night,12,12
Original,66,63
night,66,60
Original,55,55
night,55,55
Original,23,23
night,23,23
Original,100,92
night,100,100
Original,48,49
night,48,49
Original,45,50
night,45,61
Original,87,87
night,87,61
Original,29,126
night,29,126
Original,85,85
night,85,85
Original,57,57
night,57,57
Original,50,50
night,50,50
Original,67,67
night,67,67
Original,57,59
night,57,59
Original,110,110
night,110,110
Original,16,16
night,16,16
Original,32,32
night,32,32
Original,37,37
night,37,37
Original,39,39
night,39,39
Original,63,63
night,63,63
Original,11,11
night,11,11
Original,116,116
night,116,116
Original,50,50
night,50,42
Original,72,72
night,72,72
Original,111,39
night,111,39
Original,19,93
night,19,93
Original,15,15
night,15,20
Original,42,42
night,42,42
Original,24,24
night,24,16
Original,32,32
night,32,32
Original,45,45
night,45,45
Original,16,16
night,16,16
Original,59,59
night,59,59
Original,32,32
night,32,32
Original,79,79
night,79,68
Original,12,12
night,12,12
Original,30,30
night,30,30
Original,49,49
night,49,49
Original,7,7
night,7,7
Original,111,110
night,111,110
Original,90,90
night,90,90
Original,119,119
night,119,119
Original,23,23
night,23,23
Original,37,37
night,37,37
Original,67,67
night,67,67
Original,87,111
night,87,128
Original,61,61
night,61,61
Original,32,32
night,32,32
Original,48,48
night,48,48
Original,91,91
night,91,91
Original,30,30
night,30,30
Original,50,50
night,50,50
Original,52,52
night,52,52
Original,49,49
night,49,49
Original,111,110
night,111,61
Original,83,83
night,83,83
Original,50,53
night,50,53
Original,45,45
night,45,45
Original,32,32
night,32,88
Original,48,48
night,48,48
Original,0,0
night,0,0
Original,23,23
night,23,23
Original,12,12
night,12,12
Original,46,46
night,46,46
Original,91,91
night,91,91
Original,32,32
night,32,32
Original,50,50
night,50,50
Original,36,36
night,36,36
Original,90,90
night,90,114
Original,110,110
night,110,110
Original,52,52
night,52,52
Original,74,74
night,74,74
Original,25,29
night,25,12
Original,50,50
night,50,50
Original,87,87
night,87,87
Original,97,97
night,97,97
Original,111,16
night,111,16
Original,55,55
night,55,55
Original,91,91
night,91,111
Original,53,53
night,53,53
Original,118,118
night,118,118
Original,83,83
night,83,83
Original,41,41
night,41,41
Original,90,90
night,90,90
Original,79,79
night,79,79
Original,32,32
night,32,32
Original,17,17
night,17,16
Original,23,23
night,23,23
Original,55,55
night,55,57
Original,111,110
night,111,110
Original,90,90
night,90,90
Original,30,30
night,30,30
Original,53,53
night,53,53
Original,49,49
night,49,49
Original,46,46
night,46,46
Original,111,110
night,111,61
Original,30,30
night,30,30
Original,70,70
night,70,70
Original,37,37
night,37,59
Original,90,90
night,90,90
Original,87,87
night,87,87
Original,57,50
night,57,47
Original,35,35
night,35,35
Original,50,50
night,50,50
Original,23,23
night,23,23
Original,51,51
night,51,51
Original,57,37
night,57,47
Original,91,85
night,91,85
Original,118,120
night,118,120
Original,16,16
night,16,16
Original,87,87
night,87,87
Original,81,81
night,81,68
Original,46,46
night,46,62
Original,43,43
night,43,20
Original,12,6
night,12,16
Original,105,105
night,105,105
Original,42,42
night,42,42
Original,49,49
night,49,49
Original,90,90
night,90,90
Original,52,52
night,52,52
Original,83,83
night,83,83
Original,16,16
night,16,16
Original,51,51
night,51,50
Original,17,17
night,17,21
Original,110,111
night,110,117
Original,83,83
night,83,83
Original,90,90
night,90,90
Original,12,12
night,12,12
Original,31,31
night,31,31
Original,87,87
night,87,87
Original,45,45
night,45,45
Original,46,46
night,46,46
Original,60,70
night,60,70
Original,88,88
night,88,120
Original,16,16
night,16,16
Original,51,51
night,51,53
Original,43,43
night,43,43
Original,28,28
night,28,28
Original,86,86
night,86,119
Original,121,121
night,121,121
Original,55,55
night,55,55
Original,110,109
night,110,109
Original,40,40
night,40,40
Original,42,42
night,42,42
Original,78,78
night,78,78
Original,39,39
night,39,39
Original,52,52
night,52,52
Original,48,48
night,48,48
Original,56,56
night,56,19
Original,121,121
