filter,class,predicted_class
Original,63,63
fog10,63,21
Original,23,23
fog10,23,21
Original,32,32
fog10,32,90
Original,37,37
fog10,37,60
Original,19,19
fog10,19,32
Original,30,30
fog10,30,18
Original,37,37
fog10,37,90
Original,16,29
fog10,16,30
Original,91,91
fog10,91,90
Original,32,32
fog10,32,32
Original,52,52
fog10,52,50
Original,57,57
fog10,57,18
Original,30,30
fog10,30,28
Original,20,20
fog10,20,50
Original,36,36
fog10,36,90
Original,65,65
fog10,65,23
Original,53,53
fog10,53,90
Original,55,55
fog10,55,78
Original,51,51
fog10,51,29
Original,57,57
fog10,57,90
Original,75,77
fog10,75,90
Original,67,67
fog10,67,21
Original,35,35
fog10,35,60
Original,52,52
fog10,52,66
Original,21,21
fog10,21,90
Original,90,90
fog10,90,32
Original,55,55
fog10,55,50
Original,23,23
fog10,23,32
Original,17,17
fog10,17,90
Original,63,63
fog10,63,97
Original,57,57
fog10,57,50
Original,78,78
fog10,78,90
Original,53,53
fog10,53,21
Original,63,63
fog10,63,90
Original,0,0
fog10,0,90
Original,75,78
fog10,75,16
Original,22,16
fog10,22,50
Original,90,90
fog10,90,86
Original,97,97
fog10,97,30
Original,20,20
fog10,20,2
Original,45,45
fog10,45,30
Original,77,77
fog10,77,21
Original,81,81
fog10,81,92
Original,74,74
fog10,74,32
Original,90,90
fog10,90,60
Original,86,86
fog10,86,90
Original,16,23
fog10,16,53
Original,100,100
fog10,100,92
Original,90,90
fog10,90,50
Original,57,57
fog10,57,60
Original,57,57
fog10,57,90
Original,78,78
fog10,78,60
Original,51,51
fog10,51,60
Original,45,45
fog10,45,60
Original,30,30
fog10,30,67
Original,74,63
fog10,74,50
Original,87,87
fog10,87,48
Original,57,57
fog10,57,49
Original,90,90
fog10,90,30
Original,52,52
fog10,52,60
Original,48,48
fog10,48,11
Original,31,31
fog10,31,31
Original,27,86
fog10,27,30
Original,87,0
fog10,87,18
Original,26,26
fog10,26,62
Original,46,46
fog10,46,90
Original,30,30
fog10,30,83
Original,28,28
fog10,28,86
Original,78,78
fog10,78,87
Original,50,50
fog10,50,30
Original,46,46
fog10,46,32
Original,45,45
fog10,45,50
Original,90,90
fog10,90,90
Original,31,31
fog10,31,90
Original,56,50
fog10,56,49
Original,43,43
fog10,43,60
Original,50,50
fog10,50,48
Original,77,77
fog10,77,90
Original,87,87
fog10,87,2
Original,39,39
fog10,39,86
Original,87,87
fog10,87,78
Original,31,31
fog10,31,29
Original,11,11
fog10,11,67
Original,63,63
fog10,63,16
Original,16,16
fog10,16,60
Original,31,31
fog10,31,18
Original,53,53
fog10,53,30
Original,6,6
fog10,6,28
Original,32,32
fog10,32,83
Original,72,72
fog10,72,90
Original,28,28
fog10,28,30
Original,37,37
fog10,37,50
Original,21,21
fog10,21,78
Original,66,66
fog10,66,32
Original,85,100
fog10,85,90
Original,32,32
fog10,32,30
Original,32,32
fog10,32,92
Original,42,42
fog10,42,60
Original,32,32
fog10,32,28
Original,8,8
fog10,8,32
Original,15,15
fog10,15,74
Original,83,83
fog10,83,50
Original,20,20
fog10,20,31
Original,39,39
fog10,39,28
Original,41,41
fog10,41,32
Original,16,16
fog10,16,50
Original,19,19
fog10,19,97
Original,0,0
fog10,0,53
Original,40,40
fog10,40,67
Original,78,78
fog10,78,18
Original,72,72
fog10,72,86
Original,46,46
fog10,46,49
Original,87,87
fog10,87,90
Original,87,87
fog10,87,30
Original,90,90
fog10,90,74
Original,6,6
fog10,6,74
Original,55,55
fog10,55,48
Original,6,6
fog10,6,74
Original,48,48
fog10,48,30
Original,48,48
fog10,48,90
Original,32,32
fog10,32,74
Original,87,87
fog10,87,28
Original,72,72
fog10,72,30
Original,81,81
fog10,81,90
Original,50,50
fog10,50,18
Original,52,52
fog10,52,90
Original,15,15
fog10,15,11
Original,29,29
fog10,29,53
Original,90,90
fog10,90,32
Original,36,36
fog10,36,50
Original,20,20
fog10,20,60
Original,52,52
fog10,52,30
Original,55,55
fog10,55,50
Original,51,51
fog10,51,90
Original,45,45
fog10,45,90
Original,63,63
fog10,63,32
Original,87,87
fog10,87,49
Original,15,15
fog10,15,30
Original,67,67
fog10,67,30
Original,31,31
fog10,31,50
Original,50,50
fog10,50,83
Original,70,70
fog10,70,92
Original,23,23
fog10,23,32
Original,55,55
fog10,55,52
Original,77,77
fog10,77,90
Original,79,79
fog10,79,32
Original,32,32
fog10,32,11
Original,2,2
fog10,2,28
Original,85,35
fog10,85,90
Original,15,15
fog10,15,60
Original,79,79
fog10,79,32
Original,28,28
fog10,28,21
Original,53,53
fog10,53,53
Original,16,16
fog10,16,90
Original,20,20
fog10,20,53
Original,16,16
fog10,16,97
Original,63,63
fog10,63,90
Original,53,53
fog10,53,18
Original,23,23
fog10,23,21
Original,36,36
fog10,36,90
Original,67,67
fog10,67,91
Original,52,52
fog10,52,60
Original,28,28
fog10,28,90
Original,81,81
fog10,81,90
Original,73,73
fog10,73,59
Original,74,74
fog10,74,90
Original,52,52
fog10,52,2
Original,0,0
fog10,0,52
Original,30,30
fog10,30,16
Original,51,51
fog10,51,50
Original,52,52
fog10,52,31
Original,19,19
fog10,19,52
Original,30,30
fog10,30,23
Original,30,30
fog10,30,60
Original,86,86
fog10,86,32
Original,78,78
fog10,78,32
Original,94,94
fog10,94,60
Original,74,74
fog10,74,11
Original,19,19
fog10,19,90
Original,67,67
fog10,67,49
Original,97,97
fog10,97,90
Original,16,16
fog10,16,92
Original,22,22
fog10,22,62
Original,21,21
fog10,21,52
Original,24,24
fog10,24,83
Original,81,81
fog10,81,18
Original,30,30
fog10,30,66
Original,55,55
fog10,55,30
Original,50,50
fog10,50,90
Original,35,35
fog10,35,62
Original,46,46
fog10,46,48
Original,23,23
fog10,23,32
Original,63,63
fog10,63,30
Original,52,52
fog10,52,49
Original,86,86
fog10,86,30
Original,90,90
fog10,90,48
Original,20,20
fog10,20,83
Original,35,35
fog10,35,32
Original,30,30
fog10,30,90
Original,48,48
fog10,48,21
Original,23,23
fog10,23,90
Original,30,30
fog10,30,86
Original,74,74
fog10,74,18
Original,46,46
fog10,46,88
Original,1,1
fog10,1,53
Original,66,66
fog10,66,53
Original,23,23
fog10,23,90
Original,48,48
fog10,48,67
Original,67,67
fog10,67,50
Original,46,46
fog10,46,62
Original,74,74
fog10,74,90
Original,57,57
fog10,57,32
Original,55,55
fog10,55,74
Original,57,57
fog10,57,60
Original,30,30
fog10,30,50
Original,26,26
fog10,26,60
Original,2,2
fog10,2,97
Original,46,46
fog10,46,90
Original,57,57
fog10,57,62
Original,90,90
fog10,90,32
Original,72,72
fog10,72,91
Original,52,52
fog10,52,49
Original,16,16
fog10,16,60
Original,16,16
fog10,16,91
Original,73,73
