filter,class,predicted_class
Original,46,46
night10,46,46
Original,63,63
night10,63,66
Original,66,66
night10,66,66
Original,37,37
night10,37,37
Original,45,45
night10,45,45
Original,42,42
night10,42,42
Original,90,90
night10,90,90
Original,17,17
night10,17,17
Original,79,79
night10,79,79
Original,32,32
night10,32,32
Original,52,52
night10,52,52
Original,31,31
night10,31,31
Original,63,63
night10,63,63
Original,57,57
night10,57,57
Original,91,91
night10,91,91
Original,64,64
night10,64,20
Original,63,63
night10,63,51
Original,52,52
night10,52,52
Original,90,90
night10,90,90
Original,37,37
night10,37,37
Original,90,90
night10,90,90
Original,50,50
night10,50,50
Original,74,74
night10,74,74
Original,63,63
night10,63,90
Original,74,74
night10,74,74
Original,86,86
night10,86,86
Original,19,2
night10,19,2
Original,51,51
night10,51,51
Original,23,23
night10,23,23
Original,32,32
night10,32,32
Original,43,43
night10,43,43
Original,20,20
night10,20,20
Original,0,0
night10,0,0
Original,1,1
night10,1,1
Original,91,91
night10,91,91
Original,72,72
night10,72,72
Original,0,0
night10,0,0
Original,51,51
night10,51,51
Original,90,90
night10,90,90
Original,87,59
night10,87,59
Original,15,15
night10,15,15
Original,62,62
night10,62,62
Original,48,48
night10,48,48
Original,90,90
night10,90,90
Original,30,30
night10,30,30
Original,67,67
night10,67,67
Original,28,28
night10,28,28
Original,1,1
night10,1,1
Original,90,90
night10,90,90
Original,57,57
night10,57,57
Original,28,28
night10,28,28
Original,52,52
night10,52,52
Original,28,28
night10,28,28
Original,88,86
night10,88,86
Original,32,32
night10,32,32
Original,48,48
night10,48,48
Original,19,19
night10,19,19
Original,42,42
night10,42,42
Original,32,32
night10,32,32
Original,16,16
night10,16,16
Original,41,41
night10,41,41
Original,67,67
night10,67,67
Original,48,48
night10,48,48
Original,15,15
night10,15,15
Original,57,57
night10,57,53
Original,52,52
night10,52,52
Original,90,90
night10,90,90
Original,32,32
night10,32,32
Original,41,41
night10,41,41
Original,50,50
night10,50,50
Original,51,51
night10,51,51
Original,50,50
night10,50,50
Original,46,46
night10,46,46
Original,90,90
night10,90,90
Original,74,74
night10,74,74
Original,86,55
night10,86,63
Original,86,86
night10,86,86
Original,67,67
night10,67,67
Original,46,46
night10,46,46
Original,32,32
night10,32,32
Original,70,70
night10,70,70
Original,52,52
night10,52,52
Original,32,32
night10,32,32
Original,60,60
night10,60,60
Original,50,50
night10,50,50
Original,83,83
night10,83,83
Original,3,3
night10,3,3
Original,46,46
night10,46,46
Original,51,51
night10,51,51
Original,20,20
night10,20,20
Original,55,55
night10,55,55
Original,32,32
night10,32,32
Original,63,63
night10,63,32
Original,83,83
night10,83,83
Original,55,55
night10,55,55
Original,3,3
night10,3,3
Original,48,48
night10,48,48
Original,22,22
night10,22,22
Original,79,79
night10,79,79
Original,51,51
night10,51,51
Original,91,91
night10,91,91
Original,30,30
night10,30,30
Original,77,77
night10,77,77
Original,52,52
night10,52,52
Original,23,23
night10,23,23
Original,74,74
night10,74,74
Original,25,25
night10,25,25
Original,57,57
night10,57,57
Original,49,49
night10,49,49
Original,37,37
night10,37,37
Original,32,32
night10,32,32
Original,23,23
night10,23,23
Original,42,42
night10,42,42
Original,45,45
night10,45,45
Original,32,32
night10,32,32
Original,90,90
night10,90,90
Original,42,50
night10,42,46
Original,48,48
night10,48,48
Original,91,91
night10,91,91
Original,40,40
night10,40,40
Original,55,55
night10,55,55
Original,66,66
night10,66,66
Original,39,39
night10,39,39
Original,55,55
night10,55,55
Original,83,83
night10,83,83
Original,37,37
night10,37,37
Original,52,52
night10,52,52
Original,31,31
night10,31,31
Original,53,53
night10,53,53
Original,16,16
night10,16,16
Original,21,21
night10,21,19
Original,32,32
night10,32,32
Original,50,50
night10,50,50
Original,6,6
night10,6,6
Original,66,66
night10,66,66
Original,19,19
night10,19,19
Original,23,23
night10,23,23
Original,79,79
night10,79,79
Original,74,74
night10,74,74
Original,30,30
night10,30,30
Original,63,63
night10,63,63
Original,19,2
night10,19,2
Original,86,86
night10,86,98
Original,20,20
night10,20,20
Original,15,15
night10,15,15
Original,28,28
night10,28,28
Original,57,57
night10,57,57
Original,23,23
night10,23,23
Original,90,90
night10,90,21
Original,87,87
night10,87,60
Original,90,90
night10,90,90
Original,57,57
night10,57,57
Original,86,86
night10,86,86
Original,74,74
night10,74,74
Original,32,32
night10,32,32
Original,23,23
night10,23,29
Original,48,48
night10,48,48
Original,40,40
night10,40,40
Original,15,21
night10,15,90
Original,53,53
night10,53,53
Original,2,2
night10,2,2
Original,28,28
night10,28,28
Original,15,15
night10,15,15
Original,51,51
night10,51,51
Original,45,45
night10,45,45
Original,46,46
night10,46,46
Original,46,46
night10,46,46
Original,73,73
night10,73,73
Original,45,45
night10,45,45
Original,27,91
night10,27,77
Original,74,74
night10,74,74
Original,23,23
night10,23,23
Original,52,52
night10,52,52
Original,52,52
night10,52,32
Original,90,90
night10,90,52
Original,90,90
night10,90,90
Original,45,45
night10,45,45
Original,53,53
night10,53,53
Original,11,21
night10,11,21
Original,55,55
night10,55,55
Original,72,72
night10,72,72
Original,21,28
night10,21,6
Original,45,45
night10,45,45
Original,37,37
night10,37,37
Original,50,50
night10,50,50
Original,6,6
night10,6,6
Original,66,66
night10,66,66
Original,55,55
night10,55,55
Original,90,90
night10,90,90
Original,81,81
night10,81,81
Original,79,79
night10,79,79
Original,83,83
night10,83,83
Original,57,57
night10,57,57
Original,90,90
night10,90,90
Original,71,71
night10,71,71
Original,53,53
night10,53,53
Original,52,52
night10,52,52
Original,28,28
night10,28,28
Original,68,68
night10,68,68
Original,60,60
night10,60,60
Original,91,91
night10,91,91
Original,52,52
night10,52,52
Original,72,72
night10,72,72
Original,54,54
night10,54,54
Original,6,6
night10,6,6
Original,45,45
night10,45,45
Original,52,52
night10,52,52
Original,46,46
night10,46,46
Original,20,0
night10,20,0
Original,87,87
night10,87,87
Original,24,6
night10,24,16
Original,90,90
night10,90,37
Original,29,29
night10,29,29
Original,77,77
night10,77,77
Original,39,39
night10,39,39
Original,45,45
night10,45,45
Original,72,72
night10,72,72
Original,28,28
night10,28,28
Original,89,89
night10,89,89
Original,0,0
night10,0,0
Original,92,88
night10,92,48
Original,55,55
night10,55,55
Original,74,74
night10,74,30
Original,23,23
night10,23,23
Original,52,52
night10,52,52
Original,6,1
night10,6,6
Original,46,46
night10,46,46
Original,0,0
night10,0,0
Original,52,52
night10,52,52
Original,86,86
night10,86,86
Original,28,28
night10,28,28
Original,51,51
night10,51,51
Original,19,19
night10,19,19
Original,53,53
night10,53,53
Original,52,52
night10,52,52
Original,32,32
night10,32,32
Original,6,6
night10,6,6
Original,23,23
night10,23,23
Original,30,30
night10,30,30
Original,20,15
night10,20,20
Original,67,67
night10,67,67
Original,51,51
night10,51,51
Original,28,28
night10,28,28
Original,16,16
night10,16,16
Original,50,50
night10,50,50
Original,6,6
night10,6,6
Original,52,52
night10,52,52
Original,63,63
night10,63,63
Original,30,30
night10,30,30
Original,57,57
night10,57,31
Original,48,48
night10,48,48
Original,48,48
night10,48,48
Original,78,78
night10,78,78
Original,16,16
night10,16,16
Original,52,52
night10,52,52
Original,23,23
night10,23,23
Original,90,90
night10,90,36
Original,32,32
night10,32,32
Original,20,20
night10,20,20
Original,42,52
night10,42,52
Original,31,31
night10,31,97
Original,41,41
night10,41,41
Original,57,57
night10,57,57
Original,50,50
night10,50,50
Original,51,51
night10,51,51
Original,36,36
night10,36,36
Original,48,48
night10,48,48
Original,15,15
night10,15,15
Original,78,78
night10,78,78
Original,50,50
night10,50,50
Original,63,63
night10,63,63
Original,34,34
night10,34,34
Original,30,30
night10,30,30
Original,72,72
night10,72,72
Original,67,67
night10,67,67
Original,55,55
night10,55,55
Original,12,12
night10,12,12
Original,74,74
night10,74,74
Original,90,90
night10,90,90
Original,49,49
night10,49,49
Original,16,16
night10,16,16
Original,87,87
night10,87,87
Original,63,63
night10,63,41
Original,28,28
night10,28,28
Original,66,31
night10,66,31
Original,28,21
night10,28,21
Original,49,49
night10,49,49
Original,23,23
night10,23,23
Original,41,41
night10,41,41
Original,21,21
night10,21,21
Original,30,30
night10,30,30
