filter,class,predicted_class
Original,93,93
night,93,85
Original,31,31
night,31,30
Original,62,62
night,62,62
Original,36,36
night,36,36
Original,20,20
night,20,20
Original,90,90
night,90,90
Original,61,61
night,61,61
Original,86,85
night,86,90
Original,52,52
night,52,52
Original,26,26
night,26,26
Original,28,28
night,28,28
Original,50,50
night,50,40
Original,63,63
night,63,63
Original,78,78
night,78,78
Original,16,16
night,16,16
Original,0,0
night,0,0
Original,101,101
night,101,75
Original,78,78
night,78,78
Original,90,90
night,90,90
Original,49,49
night,49,49
Original,30,66
night,30,96
Original,30,30
night,30,30
Original,48,48
night,48,48
Original,15,86
night,15,86
Original,30,30
night,30,30
Original,46,46
night,46,50
Original,78,78
night,78,78
Original,79,79
night,79,79
Original,55,55
night,55,55
Original,63,63
night,63,63
Original,12,12
night,12,12
Original,46,46
night,46,46
Original,66,78
night,66,59
Original,31,37
night,31,40
Original,90,90
night,90,90
Original,22,22
night,22,22
Original,55,55
night,55,46
Original,37,37
night,37,37
Original,72,72
night,72,75
Original,20,20
night,20,20
Original,51,51
night,51,51
Original,90,90
night,90,90
Original,78,78
night,78,78
Original,16,16
night,16,16
Original,46,46
night,46,46
Original,32,32
night,32,87
Original,37,37
night,37,37
Original,67,67
night,67,67
Original,20,20
night,20,20
Original,21,21
night,21,21
Original,57,57
night,57,57
Original,36,36
night,36,36
Original,52,52
night,52,52
Original,20,20
night,20,20
Original,83,83
night,83,83
Original,61,59
night,61,59
Original,56,53
night,56,53
Original,50,46
night,50,50
Original,52,52
night,52,52
Original,48,48
night,48,48
Original,73,73
night,73,98
Original,52,48
night,52,48
Original,73,73
night,73,83
Original,31,31
night,31,50
Original,46,46
night,46,46
Original,50,50
night,50,50
Original,72,72
night,72,75
Original,40,40
night,40,40
Original,41,41
night,41,41
Original,32,32
night,32,32
Original,75,75
night,75,35
Original,64,46
night,64,66
Original,45,45
night,45,45
Original,74,74
night,74,74
Original,70,70
night,70,70
Original,86,86
night,86,86
Original,79,79
night,79,79
Original,45,45
night,45,61
Original,45,45
night,45,61
Original,52,52
night,52,52
Original,15,15
night,15,15
Original,31,31
night,31,48
Original,51,51
night,51,51
Original,67,67
night,67,67
Original,15,15
night,15,15
Original,76,76
night,76,76
Original,23,23
night,23,23
Original,78,78
night,78,78
Original,50,50
night,50,50
Original,59,59
night,59,59
Original,46,46
night,46,46
Original,32,85
night,32,55
Original,62,62
night,62,62
Original,23,23
night,23,23
Original,63,63
night,63,62
Original,46,46
night,46,46
Original,49,48
night,49,49
Original,23,23
night,23,23
Original,20,10
night,20,10
Original,0,0
night,0,0
Original,90,90
night,90,90
Original,32,32
night,32,32
Original,28,28
night,28,28
Original,51,51
night,51,51
Original,90,90
night,90,90
Original,16,16
night,16,16
Original,0,0
night,0,0
Original,63,63
night,63,46
Original,17,23
night,17,23
Original,0,0
night,0,0
Original,42,42
night,42,42
Original,66,66
night,66,66
