filter,class,predicted_class
Original,20,20
night10,20,20
Original,55,55
night10,55,55
Original,32,32
night10,32,32
Original,102,102
night10,102,102
Original,67,67
night10,67,67
Original,57,57
night10,57,57
Original,65,65
night10,65,92
Original,74,74
night10,74,74
Original,86,86
night10,86,86
Original,67,67
night10,67,67
Original,53,55
night10,53,53
Original,63,63
night10,63,48
Original,30,30
night10,30,30
Original,57,57
night10,57,57
Original,52,52
night10,52,52
Original,53,53
night10,53,53
Original,0,0
night10,0,0
Original,50,50
night10,50,50
Original,23,23
night10,23,23
Original,60,60
night10,60,60
Original,78,78
night10,78,78
Original,78,78
night10,78,78
Original,74,74
night10,74,74
Original,90,90
night10,90,90
Original,52,52
night10,52,52
Original,40,40
night10,40,52
Original,52,52
night10,52,52
Original,90,90
night10,90,90
Original,87,61
night10,87,87
Original,57,57
night10,57,57
Original,48,48
night10,48,48
Original,78,78
night10,78,78
Original,6,6
night10,6,6
Original,68,68
night10,68,68
Original,84,90
night10,84,90
Original,16,32
night10,16,48
Original,27,27
night10,27,72
Original,79,79
night10,79,79
Original,12,12
night10,12,12
Original,49,49
night10,49,49
Original,45,45
night10,45,45
Original,32,32
night10,32,32
Original,32,32
night10,32,32
Original,50,50
night10,50,50
Original,16,16
night10,16,16
Original,78,78
night10,78,78
Original,93,93
night10,93,93
Original,16,16
night10,16,16
Original,16,16
night10,16,16
Original,16,16
night10,16,16
Original,51,51
night10,51,51
Original,51,51
night10,51,51
Original,23,23
night10,23,23
Original,70,70
night10,70,70
Original,38,37
night10,38,37
Original,46,46
night10,46,46
Original,71,71
night10,71,71
Original,90,90
night10,90,90
Original,53,53
night10,53,53
Original,12,12
night10,12,12
Original,23,23
night10,23,23
Original,52,52
night10,52,52
Original,32,32
night10,32,32
Original,67,67
night10,67,67
Original,63,63
night10,63,66
Original,52,52
night10,52,52
Original,74,74
night10,74,74
Original,36,36
night10,36,36
Original,61,61
night10,61,61
Original,74,74
night10,74,74
Original,90,90
night10,90,90
Original,39,39
night10,39,39
Original,66,66
night10,66,102
Original,72,72
night10,72,72
Original,49,49
night10,49,49
Original,41,41
night10,41,41
Original,16,16
night10,16,16
Original,52,52
night10,52,52
Original,23,23
night10,23,23
Original,27,36
night10,27,36
Original,41,41
night10,41,41
Original,28,28
night10,28,28
Original,57,57
night10,57,57
Original,11,11
night10,11,11
Original,63,63
night10,63,63
Original,2,2
night10,2,2
Original,70,70
night10,70,0
Original,78,78
night10,78,78
Original,91,91
night10,91,91
Original,90,90
night10,90,90
Original,83,83
night10,83,83
Original,55,55
night10,55,55
Original,11,11
night10,11,11
Original,86,86
night10,86,86
Original,28,28
night10,28,28
Original,90,90
night10,90,90
Original,16,16
night10,16,16
Original,70,70
night10,70,70
Original,15,15
night10,15,15
Original,19,19
night10,19,19
Original,37,37
night10,37,37
Original,34,34
night10,34,34
Original,48,48
night10,48,48
Original,51,51
night10,51,51
Original,29,29
night10,29,29
Original,90,90
night10,90,90
Original,63,63
night10,63,51
Original,79,90
night10,79,90
Original,86,86
night10,86,86
Original,15,15
night10,15,15
Original,62,60
night10,62,41
Original,20,20
night10,20,20
Original,20,20
night10,20,20
Original,53,53
night10,53,53
Original,15,15
night10,15,15
Original,42,42
night10,42,42
Original,77,77
night10,77,77
Original,55,55
night10,55,55
Original,30,30
night10,30,30
Original,91,91
night10,91,91
Original,20,20
night10,20,20
Original,55,55
night10,55,55
Original,23,23
night10,23,23
Original,90,90
night10,90,90
Original,60,60
night10,60,60
Original,79,79
night10,79,79
Original,20,20
night10,20,20
Original,74,74
night10,74,74
Original,57,91
night10,57,57
Original,46,46
night10,46,46
Original,16,25
night10,16,0
Original,46,46
night10,46,46
Original,33,33
night10,33,33
Original,30,30
night10,30,30
Original,30,30
night10,30,30
Original,55,55
night10,55,55
Original,26,29
night10,26,29
Original,45,45
night10,45,45
Original,43,43
night10,43,43
Original,48,48
night10,48,48
Original,52,52
night10,52,52
Original,67,67
night10,67,67
Original,77,77
night10,77,41
Original,55,55
night10,55,55
Original,52,52
night10,52,52
Original,74,63
night10,74,50
Original,72,72
night10,72,78
Original,51,51
night10,51,51
Original,5,15
night10,5,15
Original,91,93
night10,91,93
Original,55,55
night10,55,55
Original,55,55
night10,55,55
Original,87,87
night10,87,87
Original,48,48
night10,48,48
Original,23,23
night10,23,23
Original,55,55
night10,55,55
Original,46,46
night10,46,46
Original,86,86
night10,86,86
Original,37,37
night10,37,37
Original,1,1
night10,1,1
Original,32,32
night10,32,32
Original,74,74
night10,74,74
Original,45,45
night10,45,45
Original,63,63
night10,63,63
Original,66,66
night10,66,66
Original,81,81
night10,81,81
Original,20,20
night10,20,20
Original,0,0
night10,0,0
Original,48,48
night10,48,48
Original,23,23
night10,23,23
Original,90,90
night10,90,11
Original,79,78
night10,79,31
Original,52,52
night10,52,52
Original,32,32
night10,32,32
Original,90,90
night10,90,90
Original,50,50
night10,50,50
Original,45,45
night10,45,45
Original,29,16
night10,29,16
Original,36,36
night10,36,36
Original,6,6
night10,6,6
Original,90,90
night10,90,90
Original,32,32
night10,32,32
Original,78,78
night10,78,78
Original,74,74
night10,74,74
Original,37,37
night10,37,37
Original,57,57
night10,57,57
Original,32,32
night10,32,32
Original,16,16
night10,16,16
Original,30,30
night10,30,30
Original,22,61
night10,22,61
Original,75,75
night10,75,75
Original,70,70
night10,70,70
Original,32,32
night10,32,32
Original,80,80
night10,80,80
Original,29,29
night10,29,29
Original,48,48
night10,48,48
Original,16,16
night10,16,16
Original,100,100
night10,100,15
Original,36,36
night10,36,36
Original,31,31
night10,31,31
Original,21,21
night10,21,21
Original,37,37
night10,37,37
Original,87,61
night10,87,62
Original,102,102
night10,102,102
Original,31,31
night10,31,31
Original,37,37
night10,37,37
Original,0,0
night10,0,0
Original,77,77
night10,77,55
Original,50,50
night10,50,50
Original,93,93
night10,93,97
Original,50,50
night10,50,50
Original,0,0
night10,0,0
Original,37,37
night10,37,37
Original,23,23
night10,23,23
Original,30,30
night10,30,30
Original,51,51
night10,51,51
Original,30,30
night10,30,30
Original,57,57
night10,57,57
Original,31,31
night10,31,31
Original,48,48
night10,48,48
Original,12,12
night10,12,0
Original,15,15
night10,15,15
Original,74,74
night10,74,74
Original,14,93
night10,14,93
Original,15,15
night10,15,15
Original,77,77
night10,77,77
Original,23,23
night10,23,23
Original,90,90
night10,90,90
Original,28,28
night10,28,28
Original,21,21
night10,21,21
Original,51,51
night10,51,51
Original,0,0
night10,0,0
Original,72,72
night10,72,72
Original,45,45
night10,45,45
Original,46,46
night10,46,46
Original,52,52
night10,52,52
Original,67,67
night10,67,67
Original,63,63
night10,63,66
Original,53,53
night10,53,53
Original,86,86
night10,86,86
Original,72,72
night10,72,72
Original,88,88
night10,88,88
Original,55,55
night10,55,55
Original,53,53
night10,53,53
Original,87,87
night10,87,87
Original,90,90
night10,90,90
Original,12,12
night10,12,12
Original,28,28
night10,28,28
Original,30,30
night10,30,30
Original,30,30
night10,30,30
Original,90,90
night10,90,15
Original,50,50
night10,50,50
Original,90,90
night10,90,90
Original,68,68
night10,68,68
Original,40,40
night10,40,45
Original,99,99
night10,99,99
Original,32,32
night10,32,32
Original,90,90
night10,90,90
Original,19,19
night10,19,19
Original,33,33
night10,33,33
Original,19,19
night10,19,19
Original,86,86
night10,86,86
Original,90,90
night10,90,90
Original,20,20
night10,20,20
Original,78,78
night10,78,78
Original,90,90
night10,90,90
Original,74,74
night10,74,74
Original,57,57
night10,57,57
Original,90,90
night10,90,90
Original,19,19
night10,19,19
Original,90,90
night10,90,90
Original,67,67
night10,67,67
Original,10,10
night10,10,10
Original,17,15
night10,17,15
Original,36,36
night10,36,36
Original,50,50
night10,50,50
Original,32,32
night10,32,32
Original,72,72
night10,72,72
Original,30,30
night10,30,30
Original,90,90
night10,90,90
Original,90,90
night10,90,90
Original,52,52
night10,52,52
Original,49,49
night10,49,49
Original,50,48
night10,50,48
Original,87,62
night10,87,62
Original,90,90
night10,90,90
Original,53,53
night10,53,53
Original,50,50
night10,50,50
Original,74,74
night10,74,74
Original,90,90
night10,90,90
Original,43,43
night10,43,43
Original,52,52
night10,52,52
Original,90,90
night10,90,90
Original,48,48
night10,48,48
Original,21,21
night10,21,21
Original,87,62
night10,87,62
Original,52,52
night10,52,52
Original,52,52
night10,52,52
Original,63,63
night10,63,39
Original,50,50
night10,50,50
Original,23,23
night10,23,23
Original,48,48
night10,48,48
Original,45,45
night10,45,45
Original,50,50
night10,50,50
Original,19,19
night10,19,19
Original,50,50
night10,50,50
Original,45,45
night10,45,45
Original,86,86
night10,86,86
Original,19,19
night10,19,19
Original,48,48
night10,48,48
Original,48,48
night10,48,48
Original,46,46
night10,46,46
Original,46,46
night10,46,46
Original,55,55
night10,55,55
Original,90,90
night10,90,90
Original,48,48
night10,48,48
Original,16,16
night10,16,16
Original,63,48
night10,63,88
Original,32,32
night10,32,32
Original,45,45
night10,45,45
Original,16,16
night10,16,16
Original,74,74
night10,74,74
Original,51,51
night10,51,51
Original,2,2
night10,2,2
Original,19,19
night10,19,19
Original,90,90
night10,90,90
Original,45,45
night10,45,45
Original,32,32
night10,32,32
Original,41,41
night10,41,41
Original,48,48
night10,48,48
Original,28,28
night10,28,28
Original,79,79
night10,79,31
Original,41,41
night10,41,41
Original,50,50
night10,50,50
Original,63,63
night10,63,42
Original,18,18
night10,18,26
Original,37,37
night10,37,37
Original,52,52
night10,52,52
Original,16,16
night10,16,16
Original,7,7
night10,7,7
Original,39,39
night10,39,39
Original,57,57
night10,57,57
Original,52,52
night10,52,52
Original,30,91
night10,30,35
Original,86,86
night10,86,86
Original,19,19
night10,19,19
Original,22,22
night10,22,22
Original,60,60
night10,60,60
Original,78,78
night10,78,78
Original,21,21
night10,21,21
Original,14,14
night10,14,14
Original,67,67
night10,67,67
Original,75,75
night10,75,75
Original,52,52
night10,52,90
Original,46,46
night10,46,46
Original,11,11
night10,11,11
Original,67,67
night10,67,67
Original,17,17
night10,17,17
Original,50,50
night10,50,50
Original,97,97
night10,97,97
Original,23,23
night10,23,23
Original,52,52
night10,52,52
Original,52,52
night10,52,52
Original,15,15
night10,15,15
Original,50,50
night10,50,50
Original,51,51
night10,51,51
Original,63,63
night10,63,37
Original,41,41
night10,41,41
Original,50,50
night10,50,50
Original,51,51
night10,51,51
Original,51,51
night10,51,51
Original,52,52
night10,52,52
Original,68,68
night10,68,68
Original,90,90
night10,90,90
Original,90,90
night10,90,90
Original,36,36
night10,36,36
Original,20,20
night10,20,20
Original,50,50
night10,50,50
Original,29,29
night10,29,29
Original,90,53
night10,90,53
Original,56,56
night10,56,49
Original,66,63
night10,66,52
Original,12,12
night10,12,12
Original,86,86
night10,86,86
Original,32,32
night10,32,32
Original,52,52
night10,52,52
Original,46,46
night10,46,46
Original,52,52
night10,52,52
Original,78,78
night10,78,78
Original,87,61
night10,87,61
Original,52,52
night10,52,52
Original,28,20
night10,28,2
Original,15,15
night10,15,15
Original,70,70
night10,70,70
Original,32,32
night10,32,32
Original,17,17
night10,17,17
Original,87,87
night10,87,50
Original,29,29
night10,29,29
Original,77,77
night10,77,77
Original,42,42
night10,42,42
Original,39,39
night10,39,39
Original,30,87
night10,30,87
Original,0,0
night10,0,0
Original,40,57
night10,40,57
Original,23,23
night10,23,16
Original,53,53
night10,53,53
Original,20,20
night10,20,20
Original,23,23
night10,23,23
Original,52,52
night10,52,52
Original,90,90
night10,90,90
Original,19,19
night10,19,19
Original,78,78
night10,78,78
Original,31,31
night10,31,31
Original,0,0
night10,0,0
Original,63,63
night10,63,63
Original,67,67
night10,67,67
Original,31,31
night10,31,31
Original,16,16
night10,16,16
Original,74,74
night10,74,74
Original,45,45
night10,45,45
Original,16,16
night10,16,16
Original,31,90
night10,31,96
Original,73,73
night10,73,73
Original,48,40
night10,48,48
Original,83,83
night10,83,83
Original,87,61
night10,87,87
Original,30,30
night10,30,30
Original,15,15
night10,15,15
Original,87,50
night10,87,50
Original,70,70
night10,70,70
Original,23,23
night10,23,23
Original,53,53
night10,53,53
Original,28,28
night10,28,28
Original,63,63
night10,63,63
Original,20,20
night10,20,20
Original,63,63
night10,63,66
Original,23,23
night10,23,23
Original,32,32
night10,32,32
Original,16,16
night10,16,16
Original,57,48
night10,57,40
Original,53,53
night10,53,53
Original,50,50
night10,50,50
Original,55,55
night10,55,55
Original,59,59
night10,59,59
Original,52,52
night10,52,52
Original,47,47
night10,47,47
Original,16,16
night10,16,16
Original,91,91
night10,91,23
Original,35,35
night10,35,35
Original,53,53
night10,53,53
Original,22,22
night10,22,22
Original,32,32
night10,32,32
Original,92,77
night10,92,48
Original,0,0
night10,0,0
Original,45,45
night10,45,45
Original,36,36
night10,36,36
Original,75,75
night10,75,75
Original,30,30
night10,30,30
Original,16,16
night10,16,16
Original,83,35
night10,83,57
Original,55,55
night10,55,55
Original,90,90
night10,90,90
Original,32,32
night10,32,32
Original,60,60
night10,60,60
Original,90,90
night10,90,90
Original,49,49
night10,49,49
Original,42,42
night10,42,42
Original,51,51
night10,51,51
Original,86,86
night10,86,86
Original,64,64
night10,64,65
Original,90,90
night10,90,90
Original,52,52
night10,52,52
Original,20,20
night10,20,20
Original,20,20
night10,20,20
Original,32,32
night10,32,32
Original,21,21
night10,21,21
Original,87,62
night10,87,62
Original,41,41
night10,41,41
Original,78,78
night10,78,78
Original,83,83
night10,83,83
Original,45,45
night10,45,45
Original,22,22
night10,22,22
Original,16,16
night10,16,16
Original,40,40
