filter,class,predicted_class
Original,63,63
fog10,63,97
Original,48,48
fog10,48,31
Original,19,19
fog10,19,37
Original,78,78
fog10,78,31
Original,15,15
fog10,15,86
Original,90,90
fog10,90,86
Original,46,46
fog10,46,66
Original,74,74
fog10,74,31
Original,46,46
fog10,46,31
Original,45,45
fog10,45,37
Original,53,53
fog10,53,86
Original,55,55
fog10,55,30
Original,2,2
fog10,2,31
Original,20,20
fog10,20,86
Original,63,63
fog10,63,86
Original,37,37
fog10,37,28
Original,45,45
fog10,45,31
Original,21,21
fog10,21,86
Original,63,63
fog10,63,28
Original,41,41
fog10,41,31
Original,41,41
fog10,41,97
Original,55,52
fog10,55,31
Original,90,90
fog10,90,31
Original,6,6
fog10,6,37
Original,21,21
fog10,21,16
Original,52,52
fog10,52,30
Original,66,66
fog10,66,31
Original,52,52
fog10,52,37
Original,90,90
fog10,90,52
Original,67,67
fog10,67,60
Original,45,45
fog10,45,37
Original,46,45
fog10,46,90
Original,48,48
fog10,48,31
Original,36,36
fog10,36,86
Original,50,50
fog10,50,59
Original,45,45
fog10,45,40
Original,97,97
fog10,97,90
Original,90,90
fog10,90,52
Original,36,36
fog10,36,28
Original,32,32
fog10,32,86
Original,52,52
fog10,52,86
Original,102,102
fog10,102,30
Original,29,29
fog10,29,37
Original,65,65
fog10,65,86
Original,77,77
fog10,77,86
Original,52,52
fog10,52,60
Original,48,48
fog10,48,30
Original,41,41
fog10,41,30
Original,32,32
fog10,32,87
Original,102,102
fog10,102,31
Original,51,50
fog10,51,30
Original,20,20
fog10,20,15
Original,53,53
fog10,53,46
Original,0,0
fog10,0,31
Original,68,68
fog10,68,90
Original,30,30
fog10,30,87
Original,15,15
fog10,15,97
Original,83,83
fog10,83,61
Original,74,74
fog10,74,16
Original,28,28
fog10,28,86
Original,72,72
fog10,72,31
Original,57,57
fog10,57,30
Original,30,30
fog10,30,31
Original,1,1
fog10,1,86
Original,98,98
fog10,98,59
Original,30,30
fog10,30,30
Original,43,43
fog10,43,86
Original,32,32
fog10,32,37
Original,72,72
fog10,72,86
Original,16,16
fog10,16,23
Original,55,55
fog10,55,62
Original,90,90
fog10,90,37
Original,15,15
fog10,15,86
Original,40,40
fog10,40,30
Original,99,99
fog10,99,1
Original,70,70
fog10,70,28
Original,74,74
fog10,74,86
Original,32,32
fog10,32,31
Original,55,55
fog10,55,28
Original,50,50
fog10,50,60
Original,23,23
fog10,23,31
Original,20,20
fog10,20,31
Original,57,57
fog10,57,31
Original,76,76
fog10,76,90
Original,66,63
fog10,66,31
Original,14,6
fog10,14,30
Original,77,77
fog10,77,86
Original,2,19
fog10,2,50
Original,78,78
fog10,78,31
Original,70,70
fog10,70,36
Original,66,66
fog10,66,31
Original,77,77
fog10,77,87
Original,52,52
fog10,52,66
Original,74,74
fog10,74,15
Original,16,16
fog10,16,30
Original,90,90
fog10,90,1
Original,90,90
fog10,90,50
Original,86,86
fog10,86,31
Original,72,72
fog10,72,86
Original,90,90
fog10,90,31
Original,48,48
fog10,48,61
Original,5,5
fog10,5,28
Original,50,50
fog10,50,97
Original,46,46
fog10,46,31
Original,90,90
fog10,90,87
Original,86,86
fog10,86,86
Original,32,32
fog10,32,31
Original,57,57
fog10,57,46
Original,36,36
fog10,36,31
Original,102,30
fog10,102,31
Original,16,16
fog10,16,53
Original,16,16
fog10,16,87
Original,43,43
fog10,43,28
Original,90,90
fog10,90,28
Original,16,16
fog10,16,28
Original,41,41
fog10,41,31
Original,48,48
fog10,48,31
Original,90,90
fog10,90,31
Original,20,20
fog10,20,53
Original,51,51
fog10,51,31
Original,32,32
fog10,32,28
Original,46,46
fog10,46,86
Original,50,50
fog10,50,61
Original,48,48
fog10,48,51
Original,17,17
fog10,17,86
Original,61,61
fog10,61,31
Original,48,48
fog10,48,28
Original,27,75
fog10,27,31
Original,23,23
fog10,23,91
Original,90,90
fog10,90,86
Original,76,76
fog10,76,37
Original,51,51
fog10,51,37
Original,46,46
fog10,46,31
Original,51,51
fog10,51,90
Original,0,0
fog10,0,31
Original,67,67
fog10,67,31
Original,20,20
fog10,20,36
Original,31,48
fog10,31,31
Original,93,77
fog10,93,42
Original,23,23
fog10,23,28
Original,1,1
fog10,1,31
Original,45,45
fog10,45,53
Original,16,4
fog10,16,36
Original,86,86
fog10,86,36
Original,70,70
fog10,70,6
Original,45,45
fog10,45,31
Original,74,74
fog10,74,59
Original,32,32
fog10,32,86
Original,30,30
fog10,30,37
Original,50,50
fog10,50,86
Original,53,50
fog10,53,31
Original,52,52
fog10,52,31
Original,32,32
fog10,32,86
Original,97,97
fog10,97,31
Original,50,50
fog10,50,23
Original,52,52
fog10,52,97
Original,30,30
fog10,30,31
Original,23,23
fog10,23,31
Original,52,52
fog10,52,66
Original,48,40
fog10,48,31
Original,50,50
fog10,50,31
Original,30,97
fog10,30,66
Original,74,74
fog10,74,37
Original,32,32
fog10,32,31
Original,63,63
fog10,63,37
Original,39,39
fog10,39,37
Original,57,57
fog10,57,37
Original,35,35
fog10,35,86
Original,32,32
fog10,32,36
Original,55,55
fog10,55,31
Original,74,74
fog10,74,61
Original,74,74
fog10,74,31
Original,87,87
fog10,87,31
Original,76,76
fog10,76,86
Original,50,50
fog10,50,53
Original,52,52
fog10,52,31
Original,28,28
fog10,28,50
Original,77,77
fog10,77,31
Original,28,28
fog10,28,31
Original,32,32
fog10,32,37
Original,90,90
fog10,90,86
Original,15,15
fog10,15,31
Original,0,0
fog10,0,28
Original,45,45
fog10,45,37
Original,45,45
fog10,45,30
Original,30,30
fog10,30,31
Original,42,42
fog10,42,31
Original,6,6
fog10,6,31
Original,57,57
fog10,57,86
Original,16,16
fog10,16,31
Original,39,39
fog10,39,1
Original,67,67
fog10,67,42
Original,43,43
fog10,43,86
Original,45,45
fog10,45,31
Original,66,66
fog10,66,37
Original,6,6
fog10,6,31
Original,66,66
fog10,66,36
Original,48,48
fog10,48,6
Original,20,20
fog10,20,66
Original,74,74
fog10,74,31
Original,63,63
fog10,63,31
Original,78,78
fog10,78,16
Original,31,31
fog10,31,28
Original,32,32
fog10,32,52
Original,67,67
fog10,67,86
Original,6,6
fog10,6,36
Original,90,90
fog10,90,87
Original,42,42
fog10,42,31
Original,28,28
fog10,28,28
Original,69,32
fog10,69,28
Original,74,74
fog10,74,51
Original,66,66
fog10,66,37
Original,74,74
fog10,74,86
Original,66,66
fog10,66,15
Original,70,70
fog10,70,31
Original,20,20
fog10,20,31
Original,20,20
fog10,20,31
Original,32,32
fog10,32,30
Original,45,16
fog10,45,30
Original,60,60
fog10,60,36
Original,55,55
fog10,55,86
Original,31,31
fog10,31,50
Original,50,50
fog10,50,86
Original,36,36
fog10,36,28
Original,51,51
fog10,51,86
Original,45,45
fog10,45,90
Original,67,67
fog10,67,86
Original,48,48
fog10,48,86
Original,12,23
fog10,12,37
Original,50,50
fog10,50,30
Original,90,90
fog10,90,86
Original,15,15
fog10,15,30
Original,52,52
fog10,52,31
Original,59,59
fog10,59,53
Original,25,12
fog10,25,86
Original,46,46
fog10,46,51
Original,38,39
fog10,38,31
Original,48,48
fog10,48,28
Original,53,53
fog10,53,31
Original,51,51
fog10,51,37
Original,74,74
fog10,74,86
Original,23,23
fog10,23,37
Original,23,23
fog10,23,86
Original,50,50
fog10,50,86
Original,75,75
fog10,75,97
Original,88,88
fog10,88,31
Original,29,29
fog10,29,50
Original,87,87
fog10,87,31
Original,87,87
fog10,87,86
Original,86,86
fog10,86,60
Original,28,28
fog10,28,53
Original,32,32
fog10,32,30
Original,30,30
fog10,30,31
Original,32,32
fog10,32,31
Original,31,31
fog10,31,90
Original,55,55
fog10,55,86
Original,90,90
fog10,90,6
Original,79,79
fog10,79,31
Original,1,1
fog10,1,31
Original,45,45
fog10,45,37
Original,30,30
fog10,30,36
Original,15,15
