filter,class,predicted_class
Original,37,37
snow10,37,37
Original,48,48
snow10,48,48
Original,90,90
snow10,90,90
Original,20,20
snow10,20,20
Original,31,31
snow10,31,51
Original,75,71
snow10,75,75
Original,40,40
snow10,40,40
Original,67,67
snow10,67,67
Original,0,0
snow10,0,0
Original,15,15
snow10,15,15
Original,57,57
snow10,57,57
Original,55,55
snow10,55,55
Original,20,90
snow10,20,50
Original,22,21
snow10,22,17
Original,16,16
snow10,16,16
Original,0,0
snow10,0,0
Original,32,32
snow10,32,79
Original,53,55
snow10,53,55
Original,52,52
snow10,52,52
Original,30,30
snow10,30,30
Original,55,55
snow10,55,55
Original,7,7
snow10,7,7
Original,72,72
snow10,72,72
Original,39,39
snow10,39,96
Original,16,16
snow10,16,16
Original,60,60
snow10,60,33
Original,17,17
snow10,17,17
Original,16,16
snow10,16,16
Original,48,48
snow10,48,48
Original,90,90
snow10,90,90
Original,63,63
snow10,63,63
Original,72,72
snow10,72,72
Original,86,86
snow10,86,86
Original,52,52
snow10,52,52
Original,60,60
snow10,60,33
Original,87,87
snow10,87,23
Original,76,76
snow10,76,77
Original,43,43
snow10,43,43
Original,19,19
snow10,19,19
Original,29,29
snow10,29,23
Original,48,48
snow10,48,48
Original,49,49
snow10,49,53
Original,35,35
snow10,35,79
Original,28,28
snow10,28,28
Original,45,45
snow10,45,45
Original,0,16
snow10,0,13
Original,52,52
snow10,52,52
Original,20,20
snow10,20,20
Original,36,36
snow10,36,36
Original,28,23
snow10,28,7
Original,89,89
snow10,89,89
Original,78,78
snow10,78,78
Original,83,83
snow10,83,83
Original,15,15
snow10,15,52
Original,30,60
snow10,30,62
Original,66,66
snow10,66,66
Original,15,90
snow10,15,73
Original,53,50
snow10,53,50
Original,78,78
snow10,78,78
Original,23,23
snow10,23,23
Original,67,67
snow10,67,67
Original,48,48
snow10,48,90
Original,50,50
snow10,50,50
Original,31,31
snow10,31,31
Original,52,52
snow10,52,36
Original,74,74
snow10,74,74
Original,43,43
snow10,43,43
Original,51,50
snow10,51,51
Original,73,73
snow10,73,73
Original,77,77
snow10,77,77
Original,53,53
snow10,53,53
Original,90,90
snow10,90,72
Original,74,74
snow10,74,74
Original,88,88
snow10,88,88
Original,88,88
snow10,88,41
Original,23,23
snow10,23,23
Original,23,23
snow10,23,20
Original,30,30
snow10,30,30
Original,32,32
snow10,32,32
Original,16,16
snow10,16,16
Original,22,22
snow10,22,22
Original,87,87
snow10,87,87
Original,50,50
snow10,50,48
Original,23,23
snow10,23,23
Original,45,45
snow10,45,12
Original,60,60
snow10,60,60
Original,61,61
snow10,61,61
Original,52,52
snow10,52,52
Original,16,16
snow10,16,16
Original,20,20
snow10,20,20
Original,12,12
snow10,12,12
Original,16,16
snow10,16,16
Original,67,67
snow10,67,67
Original,52,52
snow10,52,52
Original,53,53
snow10,53,53
Original,0,0
snow10,0,0
Original,52,52
snow10,52,52
Original,51,51
snow10,51,2
Original,55,55
snow10,55,55
Original,78,78
snow10,78,78
Original,90,90
snow10,90,28
Original,45,45
snow10,45,45
Original,15,15
snow10,15,15
Original,76,76
snow10,76,77
Original,31,31
snow10,31,31
Original,12,12
snow10,12,12
Original,48,48
snow10,48,23
Original,63,63
snow10,63,63
Original,0,0
snow10,0,0
Original,31,31
snow10,31,31
Original,16,15
snow10,16,17
Original,63,63
snow10,63,64
Original,1,1
snow10,1,1
Original,2,2
snow10,2,1
Original,59,59
snow10,59,59
Original,37,37
snow10,37,37
Original,50,50
snow10,50,50
Original,52,52
snow10,52,52
Original,30,30
snow10,30,30
Original,16,16
snow10,16,27
Original,77,35
snow10,77,93
Original,11,24
snow10,11,11
Original,28,28
snow10,28,28
Original,74,74
snow10,74,74
Original,61,61
snow10,61,97
Original,34,34
snow10,34,34
Original,48,48
snow10,48,48
Original,97,97
snow10,97,97
Original,51,51
snow10,51,51
Original,90,90
snow10,90,90
Original,90,90
snow10,90,90
Original,52,52
snow10,52,52
Original,57,57
snow10,57,91
Original,90,90
snow10,90,90
Original,53,53
snow10,53,47
Original,74,74
snow10,74,74
Original,28,28
snow10,28,28
Original,50,50
snow10,50,50
Original,46,46
snow10,46,46
Original,91,91
snow10,91,17
Original,35,35
snow10,35,77
Original,55,55
snow10,55,55
Original,49,49
snow10,49,49
Original,21,21
snow10,21,21
Original,38,38
snow10,38,38
Original,12,11
snow10,12,11
Original,66,66
snow10,66,100
Original,10,10
snow10,10,10
Original,12,12
snow10,12,24
Original,21,21
snow10,21,21
Original,78,78
snow10,78,16
Original,89,89
snow10,89,97
Original,53,53
snow10,53,48
Original,55,55
snow10,55,55
Original,46,46
snow10,46,46
Original,61,61
snow10,61,61
Original,20,20
snow10,20,20
Original,23,23
snow10,23,23
Original,0,0
snow10,0,0
Original,52,52
snow10,52,52
Original,86,86
snow10,86,97
Original,48,48
snow10,48,42
Original,90,90
snow10,90,90
Original,48,48
snow10,48,48
Original,12,12
snow10,12,1
Original,73,73
snow10,73,73
Original,52,52
snow10,52,52
Original,19,19
snow10,19,52
Original,31,31
snow10,31,31
Original,86,86
snow10,86,86
Original,57,57
snow10,57,57
Original,78,78
snow10,78,78
Original,28,28
snow10,28,28
Original,90,90
snow10,90,90
Original,87,87
snow10,87,87
Original,39,39
snow10,39,39
Original,90,90
snow10,90,90
Original,30,30
snow10,30,30
Original,29,29
snow10,29,29
Original,45,45
snow10,45,45
Original,52,52
snow10,52,52
Original,15,15
snow10,15,15
Original,31,31
snow10,31,79
Original,15,15
snow10,15,15
Original,23,23
snow10,23,23
Original,50,50
snow10,50,50
Original,86,86
snow10,86,18
Original,61,61
snow10,61,61
Original,63,63
snow10,63,63
Original,23,23
snow10,23,23
Original,37,37
snow10,37,37
Original,45,45
snow10,45,45
Original,20,20
snow10,20,20
Original,52,52
snow10,52,52
Original,79,79
snow10,79,79
Original,72,72
snow10,72,72
Original,49,49
snow10,49,49
Original,66,66
snow10,66,66
Original,38,38
snow10,38,37
Original,67,67
snow10,67,67
Original,90,90
snow10,90,90
Original,50,50
snow10,50,48
Original,20,20
snow10,20,20
Original,90,90
snow10,90,69
Original,16,16
snow10,16,16
Original,16,16
snow10,16,16
Original,67,67
snow10,67,67
Original,15,15
snow10,15,15
Original,49,32
snow10,49,32
Original,46,46
snow10,46,86
Original,30,30
snow10,30,30
Original,23,23
snow10,23,23
Original,67,67
snow10,67,77
Original,49,49
snow10,49,49
Original,57,57
snow10,57,57
Original,90,90
snow10,90,90
Original,42,42
snow10,42,42
Original,11,11
snow10,11,24
Original,12,12
snow10,12,12
Original,79,79
snow10,79,79
Original,52,52
snow10,52,52
Original,23,23
snow10,23,23
Original,79,79
snow10,79,79
Original,78,78
snow10,78,78
Original,11,11
snow10,11,102
Original,40,40
snow10,40,40
Original,51,51
snow10,51,51
Original,87,59
snow10,87,73
Original,67,67
snow10,67,73
Original,19,19
snow10,19,6
Original,78,78
snow10,78,78
Original,6,6
snow10,6,6
Original,90,90
snow10,90,90
Original,50,50
snow10,50,53
Original,19,19
snow10,19,2
Original,30,30
snow10,30,30
Original,72,72
snow10,72,72
Original,74,74
snow10,74,74
Original,45,45
snow10,45,45
Original,48,48
snow10,48,48
Original,30,30
snow10,30,97
Original,90,90
snow10,90,90
Original,20,20
snow10,20,20
Original,16,23
snow10,16,23
Original,16,16
snow10,16,16
Original,37,37
snow10,37,37
Original,46,46
snow10,46,46
Original,77,74
snow10,77,77
Original,39,32
snow10,39,24
Original,50,50
snow10,50,50
Original,90,90
snow10,90,90
Original,52,52
snow10,52,52
Original,66,66
snow10,66,77
Original,50,50
snow10,50,50
Original,30,30
snow10,30,30
Original,23,23
snow10,23,23
Original,57,57
snow10,57,57
Original,20,20
snow10,20,20
Original,52,52
snow10,52,52
Original,30,30
snow10,30,30
Original,91,41
snow10,91,16
Original,36,36
snow10,36,36
Original,40,40
snow10,40,40
Original,63,63
snow10,63,48
Original,90,90
snow10,90,90
Original,52,52
snow10,52,52
Original,2,19
snow10,2,2
Original,90,90
snow10,90,90
Original,21,21
snow10,21,21
Original,90,90
snow10,90,90
Original,87,86
snow10,87,86
Original,15,15
snow10,15,15
Original,28,28
snow10,28,28
Original,24,24
snow10,24,24
Original,78,78
snow10,78,78
Original,63,63
snow10,63,63
Original,48,48
snow10,48,48
Original,15,15
snow10,15,15
Original,43,43
snow10,43,43
Original,53,53
snow10,53,50
Original,48,48
snow10,48,48
Original,16,16
snow10,16,0
Original,52,52
snow10,52,52
Original,2,2
snow10,2,2
Original,45,45
snow10,45,50
Original,33,42
snow10,33,42
Original,78,78
snow10,78,81
Original,52,52
snow10,52,52
Original,90,90
snow10,90,90
Original,55,55
snow10,55,55
Original,69,69
snow10,69,69
Original,90,90
snow10,90,90
Original,45,45
snow10,45,45
Original,79,79
snow10,79,79
Original,35,35
snow10,35,88
Original,61,61
snow10,61,61
Original,17,17
snow10,17,17
Original,30,30
snow10,30,30
Original,50,50
snow10,50,50
Original,23,23
snow10,23,23
Original,15,15
snow10,15,15
Original,68,68
snow10,68,79
Original,90,90
snow10,90,90
Original,46,46
snow10,46,32
Original,90,90
snow10,90,90
Original,78,78
snow10,78,78
Original,28,28
snow10,28,20
Original,16,16
snow10,16,12
Original,71,71
snow10,71,46
Original,23,23
snow10,23,23
Original,90,90
snow10,90,90
Original,55,55
snow10,55,55
Original,55,55
snow10,55,50
Original,48,48
snow10,48,48
Original,46,46
snow10,46,46
Original,92,91
snow10,92,30
Original,31,31
snow10,31,31
Original,72,72
snow10,72,72
Original,53,53
snow10,53,46
Original,36,36
snow10,36,36
Original,28,28
snow10,28,28
Original,28,28
snow10,28,28
Original,23,23
snow10,23,23
Original,90,90
snow10,90,74
Original,31,31
snow10,31,31
Original,60,60
snow10,60,48
Original,50,50
snow10,50,50
Original,83,83
snow10,83,83
Original,50,50
snow10,50,50
Original,90,90
snow10,90,52
Original,40,40
snow10,40,51
Original,66,66
snow10,66,66
Original,77,77
snow10,77,77
Original,81,81
snow10,81,81
Original,63,63
snow10,63,66
Original,0,0
snow10,0,0
Original,54,54
snow10,54,48
Original,30,30
snow10,30,30
Original,83,83
snow10,83,83
Original,52,52
snow10,52,15
Original,45,45
snow10,45,45
Original,52,52
snow10,52,48
Original,35,35
snow10,35,72
Original,41,41
snow10,41,51
Original,30,30
snow10,30,30
Original,52,52
snow10,52,52
Original,60,60
snow10,60,60
Original,77,77
snow10,77,77
Original,50,50
snow10,50,50
Original,72,72
snow10,72,72
Original,30,30
snow10,30,30
Original,52,52
snow10,52,31
Original,31,31
snow10,31,31
Original,30,30
snow10,30,30
Original,57,57
snow10,57,57
Original,50,50
snow10,50,50
Original,36,36
snow10,36,36
Original,32,32
snow10,32,32
Original,51,51
snow10,51,60
Original,31,31
snow10,31,31
Original,43,43
snow10,43,43
Original,48,48
snow10,48,48
Original,58,45
snow10,58,58
Original,78,78
snow10,78,78
Original,63,63
snow10,63,77
Original,46,46
snow10,46,45
Original,23,23
snow10,23,23
Original,74,74
snow10,74,74
Original,30,30
snow10,30,30
Original,50,50
snow10,50,50
Original,74,74
snow10,74,74
Original,53,53
snow10,53,50
Original,46,46
snow10,46,62
Original,48,48
snow10,48,48
Original,36,36
snow10,36,36
Original,63,63
snow10,63,28
Original,52,52
snow10,52,52
Original,23,23
snow10,23,23
Original,16,16
snow10,16,16
Original,60,60
snow10,60,60
Original,48,52
snow10,48,52
Original,59,59
snow10,59,59
Original,45,45
snow10,45,70
Original,83,83
snow10,83,16
Original,48,48
snow10,48,48
Original,35,35
snow10,35,35
Original,31,31
snow10,31,31
Original,50,50
snow10,50,50
Original,90,90
snow10,90,90
Original,67,67
snow10,67,46
Original,51,51
snow10,51,51
Original,90,90
snow10,90,90
Original,73,73
snow10,73,73
Original,31,31
snow10,31,31
Original,97,97
snow10,97,97
Original,50,50
snow10,50,50
Original,15,15
snow10,15,15
Original,19,19
snow10,19,19
Original,85,83
snow10,85,83
Original,71,71
snow10,71,71
Original,87,87
snow10,87,87
Original,63,63
snow10,63,78
Original,83,83
snow10,83,30
Original,77,77
