filter,class,predicted_class
Original,50,50
fog10,50,32
Original,31,31
fog10,31,66
Original,67,67
fog10,67,32
Original,75,67
fog10,75,49
Original,32,32
fog10,32,88
Original,16,16
fog10,16,52
Original,32,32
fog10,32,30
Original,32,32
fog10,32,86
Original,32,32
fog10,32,86
Original,74,74
fog10,74,36
Original,23,23
fog10,23,31
Original,50,53
fog10,50,61
Original,72,72
fog10,72,15
Original,39,39
fog10,39,90
Original,60,60
fog10,60,63
Original,52,52
fog10,52,90
Original,70,70
fog10,70,63
Original,11,11
fog10,11,41
Original,79,79
fog10,79,88
Original,90,90
fog10,90,32
Original,30,30
fog10,30,30
Original,57,57
fog10,57,86
Original,30,30
fog10,30,55
Original,16,16
fog10,16,74
Original,15,15
fog10,15,86
Original,50,50
fog10,50,88
Original,78,78
fog10,78,88
Original,52,52
fog10,52,90
Original,46,46
fog10,46,32
Original,86,86
fog10,86,90
Original,90,90
fog10,90,91
Original,28,28
fog10,28,59
Original,35,35
fog10,35,66
Original,87,87
fog10,87,59
Original,32,32
fog10,32,37
Original,32,32
fog10,32,30
Original,48,48
fog10,48,59
Original,57,55
fog10,57,90
Original,55,55
fog10,55,50
Original,16,16
fog10,16,90
Original,61,61
fog10,61,86
Original,15,15
fog10,15,52
Original,90,90
fog10,90,86
Original,46,46
fog10,46,55
Original,97,97
fog10,97,55
Original,45,45
fog10,45,88
Original,48,48
fog10,48,86
Original,32,32
fog10,32,30
Original,53,53
fog10,53,30
Original,61,61
fog10,61,32
Original,87,87
fog10,87,66
Original,97,91
fog10,97,36
Original,41,41
fog10,41,91
Original,67,67
fog10,67,97
Original,32,32
fog10,32,16
Original,66,66
fog10,66,88
Original,50,50
fog10,50,66
Original,12,12
fog10,12,86
Original,48,48
fog10,48,91
Original,55,55
fog10,55,17
Original,46,46
fog10,46,93
Original,12,12
fog10,12,2
Original,63,63
fog10,63,59
Original,90,90
fog10,90,28
Original,37,37
fog10,37,90
Original,21,0
fog10,21,32
Original,28,28
fog10,28,32
Original,60,60
fog10,60,41
Original,32,32
fog10,32,90
Original,90,90
fog10,90,32
Original,52,52
fog10,52,86
Original,31,31
fog10,31,86
Original,50,50
fog10,50,52
Original,78,78
fog10,78,86
Original,27,66
fog10,27,28
Original,32,32
fog10,32,86
Original,50,50
fog10,50,86
Original,46,46
fog10,46,90
Original,67,67
fog10,67,30
Original,90,90
fog10,90,90
Original,52,52
fog10,52,86
Original,11,11
fog10,11,37
Original,51,51
fog10,51,60
Original,48,48
fog10,48,50
Original,57,57
fog10,57,36
Original,83,83
fog10,83,37
Original,55,55
fog10,55,32
Original,28,28
fog10,28,37
Original,50,50
fog10,50,28
Original,50,50
fog10,50,36
Original,23,23
fog10,23,28
Original,15,15
fog10,15,32
Original,77,77
fog10,77,32
Original,72,72
fog10,72,30
Original,74,74
fog10,74,16
Original,77,77
fog10,77,90
Original,7,6
fog10,7,86
Original,30,30
fog10,30,32
Original,42,42
fog10,42,36
Original,37,37
fog10,37,32
Original,39,39
fog10,39,52
Original,78,78
fog10,78,37
Original,23,23
fog10,23,37
Original,57,57
fog10,57,55
Original,48,48
fog10,48,86
Original,52,52
fog10,52,88
Original,61,61
fog10,61,86
Original,90,66
fog10,90,86
Original,76,76
fog10,76,90
Original,10,11
fog10,10,52
Original,90,90
fog10,90,32
Original,74,74
fog10,74,86
Original,50,50
fog10,50,86
Original,87,87
fog10,87,90
Original,40,40
fog10,40,30
Original,21,21
fog10,21,32
Original,52,52
fog10,52,37
Original,1,1
fog10,1,90
Original,86,86
fog10,86,23
Original,71,71
fog10,71,86
Original,78,78
fog10,78,90
Original,74,74
fog10,74,90
Original,72,72
fog10,72,37
Original,78,78
fog10,78,59
Original,37,37
fog10,37,97
Original,63,88
fog10,63,50
Original,30,30
fog10,30,55
Original,16,16
fog10,16,86
Original,28,28
fog10,28,90
Original,55,46
fog10,55,86
Original,41,50
fog10,41,88
Original,90,90
fog10,90,86
Original,30,30
fog10,30,52
Original,48,48
fog10,48,86
Original,87,87
fog10,87,90
Original,86,86
fog10,86,37
Original,100,100
fog10,100,32
Original,32,32
fog10,32,32
Original,50,50
fog10,50,86
Original,67,67
fog10,67,74
Original,23,23
fog10,23,86
Original,32,32
fog10,32,52
Original,87,87
fog10,87,90
Original,23,23
fog10,23,52
Original,86,86
fog10,86,86
Original,43,43
fog10,43,59
Original,72,72
fog10,72,55
Original,74,74
fog10,74,30
Original,67,67
fog10,67,63
Original,57,57
fog10,57,86
Original,46,46
fog10,46,88
Original,53,53
