filter,class,predicted_class
Original,55,55
fog10,55,31
Original,79,67
fog10,79,90
Original,55,55
fog10,55,31
Original,28,28
fog10,28,31
Original,51,51
fog10,51,1
Original,16,16
fog10,16,90
Original,75,75
fog10,75,61
Original,46,46
fog10,46,91
Original,79,79
fog10,79,1
Original,90,90
fog10,90,37
Original,50,50
fog10,50,86
Original,62,23
fog10,62,90
Original,0,0
fog10,0,97
Original,67,67
fog10,67,31
Original,75,75
fog10,75,61
Original,9,12
fog10,9,31
Original,12,12
fog10,12,51
Original,45,45
fog10,45,1
Original,23,23
fog10,23,32
Original,46,46
fog10,46,61
Original,63,63
fog10,63,90
Original,37,37
fog10,37,32
Original,48,48
fog10,48,90
Original,97,97
fog10,97,90
Original,81,81
fog10,81,90
Original,16,16
fog10,16,66
Original,46,46
fog10,46,61
Original,87,87
fog10,87,90
Original,53,53
fog10,53,90
Original,55,55
fog10,55,90
Original,17,17
fog10,17,90
Original,52,52
fog10,52,90
Original,28,28
fog10,28,66
Original,87,87
fog10,87,90
Original,23,23
fog10,23,66
Original,67,67
fog10,67,20
Original,16,16
fog10,16,31
Original,72,72
fog10,72,66
Original,50,50
fog10,50,61
Original,30,30
fog10,30,28
Original,90,90
fog10,90,28
Original,67,67
fog10,67,90
Original,36,36
fog10,36,90
Original,20,20
fog10,20,90
Original,67,67
fog10,67,37
Original,32,32
fog10,32,31
Original,50,50
fog10,50,90
Original,17,17
fog10,17,31
Original,45,45
fog10,45,90
Original,87,87
fog10,87,90
Original,74,74
fog10,74,66
Original,66,66
fog10,66,90
Original,57,53
fog10,57,90
Original,20,20
fog10,20,74
Original,91,91
fog10,91,32
Original,21,21
fog10,21,31
Original,50,50
fog10,50,91
Original,16,16
fog10,16,90
Original,11,11
fog10,11,30
Original,52,52
fog10,52,90
Original,37,37
fog10,37,51
Original,90,90
fog10,90,61
Original,16,16
fog10,16,31
Original,90,90
fog10,90,90
Original,48,53
fog10,48,48
Original,86,86
fog10,86,90
Original,72,72
fog10,72,28
Original,62,46
fog10,62,31
Original,9,9
fog10,9,31
Original,50,50
fog10,50,66
Original,32,32
fog10,32,7
Original,0,0
fog10,0,31
Original,90,90
fog10,90,90
Original,23,23
fog10,23,62
Original,12,12
fog10,12,32
Original,40,40
fog10,40,90
Original,63,63
fog10,63,31
Original,90,90
fog10,90,90
Original,51,51
fog10,51,90
Original,58,58
fog10,58,31
Original,43,43
fog10,43,31
Original,63,63
fog10,63,37
Original,72,72
fog10,72,28
Original,22,22
fog10,22,32
Original,51,51
fog10,51,31
Original,0,0
fog10,0,31
Original,90,90
fog10,90,90
Original,12,12
fog10,12,28
Original,16,16
fog10,16,66
